m_B,deltaE,nFlux_pi0,nFlux_eta
1.08898,140,25,0
1.08898,150,26,0
1.08898,160,35,0
1.08898,170,28,0
1.08898,180,41,0
1.08898,190,25,0
1.08898,200,36,0
1.08898,210,16,0
1.08898,220,35,0
1.08898,230,37,0
1.08898,240,30,0
1.08898,250,29,0
1.08898,260,30,0
1.08898,270,32,0
1.08898,280,36,0
1.08898,290,47,7
1.08898,300,26,1
1.08898,310,54,3
1.08898,320,45,0
1.08898,330,52,1
1.08898,340,24,7
1.08898,350,25,3
1.08898,360,43,0
1.08898,370,30,2
1.08898,380,37,3
1.08898,390,25,4
1.08898,400,40,1
1.08898,410,25,5
1.08898,420,21,7
1.08898,430,27,3
1.08898,440,31,3
1.08898,450,30,5
1.08898,460,27,5
1.08898,470,19,3
1.08898,480,25,0
1.08898,490,38,0
1.08898,500,37,4
1.08898,510,34,2
1.08898,520,27,8
1.08898,530,24,6
1.08898,540,18,5
1.08898,550,24,1
1.08898,560,36,2
1.08898,570,35,1
1.08898,580,25,5
1.08898,590,27,2
1.08898,600,28,2
1.08898,610,34,6
1.08898,620,32,6
1.08898,630,17,5
1.08898,640,22,5
1.08898,650,10,1
1.08898,660,29,4
1.08898,670,21,7
1.08898,680,26,8
1.08898,690,24,9
1.08898,700,17,4
1.08898,710,24,5
1.08898,720,24,1
1.08898,730,22,4
1.08898,740,16,5
1.08898,750,17,10
1.08898,760,10,8
1.08898,770,13,2
1.08898,780,17,6
1.08898,790,13,5
1.08898,800,16,7
1.08898,810,13,2
1.08898,820,9,7
1.08898,830,11,2
1.08898,840,5,13
1.08898,850,7,15
1.08898,860,8,6
1.08898,870,8,7
1.08898,880,1,5
1.08898,890,2,9
1.08898,900,8,6
1.08898,910,6,10
1.08898,920,4,16
1.08898,930,5,6
1.08898,940,4,5
1.08898,950,5,7
1.08898,960,5,15
1.08898,970,6,13
1.08898,980,9,6
1.08898,990,14,3
1.16034,0,0,0
1.16034,10,0,0
1.16034,20,0,0
1.16034,30,0,0
1.16034,40,0,0
1.16034,50,0,0
1.16034,60,0,0
1.16034,70,21,0
1.16034,80,58,0
1.16034,90,39,0
1.16034,100,22,0
1.16034,110,20,0
1.16034,120,42,0
1.16034,130,32,0
1.16034,140,29,0
1.16034,150,28,0
1.16034,160,30,0
1.16034,170,15,0
1.16034,180,43,0
1.16034,190,29,0
1.16034,200,34,0
1.16034,210,13,0
1.16034,220,38,0
1.16034,230,41,0
1.16034,240,33,0
1.16034,250,31,0
1.16034,260,46,0
1.16034,270,40,0
1.16034,280,24,3
1.16034,290,53,4
1.16034,300,23,2
1.16034,310,56,3
1.16034,320,51,0
1.16034,330,37,3
1.16034,340,28,2
1.16034,350,28,3
1.16034,360,34,4
1.16034,370,30,0
1.16034,380,30,1
1.16034,390,29,1
1.16034,400,37,4
1.16034,410,26,0
1.16034,420,30,4
1.16034,430,27,3
1.16034,440,23,0
1.16034,450,23,6
1.16034,460,19,3
1.16034,470,27,4
1.16034,480,42,1
1.16034,490,19,0
1.16034,500,44,5
1.16034,510,29,3
1.16034,520,32,6
1.16034,530,34,4
1.16034,540,21,3
1.16034,550,32,3
1.16034,560,38,3
1.16034,570,46,1
1.16034,580,32,3
1.16034,590,27,3
1.16034,600,25,5
1.16034,610,30,5
1.16034,620,27,9
1.16034,630,16,3
1.16034,640,22,3
1.16034,650,18,3
1.16034,660,18,0
1.16034,670,16,6
1.16034,680,23,1
1.16034,690,16,3
1.16034,700,13,5
1.16034,710,21,4
1.16034,720,21,5
1.16034,730,23,1
1.16034,740,20,6
1.16034,750,17,4
1.16034,760,17,11
1.16034,770,14,2
1.16034,780,10,11
1.16034,790,18,5
1.16034,800,13,4
1.16034,810,16,3
1.16034,820,9,5
1.16034,830,10,2
1.16034,840,9,12
1.16034,850,15,13
1.16034,860,8,6
1.16034,870,3,9
1.16034,880,4,2
1.16034,890,5,10
1.16034,900,8,5
1.16034,910,3,11
1.16034,920,4,14
1.16034,930,9,6
1.16034,940,6,11
1.16034,950,6,6
1.16034,960,10,9
1.16034,970,7,8
1.16034,980,10,1
1.16034,990,5,4
1.23639,0,0,0
1.23639,10,0,0
1.23639,20,0,0
1.23639,30,0,0
1.23639,40,0,0
1.23639,50,0,0
1.23639,60,0,0
1.23639,70,30,0
1.23639,80,43,0
1.23639,90,33,0
1.23639,100,29,0
1.23639,110,21,0
1.23639,120,38,0
1.23639,130,24,0
1.23639,140,20,0
1.23639,150,32,0
1.23639,160,31,0
1.23639,170,22,0
1.23639,180,40,0
1.23639,190,24,0
1.23639,200,35,0
1.23639,210,29,0
1.23639,220,26,0
1.23639,230,33,0
1.23639,240,25,0
1.23639,250,34,0
1.23639,260,37,0
1.23639,270,46,0
1.23639,280,38,4
1.23639,290,47,3
1.23639,300,29,6
1.23639,310,62,5
1.23639,320,56,1
1.23639,330,38,0
1.23639,340,35,3
1.23639,350,32,2
1.23639,360,41,2
1.23639,370,31,5
1.23639,380,29,0
1.23639,390,32,2
1.23639,400,34,4
1.23639,410,23,3
1.23639,420,32,4
1.23639,430,30,2
1.23639,440,36,1
1.23639,450,24,10
1.23639,460,20,1
1.23639,470,21,7
1.23639,480,19,4
1.23639,490,30,3
1.23639,500,35,4
1.23639,510,42,4
1.23639,520,32,9
1.23639,530,25,5
1.23639,540,16,3
1.23639,550,32,1
1.23639,560,44,5
1.23639,570,31,6
1.23639,580,40,3
1.23639,590,26,6
1.23639,600,39,5
1.23639,610,18,6
1.23639,620,28,1
1.23639,630,15,6
1.23639,640,24,3
1.23639,650,26,1
1.23639,660,26,4
1.23639,670,21,3
1.23639,680,34,3
1.23639,690,14,8
1.23639,700,18,7
1.23639,710,16,3
1.23639,720,24,1
1.23639,730,17,1
1.23639,740,17,5
1.23639,750,20,12
1.23639,760,16,12
1.23639,770,10,5
1.23639,780,4,6
1.23639,790,15,13
1.23639,800,17,2
1.23639,810,18,5
1.23639,820,7,4
1.23639,830,7,3
1.23639,840,6,8
1.23639,850,7,13
1.23639,860,3,8
1.23639,870,0,6
1.23639,880,6,3
1.23639,890,4,9
1.23639,900,9,6
1.23639,910,8,11
1.23639,920,8,9
1.23639,930,8,13
1.23639,940,5,8
1.23639,950,8,5
1.23639,960,9,16
1.23639,970,11,9
1.23639,980,16,7
1.23639,990,6,3
1.31741,0,0,0
1.31741,10,0,0
1.31741,20,0,0
1.31741,30,0,0
1.31741,40,0,0
1.31741,50,0,0
1.31741,60,0,0
1.31741,70,24,0
1.31741,80,33,0
1.31741,90,36,0
1.31741,100,25,0
1.31741,110,21,0
1.31741,120,39,0
1.31741,130,28,0
1.31741,140,21,0
1.31741,150,29,0
1.31741,160,25,0
1.31741,170,26,0
1.31741,180,48,0
1.31741,190,19,0
1.31741,200,36,0
1.31741,210,18,0
1.31741,220,35,0
1.31741,230,34,0
1.31741,240,30,0
1.31741,250,46,0
1.31741,260,35,0
1.31741,270,29,0
1.31741,280,36,3
1.31741,290,44,4
1.31741,300,30,4
1.31741,310,44,4
1.31741,320,42,1
1.31741,330,44,2
1.31741,340,25,2
1.31741,350,38,1
1.31741,360,47,3
1.31741,370,33,2
1.31741,380,33,1
1.31741,390,31,1
1.31741,400,39,0
1.31741,410,29,3
1.31741,420,38,1
1.31741,430,29,6
1.31741,440,30,5
1.31741,450,20,2
1.31741,460,21,3
1.31741,470,24,3
1.31741,480,29,0
1.31741,490,33,2
1.31741,500,43,5
1.31741,510,32,3
1.31741,520,32,6
1.31741,530,31,6
1.31741,540,13,2
1.31741,550,33,4
1.31741,560,48,3
1.31741,570,31,4
1.31741,580,27,8
1.31741,590,24,11
1.31741,600,31,4
1.31741,610,30,5
1.31741,620,33,4
1.31741,630,23,2
1.31741,640,24,3
1.31741,650,17,0
1.31741,660,26,3
1.31741,670,22,6
1.31741,680,25,2
1.31741,690,17,6
1.31741,700,21,8
1.31741,710,15,3
1.31741,720,13,3
1.31741,730,18,6
1.31741,740,17,3
1.31741,750,21,6
1.31741,760,15,9
1.31741,770,14,2
1.31741,780,14,6
1.31741,790,19,9
1.31741,800,3,3
1.31741,810,14,2
1.31741,820,13,5
1.31741,830,10,3
1.31741,840,11,6
1.31741,850,8,12
1.31741,860,6,7
1.31741,870,7,6
1.31741,880,6,5
1.31741,890,2,6
1.31741,900,4,4
1.31741,910,3,13
1.31741,920,6,6
1.31741,930,10,3
1.31741,940,8,13
1.31741,950,6,13
1.31741,960,13,8
1.31741,970,9,9
1.31741,980,8,3
1.31741,990,5,3
1.40375,0,0,0
1.40375,10,0,0
1.40375,20,0,0
1.40375,30,0,0
1.40375,40,0,0
1.40375,50,0,0
1.40375,60,0,0
1.40375,70,20,0
1.40375,80,40,0
1.40375,90,23,0
1.40375,100,18,0
1.40375,110,23,0
1.40375,120,41,0
1.40375,130,37,0
1.40375,140,33,0
1.40375,150,39,0
1.40375,160,33,0
1.40375,170,13,0
1.40375,180,46,0
1.40375,190,31,0
1.40375,200,29,0
1.40375,210,23,0
1.40375,220,31,0
1.40375,230,36,0
1.40375,240,32,0
1.40375,250,36,0
1.40375,260,35,0
1.40375,270,45,0
1.40375,280,34,2
1.40375,290,38,4
1.40375,300,20,3
1.40375,310,51,5
1.40375,320,52,1
1.40375,330,52,3
1.40375,340,32,5
1.40375,350,33,4
1.40375,360,38,1
1.40375,370,33,2
1.40375,380,38,0
1.40375,390,34,4
1.40375,400,48,2
1.40375,410,27,0
1.40375,420,28,6
1.40375,430,29,4
1.40375,440,29,2
1.40375,450,29,13
1.40375,460,19,2
1.40375,470,21,8
1.40375,480,20,0
1.40375,490,29,2
1.40375,500,38,3
1.40375,510,30,1
1.40375,520,29,3
1.40375,530,38,8
1.40375,540,18,5
1.40375,550,23,4
1.40375,560,29,6
1.40375,570,36,2
1.40375,580,27,3
1.40375,590,35,4
1.40375,600,39,3
1.40375,610,34,4
1.40375,620,21,4
1.40375,630,21,3
1.40375,640,26,10
1.40375,650,21,8
1.40375,660,16,3
1.40375,670,21,3
1.40375,680,20,4
1.40375,690,19,7
1.40375,700,23,10
1.40375,710,18,2
1.40375,720,30,1
1.40375,730,18,6
1.40375,740,17,5
1.40375,750,18,8
1.40375,760,12,10
1.40375,770,13,1
1.40375,780,12,5
1.40375,790,7,5
1.40375,800,7,2
1.40375,810,5,5
1.40375,820,5,9
1.40375,830,9,2
1.40375,840,8,5
1.40375,850,11,7
1.40375,860,7,3
1.40375,870,7,9
1.40375,880,7,5
1.40375,890,6,12
1.40375,900,4,5
1.40375,910,6,15
1.40375,920,7,12
1.40375,930,10,5
1.40375,940,9,8
1.40375,950,8,7
1.40375,960,9,21
1.40375,970,8,14
1.40375,980,11,6
1.40375,990,9,3
1.49575,0,0,0
1.49575,10,0,0
1.49575,20,0,0
1.49575,30,0,0
1.49575,40,0,0
1.49575,50,0,0
1.49575,60,0,0
1.49575,70,27,0
1.49575,80,40,0
1.49575,90,45,0
1.49575,100,28,0
1.49575,110,34,0
1.49575,120,24,0
1.49575,130,41,0
1.49575,140,27,0
1.49575,150,36,0
1.49575,160,24,0
1.49575,170,17,0
1.49575,180,55,0
1.49575,190,24,0
1.49575,200,45,0
1.49575,210,17,0
1.49575,220,30,0
1.49575,230,47,0
1.49575,240,33,0
1.49575,250,25,0
1.49575,260,32,0
1.49575,270,38,0
1.49575,280,31,0
1.49575,290,43,2
1.49575,300,26,0
1.49575,310,37,5
1.49575,320,41,1
1.49575,330,38,0
1.49575,340,27,5
1.49575,350,39,3
1.49575,360,50,2
1.49575,370,34,1
1.49575,380,28,2
1.49575,390,36,0
1.49575,400,51,7
1.49575,410,24,4
1.49575,420,22,3
1.49575,430,31,2
1.49575,440,42,1
1.49575,450,29,5
1.49575,460,26,3
1.49575,470,27,6
1.49575,480,30,2
1.49575,490,36,1
1.49575,500,31,4
1.49575,510,28,3
1.49575,520,39,6
1.49575,530,31,5
1.49575,540,29,6
1.49575,550,32,9
1.49575,560,38,9
1.49575,570,32,1
1.49575,580,27,2
1.49575,590,38,5
1.49575,600,29,3
1.49575,610,38,5
1.49575,620,29,3
1.49575,630,18,5
1.49575,640,17,6
1.49575,650,22,2
1.49575,660,22,2
1.49575,670,20,3
1.49575,680,25,6
1.49575,690,21,7
1.49575,700,11,8
1.49575,710,19,2
1.49575,720,29,1
1.49575,730,15,6
1.49575,740,13,5
1.49575,750,15,9
1.49575,760,14,8
1.49575,770,17,3
1.49575,780,14,3
1.49575,790,13,8
1.49575,800,15,3
1.49575,810,16,6
1.49575,820,13,12
1.49575,830,11,1
1.49575,840,9,5
1.49575,850,8,20
1.49575,860,1,2
1.49575,870,4,6
1.49575,880,10,5
1.49575,890,1,7
1.49575,900,7,8
1.49575,910,3,10
1.49575,920,4,8
1.49575,930,6,4
1.49575,940,6,8
1.49575,950,4,6
1.49575,960,7,14
1.49575,970,6,8
1.49575,980,11,4
1.49575,990,11,5
1.59377,0,0,0
1.59377,10,0,0
1.59377,20,0,0
1.59377,30,0,0
1.59377,40,0,0
1.59377,50,0,0
1.59377,60,0,0
1.59377,70,19,0
1.59377,80,40,0
1.59377,90,38,0
1.59377,100,22,0
1.59377,110,29,0
1.59377,120,40,0
1.59377,130,19,0
1.59377,140,24,0
1.59377,150,43,0
1.59377,160,45,0
1.59377,170,24,0
1.59377,180,51,0
1.59377,190,22,0
1.59377,200,37,0
1.59377,210,23,0
1.59377,220,28,0
1.59377,230,31,0
1.59377,240,39,0
1.59377,250,23,0
1.59377,260,31,0
1.59377,270,39,0
1.59377,280,30,2
1.59377,290,33,4
1.59377,300,27,1
1.59377,310,55,3
1.59377,320,38,1
1.59377,330,34,1
1.59377,340,24,4
1.59377,350,37,7
1.59377,360,44,4
1.59377,370,24,2
1.59377,380,31,0
1.59377,390,33,1
1.59377,400,36,3
1.59377,410,37,2
1.59377,420,28,7
1.59377,430,34,3
1.59377,440,28,1
1.59377,450,21,6
1.59377,460,27,4
1.59377,470,24,10
1.59377,480,25,2
1.59377,490,32,0
1.59377,500,38,3
1.59377,510,30,2
1.59377,520,30,6
1.59377,530,42,5
1.59377,540,22,3
1.59377,550,24,6
1.59377,560,38,5
1.59377,570,34,2
1.59377,580,43,5
1.59377,590,37,3
1.59377,600,34,3
1.59377,610,23,5
1.59377,620,32,4
1.59377,630,19,2
1.59377,640,18,4
1.59377,650,21,2
1.59377,660,20,2
1.59377,670,17,9
1.59377,680,21,7
1.59377,690,10,6
1.59377,700,14,6
1.59377,710,17,3
1.59377,720,18,1
1.59377,730,17,6
1.59377,740,8,1
1.59377,750,17,16
1.59377,760,17,5
1.59377,770,9,2
1.59377,780,17,6
1.59377,790,16,13
1.59377,800,11,3
1.59377,810,16,2
1.59377,820,7,12
1.59377,830,5,3
1.59377,840,7,6
1.59377,850,8,13
1.59377,860,6,6
1.59377,870,6,8
1.59377,880,0,4
1.59377,890,2,12
1.59377,900,9,4
1.59377,910,6,10
1.59377,920,1,16
1.59377,930,3,6
1.59377,940,3,12
1.59377,950,6,10
1.59377,960,6,21
1.59377,970,12,17
1.59377,980,9,3
1.59377,990,14,3
1.69822,0,0,0
1.69822,10,0,0
1.69822,20,0,0
1.69822,30,0,0
1.69822,40,0,0
1.69822,50,0,0
1.69822,60,1,0
1.69822,70,30,0
1.69822,80,31,0
1.69822,90,29,0
1.69822,100,35,0
1.69822,110,25,0
1.69822,120,26,0
1.69822,130,29,0
1.69822,140,24,0
1.69822,150,29,0
1.69822,160,34,0
1.69822,170,22,0
1.69822,180,35,0
1.69822,190,22,0
1.69822,200,44,0
1.69822,210,23,0
1.69822,220,29,0
1.69822,230,27,0
1.69822,240,36,0
1.69822,250,34,0
1.69822,260,28,0
1.69822,270,50,0
1.69822,280,24,0
1.69822,290,44,1
1.69822,300,20,3
1.69822,310,61,10
1.69822,320,39,0
1.69822,330,58,3
1.69822,340,17,2
1.69822,350,42,1
1.69822,360,44,1
1.69822,370,18,0
1.69822,380,31,3
1.69822,390,30,2
1.69822,400,48,4
1.69822,410,29,1
1.69822,420,27,5
1.69822,430,36,2
1.69822,440,32,2
1.69822,450,20,3
1.69822,460,25,5
1.69822,470,21,9
1.69822,480,23,2
1.69822,490,39,0
1.69822,500,40,4
1.69822,510,40,2
1.69822,520,39,6
1.69822,530,32,6
1.69822,540,20,4
1.69822,550,29,5
1.69822,560,37,2
1.69822,570,28,4
1.69822,580,25,5
1.69822,590,27,1
1.69822,600,42,8
1.69822,610,27,3
1.69822,620,35,2
1.69822,630,20,4
1.69822,640,19,3
1.69822,650,22,4
1.69822,660,22,5
1.69822,670,27,7
1.69822,680,23,7
1.69822,690,16,9
1.69822,700,16,6
1.69822,710,23,3
1.69822,720,16,5
1.69822,730,18,2
1.69822,740,21,6
1.69822,750,18,13
1.69822,760,11,7
1.69822,770,12,1
1.69822,780,11,3
1.69822,790,12,5
1.69822,800,13,3
1.69822,810,12,3
1.69822,820,5,10
1.69822,830,5,4
1.69822,840,3,6
1.69822,850,7,20
1.69822,860,4,9
1.69822,870,3,9
1.69822,880,8,6
1.69822,890,1,5
1.69822,900,8,5
1.69822,910,5,9
1.69822,920,4,13
1.69822,930,6,8
1.69822,940,2,10
1.69822,950,4,5
1.69822,960,8,7
1.69822,970,15,8
1.69822,980,3,0
1.69822,990,4,2
1.80951,0,0,0
1.80951,10,0,0
1.80951,20,0,0
1.80951,30,0,0
1.80951,40,0,0
1.80951,50,0,0
1.80951,60,0,0
1.80951,70,21,0
1.80951,80,52,0
1.80951,90,39,0
1.80951,100,25,0
1.80951,110,32,0
1.80951,120,30,0
1.80951,130,36,0
1.80951,140,30,0
1.80951,150,28,0
1.80951,160,30,0
1.80951,170,24,0
1.80951,180,35,0
1.80951,190,24,0
1.80951,200,32,0
1.80951,210,27,0
1.80951,220,32,0
1.80951,230,32,0
1.80951,240,22,0
1.80951,250,34,0
1.80951,260,32,0
1.80951,270,39,0
1.80951,280,35,2
1.80951,290,52,2
1.80951,300,24,1
1.80951,310,69,4
1.80951,320,37,2
1.80951,330,55,0
1.80951,340,21,5
1.80951,350,37,2
1.80951,360,45,4
1.80951,370,32,3
1.80951,380,30,5
1.80951,390,40,0
1.80951,400,43,1
1.80951,410,28,2
1.80951,420,27,9
1.80951,430,30,6
1.80951,440,30,0
1.80951,450,22,5
1.80951,460,34,3
1.80951,470,25,13
1.80951,480,22,0
1.80951,490,37,0
1.80951,500,46,4
1.80951,510,31,0
1.80951,520,25,6
1.80951,530,32,6
1.80951,540,25,3
1.80951,550,29,4
1.80951,560,38,5
1.80951,570,31,1
1.80951,580,29,6
1.80951,590,35,8
1.80951,600,29,3
1.80951,610,19,8
1.80951,620,24,7
1.80951,630,14,4
1.80951,640,23,5
1.80951,650,20,2
1.80951,660,21,0
1.80951,670,20,5
1.80951,680,17,4
1.80951,690,21,5
1.80951,700,18,8
1.80951,710,19,3
1.80951,720,14,1
1.80951,730,20,4
1.80951,740,17,6
1.80951,750,17,10
1.80951,760,15,6
1.80951,770,15,2
1.80951,780,10,8
1.80951,790,7,7
1.80951,800,14,3
1.80951,810,19,2
1.80951,820,8,9
1.80951,830,7,4
1.80951,840,8,8
1.80951,850,3,16
1.80951,860,2,5
1.80951,870,4,5
1.80951,880,6,5
1.80951,890,4,9
1.80951,900,4,10
1.80951,910,6,10
1.80951,920,6,6
1.80951,930,9,8
1.80951,940,2,9
1.80951,950,9,12
1.80951,960,5,20
1.80951,970,10,8
1.80951,980,10,6
1.80951,990,8,4
1.9281,0,0,0
1.9281,10,0,0
1.9281,20,0,0
1.9281,30,0,0
1.9281,40,0,0
1.9281,50,0,0
1.9281,60,0,0
1.9281,70,26,0
1.9281,80,40,0
1.9281,90,28,0
1.9281,100,20,0
1.9281,110,19,0
1.9281,120,38,0
1.9281,130,27,0
1.9281,140,24,0
1.9281,150,28,0
1.9281,160,33,0
1.9281,170,22,0
1.9281,180,30,0
1.9281,190,29,0
1.9281,200,27,0
1.9281,210,26,0
1.9281,220,36,0
1.9281,230,34,0
1.9281,240,48,0
1.9281,250,34,0
1.9281,260,36,0
1.9281,270,51,0
1.9281,280,41,2
1.9281,290,45,1
1.9281,300,27,2
1.9281,310,35,4
1.9281,320,36,3
1.9281,330,39,2
1.9281,340,25,4
1.9281,350,35,1
1.9281,360,48,6
1.9281,370,30,1
1.9281,380,34,6
1.9281,390,31,0
1.9281,400,39,5
1.9281,410,30,1
1.9281,420,23,7
1.9281,430,32,9
1.9281,440,26,3
1.9281,450,19,7
1.9281,460,39,3
1.9281,470,29,16
1.9281,480,29,2
1.9281,490,30,1
1.9281,500,30,2
1.9281,510,38,3
1.9281,520,33,8
1.9281,530,40,5
1.9281,540,22,4
1.9281,550,27,6
1.9281,560,29,2
1.9281,570,37,4
1.9281,580,25,1
1.9281,590,31,5
1.9281,600,31,7
1.9281,610,30,5
1.9281,620,30,6
1.9281,630,11,3
1.9281,640,23,4
1.9281,650,17,4
1.9281,660,30,6
1.9281,670,23,5
1.9281,680,27,3
1.9281,690,18,5
1.9281,700,16,5
1.9281,710,28,1
1.9281,720,23,3
1.9281,730,14,4
1.9281,740,13,4
1.9281,750,10,7
1.9281,760,21,10
1.9281,770,17,3
1.9281,780,13,5
1.9281,790,17,7
1.9281,800,13,2
1.9281,810,18,7
1.9281,820,7,8
1.9281,830,9,5
1.9281,840,5,9
1.9281,850,6,14
1.9281,860,8,6
1.9281,870,10,9
1.9281,880,3,9
1.9281,890,10,10
1.9281,900,6,4
1.9281,910,6,16
1.9281,920,2,10
1.9281,930,6,7
1.9281,940,5,7
1.9281,950,7,6
1.9281,960,10,11
1.9281,970,5,10
1.9281,980,7,7
1.9281,990,6,1
2.05446,0,0,0
2.05446,10,0,0
2.05446,20,0,0
2.05446,30,0,0
2.05446,40,0,0
2.05446,50,0,0
2.05446,60,0,0
2.05446,70,25,0
2.05446,80,32,0
2.05446,90,38,0
2.05446,100,32,0
2.05446,110,26,0
2.05446,120,32,0
2.05446,130,38,0
2.05446,140,23,0
2.05446,150,19,0
2.05446,160,28,0
2.05446,170,24,0
2.05446,180,35,0
2.05446,190,25,0
2.05446,200,41,0
2.05446,210,23,0
2.05446,220,41,0
2.05446,230,33,0
2.05446,240,22,0
2.05446,250,46,0
2.05446,260,37,0
2.05446,270,43,0
2.05446,280,31,3
2.05446,290,36,3
2.05446,300,20,1
2.05446,310,52,8
2.05446,320,35,1
2.05446,330,45,0
2.05446,340,27,2
2.05446,350,21,2
2.05446,360,32,5
2.05446,370,31,0
2.05446,380,25,1
2.05446,390,25,0
2.05446,400,41,3
2.05446,410,28,3
2.05446,420,21,8
2.05446,430,24,3
2.05446,440,21,0
2.05446,450,27,6
2.05446,460,24,3
2.05446,470,26,7
2.05446,480,28,1
2.05446,490,19,0
2.05446,500,31,10
2.05446,510,25,3
2.05446,520,27,3
2.05446,530,35,4
2.05446,540,21,4
2.05446,550,24,8
2.05446,560,43,2
2.05446,570,27,5
2.05446,580,33,5
2.05446,590,33,7
2.05446,600,30,7
2.05446,610,30,2
2.05446,620,24,5
2.05446,630,25,0
2.05446,640,22,4
2.05446,650,27,5
2.05446,660,21,0
2.05446,670,24,4
2.05446,680,20,3
2.05446,690,15,12
2.05446,700,8,13
2.05446,710,14,5
2.05446,720,22,4
2.05446,730,13,5
2.05446,740,17,6
2.05446,750,17,4
2.05446,760,21,5
2.05446,770,14,3
2.05446,780,7,8
2.05446,790,13,8
2.05446,800,21,4
2.05446,810,11,3
2.05446,820,8,7
2.05446,830,6,8
2.05446,840,10,5
2.05446,850,7,12
2.05446,860,5,4
2.05446,870,3,7
2.05446,880,5,5
2.05446,890,3,10
2.05446,900,15,2
2.05446,910,4,11
2.05446,920,6,10
2.05446,930,3,9
2.05446,940,5,4
2.05446,950,8,11
2.05446,960,6,9
2.05446,970,9,6
2.05446,980,10,6
2.05446,990,9,1
2.1891,0,0,0
2.1891,10,0,0
2.1891,20,0,0
2.1891,30,0,0
2.1891,40,0,0
2.1891,50,0,0
2.1891,60,0,0
2.1891,70,32,0
2.1891,80,39,0
2.1891,90,27,0
2.1891,100,35,0
2.1891,110,17,0
2.1891,120,36,0
2.1891,130,42,0
2.1891,140,25,0
2.1891,150,36,0
2.1891,160,30,0
2.1891,170,22,0
2.1891,180,54,0
2.1891,190,36,0
2.1891,200,40,0
2.1891,210,26,0
2.1891,220,35,0
2.1891,230,39,0
2.1891,240,35,0
2.1891,250,32,0
2.1891,260,44,0
2.1891,270,49,0
2.1891,280,21,0
2.1891,290,44,3
2.1891,300,19,2
2.1891,310,50,4
2.1891,320,35,0
2.1891,330,39,4
2.1891,340,33,2
2.1891,350,40,1
2.1891,360,27,5
2.1891,370,36,2
2.1891,380,39,0
2.1891,390,30,1
2.1891,400,36,4
2.1891,410,24,1
2.1891,420,22,4
2.1891,430,36,5
2.1891,440,29,4
2.1891,450,24,5
2.1891,460,24,2
2.1891,470,21,6
2.1891,480,32,5
2.1891,490,35,1
2.1891,500,42,6
2.1891,510,35,1
2.1891,520,35,11
2.1891,530,30,3
2.1891,540,20,3
2.1891,550,40,6
2.1891,560,39,4
2.1891,570,26,0
2.1891,580,26,5
2.1891,590,31,8
2.1891,600,28,7
2.1891,610,26,8
2.1891,620,36,6
2.1891,630,17,1
2.1891,640,21,7
2.1891,650,20,6
2.1891,660,15,2
2.1891,670,18,4
2.1891,680,26,4
2.1891,690,18,9
2.1891,700,17,8
2.1891,710,21,5
2.1891,720,20,3
2.1891,730,19,5
2.1891,740,18,7
2.1891,750,13,4
2.1891,760,12,7
