detector_front.x,detector_front.y,detector_front.z,detector_back.x,detector_back.y,detector_back.z,m_B_nBins,deltaE_nBins,deltaE_min,deltaE_max,nRedecay,POT,scale_position,scale_momentum,m_B_min,m_B_max
1.5,1.5,100,1.5,1.5,101.7,100,100,0,1000,100,200000000,0.01,1000,1.022,69.8
