m_B,deltaE,nFlux_pi0,nFlux_eta
1.08898,140,37,0
1.08898,150,29,0
1.08898,160,47,0
1.08898,170,55,0
1.08898,180,22,0
1.08898,190,29,0
1.08898,200,36,0
1.08898,210,37,0
1.08898,220,25,0
1.08898,230,43,0
1.08898,240,29,0
1.08898,250,23,0
1.08898,260,35,0
1.08898,270,43,0
1.08898,280,29,1
1.08898,290,36,2
1.08898,300,34,1
1.08898,310,35,0
1.08898,320,30,2
1.08898,330,34,2
1.08898,340,25,2
1.08898,350,35,3
1.08898,360,23,4
1.08898,370,37,5
1.08898,380,37,2
1.08898,390,38,3
1.08898,400,48,5
1.08898,410,23,2
1.08898,420,19,4
1.08898,430,19,0
1.08898,440,23,4
1.08898,450,29,3
1.08898,460,32,5
1.08898,470,26,3
1.08898,480,21,0
1.08898,490,34,2
1.08898,500,37,2
1.08898,510,37,4
1.08898,520,25,9
1.08898,530,18,4
1.08898,540,18,4
1.08898,550,18,3
1.08898,560,15,8
1.08898,570,21,3
1.08898,580,24,7
1.08898,590,18,9
1.08898,600,20,4
1.08898,610,29,11
1.08898,620,30,4
1.08898,630,12,4
1.08898,640,18,3
1.08898,650,16,9
1.08898,660,24,5
1.08898,670,13,2
1.08898,680,16,3
1.08898,690,18,4
1.08898,700,19,3
1.08898,710,14,8
1.08898,720,5,8
1.08898,730,9,2
1.08898,740,12,2
1.08898,750,14,5
1.08898,760,11,9
1.08898,770,16,14
1.08898,780,18,4
1.08898,790,22,7
1.08898,800,7,2
1.08898,810,8,8
1.08898,820,8,12
1.08898,830,16,5
1.08898,840,19,1
1.08898,850,12,2
1.08898,860,14,6
1.08898,870,8,4
1.08898,880,5,3
1.08898,890,17,5
1.08898,900,10,6
1.08898,910,11,5
1.08898,920,23,5
1.08898,930,12,8
1.08898,940,5,7
1.08898,950,11,10
1.08898,960,6,5
1.08898,970,6,9
1.08898,980,10,18
1.08898,990,13,15
1.16034,0,0,0
1.16034,10,0,0
1.16034,20,0,0
1.16034,30,0,0
1.16034,40,0,0
1.16034,50,0,0
1.16034,60,0,0
1.16034,70,22,0
1.16034,80,30,0
1.16034,90,45,0
1.16034,100,37,0
1.16034,110,27,0
1.16034,120,26,0
1.16034,130,18,0
1.16034,140,45,0
1.16034,150,32,0
1.16034,160,32,0
1.16034,170,47,0
1.16034,180,23,0
1.16034,190,32,0
1.16034,200,16,0
1.16034,210,37,0
1.16034,220,36,0
1.16034,230,45,0
1.16034,240,45,0
1.16034,250,28,0
1.16034,260,28,0
1.16034,270,40,0
1.16034,280,21,0
1.16034,290,40,2
1.16034,300,25,1
1.16034,310,33,0
1.16034,320,33,2
1.16034,330,37,4
1.16034,340,27,2
1.16034,350,26,2
1.16034,360,21,2
1.16034,370,49,10
1.16034,380,40,0
1.16034,390,26,0
1.16034,400,29,5
1.16034,410,21,5
1.16034,420,20,4
1.16034,430,22,3
1.16034,440,25,1
1.16034,450,30,0
1.16034,460,35,3
1.16034,470,23,3
1.16034,480,18,2
1.16034,490,41,2
1.16034,500,32,0
1.16034,510,32,7
1.16034,520,28,3
1.16034,530,21,2
1.16034,540,19,11
1.16034,550,11,7
1.16034,560,22,7
1.16034,570,24,7
1.16034,580,34,7
1.16034,590,18,5
1.16034,600,19,10
1.16034,610,20,4
1.16034,620,26,6
1.16034,630,14,3
1.16034,640,12,6
1.16034,650,19,4
1.16034,660,18,5
1.16034,670,21,4
1.16034,680,22,4
1.16034,690,20,11
1.16034,700,16,4
1.16034,710,16,6
1.16034,720,15,2
1.16034,730,9,1
1.16034,740,9,2
1.16034,750,10,3
1.16034,760,15,4
1.16034,770,15,9
1.16034,780,14,6
1.16034,790,13,9
1.16034,800,15,0
1.16034,810,10,3
1.16034,820,12,8
1.16034,830,16,7
1.16034,840,12,7
1.16034,850,5,8
1.16034,860,13,6
1.16034,870,13,8
1.16034,880,11,5
1.16034,890,13,6
1.16034,900,11,8
1.16034,910,13,3
1.16034,920,13,6
1.16034,930,16,3
1.16034,940,5,9
1.16034,950,8,11
1.16034,960,10,3
1.16034,970,7,9
1.16034,980,9,21
1.16034,990,6,12
1.23639,0,0,0
1.23639,10,0,0
1.23639,20,0,0
1.23639,30,0,0
1.23639,40,0,0
1.23639,50,0,0
1.23639,60,0,0
1.23639,70,24,0
1.23639,80,33,0
1.23639,90,43,0
1.23639,100,21,0
1.23639,110,33,0
1.23639,120,27,0
1.23639,130,16,0
1.23639,140,32,0
1.23639,150,31,0
1.23639,160,46,0
1.23639,170,41,0
1.23639,180,24,0
1.23639,190,27,0
1.23639,200,24,0
1.23639,210,49,0
1.23639,220,43,0
1.23639,230,30,0
1.23639,240,34,0
1.23639,250,29,0
1.23639,260,29,0
1.23639,270,44,0
1.23639,280,42,0
1.23639,290,32,2
1.23639,300,41,1
1.23639,310,44,0
1.23639,320,42,3
1.23639,330,38,8
1.23639,340,39,3
1.23639,350,29,2
1.23639,360,24,2
1.23639,370,51,6
1.23639,380,36,1
1.23639,390,46,2
1.23639,400,36,6
1.23639,410,32,3
1.23639,420,21,7
1.23639,430,13,3
1.23639,440,23,3
1.23639,450,34,4
1.23639,460,26,2
1.23639,470,30,10
1.23639,480,21,2
1.23639,490,34,1
1.23639,500,39,6
1.23639,510,42,4
1.23639,520,26,11
1.23639,530,18,7
1.23639,540,20,6
1.23639,550,12,5
1.23639,560,20,8
1.23639,570,22,8
1.23639,580,31,2
1.23639,590,28,5
1.23639,600,28,6
1.23639,610,32,11
1.23639,620,24,5
1.23639,630,11,2
1.23639,640,12,4
1.23639,650,20,9
1.23639,660,15,5
1.23639,670,15,10
1.23639,680,16,3
1.23639,690,26,7
1.23639,700,18,1
1.23639,710,12,9
1.23639,720,15,3
1.23639,730,6,6
1.23639,740,9,6
1.23639,750,11,6
1.23639,760,12,12
1.23639,770,15,17
1.23639,780,8,6
1.23639,790,8,8
1.23639,800,13,1
1.23639,810,9,1
1.23639,820,10,4
1.23639,830,11,1
1.23639,840,15,2
1.23639,850,9,1
1.23639,860,16,3
1.23639,870,15,12
1.23639,880,12,8
1.23639,890,12,8
1.23639,900,7,5
1.23639,910,13,3
1.23639,920,8,3
1.23639,930,10,0
1.23639,940,10,7
1.23639,950,14,12
1.23639,960,2,6
1.23639,970,9,5
1.23639,980,5,9
1.23639,990,10,15
1.31741,0,0,0
1.31741,10,0,0
1.31741,20,0,0
1.31741,30,0,0
1.31741,40,0,0
1.31741,50,0,0
1.31741,60,0,0
1.31741,70,22,0
1.31741,80,36,0
1.31741,90,35,0
1.31741,100,24,0
1.31741,110,30,0
1.31741,120,23,0
1.31741,130,18,0
1.31741,140,32,0
1.31741,150,33,0
1.31741,160,37,0
1.31741,170,45,0
1.31741,180,28,0
1.31741,190,36,0
1.31741,200,26,0
1.31741,210,37,0
1.31741,220,44,0
1.31741,230,47,0
1.31741,240,31,0
1.31741,250,27,0
1.31741,260,29,0
1.31741,270,48,0
1.31741,280,45,0
1.31741,290,33,5
1.31741,300,37,2
1.31741,310,23,2
1.31741,320,29,1
1.31741,330,34,6
1.31741,340,51,0
1.31741,350,25,4
1.31741,360,20,2
1.31741,370,29,4
1.31741,380,42,1
1.31741,390,39,2
1.31741,400,33,6
1.31741,410,25,2
1.31741,420,16,11
1.31741,430,29,4
1.31741,440,23,1
1.31741,450,32,4
1.31741,460,21,3
1.31741,470,31,5
1.31741,480,26,1
1.31741,490,40,1
1.31741,500,30,2
1.31741,510,40,1
1.31741,520,23,8
1.31741,530,12,4
1.31741,540,20,8
1.31741,550,18,4
1.31741,560,13,4
1.31741,570,28,5
1.31741,580,33,2
1.31741,590,27,12
1.31741,600,33,8
1.31741,610,21,5
1.31741,620,25,2
1.31741,630,8,5
1.31741,640,10,2
1.31741,650,22,8
1.31741,660,17,7
1.31741,670,12,5
1.31741,680,24,4
1.31741,690,17,8
1.31741,700,14,4
1.31741,710,17,7
1.31741,720,7,3
1.31741,730,10,2
1.31741,740,11,1
1.31741,750,15,4
1.31741,760,7,1
1.31741,770,15,17
1.31741,780,24,4
1.31741,790,20,1
1.31741,800,8,0
1.31741,810,8,5
1.31741,820,10,9
1.31741,830,11,5
1.31741,840,14,1
1.31741,850,12,3
1.31741,860,26,7
1.31741,870,14,5
1.31741,880,17,11
1.31741,890,16,8
1.31741,900,19,4
1.31741,910,17,4
1.31741,920,10,5
1.31741,930,12,7
1.31741,940,6,14
1.31741,950,8,6
1.31741,960,2,10
1.31741,970,9,6
1.31741,980,6,16
1.31741,990,12,17
1.40375,0,0,0
1.40375,10,0,0
1.40375,20,0,0
1.40375,30,0,0
1.40375,40,0,0
1.40375,50,0,0
1.40375,60,0,0
1.40375,70,27,0
1.40375,80,36,0
1.40375,90,58,0
1.40375,100,24,0
1.40375,110,24,0
1.40375,120,28,0
1.40375,130,9,0
1.40375,140,32,0
1.40375,150,24,0
1.40375,160,38,0
1.40375,170,47,0
1.40375,180,26,0
1.40375,190,26,0
1.40375,200,24,0
1.40375,210,42,0
1.40375,220,35,0
1.40375,230,35,0
1.40375,240,29,0
1.40375,250,24,0
1.40375,260,30,0
1.40375,270,57,0
1.40375,280,30,1
1.40375,290,40,0
1.40375,300,39,2
1.40375,310,38,3
1.40375,320,29,0
1.40375,330,35,4
1.40375,340,25,2
1.40375,350,27,4
1.40375,360,28,4
1.40375,370,46,3
1.40375,380,39,4
1.40375,390,42,1
1.40375,400,36,4
1.40375,410,13,3
1.40375,420,14,6
1.40375,430,19,5
1.40375,440,23,3
1.40375,450,34,6
1.40375,460,28,1
1.40375,470,22,3
1.40375,480,24,1
1.40375,490,38,3
1.40375,500,49,5
1.40375,510,34,1
1.40375,520,22,5
1.40375,530,20,9
1.40375,540,12,6
1.40375,550,22,4
1.40375,560,19,8
1.40375,570,33,4
1.40375,580,29,3
1.40375,590,24,5
1.40375,600,26,3
1.40375,610,28,7
1.40375,620,22,5
1.40375,630,21,2
1.40375,640,12,7
1.40375,650,22,7
1.40375,660,16,5
1.40375,670,16,2
1.40375,680,31,6
1.40375,690,21,8
1.40375,700,25,4
1.40375,710,14,7
1.40375,720,12,1
1.40375,730,11,3
1.40375,740,9,7
1.40375,750,16,10
1.40375,760,13,11
1.40375,770,18,12
1.40375,780,15,3
1.40375,790,15,4
1.40375,800,12,2
1.40375,810,10,5
1.40375,820,11,3
1.40375,830,8,6
1.40375,840,18,6
1.40375,850,16,3
1.40375,860,12,3
1.40375,870,14,8
1.40375,880,16,1
1.40375,890,9,9
1.40375,900,14,7
1.40375,910,11,7
1.40375,920,5,5
1.40375,930,12,2
1.40375,940,13,7
1.40375,950,10,10
1.40375,960,5,8
1.40375,970,3,8
1.40375,980,7,15
1.40375,990,9,14
1.49575,0,0,0
1.49575,10,0,0
1.49575,20,0,0
1.49575,30,0,0
1.49575,40,0,0
1.49575,50,0,0
1.49575,60,0,0
1.49575,70,17,0
1.49575,80,34,0
1.49575,90,35,0
1.49575,100,26,0
1.49575,110,23,0
1.49575,120,34,0
1.49575,130,17,0
1.49575,140,36,0
1.49575,150,35,0
1.49575,160,49,0
1.49575,170,46,0
1.49575,180,24,0
1.49575,190,21,0
1.49575,200,25,0
1.49575,210,30,0
1.49575,220,29,0
1.49575,230,27,0
1.49575,240,38,0
1.49575,250,30,0
1.49575,260,29,0
1.49575,270,49,0
1.49575,280,52,0
1.49575,290,38,3
1.49575,300,37,3
1.49575,310,36,0
1.49575,320,38,2
1.49575,330,40,2
1.49575,340,37,4
1.49575,350,27,7
1.49575,360,27,4
1.49575,370,43,6
1.49575,380,32,2
1.49575,390,39,1
1.49575,400,41,3
1.49575,410,27,2
1.49575,420,14,9
1.49575,430,20,6
1.49575,440,22,3
1.49575,450,42,3
1.49575,460,31,3
1.49575,470,33,5
1.49575,480,16,0
1.49575,490,36,4
1.49575,500,33,3
1.49575,510,29,3
1.49575,520,37,6
1.49575,530,13,5
1.49575,540,12,3
1.49575,550,20,0
1.49575,560,28,2
1.49575,570,25,5
1.49575,580,29,4
1.49575,590,24,3
1.49575,600,19,3
1.49575,610,21,5
1.49575,620,19,3
1.49575,630,13,3
1.49575,640,13,6
1.49575,650,14,13
1.49575,660,23,3
1.49575,670,14,4
1.49575,680,15,3
1.49575,690,26,6
1.49575,700,23,3
1.49575,710,16,6
1.49575,720,13,4
1.49575,730,13,3
1.49575,740,11,3
1.49575,750,16,7
1.49575,760,15,9
1.49575,770,16,13
1.49575,780,19,5
1.49575,790,16,4
1.49575,800,4,2
1.49575,810,11,6
1.49575,820,11,5
1.49575,830,5,10
1.49575,840,12,7
1.49575,850,9,4
1.49575,860,11,8
1.49575,870,14,4
1.49575,880,11,2
1.49575,890,8,9
1.49575,900,12,4
1.49575,910,12,3
1.49575,920,13,6
1.49575,930,12,3
1.49575,940,7,8
1.49575,950,12,16
1.49575,960,8,9
1.49575,970,5,9
1.49575,980,11,12
1.49575,990,9,9
1.59377,0,0,0
1.59377,10,0,0
1.59377,20,0,0
1.59377,30,0,0
1.59377,40,0,0
1.59377,50,0,0
1.59377,60,0,0
1.59377,70,19,0
1.59377,80,37,0
1.59377,90,30,0
1.59377,100,29,0
1.59377,110,24,0
1.59377,120,24,0
1.59377,130,22,0
1.59377,140,48,0
1.59377,150,31,0
1.59377,160,47,0
1.59377,170,32,0
1.59377,180,29,0
1.59377,190,30,0
1.59377,200,45,0
1.59377,210,36,0
1.59377,220,36,0
1.59377,230,36,0
1.59377,240,25,0
1.59377,250,27,0
1.59377,260,18,0
1.59377,270,47,0
1.59377,280,35,0
1.59377,290,31,0
1.59377,300,24,0
1.59377,310,31,1
1.59377,320,40,2
1.59377,330,53,6
1.59377,340,33,1
1.59377,350,24,2
1.59377,360,26,1
1.59377,370,29,4
1.59377,380,43,1
1.59377,390,42,2
1.59377,400,37,2
1.59377,410,16,3
1.59377,420,24,5
1.59377,430,23,10
1.59377,440,30,3
1.59377,450,34,6
1.59377,460,26,5
1.59377,470,19,8
1.59377,480,18,1
1.59377,490,28,3
1.59377,500,38,1
1.59377,510,37,7
1.59377,520,30,7
1.59377,530,27,5
1.59377,540,15,7
1.59377,550,25,2
1.59377,560,20,4
1.59377,570,23,6
1.59377,580,31,3
1.59377,590,24,7
1.59377,600,25,2
1.59377,610,24,6
1.59377,620,21,3
1.59377,630,10,2
1.59377,640,21,2
1.59377,650,18,4
1.59377,660,24,5
1.59377,670,16,8
1.59377,680,22,0
1.59377,690,21,4
1.59377,700,13,8
1.59377,710,14,3
1.59377,720,9,6
1.59377,730,13,2
1.59377,740,14,3
1.59377,750,16,8
1.59377,760,19,5
1.59377,770,23,12
1.59377,780,10,4
1.59377,790,19,6
1.59377,800,18,1
1.59377,810,10,4
1.59377,820,16,6
1.59377,830,11,8
1.59377,840,14,3
1.59377,850,14,1
1.59377,860,16,10
1.59377,870,11,8
1.59377,880,10,5
1.59377,890,18,10
1.59377,900,12,9
1.59377,910,5,2
1.59377,920,9,7
1.59377,930,15,5
1.59377,940,7,9
1.59377,950,8,13
1.59377,960,6,10
1.59377,970,7,10
1.59377,980,5,18
1.59377,990,7,14
1.69822,0,0,0
1.69822,10,0,0
1.69822,20,0,0
1.69822,30,0,0
1.69822,40,0,0
1.69822,50,0,0
1.69822,60,0,0
1.69822,70,16,0
1.69822,80,31,0
1.69822,90,39,0
1.69822,100,29,0
1.69822,110,24,0
1.69822,120,35,0
1.69822,130,23,0
1.69822,140,36,0
1.69822,150,34,0
1.69822,160,46,0
1.69822,170,31,0
1.69822,180,31,0
1.69822,190,29,0
1.69822,200,28,0
1.69822,210,35,0
1.69822,220,44,0
1.69822,230,38,0
1.69822,240,28,0
1.69822,250,25,0
1.69822,260,34,0
1.69822,270,36,0
1.69822,280,41,0
1.69822,290,25,4
1.69822,300,39,0
1.69822,310,33,1
1.69822,320,31,4
1.69822,330,36,6
1.69822,340,30,1
1.69822,350,31,4
1.69822,360,28,1
1.69822,370,29,9
1.69822,380,42,1
1.69822,390,42,2
1.69822,400,35,4
1.69822,410,31,1
1.69822,420,23,2
1.69822,430,15,6
1.69822,440,21,3
1.69822,450,31,2
1.69822,460,26,1
1.69822,470,22,6
1.69822,480,27,0
1.69822,490,32,2
1.69822,500,31,2
1.69822,510,43,3
1.69822,520,14,7
1.69822,530,13,5
1.69822,540,14,4
1.69822,550,15,3
1.69822,560,14,4
1.69822,570,26,11
1.69822,580,42,2
1.69822,590,18,6
1.69822,600,22,6
1.69822,610,25,11
1.69822,620,24,3
1.69822,630,12,3
1.69822,640,17,7
1.69822,650,15,3
1.69822,660,19,4
1.69822,670,19,8
1.69822,680,19,1
1.69822,690,21,7
1.69822,700,13,4
1.69822,710,18,14
1.69822,720,16,4
1.69822,730,8,3
1.69822,740,7,2
1.69822,750,10,6
1.69822,760,17,9
1.69822,770,13,11
1.69822,780,18,1
1.69822,790,14,7
1.69822,800,17,1
1.69822,810,8,2
1.69822,820,10,5
1.69822,830,9,4
1.69822,840,18,3
1.69822,850,13,4
1.69822,860,19,10
1.69822,870,15,9
1.69822,880,9,4
1.69822,890,12,11
1.69822,900,7,3
1.69822,910,11,4
1.69822,920,13,9
1.69822,930,15,4
1.69822,940,8,11
1.69822,950,6,14
1.69822,960,3,6
1.69822,970,7,6
1.69822,980,6,17
1.69822,990,13,13
1.80951,0,0,0
1.80951,10,0,0
1.80951,20,0,0
1.80951,30,0,0
1.80951,40,0,0
1.80951,50,0,0
1.80951,60,0,0
1.80951,70,29,0
1.80951,80,47,0
1.80951,90,35,0
1.80951,100,33,0
1.80951,110,23,0
1.80951,120,35,0
1.80951,130,25,0
1.80951,140,33,0
1.80951,150,30,0
1.80951,160,34,0
1.80951,170,33,0
1.80951,180,31,0
1.80951,190,24,0
1.80951,200,37,0
1.80951,210,30,0
1.80951,220,43,0
1.80951,230,27,0
1.80951,240,43,0
1.80951,250,38,0
1.80951,260,22,0
1.80951,270,36,0
1.80951,280,44,0
1.80951,290,31,3
1.80951,300,31,2
1.80951,310,35,0
1.80951,320,34,0
1.80951,330,31,6
1.80951,340,38,4
1.80951,350,19,2
1.80951,360,24,4
1.80951,370,43,4
1.80951,380,38,3
1.80951,390,37,1
1.80951,400,29,7
1.80951,410,23,4
1.80951,420,18,6
1.80951,430,32,4
1.80951,440,26,8
1.80951,450,21,2
1.80951,460,23,3
1.80951,470,23,1
1.80951,480,28,2
1.80951,490,41,7
1.80951,500,42,2
1.80951,510,48,4
1.80951,520,22,1
1.80951,530,15,5
1.80951,540,17,1
1.80951,550,26,0
1.80951,560,20,5
1.80951,570,12,9
1.80951,580,25,0
1.80951,590,30,6
1.80951,600,25,6
1.80951,610,27,6
1.80951,620,22,4
1.80951,630,14,7
1.80951,640,14,10
1.80951,650,22,16
1.80951,660,12,5
1.80951,670,21,7
1.80951,680,20,3
1.80951,690,21,4
1.80951,700,11,4
1.80951,710,16,2
1.80951,720,13,4
1.80951,730,11,6
1.80951,740,10,4
1.80951,750,16,6
1.80951,760,13,11
1.80951,770,12,14
1.80951,780,16,5
1.80951,790,22,4
1.80951,800,13,0
1.80951,810,10,8
1.80951,820,5,4
1.80951,830,14,3
1.80951,840,17,9
1.80951,850,14,5
1.80951,860,18,9
1.80951,870,14,11
1.80951,880,10,2
1.80951,890,16,9
1.80951,900,15,7
1.80951,910,12,3
1.80951,920,11,10
1.80951,930,15,6
1.80951,940,8,7
1.80951,950,6,11
1.80951,960,9,8
1.80951,970,1,10
1.80951,980,10,11
1.80951,990,10,11
1.9281,0,0,0
1.9281,10,0,0
1.9281,20,0,0
1.9281,30,0,0
1.9281,40,0,0
1.9281,50,0,0
1.9281,60,0,0
1.9281,70,20,0
1.9281,80,35,0
1.9281,90,46,0
1.9281,100,33,0
1.9281,110,19,0
1.9281,120,27,0
1.9281,130,20,0
1.9281,140,30,0
1.9281,150,28,0
1.9281,160,51,0
1.9281,170,44,0
1.9281,180,16,0
1.9281,190,42,0
1.9281,200,29,0
1.9281,210,39,0
1.9281,220,33,0
1.9281,230,34,0
1.9281,240,28,0
1.9281,250,41,0
1.9281,260,30,0
1.9281,270,32,0
1.9281,280,41,1
1.9281,290,42,4
1.9281,300,27,0
1.9281,310,37,0
1.9281,320,30,1
1.9281,330,48,3
1.9281,340,30,2
1.9281,350,34,5
1.9281,360,35,2
1.9281,370,34,5
1.9281,380,30,3
1.9281,390,37,2
1.9281,400,35,5
1.9281,410,37,3
1.9281,420,12,8
1.9281,430,24,3
1.9281,440,26,3
1.9281,450,26,4
1.9281,460,30,2
1.9281,470,26,6
1.9281,480,28,0
1.9281,490,35,5
1.9281,500,31,3
1.9281,510,42,2
1.9281,520,31,15
1.9281,530,15,8
1.9281,540,9,6
1.9281,550,11,5
1.9281,560,22,2
1.9281,570,22,8
1.9281,580,28,4
1.9281,590,16,7
1.9281,600,14,6
1.9281,610,42,11
1.9281,620,25,4
1.9281,630,15,5
1.9281,640,12,4
1.9281,650,21,8
1.9281,660,17,6
1.9281,670,18,2
1.9281,680,23,3
1.9281,690,29,4
1.9281,700,22,5
1.9281,710,16,7
1.9281,720,12,8
1.9281,730,17,1
1.9281,740,14,2
1.9281,750,17,6
1.9281,760,18,9
1.9281,770,20,10
1.9281,780,15,3
1.9281,790,14,2
1.9281,800,10,0
1.9281,810,11,7
1.9281,820,10,8
1.9281,830,11,7
1.9281,840,17,4
1.9281,850,18,2
1.9281,860,15,10
1.9281,870,14,3
1.9281,880,8,5
1.9281,890,5,11
1.9281,900,11,3
1.9281,910,13,1
1.9281,920,13,3
1.9281,930,16,5
1.9281,940,10,8
1.9281,950,4,13
1.9281,960,6,13
1.9281,970,6,10
1.9281,980,5,8
1.9281,990,9,17
2.05446,0,0,0
2.05446,10,0,0
2.05446,20,0,0
2.05446,30,0,0
2.05446,40,0,0
2.05446,50,0,0
2.05446,60,0,0
2.05446,70,20,0
2.05446,80,36,0
2.05446,90,35,0
2.05446,100,28,0
2.05446,110,25,0
2.05446,120,27,0
2.05446,130,28,0
2.05446,140,30,0
2.05446,150,23,0
2.05446,160,39,0
2.05446,170,44,0
2.05446,180,30,0
2.05446,190,31,0
2.05446,200,31,0
2.05446,210,37,0
2.05446,220,40,0
2.05446,230,36,0
2.05446,240,36,0
2.05446,250,22,0
2.05446,260,23,0
2.05446,270,38,0
2.05446,280,44,0
2.05446,290,28,5
2.05446,300,35,1
2.05446,310,35,0
2.05446,320,35,4
2.05446,330,42,4
2.05446,340,36,2
2.05446,350,32,2
2.05446,360,26,1
2.05446,370,46,4
2.05446,380,52,0
2.05446,390,30,2
2.05446,400,27,4
2.05446,410,33,3
2.05446,420,21,5
2.05446,430,25,7
2.05446,440,28,4
2.05446,450,38,3
2.05446,460,23,1
2.05446,470,22,4
2.05446,480,15,0
2.05446,490,35,0
2.05446,500,44,1
2.05446,510,32,3
2.05446,520,21,8
2.05446,530,22,6
2.05446,540,6,5
2.05446,550,18,6
2.05446,560,15,3
2.05446,570,23,7
2.05446,580,38,3
2.05446,590,26,6
2.05446,600,41,8
2.05446,610,31,6
2.05446,620,30,4
2.05446,630,15,4
2.05446,640,16,9
2.05446,650,24,9
2.05446,660,17,3
2.05446,670,16,9
2.05446,680,24,0
2.05446,690,22,4
2.05446,700,16,4
2.05446,710,17,9
2.05446,720,13,4
2.05446,730,7,1
2.05446,740,11,2
2.05446,750,14,6
2.05446,760,27,10
2.05446,770,23,10
2.05446,780,17,2
2.05446,790,13,5
2.05446,800,12,0
2.05446,810,9,7
2.05446,820,11,4
2.05446,830,13,5
2.05446,840,16,6
2.05446,850,10,3
2.05446,860,6,13
2.05446,870,9,8
2.05446,880,15,4
2.05446,890,15,8
2.05446,900,8,6
2.05446,910,6,2
2.05446,920,10,7
2.05446,930,12,4
2.05446,940,14,7
2.05446,950,7,11
2.05446,960,4,12
2.05446,970,5,11
2.05446,980,9,12
2.05446,990,6,14
2.1891,0,0,0
2.1891,10,0,0
2.1891,20,0,0
2.1891,30,0,0
2.1891,40,0,0
2.1891,50,0,0
2.1891,60,0,0
2.1891,70,23,0
2.1891,80,29,0
2.1891,90,37,0
2.1891,100,25,0
2.1891,110,28,0
2.1891,120,31,0
2.1891,130,23,0
2.1891,140,42,0
2.1891,150,29,0
2.1891,160,43,0
2.1891,170,50,0
2.1891,180,28,0
2.1891,190,30,0
2.1891,200,37,0
2.1891,210,34,0
2.1891,220,32,0
2.1891,230,37,0
2.1891,240,39,0
2.1891,250,29,0
2.1891,260,25,0
2.1891,270,35,0
2.1891,280,31,0
2.1891,290,28,1
2.1891,300,33,2
2.1891,310,28,1
2.1891,320,36,1
2.1891,330,28,4
2.1891,340,39,2
2.1891,350,26,1
2.1891,360,26,6
2.1891,370,33,4
2.1891,380,38,0
2.1891,390,37,3
2.1891,400,28,3
2.1891,410,20,3
2.1891,420,26,10
2.1891,430,22,3
2.1891,440,23,0
2.1891,450,23,3
2.1891,460,33,1
2.1891,470,16,10
2.1891,480,27,0
2.1891,490,29,3
2.1891,500,41,0
2.1891,510,40,4
2.1891,520,16,7
2.1891,530,25,6
2.1891,540,19,3
2.1891,550,18,7
2.1891,560,16,7
2.1891,570,26,7
2.1891,580,30,12
2.1891,590,19,8
2.1891,600,33,4
2.1891,610,32,5
2.1891,620,29,5
2.1891,630,14,7
2.1891,640,12,5
2.1891,650,26,8
2.1891,660,20,3
2.1891,670,17,5
2.1891,680,29,0
2.1891,690,22,7
2.1891,700,14,6
2.1891,710,11,5
2.1891,720,11,3
2.1891,730,7,2
2.1891,740,6,0
2.1891,750,9,4
2.1891,760,11,11
