m_B,deltaE,nFlux
3.08534,480,63
3.08534,490,52
3.08534,500,51
3.08534,510,68
3.08534,520,45
3.08534,530,58
3.08534,540,70
3.08534,550,60
3.08534,560,65
3.08534,570,48
3.08534,580,38
3.08534,590,48
3.08534,600,58
3.08534,610,41
3.08534,620,30
3.08534,630,37
3.08534,640,36
3.08534,650,50
3.08534,660,53
3.08534,670,34
3.08534,680,35
3.08534,690,34
3.08534,700,36
3.08534,710,22
3.08534,720,51
3.08534,730,27
3.08534,740,16
3.08534,750,14
3.08534,760,32
3.08534,770,25
3.08534,780,25
3.08534,790,21
3.08534,800,17
3.08534,810,28
3.08534,820,17
3.08534,830,16
3.08534,840,19
3.08534,850,15
3.08534,860,22
3.08534,870,7
3.08534,880,13
3.08534,890,13
3.08534,900,12
3.08534,910,9
3.08534,920,19
3.08534,930,16
3.08534,940,12
3.08534,950,7
3.08534,960,16
3.08534,970,10
3.08534,980,19
3.08534,990,22
3.77312,0,0
3.77312,10,0
3.77312,20,0
3.77312,30,0
3.77312,40,0
3.77312,50,0
3.77312,60,0
3.77312,70,97
3.77312,80,83
3.77312,90,96
3.77312,100,47
3.77312,110,66
3.77312,120,53
3.77312,130,72
3.77312,140,52
3.77312,150,75
3.77312,160,74
3.77312,170,71
3.77312,180,69
3.77312,190,69
3.77312,200,57
3.77312,210,66
3.77312,220,78
3.77312,230,60
3.77312,240,70
3.77312,250,61
3.77312,260,67
3.77312,270,73
3.77312,280,94
3.77312,290,62
3.77312,300,89
3.77312,310,70
3.77312,320,68
3.77312,330,75
3.77312,340,88
3.77312,350,86
3.77312,360,103
3.77312,370,66
3.77312,380,99
3.77312,390,87
3.77312,400,57
3.77312,410,54
3.77312,420,50
3.77312,430,44
3.77312,440,61
3.77312,450,69
3.77312,460,65
3.77312,470,65
3.77312,480,65
3.77312,490,56
3.77312,500,59
3.77312,510,47
3.77312,520,35
3.77312,530,43
3.77312,540,59
3.77312,550,55
3.77312,560,60
3.77312,570,36
3.77312,580,42
3.77312,590,32
3.77312,600,46
3.77312,610,35
3.77312,620,31
3.77312,630,39
3.77312,640,56
3.77312,650,32
3.77312,660,44
3.77312,670,34
3.77312,680,39
3.77312,690,25
3.77312,700,30
3.77312,710,30
3.77312,720,48
3.77312,730,17
3.77312,740,26
3.77312,750,30
3.77312,760,30
3.77312,770,27
3.77312,780,26
3.77312,790,18
3.77312,800,16
3.77312,810,26
3.77312,820,23
3.77312,830,18
3.77312,840,22
3.77312,850,25
3.77312,860,18
3.77312,870,19
3.77312,880,20
3.77312,890,9
3.77312,900,16
3.77312,910,7
3.77312,920,16
3.77312,930,13
3.77312,940,15
3.77312,950,11
3.77312,960,13
3.77312,970,17
3.77312,980,19
3.77312,990,13
4.4609,0,0
4.4609,10,0
4.4609,20,0
4.4609,30,0
4.4609,40,0
4.4609,50,0
4.4609,60,0
4.4609,70,95
4.4609,80,73
4.4609,90,81
4.4609,100,34
4.4609,110,63
4.4609,120,62
4.4609,130,67
4.4609,140,67
4.4609,150,68
4.4609,160,51
4.4609,170,81
4.4609,180,52
4.4609,190,66
4.4609,200,60
4.4609,210,104
4.4609,220,69
4.4609,230,64
4.4609,240,78
4.4609,250,75
4.4609,260,67
4.4609,270,78
4.4609,280,76
4.4609,290,79
4.4609,300,101
4.4609,310,61
4.4609,320,80
4.4609,330,54
4.4609,340,65
4.4609,350,93
4.4609,360,86
4.4609,370,67
4.4609,380,66
4.4609,390,65
4.4609,400,64
4.4609,410,42
4.4609,420,49
4.4609,430,49
4.4609,440,73
4.4609,450,59
4.4609,460,69
4.4609,470,63
4.4609,480,54
4.4609,490,64
4.4609,500,60
4.4609,510,55
4.4609,520,38
4.4609,530,47
4.4609,540,65
4.4609,550,60
4.4609,560,65
4.4609,570,54
4.4609,580,52
4.4609,590,47
4.4609,600,36
4.4609,610,37
4.4609,620,38
4.4609,630,47
4.4609,640,50
4.4609,650,37
4.4609,660,32
4.4609,670,29
4.4609,680,29
4.4609,690,33
4.4609,700,43
4.4609,710,28
4.4609,720,42
4.4609,730,25
4.4609,740,30
4.4609,750,23
4.4609,760,28
4.4609,770,25
4.4609,780,26
4.4609,790,19
4.4609,800,13
4.4609,810,28
4.4609,820,19
4.4609,830,20
4.4609,840,19
4.4609,850,19
4.4609,860,21
4.4609,870,19
4.4609,880,16
4.4609,890,11
4.4609,900,11
4.4609,910,10
4.4609,920,16
4.4609,930,10
4.4609,940,17
4.4609,950,9
4.4609,960,16
4.4609,970,18
4.4609,980,21
4.4609,990,20
5.14868,0,0
5.14868,10,0
5.14868,20,0
5.14868,30,0
5.14868,40,0
5.14868,50,2
5.14868,60,0
5.14868,70,99
5.14868,80,61
5.14868,90,65
5.14868,100,60
5.14868,110,50
5.14868,120,76
5.14868,130,59
5.14868,140,64
5.14868,150,70
5.14868,160,65
5.14868,170,81
5.14868,180,51
5.14868,190,70
5.14868,200,51
5.14868,210,93
5.14868,220,58
5.14868,230,64
5.14868,240,82
5.14868,250,64
5.14868,260,72
5.14868,270,89
5.14868,280,62
5.14868,290,80
5.14868,300,118
5.14868,310,60
5.14868,320,88
5.14868,330,76
5.14868,340,48
5.14868,350,77
5.14868,360,75
5.14868,370,66
5.14868,380,73
5.14868,390,72
5.14868,400,68
5.14868,410,64
5.14868,420,60
5.14868,430,54
5.14868,440,73
5.14868,450,72
5.14868,460,61
5.14868,470,64
5.14868,480,63
5.14868,490,53
5.14868,500,45
5.14868,510,40
5.14868,520,43
5.14868,530,65
5.14868,540,52
5.14868,550,56
5.14868,560,45
5.14868,570,43
5.14868,580,48
5.14868,590,46
5.14868,600,36
5.14868,610,47
5.14868,620,42
5.14868,630,41
5.14868,640,48
5.14868,650,51
5.14868,660,34
5.14868,670,28
5.14868,680,29
5.14868,690,41
5.14868,700,31
5.14868,710,31
5.14868,720,43
5.14868,730,24
5.14868,740,28
5.14868,750,32
5.14868,760,28
5.14868,770,24
5.14868,780,18
5.14868,790,29
5.14868,800,26
5.14868,810,12
5.14868,820,15
5.14868,830,27
5.14868,840,23
5.14868,850,25
5.14868,860,17
5.14868,870,17
5.14868,880,9
5.14868,890,9
5.14868,900,9
5.14868,910,15
5.14868,920,9
5.14868,930,19
5.14868,940,16
5.14868,950,14
5.14868,960,15
5.14868,970,19
5.14868,980,16
5.14868,990,15
5.83646,0,0
5.83646,10,0
5.83646,20,0
5.83646,30,0
5.83646,40,0
5.83646,50,0
5.83646,60,17
5.83646,70,79
5.83646,80,68
5.83646,90,74
5.83646,100,51
5.83646,110,77
5.83646,120,79
5.83646,130,66
5.83646,140,69
5.83646,150,58
5.83646,160,78
5.83646,170,78
5.83646,180,46
5.83646,190,78
5.83646,200,58
5.83646,210,96
5.83646,220,61
5.83646,230,69
5.83646,240,62
5.83646,250,60
5.83646,260,79
5.83646,270,69
5.83646,280,70
5.83646,290,82
5.83646,300,87
5.83646,310,58
5.83646,320,73
5.83646,330,66
5.83646,340,59
5.83646,350,79
5.83646,360,85
5.83646,370,73
5.83646,380,74
5.83646,390,66
5.83646,400,54
5.83646,410,69
5.83646,420,57
5.83646,430,41
5.83646,440,70
5.83646,450,50
5.83646,460,68
5.83646,470,66
5.83646,480,64
5.83646,490,72
5.83646,500,50
5.83646,510,47
5.83646,520,51
5.83646,530,61
5.83646,540,57
5.83646,550,64
5.83646,560,61
5.83646,570,39
5.83646,580,46
5.83646,590,54
5.83646,600,35
5.83646,610,43
5.83646,620,29
5.83646,630,42
5.83646,640,56
5.83646,650,40
5.83646,660,40
5.83646,670,32
5.83646,680,29
5.83646,690,37
5.83646,700,26
5.83646,710,37
5.83646,720,44
5.83646,730,19
5.83646,740,29
5.83646,750,31
5.83646,760,35
5.83646,770,25
5.83646,780,23
5.83646,790,22
5.83646,800,20
5.83646,810,11
5.83646,820,21
5.83646,830,21
5.83646,840,27
5.83646,850,20
5.83646,860,19
5.83646,870,11
5.83646,880,16
5.83646,890,24
5.83646,900,14
5.83646,910,14
5.83646,920,13
5.83646,930,16
5.83646,940,17
5.83646,950,12
5.83646,960,16
5.83646,970,20
5.83646,980,22
5.83646,990,16
6.52424,0,0
6.52424,10,0
6.52424,20,0
6.52424,30,0
6.52424,40,0
6.52424,50,0
6.52424,60,26
6.52424,70,85
6.52424,80,79
6.52424,90,73
6.52424,100,57
6.52424,110,65
6.52424,120,46
6.52424,130,43
6.52424,140,68
6.52424,150,68
6.52424,160,60
6.52424,170,95
6.52424,180,52
6.52424,190,75
6.52424,200,68
6.52424,210,90
6.52424,220,72
6.52424,230,76
6.52424,240,63
6.52424,250,72
6.52424,260,70
6.52424,270,80
6.52424,280,94
6.52424,290,92
6.52424,300,80
6.52424,310,62
6.52424,320,82
6.52424,330,48
6.52424,340,70
6.52424,350,77
6.52424,360,78
6.52424,370,64
6.52424,380,78
6.52424,390,70
6.52424,400,49
6.52424,410,62
6.52424,420,62
6.52424,430,50
6.52424,440,73
6.52424,450,60
6.52424,460,56
6.52424,470,54
6.52424,480,62
6.52424,490,45
6.52424,500,49
6.52424,510,52
6.52424,520,31
6.52424,530,66
6.52424,540,61
6.52424,550,59
6.52424,560,58
6.52424,570,54
6.52424,580,39
6.52424,590,48
6.52424,600,32
6.52424,610,32
6.52424,620,22
6.52424,630,51
6.52424,640,37
6.52424,650,40
6.52424,660,31
6.52424,670,26
6.52424,680,33
6.52424,690,43
6.52424,700,28
6.52424,710,30
6.52424,720,33
6.52424,730,35
6.52424,740,28
6.52424,750,25
6.52424,760,26
6.52424,770,24
6.52424,780,21
6.52424,790,12
6.52424,800,21
6.52424,810,10
6.52424,820,20
6.52424,830,13
6.52424,840,21
6.52424,850,20
6.52424,860,18
6.52424,870,20
6.52424,880,13
6.52424,890,22
6.52424,900,11
6.52424,910,12
6.52424,920,14
6.52424,930,14
6.52424,940,11
6.52424,950,12
6.52424,960,13
6.52424,970,14
6.52424,980,17
6.52424,990,24
7.21202,0,0
7.21202,10,0
7.21202,20,0
7.21202,30,0
7.21202,40,0
7.21202,50,0
7.21202,60,33
7.21202,70,85
7.21202,80,75
7.21202,90,75
7.21202,100,53
7.21202,110,69
7.21202,120,51
7.21202,130,50
7.21202,140,78
7.21202,150,68
7.21202,160,56
7.21202,170,92
7.21202,180,62
7.21202,190,73
7.21202,200,79
7.21202,210,99
7.21202,220,62
7.21202,230,67
7.21202,240,63
7.21202,250,56
7.21202,260,70
7.21202,270,72
7.21202,280,65
7.21202,290,96
7.21202,300,83
7.21202,310,64
7.21202,320,70
7.21202,330,56
7.21202,340,74
7.21202,350,87
7.21202,360,97
7.21202,370,60
7.21202,380,74
7.21202,390,68
7.21202,400,53
7.21202,410,62
7.21202,420,58
7.21202,430,67
7.21202,440,65
7.21202,450,58
7.21202,460,69
7.21202,470,66
7.21202,480,56
7.21202,490,51
7.21202,500,51
7.21202,510,49
7.21202,520,41
7.21202,530,54
7.21202,540,51
7.21202,550,65
7.21202,560,63
7.21202,570,49
7.21202,580,48
7.21202,590,68
7.21202,600,40
7.21202,610,46
7.21202,620,39
7.21202,630,38
7.21202,640,60
7.21202,650,46
7.21202,660,43
7.21202,670,29
7.21202,680,30
7.21202,690,36
7.21202,700,38
7.21202,710,29
7.21202,720,29
7.21202,730,28
7.21202,740,26
7.21202,750,19
7.21202,760,20
7.21202,770,15
7.21202,780,23
7.21202,790,15
7.21202,800,25
7.21202,810,22
7.21202,820,15
7.21202,830,11
7.21202,840,17
7.21202,850,21
7.21202,860,19
7.21202,870,16
7.21202,880,17
7.21202,890,13
7.21202,900,14
7.21202,910,15
7.21202,920,16
7.21202,930,13
7.21202,940,10
7.21202,950,17
7.21202,960,19
7.21202,970,28
7.21202,980,30
7.21202,990,10
7.8998,0,0
7.8998,10,0
7.8998,20,0
7.8998,30,0
7.8998,40,0
7.8998,50,0
7.8998,60,59
7.8998,70,76
7.8998,80,66
7.8998,90,58
7.8998,100,54
7.8998,110,67
7.8998,120,64
7.8998,130,52
7.8998,140,60
7.8998,150,50
7.8998,160,65
7.8998,170,68
7.8998,180,63
7.8998,190,62
7.8998,200,64
7.8998,210,87
7.8998,220,57
7.8998,230,57
7.8998,240,50
7.8998,250,74
7.8998,260,62
7.8998,270,74
7.8998,280,71
7.8998,290,97
7.8998,300,64
7.8998,310,60
7.8998,320,90
7.8998,330,73
7.8998,340,69
7.8998,350,83
7.8998,360,82
7.8998,370,92
7.8998,380,78
7.8998,390,57
7.8998,400,50
7.8998,410,58
7.8998,420,42
7.8998,430,63
7.8998,440,69
7.8998,450,54
7.8998,460,54
7.8998,470,45
7.8998,480,49
7.8998,490,52
7.8998,500,49
7.8998,510,68
7.8998,520,41
7.8998,530,59
7.8998,540,58
7.8998,550,52
7.8998,560,48
7.8998,570,53
7.8998,580,48
7.8998,590,42
7.8998,600,41
7.8998,610,45
7.8998,620,35
7.8998,630,39
7.8998,640,42
7.8998,650,34
7.8998,660,31
7.8998,670,26
7.8998,680,27
7.8998,690,47
7.8998,700,28
7.8998,710,34
7.8998,720,28
7.8998,730,10
7.8998,740,36
7.8998,750,30
7.8998,760,32
7.8998,770,28
7.8998,780,24
7.8998,790,15
7.8998,800,23
7.8998,810,20
7.8998,820,14
7.8998,830,16
7.8998,840,14
7.8998,850,26
7.8998,860,14
7.8998,870,21
7.8998,880,16
7.8998,890,18
7.8998,900,6
7.8998,910,21
7.8998,920,11
7.8998,930,21
7.8998,940,16
7.8998,950,11
7.8998,960,18
7.8998,970,18
7.8998,980,28
7.8998,990,7
8.58758,0,0
8.58758,10,0
8.58758,20,0
8.58758,30,0
8.58758,40,0
8.58758,50,0
8.58758,60,57
8.58758,70,68
8.58758,80,71
8.58758,90,55
8.58758,100,49
8.58758,110,65
8.58758,120,56
8.58758,130,53
8.58758,140,61
8.58758,150,54
8.58758,160,74
8.58758,170,70
8.58758,180,65
8.58758,190,54
8.58758,200,78
8.58758,210,71
8.58758,220,70
8.58758,230,84
8.58758,240,57
8.58758,250,60
8.58758,260,62
8.58758,270,103
8.58758,280,81
8.58758,290,79
8.58758,300,87
8.58758,310,71
8.58758,320,73
8.58758,330,52
8.58758,340,82
8.58758,350,68
8.58758,360,73
8.58758,370,80
8.58758,380,71
8.58758,390,83
8.58758,400,62
8.58758,410,68
8.58758,420,54
8.58758,430,75
8.58758,440,73
8.58758,450,53
8.58758,460,60
8.58758,470,57
8.58758,480,62
8.58758,490,61
8.58758,500,58
8.58758,510,47
8.58758,520,54
8.58758,530,63
8.58758,540,69
8.58758,550,66
8.58758,560,43
8.58758,570,53
8.58758,580,53
8.58758,590,49
8.58758,600,41
8.58758,610,38
8.58758,620,37
8.58758,630,42
8.58758,640,43
8.58758,650,48
8.58758,660,40
8.58758,670,22
8.58758,680,31
8.58758,690,39
8.58758,700,27
8.58758,710,45
8.58758,720,30
8.58758,730,21
8.58758,740,33
8.58758,750,27
8.58758,760,42
8.58758,770,21
8.58758,780,18
8.58758,790,19
8.58758,800,20
8.58758,810,11
8.58758,820,20
8.58758,830,20
8.58758,840,19
8.58758,850,21
8.58758,860,18
8.58758,870,12
8.58758,880,16
8.58758,890,9
8.58758,900,10
8.58758,910,12
8.58758,920,16
8.58758,930,14
8.58758,940,13
8.58758,950,10
8.58758,960,13
8.58758,970,10
8.58758,980,30
8.58758,990,5
9.27536,0,0
9.27536,10,0
9.27536,20,0
9.27536,30,0
9.27536,40,0
9.27536,50,1
9.27536,60,117
9.27536,70,175
9.27536,80,137
9.27536,90,95
9.27536,100,116
9.27536,110,129
9.27536,120,134
9.27536,130,136
9.27536,140,144
9.27536,150,129
9.27536,160,146
9.27536,170,186
9.27536,180,134
9.27536,190,135
9.27536,200,125
9.27536,210,163
9.27536,220,133
9.27536,230,113
9.27536,240,145
9.27536,250,131
9.27536,260,128
9.27536,270,202
9.27536,280,144
9.27536,290,206
9.27536,300,144
9.27536,310,151
9.27536,320,160
9.27536,330,122
9.27536,340,183
9.27536,350,152
9.27536,360,146
9.27536,370,144
9.27536,380,151
9.27536,390,138
9.27536,400,118
9.27536,410,103
9.27536,420,104
9.27536,430,113
9.27536,440,141
9.27536,450,102
9.27536,460,136
9.27536,470,142
9.27536,480,103
9.27536,490,111
9.27536,500,99
9.27536,510,74
9.27536,520,78
9.27536,530,125
9.27536,540,112
9.27536,550,126
9.27536,560,88
9.27536,570,110
9.27536,580,92
9.27536,590,74
9.27536,600,67
9.27536,610,67
9.27536,620,67
9.27536,630,97
9.27536,640,93
9.27536,650,74
9.27536,660,71
9.27536,670,60
9.27536,680,75
9.27536,690,76
9.27536,700,49
9.27536,710,74
9.27536,720,33
9.27536,730,43
9.27536,740,53
9.27536,750,58
9.27536,760,60
9.27536,770,52
9.27536,780,54
9.27536,790,34
9.27536,800,33
9.27536,810,45
9.27536,820,38
9.27536,830,23
9.27536,840,34
9.27536,850,45
9.27536,860,40
9.27536,870,29
9.27536,880,29
9.27536,890,19
9.27536,900,22
9.27536,910,25
9.27536,920,24
9.27536,930,20
9.27536,940,22
9.27536,950,24
9.27536,960,37
9.27536,970,34
9.27536,980,48
9.27536,990,16
9.96314,0,0
9.96314,10,0
9.96314,20,0
9.96314,30,0
9.96314,40,0
9.96314,50,0
9.96314,60,83
9.96314,70,66
9.96314,80,78
9.96314,90,61
9.96314,100,52
9.96314,110,59
9.96314,120,55
9.96314,130,54
9.96314,140,69
9.96314,150,60
9.96314,160,74
9.96314,170,82
9.96314,180,58
9.96314,190,72
9.96314,200,83
9.96314,210,83
9.96314,220,59
9.96314,230,70
9.96314,240,76
9.96314,250,75
9.96314,260,62
9.96314,270,99
9.96314,280,47
9.96314,290,93
9.96314,300,81
9.96314,310,71
9.96314,320,68
9.96314,330,62
9.96314,340,86
9.96314,350,82
9.96314,360,57
9.96314,370,68
9.96314,380,82
9.96314,390,75
9.96314,400,55
9.96314,410,42
9.96314,420,53
9.96314,430,64
9.96314,440,63
9.96314,450,57
9.96314,460,73
9.96314,470,66
9.96314,480,57
9.96314,490,53
9.96314,500,58
9.96314,510,53
9.96314,520,46
9.96314,530,70
9.96314,540,82
9.96314,550,61
9.96314,560,49
9.96314,570,32
9.96314,580,47
9.96314,590,40
9.96314,600,52
9.96314,610,49
9.96314,620,32
9.96314,630,52
9.96314,640,43
9.96314,650,35
9.96314,660,31
9.96314,670,37
9.96314,680,37
9.96314,690,27
9.96314,700,34
9.96314,710,43
9.96314,720,24
9.96314,730,23
9.96314,740,40
9.96314,750,26
9.96314,760,23
9.96314,770,20
9.96314,780,29
9.96314,790,23
9.96314,800,21
9.96314,810,19
9.96314,820,23
9.96314,830,15
9.96314,840,13
9.96314,850,12
9.96314,860,16
9.96314,870,26
9.96314,880,18
9.96314,890,16
9.96314,900,10
9.96314,910,8
9.96314,920,17
9.96314,930,13
9.96314,940,18
9.96314,950,14
9.96314,960,12
9.96314,970,13
9.96314,980,15
9.96314,990,10
10.6509,0,0
10.6509,10,0
10.6509,20,0
10.6509,30,0
10.6509,40,0
10.6509,50,0
10.6509,60,110
10.6509,70,64
10.6509,80,76
10.6509,90,45
10.6509,100,50
10.6509,110,55
10.6509,120,68
10.6509,130,65
10.6509,140,68
10.6509,150,72
10.6509,160,80
10.6509,170,79
10.6509,180,58
10.6509,190,58
10.6509,200,72
10.6509,210,81
10.6509,220,62
10.6509,230,76
10.6509,240,56
10.6509,250,71
10.6509,260,69
10.6509,270,94
10.6509,280,59
10.6509,290,112
10.6509,300,84
10.6509,310,85
10.6509,320,74
10.6509,330,63
10.6509,340,75
10.6509,350,75
10.6509,360,56
10.6509,370,74
10.6509,380,66
10.6509,390,58
10.6509,400,68
10.6509,410,43
10.6509,420,60
10.6509,430,72
10.6509,440,57
10.6509,450,46
10.6509,460,60
10.6509,470,52
10.6509,480,51
10.6509,490,45
10.6509,500,55
10.6509,510,40
10.6509,520,55
10.6509,530,68
10.6509,540,65
10.6509,550,65
10.6509,560,28
10.6509,570,51
10.6509,580,61
10.6509,590,35
10.6509,600,40
10.6509,610,44
10.6509,620,35
10.6509,630,49
10.6509,640,54
10.6509,650,31
10.6509,660,30
10.6509,670,36
10.6509,680,36
10.6509,690,31
10.6509,700,41
10.6509,710,42
10.6509,720,25
10.6509,730,32
10.6509,740,34
10.6509,750,22
10.6509,760,26
10.6509,770,26
10.6509,780,23
10.6509,790,21
10.6509,800,14
10.6509,810,20
10.6509,820,21
10.6509,830,16
10.6509,840,35
10.6509,850,17
10.6509,860,14
10.6509,870,13
10.6509,880,19
10.6509,890,14
10.6509,900,7
10.6509,910,20
10.6509,920,12
10.6509,930,17
10.6509,940,11
10.6509,950,19
10.6509,960,16
10.6509,970,9
10.6509,980,19
10.6509,990,11
11.3387,0,0
11.3387,10,0
11.3387,20,0
11.3387,30,0
11.3387,40,0
11.3387,50,0
11.3387,60,81
11.3387,70,62
11.3387,80,72
11.3387,90,53
11.3387,100,53
11.3387,110,60
11.3387,120,67
11.3387,130,52
11.3387,140,66
11.3387,150,63
11.3387,160,89
11.3387,170,52
11.3387,180,71
11.3387,190,62
11.3387,200,86
11.3387,210,96
11.3387,220,65
11.3387,230,77
11.3387,240,72
11.3387,250,84
11.3387,260,72
11.3387,270,68
11.3387,280,64
11.3387,290,100
11.3387,300,67
11.3387,310,81
11.3387,320,75
11.3387,330,66
11.3387,340,92
11.3387,350,78
11.3387,360,70
11.3387,370,80
11.3387,380,80
11.3387,390,77
11.3387,400,59
11.3387,410,66
11.3387,420,47
11.3387,430,50
11.3387,440,48
11.3387,450,52
11.3387,460,69
11.3387,470,63
11.3387,480,53
11.3387,490,51
11.3387,500,59
11.3387,510,46
11.3387,520,67
11.3387,530,64
11.3387,540,72
11.3387,550,55
11.3387,560,51
11.3387,570,57
11.3387,580,48
11.3387,590,31
11.3387,600,53
11.3387,610,33
11.3387,620,51
