m_B,deltaE,nFlux_pi0,nFlux_eta
4.91763,330,28,2
4.91763,340,30,3
4.91763,350,17,3
4.91763,360,43,4
4.91763,370,43,3
4.91763,380,39,4
4.91763,390,35,1
4.91763,400,34,1
4.91763,410,28,2
4.91763,420,27,0
4.91763,430,25,3
4.91763,440,17,6
4.91763,450,31,1
4.91763,460,35,4
4.91763,470,26,1
4.91763,480,23,3
4.91763,490,19,2
4.91763,500,14,5
4.91763,510,18,5
4.91763,520,14,3
4.91763,530,13,1
4.91763,540,14,8
4.91763,550,22,6
4.91763,560,29,4
4.91763,570,20,3
4.91763,580,35,3
4.91763,590,7,4
4.91763,600,18,0
4.91763,610,17,1
4.91763,620,14,6
4.91763,630,19,2
4.91763,640,16,8
4.91763,650,19,4
4.91763,660,27,8
4.91763,670,22,19
4.91763,680,20,5
4.91763,690,16,7
4.91763,700,22,10
4.91763,710,10,8
4.91763,720,9,2
4.91763,730,24,2
4.91763,740,12,5
4.91763,750,16,9
4.91763,760,10,10
4.91763,770,11,3
4.91763,780,9,11
4.91763,790,12,3
4.91763,800,9,5
4.91763,810,10,11
4.91763,820,7,4
4.91763,830,8,2
4.91763,840,13,4
4.91763,850,10,1
4.91763,860,6,7
4.91763,870,11,2
4.91763,880,13,6
4.91763,890,11,5
4.91763,900,11,3
4.91763,910,9,6
4.91763,920,10,5
4.91763,930,3,1
4.91763,940,4,11
4.91763,950,6,4
4.91763,960,5,4
4.91763,970,3,4
4.91763,980,8,7
4.91763,990,1,1
23.6625,0,0,0
23.6625,10,0,0
23.6625,20,0,0
23.6625,30,0,0
23.6625,40,0,0
23.6625,50,48,0
23.6625,60,40,0
23.6625,70,35,0
23.6625,80,30,0
23.6625,90,28,0
23.6625,100,30,0
23.6625,110,38,0
23.6625,120,34,0
23.6625,130,31,0
23.6625,140,42,0
23.6625,150,36,0
23.6625,160,42,0
23.6625,170,33,0
23.6625,180,30,0
23.6625,190,43,0
23.6625,200,47,0
23.6625,210,25,0
23.6625,220,24,0
23.6625,230,39,0
23.6625,240,17,0
23.6625,250,38,0
23.6625,260,38,3
23.6625,270,44,1
23.6625,280,74,1
23.6625,290,39,3
23.6625,300,20,1
23.6625,310,44,2
23.6625,320,22,5
23.6625,330,53,5
23.6625,340,35,10
23.6625,350,44,2
23.6625,360,34,1
23.6625,370,30,2
23.6625,380,41,1
23.6625,390,30,5
23.6625,400,28,2
23.6625,410,19,6
23.6625,420,34,5
23.6625,430,33,4
23.6625,440,32,2
23.6625,450,38,3
23.6625,460,19,2
23.6625,470,15,5
23.6625,480,25,7
23.6625,490,4,1
23.6625,500,14,4
23.6625,510,23,2
23.6625,520,33,8
23.6625,530,29,0
23.6625,540,25,7
23.6625,550,18,4
23.6625,560,12,1
23.6625,570,34,7
23.6625,580,28,1
23.6625,590,14,3
23.6625,600,12,7
23.6625,610,23,0
23.6625,620,23,3
23.6625,630,25,3
23.6625,640,24,6
23.6625,650,9,6
23.6625,660,14,2
23.6625,670,15,6
23.6625,680,16,10
23.6625,690,12,6
23.6625,700,26,6
23.6625,710,10,6
23.6625,720,9,4
23.6625,730,9,3
23.6625,740,14,9
23.6625,750,19,9
23.6625,760,9,3
23.6625,770,12,2
23.6625,780,10,11
23.6625,790,7,8
23.6625,800,11,10
23.6625,810,14,3
23.6625,820,3,2
23.6625,830,11,1
23.6625,840,17,8
23.6625,850,11,1
23.6625,860,5,2
23.6625,870,9,5
23.6625,880,5,2
23.6625,890,3,11
23.6625,900,4,5
23.6625,910,8,1
23.6625,920,7,12
23.6625,930,4,7
23.6625,940,7,1
23.6625,950,6,1
23.6625,960,11,4
23.6625,970,6,5
23.6625,980,2,7
23.6625,990,5,10
113.859,0,142,0
113.859,10,123,0
113.859,20,87,0
113.859,30,85,0
113.859,40,48,0
113.859,50,63,0
113.859,60,86,0
113.859,70,61,0
113.859,80,51,0
113.859,90,53,0
113.859,100,54,0
113.859,110,57,0
113.859,120,30,0
113.859,130,38,0
113.859,140,41,0
113.859,150,37,0
113.859,160,25,3
113.859,170,16,0
113.859,180,10,1
113.859,190,21,1
113.859,200,11,2
113.859,210,13,6
113.859,220,11,0
113.859,230,11,4
113.859,240,10,6
113.859,250,11,2
113.859,260,4,3
113.859,270,9,8
113.859,280,11,5
113.859,290,7,3
113.859,300,6,4
113.859,310,6,2
113.859,320,8,3
113.859,330,5,1
113.859,340,6,3
113.859,350,5,7
113.859,360,6,7
113.859,370,7,5
113.859,380,4,1
113.859,390,1,2
113.859,400,2,10
113.859,410,6,2
113.859,420,5,5
113.859,430,7,3
113.859,440,1,6
113.859,450,5,6
113.859,460,11,4
113.859,470,6,3
113.859,480,19,7
113.859,490,2,5
113.859,500,3,2
113.859,510,3,5
113.859,520,1,6
113.859,530,0,13
113.859,540,0,8
113.859,550,0,7
113.859,560,0,9
113.859,570,0,8
113.859,580,2,5
113.859,590,0,5
113.859,600,1,4
113.859,610,0,1
113.859,620,0,7
113.859,630,0,2
113.859,640,1,6
113.859,650,1,8
113.859,660,0,6
113.859,670,1,16
113.859,680,0,6
113.859,690,0,4
113.859,700,0,0
113.859,710,0,4
113.859,720,0,3
113.859,730,0,7
113.859,740,0,4
113.859,750,0,2
113.859,760,0,6
113.859,770,0,4
113.859,780,1,0
113.859,790,0,7
113.859,800,0,2
113.859,810,0,3
113.859,820,0,3
113.859,830,0,3
113.859,840,0,4
113.859,850,0,8
113.859,860,0,10
113.859,870,0,7
113.859,880,0,4
113.859,890,0,20
113.859,900,0,6
113.859,910,0,10
113.859,920,0,12
113.859,930,0,14
113.859,940,0,10
113.859,950,0,7
113.859,960,0,8
113.859,970,0,6
113.859,980,0,5
113.859,990,0,14
547.862,0,0,0
547.862,10,0,0
547.862,20,0,0
547.862,30,0,0
547.862,40,0,0
547.862,50,0,0
547.862,60,0,0
547.862,70,0,0
547.862,80,0,0
547.862,90,0,0
547.862,100,0,0
547.862,110,0,0
547.862,120,0,0
547.862,130,0,0
547.862,140,0,0
547.862,150,0,0
547.862,160,0,0
547.862,170,0,0
547.862,180,0,0
547.862,190,0,0
547.862,200,0,0
547.862,210,0,0
547.862,220,0,0
547.862,230,0,0
547.862,240,0,0
547.862,250,0,0
547.862,260,0,0
547.862,270,0,0
547.862,280,0,0
547.862,290,0,0
547.862,300,0,0
547.862,310,0,0
547.862,320,0,0
547.862,330,0,0
547.862,340,0,0
547.862,350,0,0
547.862,360,0,0
547.862,370,0,0
547.862,380,0,0
547.862,390,0,0
547.862,400,0,0
547.862,410,0,0
547.862,420,0,0
547.862,430,0,0
547.862,440,0,0
547.862,450,0,0
547.862,460,0,0
547.862,470,0,0
547.862,480,0,0
547.862,490,0,0
547.862,500,3,0
547.862,510,7,0
547.862,520,5,0
547.862,530,2,0
547.862,540,6,0
547.862,550,2,0
547.862,560,0,0
547.862,570,5,0
547.862,580,4,0
547.862,590,3,0
547.862,600,2,0
547.862,610,2,0
547.862,620,2,0
547.862,630,1,0
547.862,640,0,0
547.862,650,1,0
547.862,660,2,0
547.862,670,5,0
547.862,680,0,0
547.862,690,0,0
547.862,700,3,0
547.862,710,1,0
547.862,720,3,0
547.862,730,0,0
547.862,740,2,0
547.862,750,4,0
547.862,760,0,0
547.862,770,3,0
547.862,780,2,0
547.862,790,3,0
547.862,800,6,0
547.862,810,1,0
547.862,820,3,0
547.862,830,4,0
547.862,840,3,0
547.862,850,1,0
547.862,860,3,0
547.862,870,3,0
547.862,880,3,0
547.862,890,2,0
547.862,900,1,0
547.862,910,5,0
547.862,920,2,0
547.862,930,0,0
547.862,940,0,0
547.862,950,1,0
547.862,960,1,1000000000
547.862,970,2,1000000000
547.862,980,3,1000000000
547.862,990,1,1000000000
