#      mass       lower       upper
 1.5558e+01  2.8480e-14  1.5923e-11
 1.5635e+01  2.8480e-14  1.5923e-11
 1.5711e+01  2.8480e-14  1.5923e-11
 1.5788e+01  2.8480e-14  1.5923e-11
 1.5866e+01  2.8480e-14  1.5923e-11
 1.5943e+01  2.3645e-14  1.3219e-11
 1.6021e+01  2.3645e-14  1.3219e-11
 1.6100e+01  2.3645e-14  1.3219e-11
 1.6179e+01  2.3645e-14  1.3219e-11
 1.6258e+01  2.3645e-14  1.3219e-11
 1.6338e+01  2.3645e-14  1.3219e-11
 1.6418e+01  2.3645e-14  1.3219e-11
 1.6498e+01  2.3645e-14  1.3219e-11
 1.6579e+01  2.3645e-14  1.3219e-11
 1.6660e+01  2.3645e-14  1.3219e-11
 1.6742e+01  2.3645e-14  1.3219e-11
 1.6824e+01  2.3645e-14  1.3219e-11
 1.6907e+01  2.3645e-14  1.3219e-11
 1.6989e+01  2.3645e-14  1.3219e-11
 1.7073e+01  2.3645e-14  1.3219e-11
 1.7156e+01  2.3645e-14  1.3219e-11
 1.7240e+01  2.3645e-14  1.3219e-11
 1.7325e+01  2.3645e-14  1.0975e-11
 1.7410e+01  2.3645e-14  1.0975e-11
 1.7495e+01  2.3645e-14  1.0975e-11
 1.7581e+01  2.3645e-14  1.0975e-11
 1.7667e+01  2.3645e-14  1.0975e-11
 1.7754e+01  2.3645e-14  1.0975e-11
 1.7841e+01  2.3645e-14  1.0975e-11
 1.7928e+01  2.3645e-14  1.0975e-11
 1.8016e+01  2.3645e-14  1.0975e-11
 1.8104e+01  2.3645e-14  1.0975e-11
 1.8193e+01  2.3645e-14  1.0975e-11
 1.8282e+01  2.3645e-14  1.0975e-11
 1.8372e+01  2.3645e-14  1.0975e-11
 1.8462e+01  2.3645e-14  1.0975e-11
 1.8552e+01  2.3645e-14  1.0975e-11
 1.8643e+01  2.3645e-14  1.0975e-11
 1.8734e+01  2.3645e-14  1.0975e-11
 1.8826e+01  2.3645e-14  9.1116e-12
 1.8918e+01  2.3645e-14  9.1116e-12
 1.9011e+01  2.3645e-14  9.1116e-12
 1.9104e+01  2.3645e-14  9.1116e-12
 1.9198e+01  2.3645e-14  9.1116e-12
 1.9292e+01  1.9630e-14  9.1116e-12
 1.9387e+01  1.9630e-14  9.1116e-12
 1.9482e+01  1.9630e-14  9.1116e-12
 1.9577e+01  1.9630e-14  9.1116e-12
 1.9673e+01  1.9630e-14  9.1116e-12
 1.9769e+01  1.9630e-14  9.1116e-12
 1.9866e+01  1.9630e-14  9.1116e-12
 1.9964e+01  1.9630e-14  9.1116e-12
 2.0061e+01  1.9630e-14  9.1116e-12
 2.0160e+01  1.9630e-14  9.1116e-12
 2.0259e+01  1.9630e-14  9.1116e-12
 2.0358e+01  1.9630e-14  9.1116e-12
 2.0457e+01  1.9630e-14  9.1116e-12
 2.0558e+01  1.9630e-14  7.5646e-12
 2.0659e+01  1.9630e-14  7.5646e-12
 2.0760e+01  1.9630e-14  7.5646e-12
 2.0861e+01  1.9630e-14  7.5646e-12
 2.0964e+01  1.9630e-14  7.5646e-12
 2.1067e+01  1.9630e-14  7.5646e-12
 2.1170e+01  1.9630e-14  7.5646e-12
 2.1273e+01  1.9630e-14  7.5646e-12
 2.1378e+01  1.9630e-14  7.5646e-12
 2.1482e+01  1.9630e-14  7.5646e-12
 2.1588e+01  1.9630e-14  7.5646e-12
 2.1694e+01  1.9630e-14  7.5646e-12
 2.1800e+01  1.9630e-14  7.5646e-12
 2.1907e+01  1.9630e-14  7.5646e-12
 2.2014e+01  1.9630e-14  7.5646e-12
 2.2122e+01  1.9630e-14  7.5646e-12
 2.2230e+01  1.9630e-14  6.2803e-12
 2.2339e+01  1.9630e-14  6.2803e-12
 2.2449e+01  1.9630e-14  6.2803e-12
 2.2559e+01  1.9630e-14  6.2803e-12
 2.2669e+01  1.9630e-14  6.2803e-12
 2.2780e+01  1.9630e-14  6.2803e-12
 2.2892e+01  1.9630e-14  6.2803e-12
 2.3004e+01  1.9630e-14  6.2803e-12
 2.3117e+01  1.9630e-14  6.2803e-12
 2.3230e+01  1.9630e-14  6.2803e-12
 2.3344e+01  1.9630e-14  6.2803e-12
 2.3458e+01  1.9630e-14  6.2803e-12
 2.3573e+01  1.6298e-14  6.2803e-12
 2.3689e+01  1.6298e-14  6.2803e-12
 2.3805e+01  1.6298e-14  6.2803e-12
 2.3922e+01  1.6298e-14  6.2803e-12
 2.4039e+01  1.6298e-14  6.2803e-12
 2.4157e+01  1.6298e-14  5.2140e-12
 2.4275e+01  1.6298e-14  5.2140e-12
 2.4394e+01  1.6298e-14  5.2140e-12
 2.4514e+01  1.6298e-14  5.2140e-12
 2.4634e+01  1.6298e-14  5.2140e-12
 2.4754e+01  1.6298e-14  5.2140e-12
 2.4876e+01  1.6298e-14  5.2140e-12
 2.4997e+01  1.6298e-14  5.2140e-12
 2.5120e+01  1.6298e-14  5.2140e-12
 2.5243e+01  1.6298e-14  5.2140e-12
 2.5367e+01  1.6298e-14  5.2140e-12
 2.5491e+01  1.6298e-14  5.2140e-12
 2.5616e+01  1.6298e-14  5.2140e-12
 2.5742e+01  1.6298e-14  5.2140e-12
 2.5868e+01  1.6298e-14  5.2140e-12
 2.5994e+01  1.6298e-14  5.2140e-12
 2.6122e+01  1.6298e-14  5.2140e-12
 2.6250e+01  1.6298e-14  4.3288e-12
 2.6378e+01  1.6298e-14  4.3288e-12
 2.6508e+01  1.6298e-14  4.3288e-12
 2.6638e+01  1.6298e-14  4.3288e-12
 2.6768e+01  1.6298e-14  4.3288e-12
 2.6899e+01  1.6298e-14  4.3288e-12
 2.7031e+01  1.6298e-14  4.3288e-12
 2.7164e+01  1.6298e-14  4.3288e-12
 2.7297e+01  1.6298e-14  4.3288e-12
 2.7430e+01  1.6298e-14  4.3288e-12
 2.7565e+01  1.6298e-14  4.3288e-12
 2.7700e+01  1.6298e-14  4.3288e-12
 2.7836e+01  1.6298e-14  4.3288e-12
 2.7972e+01  1.6298e-14  4.3288e-12
 2.8109e+01  1.6298e-14  4.3288e-12
 2.8247e+01  1.6298e-14  4.3288e-12
 2.8385e+01  1.6298e-14  4.3288e-12
 2.8524e+01  1.6298e-14  3.5938e-12
 2.8664e+01  1.6298e-14  3.5938e-12
 2.8805e+01  1.6298e-14  3.5938e-12
 2.8946e+01  1.3530e-14  3.5938e-12
 2.9088e+01  1.3530e-14  3.5938e-12
 2.9230e+01  1.3530e-14  3.5938e-12
 2.9373e+01  1.3530e-14  3.5938e-12
 2.9517e+01  1.3530e-14  3.5938e-12
 2.9662e+01  1.3530e-14  3.5938e-12
 2.9808e+01  1.3530e-14  3.5938e-12
 2.9953e+01  1.3530e-14  3.5938e-12
 3.0100e+01  1.3530e-14  3.5938e-12
 3.0248e+01  1.3530e-14  3.5938e-12
 3.0396e+01  1.3530e-14  3.5938e-12
 3.0545e+01  1.3530e-14  3.5938e-12
 3.0695e+01  1.3530e-14  3.5938e-12
 3.0845e+01  1.3530e-14  2.9836e-12
 3.0996e+01  1.3530e-14  2.9836e-12
 3.1148e+01  1.3530e-14  2.9836e-12
 3.1301e+01  1.3530e-14  2.9836e-12
 3.1454e+01  1.3530e-14  2.9836e-12
 3.1608e+01  1.3530e-14  2.9836e-12
 3.1763e+01  1.3530e-14  2.9836e-12
 3.1919e+01  1.3530e-14  2.9836e-12
 3.2075e+01  1.3530e-14  2.9836e-12
 3.2232e+01  1.3530e-14  2.9836e-12
 3.2390e+01  1.3530e-14  2.9836e-12
 3.2549e+01  1.3530e-14  2.9836e-12
 3.2709e+01  1.3530e-14  2.9836e-12
 3.2869e+01  1.3530e-14  2.9836e-12
 3.3030e+01  1.3530e-14  2.9836e-12
 3.3192e+01  1.3530e-14  2.9836e-12
 3.3355e+01  1.3530e-14  2.4771e-12
 3.3518e+01  1.3530e-14  2.4771e-12
 3.3682e+01  1.3530e-14  2.4771e-12
 3.3847e+01  1.3530e-14  2.4771e-12
 3.4013e+01  1.3530e-14  2.4771e-12
 3.4180e+01  1.3530e-14  2.4771e-12
 3.4347e+01  1.3530e-14  2.4771e-12
 3.4516e+01  1.3530e-14  2.4771e-12
 3.4685e+01  1.3530e-14  2.4771e-12
 3.4855e+01  1.3530e-14  2.4771e-12
 3.5026e+01  1.3530e-14  2.4771e-12
 3.5197e+01  1.3530e-14  2.4771e-12
 3.5370e+01  1.3530e-14  2.4771e-12
 3.5543e+01  1.3530e-14  2.4771e-12
 3.5717e+01  1.3530e-14  2.4771e-12
 3.5892e+01  1.3530e-14  2.4771e-12
 3.6068e+01  1.3530e-14  2.0565e-12
 3.6245e+01  1.3530e-14  2.0565e-12
 3.6422e+01  1.1233e-14  2.0565e-12
 3.6601e+01  1.1233e-14  2.0565e-12
 3.6780e+01  1.1233e-14  2.0565e-12
 3.6960e+01  1.1233e-14  2.0565e-12
 3.7142e+01  1.1233e-14  2.0565e-12
 3.7324e+01  1.1233e-14  2.0565e-12
 3.7507e+01  1.1233e-14  2.0565e-12
 3.7690e+01  1.1233e-14  2.0565e-12
 3.7875e+01  1.1233e-14  2.0565e-12
 3.8061e+01  1.1233e-14  2.0565e-12
 3.8247e+01  1.1233e-14  2.0565e-12
 3.8434e+01  1.1233e-14  2.0565e-12
 3.8623e+01  1.1233e-14  2.0565e-12
 3.8812e+01  1.1233e-14  2.0565e-12
 3.9002e+01  1.1233e-14  1.7074e-12
 3.9193e+01  1.1233e-14  1.7074e-12
 3.9386e+01  1.1233e-14  1.7074e-12
 3.9578e+01  1.1233e-14  1.7074e-12
 3.9772e+01  1.1233e-14  1.7074e-12
 3.9967e+01  1.1233e-14  1.7074e-12
 4.0163e+01  1.1233e-14  1.7074e-12
 4.0360e+01  1.1233e-14  1.7074e-12
 4.0558e+01  1.1233e-14  1.7074e-12
 4.0757e+01  1.1233e-14  1.7074e-12
 4.0956e+01  1.1233e-14  1.7074e-12
 4.1157e+01  1.1233e-14  1.7074e-12
 4.1359e+01  1.1233e-14  1.7074e-12
 4.1561e+01  1.1233e-14  1.7074e-12
 4.1765e+01  1.1233e-14  1.7074e-12
 4.1970e+01  1.1233e-14  1.4175e-12
 4.2175e+01  1.1233e-14  1.4175e-12
 4.2382e+01  1.1233e-14  1.4175e-12
 4.2590e+01  1.1233e-14  1.4175e-12
 4.2798e+01  1.1233e-14  1.4175e-12
 4.3008e+01  1.1233e-14  1.4175e-12
 4.3219e+01  1.1233e-14  1.4175e-12
 4.3431e+01  1.1233e-14  1.4175e-12
 4.3644e+01  1.1233e-14  1.4175e-12
 4.3857e+01  1.1233e-14  1.4175e-12
 4.4072e+01  1.1233e-14  1.4175e-12
 4.4288e+01  1.1233e-14  1.4175e-12
 4.4505e+01  1.1233e-14  1.4175e-12
 4.4723e+01  1.1233e-14  1.4175e-12
 4.4943e+01  1.1233e-14  1.4175e-12
 4.5163e+01  1.1233e-14  1.4175e-12
 4.5384e+01  1.1233e-14  1.4175e-12
 4.5606e+01  1.1233e-14  1.1768e-12
 4.5830e+01  1.1233e-14  1.1768e-12
 4.6054e+01  1.1233e-14  1.1768e-12
 4.6280e+01  1.1233e-14  1.1768e-12
 4.6507e+01  1.1233e-14  1.1768e-12
 4.6735e+01  9.3260e-15  1.1768e-12
 4.6964e+01  9.3260e-15  1.1768e-12
 4.7194e+01  9.3260e-15  1.1768e-12
 4.7425e+01  9.3260e-15  1.1768e-12
 4.7658e+01  9.3260e-15  1.1768e-12
 4.7891e+01  9.3260e-15  1.1768e-12
 4.8126e+01  9.3260e-15  1.1768e-12
 4.8362e+01  9.3260e-15  1.1768e-12
 4.8599e+01  9.3260e-15  1.1768e-12
 4.8837e+01  9.3260e-15  1.1768e-12
 4.9076e+01  9.3260e-15  9.7701e-13
 4.9317e+01  9.3260e-15  9.7701e-13
 4.9558e+01  9.3260e-15  9.7701e-13
 4.9801e+01  9.3260e-15  9.7701e-13
 5.0045e+01  9.3260e-15  9.7701e-13
 5.0291e+01  9.3260e-15  9.7701e-13
 5.0537e+01  9.3260e-15  9.7701e-13
 5.0785e+01  9.3260e-15  9.7701e-13
 5.1033e+01  9.3260e-15  9.7701e-13
 5.1284e+01  9.3260e-15  9.7701e-13
 5.1535e+01  9.3260e-15  9.7701e-13
 5.1788e+01  9.3260e-15  9.7701e-13
 5.2041e+01  9.3260e-15  9.7701e-13
 5.2296e+01  9.3260e-15  9.7701e-13
 5.2553e+01  9.3260e-15  9.7701e-13
 5.2810e+01  9.3260e-15  8.1113e-13
 5.3069e+01  9.3260e-15  8.1113e-13
 5.3329e+01  9.3260e-15  8.1113e-13
 5.3590e+01  9.3260e-15  8.1113e-13
 5.3853e+01  9.3260e-15  8.1113e-13
 5.4117e+01  9.3260e-15  8.1113e-13
 5.4382e+01  9.3260e-15  8.1113e-13
 5.4648e+01  9.3260e-15  8.1113e-13
 5.4916e+01  9.3260e-15  8.1113e-13
 5.5185e+01  9.3260e-15  8.1113e-13
 5.5456e+01  9.3260e-15  8.1113e-13
 5.5727e+01  9.3260e-15  8.1113e-13
 5.6001e+01  9.3260e-15  8.1113e-13
 5.6275e+01  9.3260e-15  8.1113e-13
 5.6551e+01  9.3260e-15  6.7342e-13
 5.6828e+01  9.3260e-15  6.7342e-13
 5.7106e+01  9.3260e-15  6.7342e-13
 5.7386e+01  9.3260e-15  6.7342e-13
 5.7667e+01  9.3260e-15  6.7342e-13
 5.7950e+01  9.3260e-15  6.7342e-13
 5.8234e+01  9.3260e-15  6.7342e-13
 5.8519e+01  9.3260e-15  6.7342e-13
 5.8806e+01  9.3260e-15  6.7342e-13
 5.9094e+01  9.3260e-15  6.7342e-13
 5.9384e+01  9.3260e-15  6.7342e-13
 5.9675e+01  9.3260e-15  6.7342e-13
 5.9967e+01  9.3260e-15  6.7342e-13
 6.0261e+01  9.3260e-15  6.7342e-13
 6.0556e+01  9.3260e-15  5.5908e-13
 6.0853e+01  9.3260e-15  5.5908e-13
 6.1151e+01  9.3260e-15  5.5908e-13
 6.1451e+01  9.3260e-15  5.5908e-13
 6.1752e+01  9.3260e-15  5.5908e-13
 6.2055e+01  9.3260e-15  5.5908e-13
 6.2359e+01  9.3260e-15  5.5908e-13
 6.2664e+01  9.3260e-15  5.5908e-13
 6.2972e+01  9.3260e-15  5.5908e-13
 6.3280e+01  9.3260e-15  5.5908e-13
 6.3590e+01  9.3260e-15  5.5908e-13
 6.3902e+01  9.3260e-15  5.5908e-13
 6.4215e+01  9.3260e-15  5.5908e-13
 6.4530e+01  9.3260e-15  4.6416e-13
 6.4846e+01  9.3260e-15  4.6416e-13
 6.5164e+01  9.3260e-15  4.6416e-13
 6.5483e+01  9.3260e-15  4.6416e-13
 6.5804e+01  9.3260e-15  4.6416e-13
 6.6126e+01  9.3260e-15  4.6416e-13
 6.6450e+01  9.3260e-15  4.6416e-13
 6.6776e+01  9.3260e-15  4.6416e-13
 6.7103e+01  9.3260e-15  4.6416e-13
 6.7432e+01  9.3260e-15  4.6416e-13
 6.7763e+01  9.3260e-15  4.6416e-13
 6.8095e+01  9.3260e-15  4.6416e-13
 6.8428e+01  9.3260e-15  3.8535e-13
 6.8764e+01  9.3260e-15  3.8535e-13
 6.9101e+01  9.3260e-15  3.8535e-13
 6.9439e+01  9.3260e-15  3.8535e-13
 6.9779e+01  9.3260e-15  3.8535e-13
 7.0121e+01  9.3260e-15  3.8535e-13
 7.0465e+01  9.3260e-15  3.8535e-13
 7.0810e+01  9.3260e-15  3.8535e-13
 7.1157e+01  9.3260e-15  3.8535e-13
 7.1506e+01  9.3260e-15  3.8535e-13
 7.1856e+01  9.3260e-15  3.8535e-13
 7.2209e+01  9.3260e-15  3.1993e-13
 7.2562e+01  9.3260e-15  3.1993e-13
 7.2918e+01  9.3260e-15  3.1993e-13
 7.3275e+01  9.3260e-15  3.1993e-13
 7.3634e+01  9.3260e-15  3.1993e-13
 7.3995e+01  9.3260e-15  3.1993e-13
 7.4358e+01  9.3260e-15  3.1993e-13
 7.4722e+01  9.3260e-15  3.1993e-13
 7.5088e+01  9.3260e-15  3.1993e-13
 7.5456e+01  9.3260e-15  3.1993e-13
 7.5826e+01  9.3260e-15  3.1993e-13
 7.6198e+01  9.3260e-15  3.1993e-13
 7.6571e+01  9.3260e-15  2.6561e-13
 7.6946e+01  9.3260e-15  2.6561e-13
 7.7323e+01  9.3260e-15  2.6561e-13
 7.7702e+01  1.1233e-14  2.6561e-13
 7.8083e+01  9.3260e-15  2.6561e-13
 7.8466e+01  1.1233e-14  2.6561e-13
 7.8850e+01  1.1233e-14  2.6561e-13
 7.9237e+01  1.1233e-14  2.6561e-13
 7.9625e+01  1.1233e-14  2.6561e-13
 8.0015e+01  1.1233e-14  2.2051e-13
 8.0407e+01  1.1233e-14  2.2051e-13
 8.0801e+01  1.1233e-14  2.2051e-13
 8.1197e+01  1.1233e-14  2.2051e-13
 8.1595e+01  1.1233e-14  2.2051e-13
 8.1995e+01  1.1233e-14  2.2051e-13
 8.2397e+01  1.1233e-14  2.2051e-13
 8.2800e+01  1.1233e-14  2.2051e-13
 8.3206e+01  1.1233e-14  1.8307e-13
 8.3614e+01  1.1233e-14  1.8307e-13
 8.4024e+01  1.1233e-14  1.8307e-13
 8.4436e+01  1.1233e-14  1.8307e-13
 8.4849e+01  1.1233e-14  1.8307e-13
 8.5265e+01  1.1233e-14  1.8307e-13
 8.5683e+01  1.1233e-14  1.8307e-13
 8.6103e+01  1.1233e-14  1.8307e-13
 8.6525e+01  1.1233e-14  1.5199e-13
 8.6949e+01  1.1233e-14  1.5199e-13
 8.7375e+01  1.3530e-14  1.5199e-13
 8.7803e+01  1.3530e-14  1.5199e-13
 8.8233e+01  1.3530e-14  1.5199e-13
 8.8666e+01  1.3530e-14  1.5199e-13
 8.9100e+01  1.3530e-14  1.2619e-13
 8.9537e+01  1.3530e-14  1.2619e-13
 8.9975e+01  1.3530e-14  1.2619e-13
 9.0416e+01  1.3530e-14  1.2619e-13
 9.0859e+01  1.3530e-14  1.2619e-13
 9.1305e+01  1.3530e-14  1.2619e-13
 9.1752e+01  1.3530e-14  1.0476e-13
 9.2202e+01  1.3530e-14  1.0476e-13
 9.2654e+01  1.3530e-14  1.0476e-13
 9.3108e+01  1.6298e-14  1.0476e-13
 9.3564e+01  1.6298e-14  1.0476e-13
 9.4022e+01  1.6298e-14  8.6975e-14
 9.4483e+01  1.6298e-14  8.6975e-14
 9.4946e+01  1.6298e-14  8.6975e-14
 9.5411e+01  1.6298e-14  8.6975e-14
 9.5879e+01  1.6298e-14  7.2208e-14
 9.6349e+01  1.9630e-14  7.2208e-14
 9.6821e+01  1.9630e-14  7.2208e-14
 9.7295e+01  1.9630e-14  7.2208e-14
 9.7772e+01  1.9630e-14  5.9948e-14
 9.8251e+01  1.9630e-14  5.9948e-14
 9.8733e+01  2.3645e-14  4.9770e-14
 9.9217e+01  2.3645e-14  4.9770e-14
 9.9703e+01  2.3645e-14  4.9770e-14
 1.0019e+02  2.8480e-14  4.1320e-14
 1.0068e+02  2.8480e-14  4.1320e-14
 1.0118e+02  2.8480e-14  3.4305e-14
 1.0167e+02  2.8480e-14  1.0604e+00
 1.0217e+02  2.3645e-14  1.0237e+00
