m_B,deltaE,nFlux_pi0,nFlux_eta
1.08898,140,24,0
1.08898,150,49,0
1.08898,160,38,0
1.08898,170,38,0
1.08898,180,44,0
1.08898,190,61,0
1.08898,200,22,0
1.08898,210,23,0
1.08898,220,33,0
1.08898,230,37,0
1.08898,240,43,0
1.08898,250,27,0
1.08898,260,49,0
1.08898,270,29,0
1.08898,280,43,1
1.08898,290,39,0
1.08898,300,50,4
1.08898,310,43,5
1.08898,320,46,9
1.08898,330,44,8
1.08898,340,54,9
1.08898,350,21,0
1.08898,360,37,5
1.08898,370,23,4
1.08898,380,35,4
1.08898,390,34,7
1.08898,400,35,1
1.08898,410,28,6
1.08898,420,12,2
1.08898,430,26,3
1.08898,440,26,4
1.08898,450,33,3
1.08898,460,21,12
1.08898,470,37,3
1.08898,480,28,5
1.08898,490,21,4
1.08898,500,22,5
1.08898,510,25,9
1.08898,520,13,5
1.08898,530,32,9
1.08898,540,48,6
1.08898,550,35,12
1.08898,560,39,6
1.08898,570,22,6
1.08898,580,31,2
1.08898,590,21,8
1.08898,600,18,2
1.08898,610,22,1
1.08898,620,17,4
1.08898,630,21,7
1.08898,640,39,1
1.08898,650,19,7
1.08898,660,19,0
1.08898,670,20,7
1.08898,680,26,5
1.08898,690,17,1
1.08898,700,20,4
1.08898,710,13,5
1.08898,720,18,2
1.08898,730,13,7
1.08898,740,18,7
1.08898,750,24,3
1.08898,760,17,13
1.08898,770,18,5
1.08898,780,20,5
1.08898,790,10,7
1.08898,800,23,6
1.08898,810,17,5
1.08898,820,16,10
1.08898,830,21,7
1.08898,840,28,6
1.08898,850,7,3
1.08898,860,11,6
1.08898,870,12,7
1.08898,880,6,5
1.08898,890,10,8
1.08898,900,7,5
1.08898,910,16,1
1.08898,920,19,7
1.08898,930,14,7
1.08898,940,11,15
1.08898,950,14,9
1.08898,960,8,4
1.08898,970,12,6
1.08898,980,10,20
1.08898,990,12,10
1.16034,0,0,0
1.16034,10,0,0
1.16034,20,0,0
1.16034,30,0,0
1.16034,40,0,0
1.16034,50,0,0
1.16034,60,0,0
1.16034,70,25,0
1.16034,80,48,0
1.16034,90,48,0
1.16034,100,31,0
1.16034,110,23,0
1.16034,120,19,0
1.16034,130,26,0
1.16034,140,16,0
1.16034,150,35,0
1.16034,160,42,0
1.16034,170,43,0
1.16034,180,53,0
1.16034,190,59,0
1.16034,200,30,0
1.16034,210,30,0
1.16034,220,37,0
1.16034,230,33,0
1.16034,240,45,0
1.16034,250,19,0
1.16034,260,43,0
1.16034,270,24,0
1.16034,280,35,2
1.16034,290,33,1
1.16034,300,55,4
1.16034,310,42,2
1.16034,320,50,6
1.16034,330,31,6
1.16034,340,55,0
1.16034,350,35,5
1.16034,360,45,9
1.16034,370,32,1
1.16034,380,27,1
1.16034,390,24,5
1.16034,400,35,2
1.16034,410,30,3
1.16034,420,23,5
1.16034,430,32,3
1.16034,440,32,3
1.16034,450,31,3
1.16034,460,16,7
1.16034,470,35,4
1.16034,480,59,7
1.16034,490,15,3
1.16034,500,25,0
1.16034,510,28,5
1.16034,520,36,5
1.16034,530,33,2
1.16034,540,38,5
1.16034,550,25,6
1.16034,560,34,3
1.16034,570,20,5
1.16034,580,33,6
1.16034,590,15,6
1.16034,600,21,1
1.16034,610,16,0
1.16034,620,24,2
1.16034,630,18,6
1.16034,640,32,3
1.16034,650,19,10
1.16034,660,13,2
1.16034,670,22,9
1.16034,680,21,7
1.16034,690,15,1
1.16034,700,14,4
1.16034,710,21,4
1.16034,720,13,5
1.16034,730,21,11
1.16034,740,22,6
1.16034,750,19,4
1.16034,760,21,11
1.16034,770,33,7
1.16034,780,20,1
1.16034,790,16,8
1.16034,800,34,5
1.16034,810,12,5
1.16034,820,19,8
1.16034,830,22,7
1.16034,840,22,7
1.16034,850,7,9
1.16034,860,16,7
1.16034,870,13,6
1.16034,880,6,10
1.16034,890,9,3
1.16034,900,3,4
1.16034,910,10,2
1.16034,920,20,6
1.16034,930,9,7
1.16034,940,8,9
1.16034,950,11,6
1.16034,960,9,1
1.16034,970,10,11
1.16034,980,14,10
1.16034,990,8,6
1.23639,0,0,0
1.23639,10,0,0
1.23639,20,0,0
1.23639,30,0,0
1.23639,40,0,0
1.23639,50,0,0
1.23639,60,0,0
1.23639,70,21,0
1.23639,80,43,0
1.23639,90,38,0
1.23639,100,27,0
1.23639,110,31,0
1.23639,120,23,0
1.23639,130,31,0
1.23639,140,24,0
1.23639,150,38,0
1.23639,160,37,0
1.23639,170,36,0
1.23639,180,34,0
1.23639,190,48,0
1.23639,200,27,0
1.23639,210,26,0
1.23639,220,24,0
1.23639,230,28,0
1.23639,240,49,0
1.23639,250,22,0
1.23639,260,43,0
1.23639,270,27,0
1.23639,280,48,1
1.23639,290,39,2
1.23639,300,47,2
1.23639,310,45,4
1.23639,320,35,2
1.23639,330,35,4
1.23639,340,61,0
1.23639,350,25,1
1.23639,360,38,5
1.23639,370,30,1
1.23639,380,34,0
1.23639,390,39,7
1.23639,400,28,1
1.23639,410,21,3
1.23639,420,18,4
1.23639,430,18,6
1.23639,440,35,6
1.23639,450,30,3
1.23639,460,19,7
1.23639,470,36,4
1.23639,480,37,6
1.23639,490,13,3
1.23639,500,21,1
1.23639,510,24,7
1.23639,520,22,8
1.23639,530,34,4
1.23639,540,28,3
1.23639,550,26,9
1.23639,560,26,2
1.23639,570,24,4
1.23639,580,31,5
1.23639,590,16,5
1.23639,600,26,4
1.23639,610,17,0
1.23639,620,16,2
1.23639,630,18,10
1.23639,640,35,1
1.23639,650,21,9
1.23639,660,23,3
1.23639,670,21,4
1.23639,680,27,3
1.23639,690,22,1
1.23639,700,12,6
1.23639,710,27,5
1.23639,720,28,4
1.23639,730,14,8
1.23639,740,17,1
1.23639,750,21,7
1.23639,760,20,8
1.23639,770,35,5
1.23639,780,15,1
1.23639,790,17,3
1.23639,800,19,3
1.23639,810,7,9
1.23639,820,12,7
1.23639,830,17,8
1.23639,840,38,5
1.23639,850,7,8
1.23639,860,9,12
1.23639,870,8,8
1.23639,880,6,6
1.23639,890,12,7
1.23639,900,6,6
1.23639,910,8,3
1.23639,920,20,5
1.23639,930,14,4
1.23639,940,3,14
1.23639,950,9,4
1.23639,960,4,3
1.23639,970,9,5
1.23639,980,8,9
1.23639,990,7,4
1.31741,0,0,0
1.31741,10,0,0
1.31741,20,0,0
1.31741,30,0,0
1.31741,40,0,0
1.31741,50,0,0
1.31741,60,0,0
1.31741,70,24,0
1.31741,80,44,0
1.31741,90,46,0
1.31741,100,20,0
1.31741,110,28,0
1.31741,120,23,0
1.31741,130,34,0
1.31741,140,28,0
1.31741,150,46,0
1.31741,160,30,0
1.31741,170,35,0
1.31741,180,37,0
1.31741,190,58,0
1.31741,200,26,0
1.31741,210,29,0
1.31741,220,28,0
1.31741,230,33,0
1.31741,240,43,0
1.31741,250,25,0
1.31741,260,41,0
1.31741,270,32,0
1.31741,280,36,1
1.31741,290,34,2
1.31741,300,61,3
1.31741,310,42,2
1.31741,320,27,8
1.31741,330,39,3
1.31741,340,63,0
1.31741,350,22,4
1.31741,360,47,3
1.31741,370,21,1
1.31741,380,33,3
1.31741,390,29,3
1.31741,400,32,2
1.31741,410,34,2
1.31741,420,29,4
1.31741,430,22,4
1.31741,440,36,3
1.31741,450,40,2
1.31741,460,25,6
1.31741,470,44,5
1.31741,480,36,7
1.31741,490,14,10
1.31741,500,32,1
1.31741,510,29,5
1.31741,520,35,7
1.31741,530,35,4
1.31741,540,41,4
1.31741,550,22,9
1.31741,560,36,4
1.31741,570,21,6
1.31741,580,31,2
1.31741,590,21,7
1.31741,600,20,5
1.31741,610,18,0
1.31741,620,20,4
1.31741,630,20,10
1.31741,640,32,4
1.31741,650,18,5
1.31741,660,28,3
1.31741,670,20,2
1.31741,680,32,2
1.31741,690,26,1
1.31741,700,12,7
1.31741,710,17,2
1.31741,720,13,0
1.31741,730,13,10
1.31741,740,17,2
1.31741,750,26,5
1.31741,760,16,4
1.31741,770,28,5
1.31741,780,18,4
1.31741,790,13,6
1.31741,800,19,3
1.31741,810,17,5
1.31741,820,12,8
1.31741,830,25,7
1.31741,840,32,2
1.31741,850,4,9
1.31741,860,6,4
1.31741,870,11,5
1.31741,880,10,12
1.31741,890,7,7
1.31741,900,8,5
1.31741,910,13,3
1.31741,920,23,3
1.31741,930,9,7
1.31741,940,10,14
1.31741,950,19,4
1.31741,960,4,4
1.31741,970,10,9
1.31741,980,8,11
1.31741,990,9,5
1.40375,0,0,0
1.40375,10,0,0
1.40375,20,0,0
1.40375,30,0,0
1.40375,40,0,0
1.40375,50,0,0
1.40375,60,0,0
1.40375,70,27,0
1.40375,80,52,0
1.40375,90,28,0
1.40375,100,26,0
1.40375,110,27,0
1.40375,120,29,0
1.40375,130,31,0
1.40375,140,19,0
1.40375,150,44,0
1.40375,160,39,0
1.40375,170,35,0
1.40375,180,31,0
1.40375,190,40,0
1.40375,200,16,0
1.40375,210,21,0
1.40375,220,38,0
1.40375,230,38,0
1.40375,240,42,1
1.40375,250,31,0
1.40375,260,39,0
1.40375,270,37,0
1.40375,280,42,2
1.40375,290,33,2
1.40375,300,47,3
1.40375,310,42,3
1.40375,320,32,7
1.40375,330,24,5
1.40375,340,43,0
1.40375,350,27,1
1.40375,360,32,2
1.40375,370,22,4
1.40375,380,34,5
1.40375,390,37,8
1.40375,400,25,2
1.40375,410,30,4
1.40375,420,25,4
1.40375,430,24,3
1.40375,440,28,6
1.40375,450,33,2
1.40375,460,22,4
1.40375,470,36,7
1.40375,480,42,4
1.40375,490,10,4
1.40375,500,28,3
1.40375,510,19,7
1.40375,520,36,1
1.40375,530,27,7
1.40375,540,35,3
1.40375,550,33,6
1.40375,560,30,2
1.40375,570,21,3
1.40375,580,24,3
1.40375,590,16,3
1.40375,600,17,4
1.40375,610,17,0
1.40375,620,12,7
1.40375,630,16,6
1.40375,640,32,4
1.40375,650,28,8
1.40375,660,23,1
1.40375,670,18,3
1.40375,680,27,2
1.40375,690,24,0
1.40375,700,14,10
1.40375,710,29,1
1.40375,720,19,3
1.40375,730,12,8
1.40375,740,20,7
1.40375,750,16,3
1.40375,760,18,7
1.40375,770,30,5
1.40375,780,18,6
1.40375,790,16,6
1.40375,800,20,7
1.40375,810,13,3
1.40375,820,22,3
1.40375,830,19,3
1.40375,840,31,8
1.40375,850,10,8
1.40375,860,12,13
1.40375,870,11,11
1.40375,880,11,10
1.40375,890,13,7
1.40375,900,10,10
1.40375,910,14,4
1.40375,920,24,5
1.40375,930,12,9
1.40375,940,7,15
1.40375,950,5,6
1.40375,960,5,6
1.40375,970,12,9
1.40375,980,6,12
1.40375,990,6,5
1.49575,0,0,0
1.49575,10,0,0
1.49575,20,0,0
1.49575,30,0,0
1.49575,40,0,0
1.49575,50,1,0
1.49575,60,0,0
1.49575,70,19,0
1.49575,80,50,0
1.49575,90,34,0
1.49575,100,20,0
1.49575,110,33,0
1.49575,120,22,0
1.49575,130,22,0
1.49575,140,28,0
1.49575,150,31,0
1.49575,160,33,0
1.49575,170,44,0
1.49575,180,39,0
1.49575,190,57,0
1.49575,200,30,0
1.49575,210,34,0
1.49575,220,37,0
1.49575,230,46,0
1.49575,240,32,1
1.49575,250,26,0
1.49575,260,56,0
1.49575,270,34,0
1.49575,280,59,1
1.49575,290,36,1
1.49575,300,43,4
1.49575,310,34,1
1.49575,320,40,8
1.49575,330,35,3
1.49575,340,53,1
1.49575,350,23,2
1.49575,360,34,8
1.49575,370,25,0
1.49575,380,30,6
1.49575,390,30,2
1.49575,400,24,2
1.49575,410,26,9
1.49575,420,17,7
1.49575,430,15,2
1.49575,440,40,3
1.49575,450,24,4
1.49575,460,15,8
1.49575,470,33,6
1.49575,480,43,5
1.49575,490,21,9
1.49575,500,18,2
1.49575,510,35,8
1.49575,520,34,6
1.49575,530,34,4
1.49575,540,41,6
1.49575,550,33,11
1.49575,560,38,5
1.49575,570,18,6
1.49575,580,29,3
1.49575,590,20,4
1.49575,600,30,2
1.49575,610,22,0
1.49575,620,18,7
1.49575,630,19,2
1.49575,640,24,7
1.49575,650,12,11
1.49575,660,24,2
1.49575,670,22,4
1.49575,680,23,3
1.49575,690,25,0
1.49575,700,10,5
1.49575,710,14,4
1.49575,720,20,1
1.49575,730,17,10
1.49575,740,23,4
1.49575,750,17,7
1.49575,760,22,7
1.49575,770,31,8
1.49575,780,17,2
1.49575,790,21,7
1.49575,800,16,2
1.49575,810,9,4
1.49575,820,19,10
1.49575,830,25,6
1.49575,840,27,2
1.49575,850,3,13
1.49575,860,5,7
1.49575,870,10,8
1.49575,880,8,11
1.49575,890,15,5
1.49575,900,12,1
1.49575,910,5,3
1.49575,920,32,2
1.49575,930,7,7
1.49575,940,6,7
1.49575,950,7,7
1.49575,960,7,3
1.49575,970,6,6
1.49575,980,10,9
1.49575,990,8,3
1.59377,0,0,0
1.59377,10,0,0
1.59377,20,0,0
1.59377,30,0,0
1.59377,40,0,0
1.59377,50,0,0
1.59377,60,0,0
1.59377,70,23,0
1.59377,80,38,0
1.59377,90,33,0
1.59377,100,25,0
1.59377,110,27,0
1.59377,120,32,0
1.59377,130,27,0
1.59377,140,26,0
1.59377,150,39,0
1.59377,160,40,0
1.59377,170,37,0
1.59377,180,38,0
1.59377,190,43,0
1.59377,200,22,0
1.59377,210,20,0
1.59377,220,29,0
1.59377,230,38,0
1.59377,240,43,0
1.59377,250,26,0
1.59377,260,28,0
1.59377,270,42,0
1.59377,280,51,2
1.59377,290,35,2
1.59377,300,40,2
1.59377,310,44,3
1.59377,320,51,6
1.59377,330,35,3
1.59377,340,49,1
1.59377,350,36,8
1.59377,360,31,3
1.59377,370,30,1
1.59377,380,22,5
1.59377,390,33,4
1.59377,400,33,0
1.59377,410,25,4
1.59377,420,17,3
1.59377,430,28,5
1.59377,440,30,5
1.59377,450,26,6
1.59377,460,19,9
1.59377,470,26,2
1.59377,480,34,3
1.59377,490,11,10
1.59377,500,30,3
1.59377,510,20,5
1.59377,520,30,4
1.59377,530,30,4
1.59377,540,26,2
1.59377,550,41,8
1.59377,560,26,8
1.59377,570,31,6
1.59377,580,33,5
1.59377,590,31,5
1.59377,600,32,4
1.59377,610,24,1
1.59377,620,12,10
1.59377,630,21,4
1.59377,640,35,5
1.59377,650,15,6
1.59377,660,27,3
1.59377,670,17,5
1.59377,680,23,5
1.59377,690,14,0
1.59377,700,22,3
1.59377,710,17,3
1.59377,720,21,5
1.59377,730,22,6
1.59377,740,20,5
1.59377,750,17,10
1.59377,760,19,7
1.59377,770,21,6
1.59377,780,9,2
1.59377,790,25,3
1.59377,800,18,8
1.59377,810,14,6
1.59377,820,21,8
1.59377,830,31,11
1.59377,840,31,4
1.59377,850,6,11
1.59377,860,8,7
1.59377,870,9,12
1.59377,880,11,4
1.59377,890,12,5
1.59377,900,8,8
1.59377,910,8,2
1.59377,920,23,4
1.59377,930,9,6
1.59377,940,11,10
1.59377,950,9,10
1.59377,960,9,4
1.59377,970,14,12
1.59377,980,8,15
1.59377,990,11,10
1.69822,0,0,0
1.69822,10,0,0
1.69822,20,0,0
1.69822,30,0,0
1.69822,40,0,0
1.69822,50,0,0
1.69822,60,0,0
1.69822,70,18,0
1.69822,80,45,0
1.69822,90,45,0
1.69822,100,19,0
1.69822,110,25,0
1.69822,120,17,0
1.69822,130,27,0
1.69822,140,23,0
1.69822,150,48,0
1.69822,160,36,0
1.69822,170,41,0
1.69822,180,48,0
1.69822,190,45,0
1.69822,200,20,0
1.69822,210,32,0
1.69822,220,30,0
1.69822,230,28,0
1.69822,240,45,0
1.69822,250,28,0
1.69822,260,36,0
1.69822,270,36,0
1.69822,280,46,2
1.69822,290,34,1
1.69822,300,43,2
1.69822,310,43,1
1.69822,320,50,5
1.69822,330,35,7
1.69822,340,43,1
1.69822,350,32,1
1.69822,360,31,9
1.69822,370,37,1
1.69822,380,31,0
1.69822,390,25,5
1.69822,400,31,2
1.69822,410,26,2
1.69822,420,22,10
1.69822,430,26,3
1.69822,440,26,4
1.69822,450,40,2
1.69822,460,20,3
1.69822,470,35,5
1.69822,480,50,5
1.69822,490,9,6
1.69822,500,24,2
1.69822,510,25,3
1.69822,520,26,9
1.69822,530,22,7
1.69822,540,41,5
1.69822,550,40,12
1.69822,560,35,4
1.69822,570,26,6
1.69822,580,22,4
1.69822,590,23,7
1.69822,600,21,3
1.69822,610,20,0
1.69822,620,14,4
1.69822,630,26,2
1.69822,640,35,3
1.69822,650,28,9
1.69822,660,21,5
1.69822,670,22,7
1.69822,680,26,8
1.69822,690,14,1
1.69822,700,12,7
1.69822,710,16,7
1.69822,720,15,6
1.69822,730,19,13
1.69822,740,11,6
1.69822,750,17,7
1.69822,760,24,6
1.69822,770,21,6
1.69822,780,13,3
1.69822,790,13,6
1.69822,800,14,7
1.69822,810,13,6
1.69822,820,24,11
1.69822,830,21,7
1.69822,840,19,2
1.69822,850,14,5
1.69822,860,12,12
1.69822,870,13,2
1.69822,880,5,8
1.69822,890,8,7
1.69822,900,4,9
1.69822,910,15,8
1.69822,920,30,2
1.69822,930,15,9
1.69822,940,4,16
1.69822,950,4,7
1.69822,960,9,2
1.69822,970,8,7
1.69822,980,9,6
1.69822,990,6,7
1.80951,0,0,0
1.80951,10,0,0
1.80951,20,0,0
1.80951,30,0,0
1.80951,40,0,0
1.80951,50,0,0
1.80951,60,0,0
1.80951,70,26,0
1.80951,80,52,0
1.80951,90,28,0
1.80951,100,23,0
1.80951,110,37,0
1.80951,120,23,0
1.80951,130,27,0
1.80951,140,31,0
1.80951,150,35,0
1.80951,160,25,0
1.80951,170,28,0
1.80951,180,46,0
1.80951,190,53,0
1.80951,200,16,0
1.80951,210,30,0
1.80951,220,36,0
1.80951,230,44,0
1.80951,240,31,0
1.80951,250,29,0
1.80951,260,36,0
1.80951,270,31,0
1.80951,280,50,4
1.80951,290,33,1
1.80951,300,50,3
1.80951,310,48,2
1.80951,320,53,4
1.80951,330,40,2
1.80951,340,54,2
1.80951,350,28,5
1.80951,360,33,5
1.80951,370,29,0
1.80951,380,34,5
1.80951,390,37,6
1.80951,400,33,1
1.80951,410,25,7
1.80951,420,24,6
1.80951,430,14,7
1.80951,440,40,3
1.80951,450,29,4
1.80951,460,16,4
1.80951,470,38,3
1.80951,480,45,4
1.80951,490,22,4
1.80951,500,22,4
1.80951,510,32,3
1.80951,520,28,12
1.80951,530,30,4
1.80951,540,31,7
1.80951,550,30,6
1.80951,560,35,2
1.80951,570,33,5
1.80951,580,28,3
1.80951,590,34,7
1.80951,600,27,2
1.80951,610,31,1
1.80951,620,18,4
1.80951,630,25,8
1.80951,640,33,5
1.80951,650,24,7
1.80951,660,25,1
1.80951,670,21,7
1.80951,680,22,5
1.80951,690,23,2
1.80951,700,18,6
1.80951,710,17,8
1.80951,720,26,1
1.80951,730,11,3
1.80951,740,20,4
1.80951,750,18,9
1.80951,760,28,9
1.80951,770,27,6
1.80951,780,10,2
1.80951,790,17,4
1.80951,800,21,3
1.80951,810,13,4
1.80951,820,17,14
1.80951,830,16,10
1.80951,840,36,5
1.80951,850,7,7
1.80951,860,10,4
1.80951,870,12,12
1.80951,880,14,6
1.80951,890,11,8
1.80951,900,13,5
1.80951,910,6,2
1.80951,920,21,2
1.80951,930,7,6
1.80951,940,11,10
1.80951,950,14,6
1.80951,960,15,1
1.80951,970,5,7
1.80951,980,4,8
1.80951,990,4,5
1.9281,0,0,0
1.9281,10,0,0
1.9281,20,0,0
1.9281,30,0,0
1.9281,40,0,0
1.9281,50,1,0
1.9281,60,0,0
1.9281,70,27,0
1.9281,80,42,0
1.9281,90,33,0
1.9281,100,19,0
1.9281,110,26,0
1.9281,120,19,0
1.9281,130,31,0
1.9281,140,24,0
1.9281,150,41,0
1.9281,160,20,0
1.9281,170,48,0
1.9281,180,47,0
1.9281,190,46,0
1.9281,200,20,0
1.9281,210,23,0
1.9281,220,36,0
1.9281,230,42,1
1.9281,240,34,0
1.9281,250,24,0
1.9281,260,33,0
1.9281,270,35,0
1.9281,280,41,3
1.9281,290,29,0
1.9281,300,49,1
1.9281,310,52,2
1.9281,320,41,7
1.9281,330,43,6
1.9281,340,49,0
1.9281,350,33,3
1.9281,360,36,3
1.9281,370,21,2
1.9281,380,35,6
1.9281,390,30,4
1.9281,400,21,2
1.9281,410,29,4
1.9281,420,29,1
1.9281,430,16,3
1.9281,440,40,5
1.9281,450,37,1
1.9281,460,24,10
1.9281,470,33,5
1.9281,480,35,3
1.9281,490,18,6
1.9281,500,26,1
1.9281,510,22,6
1.9281,520,28,5
1.9281,530,34,5
1.9281,540,30,2
1.9281,550,32,7
1.9281,560,31,5
1.9281,570,21,9
1.9281,580,28,2
1.9281,590,29,6
1.9281,600,25,0
1.9281,610,23,1
1.9281,620,15,7
1.9281,630,15,5
1.9281,640,30,2
1.9281,650,14,9
1.9281,660,23,4
1.9281,670,15,9
1.9281,680,25,6
1.9281,690,16,3
1.9281,700,18,9
1.9281,710,12,5
1.9281,720,15,4
1.9281,730,15,10
1.9281,740,22,6
1.9281,750,21,5
1.9281,760,24,5
1.9281,770,29,3
1.9281,780,29,2
1.9281,790,13,4
1.9281,800,21,4
1.9281,810,13,8
1.9281,820,12,5
1.9281,830,23,7
1.9281,840,24,3
1.9281,850,10,9
1.9281,860,12,3
1.9281,870,9,10
1.9281,880,7,9
1.9281,890,16,5
1.9281,900,7,8
1.9281,910,15,4
1.9281,920,20,6
1.9281,930,7,5
1.9281,940,6,11
1.9281,950,14,5
1.9281,960,8,4
1.9281,970,9,6
1.9281,980,11,12
1.9281,990,10,10
2.05446,0,0,0
2.05446,10,0,0
2.05446,20,0,0
2.05446,30,0,0
2.05446,40,0,0
2.05446,50,0,0
2.05446,60,0,0
2.05446,70,26,0
2.05446,80,36,0
2.05446,90,39,0
2.05446,100,23,0
2.05446,110,26,0
2.05446,120,25,0
2.05446,130,27,0
2.05446,140,20,0
2.05446,150,34,0
2.05446,160,36,0
2.05446,170,33,0
2.05446,180,46,0
2.05446,190,46,0
2.05446,200,25,0
2.05446,210,21,0
2.05446,220,29,0
2.05446,230,39,0
2.05446,240,23,0
2.05446,250,35,0
2.05446,260,57,0
2.05446,270,36,0
2.05446,280,57,2
2.05446,290,36,1
2.05446,300,53,3
2.05446,310,45,3
2.05446,320,46,8
2.05446,330,41,3
2.05446,340,50,0
2.05446,350,29,5
2.05446,360,44,2
2.05446,370,18,1
2.05446,380,37,2
2.05446,390,33,7
2.05446,400,28,2
2.05446,410,29,3
2.05446,420,25,3
2.05446,430,14,4
2.05446,440,39,2
2.05446,450,29,5
2.05446,460,33,11
2.05446,470,36,5
2.05446,480,48,9
2.05446,490,14,6
2.05446,500,27,3
2.05446,510,26,6
2.05446,520,25,6
2.05446,530,41,8
2.05446,540,31,3
2.05446,550,32,9
2.05446,560,25,3
2.05446,570,27,8
2.05446,580,27,7
2.05446,590,17,4
2.05446,600,29,2
2.05446,610,19,1
2.05446,620,24,6
2.05446,630,21,4
2.05446,640,19,1
2.05446,650,20,8
2.05446,660,23,1
2.05446,670,21,7
2.05446,680,23,2
2.05446,690,20,2
2.05446,700,12,7
2.05446,710,17,6
2.05446,720,16,1
2.05446,730,11,6
2.05446,740,19,6
2.05446,750,23,5
2.05446,760,25,7
2.05446,770,19,3
2.05446,780,18,3
2.05446,790,14,8
2.05446,800,16,6
2.05446,810,8,5
2.05446,820,16,6
2.05446,830,18,3
2.05446,840,26,11
2.05446,850,5,10
2.05446,860,7,2
2.05446,870,15,8
2.05446,880,9,5
2.05446,890,9,11
2.05446,900,12,3
2.05446,910,18,5
2.05446,920,17,5
2.05446,930,12,9
2.05446,940,9,13
2.05446,950,7,7
2.05446,960,9,6
2.05446,970,10,7
2.05446,980,5,7
2.05446,990,10,6
2.1891,0,0,0
2.1891,10,0,0
2.1891,20,0,0
2.1891,30,0,0
2.1891,40,0,0
2.1891,50,0,0
2.1891,60,0,0
2.1891,70,39,0
2.1891,80,53,0
2.1891,90,43,0
2.1891,100,27,0
2.1891,110,24,0
2.1891,120,22,0
2.1891,130,26,0
2.1891,140,30,0
2.1891,150,59,0
2.1891,160,38,0
2.1891,170,37,0
2.1891,180,46,0
2.1891,190,49,0
2.1891,200,23,0
2.1891,210,22,0
2.1891,220,31,0
2.1891,230,30,0
2.1891,240,33,1
2.1891,250,26,0
2.1891,260,43,0
2.1891,270,41,0
2.1891,280,38,4
2.1891,290,33,2
2.1891,300,44,3
2.1891,310,38,3
2.1891,320,43,5
2.1891,330,35,3
2.1891,340,52,6
2.1891,350,22,2
2.1891,360,37,4
2.1891,370,28,0
2.1891,380,43,4
2.1891,390,26,5
2.1891,400,30,4
2.1891,410,25,7
2.1891,420,21,7
2.1891,430,15,3
2.1891,440,32,2
2.1891,450,25,4
2.1891,460,19,11
2.1891,470,36,3
2.1891,480,37,6
2.1891,490,20,2
2.1891,500,27,4
2.1891,510,21,3
2.1891,520,30,9
2.1891,530,34,5
2.1891,540,35,6
2.1891,550,36,11
2.1891,560,23,6
2.1891,570,19,6
2.1891,580,31,6
2.1891,590,13,4
2.1891,600,16,1
2.1891,610,24,2
2.1891,620,14,9
2.1891,630,10,6
2.1891,640,25,8
2.1891,650,24,5
2.1891,660,15,4
2.1891,670,16,4
2.1891,680,32,0
2.1891,690,23,5
2.1891,700,25,10
2.1891,710,14,7
2.1891,720,16,1
2.1891,730,13,11
2.1891,740,17,3
2.1891,750,26,10
2.1891,760,18,9
