pdg,px,py,pz,vx,vy,vz
211,0.0387088,0.0455418,1.06056,12.1903,13.3425,624.758
211,0.0120535,-0.00595407,1.29745,24.8427,-15.9053,2763.26
211,-0.0497158,0.0639595,1.12401,-24.5307,28.6608,699.572
211,0.0215452,-0.0153376,0.283767,54.0521,-51.2464,1232.59
-211,0.00839852,0.00376956,-0.231763,2.96497,0.344792,-43.8956
-211,0.00839852,0.00376956,-0.231763,2.96497,0.344792,-43.8956
211,0.10383,-0.129123,2.46995,18.1183,-21.9818,352.846
211,0.10383,-0.129123,2.46995,18.1183,-21.9818,352.846
211,0.10383,-0.129123,2.46995,18.1183,-21.9818,352.846
211,-0.0459503,0.0729478,2.1473,-38.5537,67.5581,1865.27
211,-0.0289905,0.00278627,1.14553,-26.5124,2.70828,700.108
211,-0.0289905,0.00278627,1.14553,-26.5124,2.70828,700.108
211,-0.0289905,0.00278627,1.14553,-26.5124,2.70828,700.108
211,-0.00178423,-0.000430041,0.682603,-6.77744,-6.14929,2866.77
211,-0.0163952,-0.0571646,0.791648,-5.99896,-19.6518,152.794
211,-0.0163952,-0.0571646,0.791648,-5.99896,-19.6518,152.794
-211,-0.128242,0.388331,2.81657,-4.35452,13.4714,133.149
211,0.0457154,0.0276483,4.2253,60.8988,35.2934,4871.75
211,-0.0137451,-0.0604525,2.87255,2.95874,5.21162,182.662
-211,-0.130324,0.00293667,0.0569143,46.8081,17.8363,5073.7
-211,0.0126789,0.0804645,0.124543,-11.8675,14.4589,5044.24
211,0.0328594,0.0425701,1.76596,18.4875,25.9634,1475.36
211,0.0252823,-0.0166148,0.262797,41.2698,-40.0322,3664.32
211,0.0824735,0.0498581,0.322582,-33.9852,-50.6741,2105.46
211,-0.0199796,-0.035485,2.22197,-1.23511,-2.13874,151.122
211,-0.00362196,0.0387876,1.86624,0.715719,82.9045,3881.48
211,-0.00362196,0.0387876,1.86624,0.715719,82.9045,3881.48
211,0.0390993,0.0191596,1.21964,-0.422311,-2.39703,244.89
211,-0.00574866,-0.0519868,0.514683,56.7875,90.1045,2735.1
211,-0.00574866,-0.0519868,0.514683,56.7875,90.1045,2735.1
211,-0.00574866,-0.0519868,0.514683,56.7875,90.1045,2735.1
211,-0.0112901,0.0343544,3.73634,-3.86717,6.31073,1392.8
211,0.0352161,0.0285603,0.634142,16.4642,14.537,552.96
211,0.0201884,0.00395099,1.54958,34.4015,7.76373,3171.41
211,0.0201884,0.00395099,1.54958,34.4015,7.76373,3171.41
-211,-0.108639,0.0698431,-0.0268818,-53.1492,-69.4007,4534.64
-211,0.180299,-0.232019,0.432517,80.3587,28.8641,2444
-211,-0.249732,-0.0684933,0.53807,-7.85401,-2.1237,29.0507
-211,-0.249732,-0.0684933,0.53807,-7.85401,-2.1237,29.0507
211,-0.00980785,-0.0932391,3.39223,-4.38683,-25.5665,901.063
211,-0.0212106,0.0210215,1.25064,-26.5457,31.9152,1311.3
211,-0.0212106,0.0210215,1.25064,-26.5457,31.9152,1311.3
211,-0.026073,0.0139289,1.38755,-30.2697,20.1731,1951.04
211,-0.0685154,0.0079606,0.732538,-25.7077,3.90633,483.393
211,0.00868172,-0.0711672,0.161047,6.75009,20.3952,2232.84
-211,-0.0990068,0.0304366,0.653427,79.6381,-31.8324,1464.9
-211,-0.0990068,0.0304366,0.653427,79.6381,-31.8324,1464.9
211,0.0422208,-0.000567556,2.60003,28.6808,-0.800338,1668.59
-211,-0.000110221,-0.0022479,-0.0288672,-54.0116,-52.6011,4344.01
-211,-0.000110221,-0.0022479,-0.0288672,-54.0116,-52.6011,4344.01
211,-0.14518,0.0629242,0.378432,-58.1103,24.5062,2055.16
211,-0.00513787,-0.215583,1.12507,-0.631976,-12.798,95.757
211,-0.00513787,-0.215583,1.12507,-0.631976,-12.798,95.757
211,0.0420341,-0.0590702,2.08703,20.6752,-29.9076,1054.65
211,-0.00568708,-0.0370642,0.111979,-0.233177,2.79088,161.954
211,0.110508,-0.0630157,3.07204,79.2446,-42.9122,2156.71
211,-0.0138322,0.0428121,2.38891,-11.398,61.9811,3361.52
211,-0.0831796,-0.00347823,2.73692,-23.6191,3.04322,1021.17
211,-0.145612,-0.0535359,0.642889,-9.55628,-55.9859,3840.94
211,0.000284952,0.02958,0.904733,0.730245,17.9488,642.138
211,0.00425628,-0.00110702,1.19979,-0.354561,-10.0581,4663.17
211,-0.0409978,0.0224406,1.12952,77.8776,43.2206,4142.42
211,-0.0409978,0.0224406,1.12952,77.8776,43.2206,4142.42
211,-0.0409978,0.0224406,1.12952,77.8776,43.2206,4142.42
211,-0.0409978,0.0224406,1.12952,77.8776,43.2206,4142.42
211,-0.00631262,-0.025786,3.38267,-19.7623,-31.4414,4540.62
211,0.0257875,-0.0123466,1.3884,69.4192,-34.7494,3939.96
211,-0.209417,-0.0285516,1.89338,-2.26412,-0.191877,41.0299
211,-0.0928726,0.0671473,0.535143,-138.008,32.3544,2929.92
211,-0.03081,-0.0432969,2.27638,-34.2913,-45.8469,2639.5
211,-0.03081,-0.0432969,2.27638,-34.2913,-45.8469,2639.5
211,-0.00845593,0.0268242,0.455185,-14.1539,59.9012,1378.19
-211,-0.0274533,-0.0134505,0.0160738,78.6678,-68.4988,1578.98
211,0.00763709,0.0253154,0.837732,5.67431,19.607,819.542
-211,0.0066939,0.0127801,-0.135008,4.85277,-20.5239,2726.63
-211,0.0066939,0.0127801,-0.135008,4.85277,-20.5239,2726.63
211,0.0340793,-0.0588169,3.37035,25.3917,-41.1536,2316.8
211,0.285405,0.170442,3.36959,23.4987,14.3052,261.97
211,0.0321569,-0.0349025,0.891753,52.8389,-63.0458,1840.93
211,0.0298327,0.0184245,2.82532,42.915,29.4585,4932.68
211,0.0267527,0.0478514,4.10918,68.0995,-53.3166,4955.53
211,-0.0172334,0.00778677,1.88171,-5.40883,-2.15545,828.793
211,-0.0266424,-0.0503104,0.773543,-25.5897,33.6546,2867.41
211,-0.0266424,-0.0503104,0.773543,-25.5897,33.6546,2867.41
211,-0.0266424,-0.0503104,0.773543,-25.5897,33.6546,2867.41
211,-0.0266424,-0.0503104,0.773543,-25.5897,33.6546,2867.41
211,-0.0267052,-0.0779208,2.4895,-6.76205,-25.0991,598.485
211,-0.0345176,0.0297976,3.13787,-50.7791,39.4094,3987.92
211,-0.0345176,0.0297976,3.13787,-50.7791,39.4094,3987.92
211,0.0194578,0.00383357,0.482313,81.2717,23.9252,3097.27
211,0.0194578,0.00383357,0.482313,81.2717,23.9252,3097.27
-211,0.0400853,-0.0241398,0.111847,-0.282922,20.6203,3208.95
211,-0.0615467,-0.0531464,0.304172,91.2017,38.9416,3075.56
211,-0.0615467,-0.0531464,0.304172,91.2017,38.9416,3075.56
211,-0.0188919,-0.018396,1.36175,-41.3802,-55.4111,3323.4
211,-0.0188919,-0.018396,1.36175,-41.3802,-55.4111,3323.4
211,-0.0188919,-0.018396,1.36175,-41.3802,-55.4111,3323.4
211,-0.0188919,-0.018396,1.36175,-41.3802,-55.4111,3323.4
211,-0.0188919,-0.018396,1.36175,-41.3802,-55.4111,3323.4
-211,-0.0569915,-0.0398637,0.270841,-30.4095,-21.7935,268.859
211,0.0292384,-0.069862,1.97435,7.55058,-17.8734,312.71
211,-0.0186359,0.00219475,1.19544,-46.3815,6.11633,2685.03
211,-0.0186359,0.00219475,1.19544,-46.3815,6.11633,2685.03
211,-0.0186359,0.00219475,1.19544,-46.3815,6.11633,2685.03
-211,-0.0123625,-0.256479,2.94971,-0.208896,-3.53806,79.8877
-211,-0.0123625,-0.256479,2.94971,-0.208896,-3.53806,79.8877
-211,-0.0123625,-0.256479,2.94971,-0.208896,-3.53806,79.8877
-211,-0.0123625,-0.256479,2.94971,-0.208896,-3.53806,79.8877
-211,-0.0123625,-0.256479,2.94971,-0.208896,-3.53806,79.8877
-211,-0.0123625,-0.256479,2.94971,-0.208896,-3.53806,79.8877
-211,-0.0123625,-0.256479,2.94971,-0.208896,-3.53806,79.8877
211,0.239732,-0.0242435,0.203214,13.9101,-87.5374,3157.33
211,-0.047324,0.029082,0.920704,46.5818,64.2667,2044.72
211,-0.0111921,-0.0180002,0.856628,-4.2897,-9.22121,587.699
-211,0.0948159,0.0445074,0.197892,18.989,7.23323,131.639
211,0.0127543,-0.0334557,2.06233,12.0441,-32.8674,2326.71
-211,-0.11236,0.623008,1.94904,0.0778309,34.6773,4491.45
-211,-0.11236,0.623008,1.94904,0.0778309,34.6773,4491.45
211,0.00338966,-0.00492073,-0.18477,11.9793,-27.5224,4860.73
211,0.00338966,-0.00492073,-0.18477,11.9793,-27.5224,4860.73
211,0.00338966,-0.00492073,-0.18477,11.9793,-27.5224,4860.73
211,0.299377,0.135588,1.09891,23.8512,10.7774,122.144
211,0.0117997,-0.0046861,-0.223016,54.9925,-15.0325,550.528
211,-0.0290743,0.0148409,0.776389,-28.5492,9.42755,1041.12
211,-0.0290743,0.0148409,0.776389,-28.5492,9.42755,1041.12
211,-0.0513646,0.0747564,0.240234,-81.2091,23.8793,5082.7
211,0.0274604,0.037603,1.35225,15.4635,4.20093,421.768
211,-0.0192713,0.00346123,0.508888,-71.2401,-0.373495,2766.47
211,-0.0192713,0.00346123,0.508888,-71.2401,-0.373495,2766.47
211,-0.0605772,-0.0106478,0.0504259,-25.7018,-1.78862,5057.82
211,-0.0273259,-0.0484419,2.49833,-32.1605,-67.0766,3442.36
211,-0.00179598,-0.00507475,0.288764,-7.30042,-19.049,1061.37
-211,0.138636,-0.120945,2.82738,21.9807,-18.9011,521.477
211,0.0737288,-0.0319257,1.59,60.0009,-25.3286,1541.72
211,0.0497453,0.0251898,0.780003,27.0326,14.3433,570.067
-211,0.0151208,-0.0604511,1.51673,24.6329,-36.4847,1497.94
211,-0.0605682,0.0494261,1.33519,-40.0591,34.9747,1132.94
211,-0.0240617,0.168261,0.561822,-4.02641,31.9342,109.505
211,0.0128566,0.00117825,1.24342,19.196,-1.61372,3112.95
211,0.0128566,0.00117825,1.24342,19.196,-1.61372,3112.95
211,0.0856303,-0.00690588,2.98606,82.792,-3.56735,3064.13
211,-0.0119568,0.000707337,0.504051,-42.3691,20.4056,1310.07
211,-0.0792098,0.00400011,3.14685,-89.0134,1.38717,3271.57
211,-0.0792098,0.00400011,3.14685,-89.0134,1.38717,3271.57
211,0.00246703,-0.00511324,1.92936,6.04762,-13.9229,4295.81
211,0.00246703,-0.00511324,1.92936,6.04762,-13.9229,4295.81
211,0.0302031,0.393224,0.747772,83.1091,41.6278,3980.27
211,0.0302031,0.393224,0.747772,83.1091,41.6278,3980.27
-211,0.00980358,-0.0261891,0.305022,-56.4887,35.4472,4686.63
-211,-0.0647861,-0.0631473,1.29029,-33.5934,-44.7631,794.315
-211,-0.0647861,-0.0631473,1.29029,-33.5934,-44.7631,794.315
211,0.0422164,-0.0159241,1.1015,61.3035,-25.7313,1559.93
211,-0.0696703,0.119562,1.10419,-14.4441,26.1713,202.511
211,0.0206135,0.000155576,0.197702,45.084,-59.4013,1355.78
-211,0.0711701,-0.105435,0.0525036,-52.0264,53.7395,4719.92
211,-0.0419729,-0.00400835,0.88101,-6.56511,-0.00369446,527.243
211,-0.0290536,0.00566278,0.669468,-32.7827,3.76964,451.255
211,-0.0290536,0.00566278,0.669468,-32.7827,3.76964,451.255
211,-0.0290536,0.00566278,0.669468,-32.7827,3.76964,451.255
211,-0.0290536,0.00566278,0.669468,-32.7827,3.76964,451.255
211,0.00355068,0.00560057,0.373833,49.9808,51.9941,2731.9
211,-0.00967672,-0.0623814,0.126607,-12.8744,-48.2953,102.371
211,-0.148086,-0.0234223,-0.0329014,-67.9109,-10.5251,-0.0951899
211,0.00132038,0.000141484,0.809434,-12.9827,29.3187,2725.92
211,0.00132038,0.000141484,0.809434,-12.9827,29.3187,2725.92
211,0.00132038,0.000141484,0.809434,-12.9827,29.3187,2725.92
211,0.0191226,0.0403872,0.46922,7.49477,-6.22851,73.7386
-211,0.0249248,0.0176689,0.172772,-5.23597,-29.7978,5021.79
211,-0.0418326,-0.00738285,0.242221,-60.5042,-69.437,4642.71
211,-0.0418326,-0.00738285,0.242221,-60.5042,-69.437,4642.71
211,-0.0418326,-0.00738285,0.242221,-60.5042,-69.437,4642.71
211,0.0194688,0.0199035,0.404657,47.1564,48.092,1028.67
211,0.0194688,0.0199035,0.404657,47.1564,48.092,1028.67
211,0.048819,0.000110242,2.41276,14.8525,-0.122793,816.692
211,-0.00422239,-0.0237152,0.524855,-3.75451,-18.7456,162.172
-211,0.0249519,0.0224394,0.129617,83.1799,26.2481,3129.24
211,0.0290917,0.0198955,2.04442,51.6146,32.2785,3166.22
-211,0.00560659,-0.000542191,-0.021432,-41.937,53.9894,1847.21
-211,0.00606405,-0.0401459,2.97623,2.43789,-15.302,1143.08
211,-0.0237176,0.0115945,1.16931,-8.88227,2.75039,899.311
211,-0.0237176,0.0115945,1.16931,-8.88227,2.75039,899.311
211,-0.0237176,0.0115945,1.16931,-8.88227,2.75039,899.311
211,0.0442884,-0.00568846,1.82901,-3.64551,-0.824121,169.518
211,0.0442884,-0.00568846,1.82901,-3.64551,-0.824121,169.518
211,0.0442884,-0.00568846,1.82901,-3.64551,-0.824121,169.518
211,0.0267082,0.0343754,0.787447,32.8311,43.8479,1469.96
211,0.0422291,0.122012,0.233121,-67.3655,-62.7603,4034.96
211,0.00440988,-0.00602371,1.18233,13.4693,-18.2851,1649.16
211,0.00440988,-0.00602371,1.18233,13.4693,-18.2851,1649.16
211,0.142927,0.25567,5.19142,41.882,75.3841,1521.31
211,-0.205808,-0.142417,0.585239,-26.9414,70.2041,1717.85
211,-0.156617,0.259592,0.991766,-8.99919,14.4298,204.41
211,-0.0112608,-0.00157945,0.181553,-20.2407,-27.1665,537.401
211,0.0057242,-0.00101786,0.559672,9.67098,-6.14531,2197.39
211,0.00868977,0.0644737,4.37872,11.6113,68.0927,4702.05
211,-0.00766614,-0.00899197,0.371027,-6.20851,-9.63866,334.628
211,0.0348782,0.0179112,1.82824,39.0678,17.2043,2342.29
211,0.0348782,0.0179112,1.82824,39.0678,17.2043,2342.29
211,-0.00112724,-0.0434621,0.722721,-0.876883,-23.1822,238.237
211,-0.00112724,-0.0434621,0.722721,-0.876883,-23.1822,238.237
211,-0.00112724,-0.0434621,0.722721,-0.876883,-23.1822,238.237
211,0.0248781,0.0348794,0.838458,25.8312,36.0567,1077.28
211,0.0248781,0.0348794,0.838458,25.8312,36.0567,1077.28
211,0.0114262,-0.0127244,1.29612,38.7746,-47.9328,4736.53
211,0.0114262,-0.0127244,1.29612,38.7746,-47.9328,4736.53
211,0.0114262,-0.0127244,1.29612,38.7746,-47.9328,4736.53
211,0.129582,0.559478,1.99488,12.9456,55.5797,253.032
211,0.0295984,-0.0129016,1.04653,5.25895,3.19069,369.903
-211,0.00385798,0.014089,-0.308483,-0.274327,5.48128,816.273
211,-0.014906,0.0107337,2.46615,-11.666,9.78146,1896.92
-211,0.124699,-0.062838,0.0924394,34.5356,-27.4644,4049.18
-211,0.124699,-0.062838,0.0924394,34.5356,-27.4644,4049.18
211,-0.099227,-0.0359444,1.56153,-64.7859,-25.6998,1038.19
211,-0.099227,-0.0359444,1.56153,-64.7859,-25.6998,1038.19
211,-0.099227,-0.0359444,1.56153,-64.7859,-25.6998,1038.19
211,-0.0322393,-0.140941,0.0588188,-33.1882,45.7708,5012.35
-211,0.0121093,0.000545247,0.102014,-50.8232,24.5169,313.867
-211,-0.0230943,-0.0398004,0.16857,6.52309,30.3014,3229.32
211,0.0312178,0.0347718,0.133146,36.5373,54.509,189.671
211,0.0222511,0.000802783,0.907406,73.2639,12.4276,2848.34
211,0.0222511,0.000802783,0.907406,73.2639,12.4276,2848.34
211,0.0222511,0.000802783,0.907406,73.2639,12.4276,2848.34
211,0.0222511,0.000802783,0.907406,73.2639,12.4276,2848.34
-211,-0.0235731,0.148121,0.806324,-16.1901,-26.2675,142.84
-211,-0.0235731,0.148121,0.806324,-16.1901,-26.2675,142.84
211,-0.000868464,0.0314238,2.96164,-4.36346,14.8442,1900.57
211,9.08188e-05,0.0190323,0.673937,-9.61078,57.1816,1869.22
211,9.08188e-05,0.0190323,0.673937,-9.61078,57.1816,1869.22
211,9.08188e-05,0.0190323,0.673937,-9.61078,57.1816,1869.22
211,0.0565288,-0.0374336,0.192107,22.111,-7.49702,185.028
211,0.0328533,0.0236334,1.18152,8.12421,12.3265,527.802
-211,0.21417,0.160829,0.141699,79.1287,-53.6324,2522.74
211,0.0928059,-0.15831,3.12417,9.95016,-16.4443,250.052
211,-0.0138833,0.00419115,0.404283,-28.2969,9.35256,783.163
211,0.0141478,0.00340186,0.94251,-6.75073,-1.13418,101.41
211,-0.00289133,-0.0281906,1.11123,-10.3087,-76.6395,3236.11
211,-0.00289133,-0.0281906,1.11123,-10.3087,-76.6395,3236.11
211,-0.0142605,0.00251818,0.524879,-33.0953,-10.3585,1739.23
211,-0.0142605,0.00251818,0.524879,-33.0953,-10.3585,1739.23
211,-0.0142605,0.00251818,0.524879,-33.0953,-10.3585,1739.23
211,-0.0142605,0.00251818,0.524879,-33.0953,-10.3585,1739.23
211,-0.00321263,-0.00140599,1.98289,4.02744,0.660076,2069.65
211,-0.00321263,-0.00140599,1.98289,4.02744,0.660076,2069.65
211,0.0169889,-0.031657,2.15417,38.4444,-58.591,4193.24
211,0.06104,0.00398309,0.693601,35.0302,1.62178,684.196
211,-0.0193119,0.0682342,0.331049,-33.317,55.9496,1755.54
211,0.244084,0.0463571,-0.0244503,134.481,18.3213,3850.76
211,-0.000938153,0.0006232,0.702669,3.03797,-4.54453,219.678
211,0.149229,0.0244563,3.1845,36.5916,5.72818,816.975
211,-0.298748,-0.524709,2.25684,-58.885,-6.74991,3790.72
211,-0.00480209,0.00352463,0.956342,-10.3605,25.1464,1369.51
211,-0.00480209,0.00352463,0.956342,-10.3605,25.1464,1369.51
211,-0.060343,0.0451279,1.32072,3.11997,-3.06383,209.359
211,-0.00326552,0.0156006,0.622183,-5.94724,26.6918,987.214
-211,0.0159035,-0.0490761,1.63232,0.862149,-2.49864,95.6363
211,0.041795,-0.0573402,0.106864,0.259086,89.0425,4356.02
211,0.0360733,0.0735408,5.17632,9.70914,18.6472,1428.4
211,-0.125392,0.037264,0.453885,35.2785,82.4837,3362.66
211,0.213773,-0.0174418,2.48669,14.8701,-1.13171,153.383
211,0.00767491,-0.0202227,0.19841,11.3811,-48.1073,1772.67
211,-0.00614405,0.00684651,1.04625,-9.52857,15.7258,761.639
211,-0.0319789,-0.00252828,0.863666,-24.1788,-0.510967,292.538
211,0.0325452,0.0108609,1.43439,0.0737632,-2.79129,237.814
211,-0.00803477,0.0004429,0.63518,-17.3883,-5.16816,3208.5
211,-0.00803477,0.0004429,0.63518,-17.3883,-5.16816,3208.5
211,-0.00803477,0.0004429,0.63518,-17.3883,-5.16816,3208.5
-211,-0.0598108,0.0375955,0.362201,-45.4461,37.4862,955.408
-211,-0.0598108,0.0375955,0.362201,-45.4461,37.4862,955.408
211,-0.0382653,-0.0418472,-0.0256357,-54.8565,-17.2298,65.2545
211,-0.0453324,0.0259352,1.14129,-4.46294,2.63813,426.88
-211,-0.0351126,-0.0136696,0.340161,-1.14739,-0.505674,25.7921
-211,-0.0351126,-0.0136696,0.340161,-1.14739,-0.505674,25.7921
-211,-0.0351126,-0.0136696,0.340161,-1.14739,-0.505674,25.7921
211,0.0617177,0.0420926,0.130638,72.9812,69.0501,3588.2
211,0.00762315,-0.0035499,0.856896,72.3487,-19.5983,4263.75
211,0.00762315,-0.0035499,0.856896,72.3487,-19.5983,4263.75
211,0.00762315,-0.0035499,0.856896,72.3487,-19.5983,4263.75
211,-0.0443693,0.0999623,0.0383196,-63.786,2.8587,1371.16
211,0.0182505,-0.0158164,0.506587,-1.65913,-3.02188,457.769
211,0.117707,-0.00409163,3.67336,64.5413,-4.45012,1890.25
211,0.028366,0.0161443,1.06409,-3.72912,-2.86018,312.022
211,-0.000863418,0.00575772,0.263086,-11.1778,51.831,2167.95
211,0.00164401,-0.000975487,0.925228,1.83079,6.72584,114.834
211,-0.0163558,-0.00483005,0.667991,9.44343,-2.53824,402.1
211,-0.0163558,-0.00483005,0.667991,9.44343,-2.53824,402.1
211,-0.0163558,-0.00483005,0.667991,9.44343,-2.53824,402.1
211,-0.165444,0.0202901,1.7334,-7.07235,0.510653,88.3072
211,-0.0788929,-0.122645,1.59268,34.8521,40.6205,328.112
211,-0.0280435,0.00253443,2.4714,-33.083,-2.7086,3478.85
211,0.00668059,-0.0204686,0.588741,12.1326,-84.1177,1866.21
211,0.00668059,-0.0204686,0.588741,12.1326,-84.1177,1866.21
211,0.0382758,-0.0133222,2.01612,74.9937,-26.9322,4355.99
211,-0.0187089,-0.0878899,2.44954,-17.2667,-78.1225,2375.84
211,-0.0454057,-0.0206627,1.68733,-18.2983,-6.62832,942.663
-211,-0.147773,0.162295,0.779793,-46.4548,-1.69128,3565.36
211,-0.0187118,0.00986805,-0.0880897,19.7765,17.2014,4911.5
-211,-0.159318,0.478331,1.23452,-11.7511,35.6565,121.143
211,-0.0137759,-0.0631514,1.42532,-11.874,-38.6855,856.621
211,-0.0137759,-0.0631514,1.42532,-11.874,-38.6855,856.621
211,-0.0126929,0.0219341,1.77591,-4.1309,0.170645,354.986
211,0.00480501,0.0155551,0.52758,21.2432,33.3516,951.47
211,0.0177775,0.0292503,1.40588,2.42987,24.9258,835.652
211,0.0177775,0.0292503,1.40588,2.42987,24.9258,835.652
-211,0.101243,0.372717,0.650246,29.9843,30.7788,284.94
211,-0.00755509,0.0340187,0.47639,-6.02412,27.1003,167.845
211,0.000657109,-0.00581623,0.0789469,6.01917,-43.2408,630.594
211,0.0248205,-0.00479414,1.10777,-7.46555,0.649697,201.796
211,0.0171598,-0.0217687,0.462934,17.877,-8.51449,660.167
211,0.0171598,-0.0217687,0.462934,17.877,-8.51449,660.167
-211,-0.0182126,0.0690755,0.323486,-19.2028,60.41,299.237
211,-0.0331524,0.0251465,2.69472,-17.7003,11.021,1016.58
211,-0.0303234,-0.00134511,0.0960059,-3.55166,-4.10376,5047.9
211,0.0303704,0.0498936,2.26802,14.7237,19.5299,1185.12
211,0.0303704,0.0498936,2.26802,14.7237,19.5299,1185.12
211,0.0303704,0.0498936,2.26802,14.7237,19.5299,1185.12
-211,-0.0792878,0.0497388,0.836451,-23.5795,14.577,369.192
211,-0.0308959,0.0588644,0.229726,80.7857,7.38551,3270.96
211,-0.00844162,0.0369454,0.270082,-10.1194,50.8054,679.33
211,-0.00844162,0.0369454,0.270082,-10.1194,50.8054,679.33
211,0.0932464,0.0378913,0.692722,51.5182,2.29777,5011.59
211,0.00255873,0.0129542,0.146626,-0.860284,-4.43645,257.61
211,0.00167069,0.0104442,0.063594,2.43597,3.21499,212.271
211,-0.013546,0.0217543,0.355721,-6.84737,11.5727,98.9329
211,0.0355986,0.128861,0.193313,-0.188191,5.58401,77.4438
-211,0.0543499,0.291322,1.55947,46.8518,49.3949,2707.48
-211,0.0543499,0.291322,1.55947,46.8518,49.3949,2707.48
-211,0.0543499,0.291322,1.55947,46.8518,49.3949,2707.48
211,0.0362389,-0.00952482,0.642466,2.07496,-0.608816,70.9206
211,0.222707,-0.114792,0.521368,6.04915,-93.1613,4408.25
211,-0.163003,-0.0603189,2.89958,-43.0175,-16.4262,708.253
211,-0.0159906,-0.0436666,1.62091,-2.28671,-8.08757,495.287
211,0.0287177,-0.00505475,1.2025,69.6363,-10.9096,2504.55
211,0.0287177,-0.00505475,1.2025,69.6363,-10.9096,2504.55
211,0.0287177,-0.00505475,1.2025,69.6363,-10.9096,2504.55
211,0.0287177,-0.00505475,1.2025,69.6363,-10.9096,2504.55
211,0.0287177,-0.00505475,1.2025,69.6363,-10.9096,2504.55
211,0.0287177,-0.00505475,1.2025,69.6363,-10.9096,2504.55
-211,-0.00760098,0.0704484,0.316436,-27.981,21.2061,1810.01
211,-0.0258224,-0.234376,0.258035,-19.0747,-101.462,122.164
211,0.0923983,-0.0746713,0.829289,3.10497,-2.67118,46.4372
211,-0.105924,0.00113579,1.85486,-78.3205,-0.252372,1287.43
211,0.0314826,0.0286933,1.85067,59.5866,54.0927,3120.5
211,0.0314826,0.0286933,1.85067,59.5866,54.0927,3120.5
-211,-0.00787947,0.0241819,0.359597,-46.2213,85.6067,2711.3
211,0.0628741,-0.0690397,1.95337,-9.20477,-7.63039,1458.16
211,0.151322,-0.0313003,0.902442,1.86951,-1.62599,76.7986
211,-0.0103898,-0.0236841,1.25225,-17.9496,-32.3078,1189.89
211,-0.114042,-0.0533069,3.38119,-4.65204,-2.34253,158.369
211,-0.114042,-0.0533069,3.38119,-4.65204,-2.34253,158.369
-211,0.0158732,-0.179208,0.578832,2.05458,-21.7868,120.443
211,0.00921244,-0.0477502,3.77587,14.8277,-53.6404,4232.23
-211,-0.0111975,0.00125178,0.182134,-0.452977,0.20516,52.6438
211,0.0293071,-0.0374248,0.549145,43.2498,-52.6226,1027.41
211,0.0293071,-0.0374248,0.549145,43.2498,-52.6226,1027.41
211,0.0293071,-0.0374248,0.549145,43.2498,-52.6226,1027.41
211,-0.225859,0.0424125,0.589249,-115.87,83.6073,2632.41
211,-0.225859,0.0424125,0.589249,-115.87,83.6073,2632.41
211,-0.0630549,-0.0220779,1.89764,-75.4734,-33.2934,2055.84
-211,-0.167638,-0.049626,0.663573,8.97019,-89.2419,3749.6
211,-0.0427735,-0.0144092,-0.102567,53.688,-8.63282,693.607
211,-0.0236834,-0.0434614,0.609251,-7.29187,-13.8396,108.843
211,-0.0236834,-0.0434614,0.609251,-7.29187,-13.8396,108.843
211,-0.0122226,0.00621623,1.42896,-11.0509,3.02688,1771.78
211,-0.0122226,0.00621623,1.42896,-11.0509,3.02688,1771.78
211,-0.189185,0.149218,0.823977,-44.8675,37.3604,212.576
211,0.231091,-0.134619,0.703572,34.7168,-21.0754,149.851
211,-0.0239777,-0.0182769,1.11605,-20.8417,-11.6557,971.678
211,-0.0239777,-0.0182769,1.11605,-20.8417,-11.6557,971.678
-211,-0.0224237,-0.0334733,0.131775,-39.2051,-45.9094,677.989
211,0.0931153,-0.245217,1.43389,4.70131,-12.1111,80.2583
211,0.0931153,-0.245217,1.43389,4.70131,-12.1111,80.2583
211,-0.0098085,0.0860972,0.940996,-6.00603,55.1814,853.247
211,-0.0067144,0.0116918,0.219887,-0.568309,-2.36174,39.7162
211,-0.0067144,0.0116918,0.219887,-0.568309,-2.36174,39.7162
211,-0.000438163,0.00530329,0.337937,1.34078,2.39775,501.366
211,0.000624199,-0.0081059,0.55025,1.15978,-23.396,462.953
211,0.000624199,-0.0081059,0.55025,1.15978,-23.396,462.953
211,0.000624199,-0.0081059,0.55025,1.15978,-23.396,462.953
211,-0.00610379,-0.00849313,2.37476,-15.2923,-8.846,4182.49
211,0.00079783,-0.00189849,0.0377973,75.1251,-55.1694,1133.4
211,0.00181032,-0.0176272,0.600319,2.30495,-23.3194,1195.29
211,0.0140666,0.0198867,2.33364,3.7826,11.6073,933.999
211,0.0137062,-0.0143801,1.25626,26.6719,-19.4972,2592.46
211,0.0137062,-0.0143801,1.25626,26.6719,-19.4972,2592.46
-211,0.109597,0.0241049,-0.0781437,76.6075,-59.8575,1924.42
-211,0.109597,0.0241049,-0.0781437,76.6075,-59.8575,1924.42
211,-0.0282847,0.0554102,2.70059,-36.2742,66.1504,2869.56
211,-0.0451798,-0.0130133,2.93747,-6.45211,-2.16061,441.884
211,0.00282272,0.0218286,0.785163,3.46072,76.8887,2421.44
211,0.0293306,-0.00602518,4.00531,31.5236,-8.45505,3749.42
211,0.0220929,-0.0159638,2.45286,12.6494,-8.2342,2060.48
211,0.00245178,-0.158183,1.05221,-66.1503,-55.9228,4257.24
