m_B,deltaE,nFlux
46.5745,0,0
46.7085,0,0
46.8425,0,0
46.9765,0,0
47.1104,0,0
47.2444,0,0
47.3784,0,0
47.5124,0,0
47.6463,0,0
47.7803,0,0
47.9143,0,0
48.0483,0,0
48.1823,0,0
48.3162,0,0
48.4502,0,0
48.5842,0,0
48.7182,0,0
48.8521,0,0
48.9861,0,0
49.1201,0,0
49.2541,0,0
49.3881,0,0
49.522,0,0
49.656,0,0
49.79,0,0
49.924,0,0
50.0579,0,0
50.1919,0,0
50.3259,0,0
50.4599,0,0
50.5939,0,0
50.7278,0,0
50.8618,0,0
50.9958,0,0
51.1298,0,0
51.2637,0,0
51.3977,0,0
51.5317,0,0
51.6657,0,0
51.7997,0,0
51.9336,0,0
52.0676,0,0
52.2016,0,0
52.3356,0,0
52.4696,0,0
52.6035,0,0
52.7375,0,0
52.8715,0,0
53.0055,0,0
53.1394,0,0
53.2734,0,0
53.4074,0,0
53.5414,0,1
53.6754,0,0
53.8093,0,1
53.9433,0,0
54.0773,0,0
54.2113,0,0
54.3452,0,1
54.4792,0,0
54.6132,0,1
54.7472,0,0
54.8812,0,3
55.0151,0,0
55.1491,0,3
55.2831,0,0
55.4171,0,2
55.551,0,0
55.685,0,4
55.819,0,0
55.953,0,2
56.087,0,0
56.2209,0,2
56.3549,0,0
56.4889,0,3
56.6229,0,0
56.7568,0,5
56.8908,0,0
57.0248,0,7
57.1588,0,0
57.2928,0,6
57.4267,0,0
57.5607,0,3
57.6947,0,0
57.8287,0,2
57.9626,0,0
58.0966,0,0
58.2306,0,7
58.3646,0,0
58.4986,0,5
58.6325,0,0
58.7665,0,6
58.9005,0,0
59.0345,0,5
59.1685,0,0
59.3024,0,13
59.4364,0,0
59.5704,0,4
59.7044,0,0
59.8383,0,6
59.9723,0,0
60.1063,0,0
60.2403,0,6
60.3743,0,0
60.5082,0,11
60.6422,0,0
60.7762,0,5
60.9102,0,0
61.0441,0,7
61.1781,0,0
61.3121,0,0
61.4461,0,11
61.5801,0,0
61.714,0,8
61.848,0,0
61.982,0,10
62.116,0,0
62.2499,0,10
62.3839,0,0
62.5179,0,0
62.6519,0,5
62.7859,0,0
62.9198,0,9
63.0538,0,0
63.1878,0,7
63.3218,0,0
63.4557,0,0
63.5897,0,7
63.7237,0,0
63.8577,0,14
63.9917,0,0
64.1256,0,10
64.2596,0,0
64.3936,0,0
64.5276,0,8
64.6615,0,0
64.7955,0,10
64.9295,0,0
65.0635,0,14
65.1975,0,0
65.3314,0,0
65.4654,0,9
65.5994,0,0
65.7334,0,11
65.8674,0,0
66.0013,0,7
66.1353,0,0
66.2693,0,0
66.4033,0,19
66.5372,0,0
66.6712,0,15
66.8052,0,0
66.9392,0,0
67.0732,0,15
67.2071,0,0
67.3411,0,11
67.4751,0,0
67.6091,0,0
67.743,0,18
67.877,0,0
68.011,0,10
68.145,0,0
68.279,0,0
68.4129,0,9
68.5469,0,0
68.6809,0,16
68.8149,0,0
68.9488,0,0
69.0828,0,10
69.2168,0,0
69.3508,0,18
69.4848,0,0
69.6187,0,0
69.7527,0,23
69.8867,0,0
70.0207,0,7
70.1546,0,0
70.2886,0,0
70.4226,0,20
70.5566,0,0
70.6906,0,18
70.8245,0,0
70.9585,0,0
71.0925,0,12
71.2265,0,0
71.3604,0,0
71.4944,0,17
71.6284,0,0
71.7624,0,23
71.8964,0,0
72.0303,0,0
72.1643,0,16
72.2983,0,0
72.4323,0,17
72.5663,0,0
72.7002,0,0
72.8342,0,8
72.9682,0,0
73.1022,0,0
73.2361,0,17
73.3701,0,0
73.5041,0,15
73.6381,0,0
73.7721,0,0
73.906,0,23
74.04,0,0
74.174,0,0
74.308,0,14
74.4419,0,0
74.5759,0,0
74.7099,0,18
74.8439,0,0
74.9779,0,23
75.1118,0,0
75.2458,0,0
75.3798,0,23
75.5138,0,0
75.6477,0,0
75.7817,0,27
75.9157,0,0
76.0497,0,0
76.1837,0,29
76.3176,0,0
76.4516,0,15
76.5856,0,0
76.7196,0,0
76.8535,0,21
76.9875,0,0
77.1215,0,0
77.2555,0,20
77.3895,0,0
77.5234,0,0
77.6574,0,33
77.7914,0,0
77.9254,0,0
78.0593,0,19
78.1933,0,0
78.3273,0,0
78.4613,0,22
78.5953,0,0
78.7292,0,23
78.8632,0,0
78.9972,0,0
79.1312,0,28
79.2652,0,0
79.3991,0,0
79.5331,0,26
79.6671,0,0
79.8011,0,0
79.935,0,18
80.069,0,0
80.203,0,0
80.337,0,31
80.471,0,0
80.6049,0,0
80.7389,0,19
80.8729,0,0
81.0069,0,0
81.1408,0,26
81.2748,0,0
81.4088,0,0
81.5428,0,21
81.6768,0,0
81.8107,0,0
81.9447,0,30
82.0787,0,0
82.2127,0,0
82.3466,0,34
82.4806,0,0
82.6146,0,0
82.7486,0,45
82.8826,0,0
83.0165,0,0
83.1505,0,37
83.2845,0,0
83.4185,0,0
83.5524,0,36
83.6864,0,0
83.8204,0,0
83.9544,0,31
84.0884,0,0
84.2223,0,0
84.3563,0,51
84.4903,0,0
84.6243,0,0
84.7582,0,38
84.8922,0,0
85.0262,0,0
85.1602,0,33
85.2942,0,0
85.4281,0,0
85.5621,0,43
85.6961,0,0
85.8301,0,0
85.9641,0,0
86.098,0,41
86.232,0,0
86.366,0,0
86.5,0,47
86.6339,0,0
86.7679,0,0
86.9019,0,54
87.0359,0,0
87.1699,0,0
87.3038,0,53
87.4378,0,0
87.5718,0,0
87.7058,0,47
87.8397,0,0
87.9737,0,0
88.1077,0,44
88.2417,0,0
88.3757,0,0
88.5096,0,0
88.6436,0,56
88.7776,0,0
88.9116,0,0
89.0455,0,54
89.1795,0,0
89.3135,0,0
89.4475,0,50
89.5815,0,0
89.7154,0,0
89.8494,0,55
89.9834,0,0
90.1174,0,0
90.2513,0,0
90.3853,0,39
90.5193,0,0
90.6533,0,0
90.7873,0,61
90.9212,0,0
91.0552,0,0
91.1892,0,55
91.3232,0,0
91.4571,0,0
91.5911,0,0
91.7251,0,59
91.8591,0,0
91.9931,0,0
92.127,0,61
92.261,0,0
92.395,0,0
92.529,0,63
92.663,0,0
92.7969,0,0
92.9309,0,0
93.0649,0,61
93.1989,0,0
93.3328,0,0
93.4668,0,66
93.6008,0,0
93.7348,0,0
93.8688,0,0
94.0027,0,75
94.1367,0,0
94.2707,0,0
94.4047,0,63
94.5386,0,0
94.6726,0,0
94.8066,0,0
94.9406,0,80
95.0746,0,0
95.2085,0,0
95.3425,0,67
95.4765,0,0
95.6105,0,0
95.7444,0,0
95.8784,0,97
96.0124,0,0
96.1464,0,0
96.2804,0,79
96.4143,0,0
96.5483,0,0
96.6823,0,0
96.8163,0,99
96.9502,0,0
97.0842,0,0
97.2182,0,108
97.3522,0,0
97.4862,0,0
97.6201,0,0
97.7541,0,111
97.8881,0,0
98.0221,0,0
98.156,0,96
98.29,0,0
98.424,0,0
98.558,0,0
98.692,0,101
98.8259,0,0
98.9599,0,0
99.0939,0,130
99.2279,0,0
99.3619,0,0
99.4958,0,0
99.6298,0,127
99.7638,0,0
99.8978,0,0
100.032,0,0
100.166,0,135
100.3,0,0
100.434,0,0
100.568,0,134
100.702,0,0
100.836,0,0
100.97,0,0
101.104,0,167
101.238,0,0
101.372,0,0
101.505,0,0
101.639,0,172
101.773,0,0
101.907,0,0
102.041,0,194
102.175,0,0
102.309,0,0
102.443,0,0
102.577,0,222
102.711,0,0
102.845,0,0
102.979,0,0
103.113,0,235
103.247,0,0
103.381,0,0
103.515,0,0
103.649,0,244
103.783,0,0
103.917,0,0
104.051,0,0
104.185,0,0
104.319,0,0
104.453,0,0
104.587,0,0
104.721,0,0
104.855,0,0
104.989,0,0
105.123,0,0
105.257,0,0
105.391,0,0
105.525,0,0
105.659,0,0
105.793,0,0
105.927,0,0
106.061,0,0
106.195,0,0
106.329,0,0
106.463,0,0
106.597,0,0
106.731,0,0
106.865,0,0
106.999,0,0
107.133,0,0
107.267,0,0
107.401,0,0
107.535,0,0
107.668,0,0
107.802,0,0
107.936,0,0
108.07,0,0
108.204,0,0
108.338,0,0
108.472,0,0
108.606,0,0
108.74,0,0
108.874,0,0
109.008,0,0
109.142,0,0
109.276,0,0
109.41,0,0
109.544,0,0
109.678,0,0
109.812,0,0
109.946,0,0
110.08,0,0
110.214,0,0
110.348,0,0
110.482,0,0
110.616,0,0
110.75,0,0
110.884,0,0
111.018,0,0
111.152,0,0
111.286,0,0
111.42,0,0
111.554,0,0
111.688,0,0
111.822,0,0
111.956,0,0
112.09,0,0
112.224,0,0
112.358,0,0
112.492,0,0
112.626,0,0
112.76,0,0
112.894,0,0
113.028,0,0
113.162,0,0
113.296,0,0
113.43,0,0
113.564,0,0
113.697,0,0
113.831,0,0
113.965,0,0
114.099,0,0
114.233,0,0
114.367,0,0
114.501,0,0
114.635,0,0
114.769,0,0
114.903,0,0
115.037,0,0
115.171,0,0
115.305,0,0
115.439,0,0
115.573,0,0
115.707,0,0
115.841,0,0
115.975,0,0
116.109,0,0
116.243,0,0
116.377,0,0
116.511,0,0
116.645,0,0
116.779,0,0
116.913,0,0
117.047,0,0
117.181,0,0
117.315,0,0
117.449,0,0
117.583,0,0
117.717,0,0
117.851,0,0
117.985,0,0
118.119,0,0
118.253,0,0
118.387,0,0
118.521,0,0
118.655,0,0
118.789,0,0
118.923,0,0
119.057,0,0
119.191,0,0
119.325,0,0
119.459,0,0
119.593,0,0
119.727,0,0
119.86,0,0
119.994,0,0
120.128,0,0
120.262,0,0
120.396,0,0
120.53,0,0
120.664,0,0
120.798,0,0
120.932,0,0
121.066,0,0
121.2,0,0
121.334,0,0
121.468,0,0
121.602,0,0
121.736,0,0
121.87,0,0
122.004,0,0
122.138,0,0
122.272,0,0
122.406,0,0
122.54,0,0
122.674,0,0
122.808,0,0
122.942,0,0
123.076,0,0
123.21,0,0
123.344,0,0
123.478,0,0
123.612,0,0
123.746,0,0
123.88,0,0
124.014,0,0
124.148,0,0
124.282,0,0
124.416,0,0
124.55,0,0
124.684,0,0
124.818,0,0
124.952,0,0
125.086,0,0
125.22,0,0
125.354,0,0
125.488,0,0
125.622,0,0
125.756,0,0
125.889,0,0
126.023,0,0
126.157,0,0
126.291,0,0
126.425,0,0
126.559,0,0
126.693,0,0
126.827,0,0
126.961,0,0
127.095,0,0
127.229,0,0
127.363,0,0
127.497,0,0
127.631,0,0
127.765,0,0
127.899,0,0
128.033,0,0
128.167,0,0
128.301,0,0
128.435,0,0
128.569,0,0
128.703,0,0
128.837,0,0
128.971,0,0
129.105,0,0
129.239,0,0
129.373,0,0
129.507,0,0
129.641,0,0
129.775,0,0
129.909,0,0
130.043,0,0
130.177,0,0
130.311,0,0
130.445,0,0
130.579,0,0
130.713,0,0
130.847,0,0
130.981,0,0
131.115,0,0
131.249,0,0
131.383,0,0
131.517,0,0
131.651,0,0
131.785,0,0
131.919,0,0
132.052,0,0
132.186,0,0
132.32,0,0
132.454,0,0
132.588,0,0
132.722,0,0
132.856,0,0
132.99,0,0
133.124,0,0
133.258,0,0
133.392,0,0
133.526,0,0
133.66,0,0
133.794,0,0
133.928,0,0
134.062,0,0
134.196,0,0
134.33,0,0
134.464,0,0
134.598,0,0
134.732,0,0
134.866,0,0
