m_B,deltaE,nFlux
2.36398,0,0
2.36398,100,203
2.36398,200,367
2.36398,300,388
2.36398,400,367
2.36398,500,332
2.36398,600,249
2.36398,700,157
2.36398,800,122
2.36398,900,88
2.48351,0,0
2.48351,100,235
2.48351,200,362
2.48351,300,381
2.48351,400,337
2.48351,500,309
2.48351,600,232
2.48351,700,180
2.48351,800,149
2.48351,900,80
2.60909,0,0
2.60909,100,235
2.60909,200,398
2.60909,300,377
2.60909,400,351
2.60909,500,324
2.60909,600,236
2.60909,700,178
2.60909,800,153
2.60909,900,73
2.74102,0,0
2.74102,100,242
2.74102,200,379
2.74102,300,385
2.74102,400,365
2.74102,500,319
2.74102,600,245
2.74102,700,162
2.74102,800,152
2.74102,900,84
2.87962,0,0
2.87962,100,264
2.87962,200,377
2.87962,300,413
2.87962,400,379
2.87962,500,306
2.87962,600,246
2.87962,700,177
2.87962,800,136
2.87962,900,75
3.02523,0,0
3.02523,100,263
3.02523,200,401
3.02523,300,364
3.02523,400,375
3.02523,500,308
3.02523,600,207
3.02523,700,160
3.02523,800,138
3.02523,900,78
3.1782,0,0
3.1782,100,296
3.1782,200,389
3.1782,300,386
3.1782,400,356
3.1782,500,327
3.1782,600,219
3.1782,700,174
3.1782,800,143
3.1782,900,65
3.33891,0,0
3.33891,100,285
3.33891,200,401
3.33891,300,385
3.33891,400,387
3.33891,500,317
3.33891,600,185
3.33891,700,190
3.33891,800,141
3.33891,900,79
3.50774,0,0
3.50774,100,269
3.50774,200,367
3.50774,300,418
3.50774,400,352
3.50774,500,281
3.50774,600,220
3.50774,700,181
3.50774,800,121
3.50774,900,69
3.68511,0,0
3.68511,100,0
3.68511,200,0
3.68511,300,0
3.68511,400,0
3.68511,500,0
3.68511,600,0
3.68511,700,0
3.68511,800,0
3.68511,900,0
3.87145,0,0
3.87145,100,287
3.87145,200,406
3.87145,300,416
3.87145,400,384
3.87145,500,317
3.87145,600,212
3.87145,700,191
3.87145,800,135
3.87145,900,62
4.06721,0,0
4.06721,100,311
4.06721,200,403
4.06721,300,427
4.06721,400,390
4.06721,500,292
4.06721,600,227
4.06721,700,186
4.06721,800,120
4.06721,900,66
4.27287,0,0
4.27287,100,0
4.27287,200,0
4.27287,300,0
4.27287,400,0
4.27287,500,0
4.27287,600,0
4.27287,700,0
4.27287,800,0
4.27287,900,0
4.48893,0,0
4.48893,100,320
4.48893,200,407
4.48893,300,414
4.48893,400,377
4.48893,500,289
4.48893,600,226
4.48893,700,174
4.48893,800,116
4.48893,900,56
4.71591,0,0
4.71591,100,315
4.71591,200,415
4.71591,300,389
4.71591,400,384
4.71591,500,286
4.71591,600,213
4.71591,700,142
4.71591,800,86
4.71591,900,67
4.95437,0,0
4.95437,100,0
4.95437,200,0
4.95437,300,0
4.95437,400,0
4.95437,500,0
4.95437,600,0
4.95437,700,0
4.95437,800,0
4.95437,900,0
5.20489,0,0
5.20489,100,349
5.20489,200,451
5.20489,300,418
5.20489,400,366
5.20489,500,299
5.20489,600,186
5.20489,700,157
5.20489,800,90
5.20489,900,68
5.46808,0,0
5.46808,100,405
5.46808,200,399
5.46808,300,407
5.46808,400,362
5.46808,500,285
5.46808,600,218
5.46808,700,156
5.46808,800,83
5.46808,900,58
5.74458,0,0
5.74458,100,0
5.74458,200,0
5.74458,300,0
5.74458,400,0
5.74458,500,0
5.74458,600,0
5.74458,700,0
5.74458,800,0
5.74458,900,0
6.03505,0,0
6.03505,100,387
6.03505,200,424
6.03505,300,464
6.03505,400,340
6.03505,500,313
6.03505,600,206
6.03505,700,127
6.03505,800,78
6.03505,900,71
6.34022,0,0
6.34022,100,0
6.34022,200,0
6.34022,300,0
6.34022,400,0
6.34022,500,0
6.34022,600,0
6.34022,700,0
6.34022,800,0
6.34022,900,0
6.66081,0,0
6.66081,100,409
6.66081,200,418
6.66081,300,428
6.66081,400,398
6.66081,500,268
6.66081,600,203
6.66081,700,160
6.66081,800,74
6.66081,900,67
6.99762,0,0
6.99762,100,0
6.99762,200,0
6.99762,300,0
6.99762,400,0
6.99762,500,0
6.99762,600,0
6.99762,700,0
6.99762,800,0
6.99762,900,0
7.35145,0,27
7.35145,100,452
7.35145,200,495
7.35145,300,431
7.35145,400,372
7.35145,500,249
7.35145,600,192
7.35145,700,120
7.35145,800,100
7.35145,900,58
7.72318,0,0
7.72318,100,0
7.72318,200,0
7.72318,300,0
7.72318,400,0
7.72318,500,0
7.72318,600,0
7.72318,700,0
7.72318,800,0
7.72318,900,0
8.11371,0,53
8.11371,100,431
8.11371,200,533
8.11371,300,445
8.11371,400,378
8.11371,500,255
8.11371,600,174
8.11371,700,118
8.11371,800,66
8.11371,900,55
8.52398,0,0
8.52398,100,0
8.52398,200,0
8.52398,300,0
8.52398,400,0
8.52398,500,0
8.52398,600,0
8.52398,700,0
8.52398,800,0
8.52398,900,0
8.955,0,0
8.955,100,0
8.955,200,0
8.955,300,0
8.955,400,0
8.955,500,0
8.955,600,0
8.955,700,0
8.955,800,0
8.955,900,0
9.40781,0,83
9.40781,100,472
9.40781,200,534
9.40781,300,418
9.40781,400,349
9.40781,500,228
9.40781,600,148
9.40781,700,94
9.40781,800,69
9.40781,900,60
9.88352,0,0
9.88352,100,0
9.88352,200,0
9.88352,300,0
9.88352,400,0
9.88352,500,0
9.88352,600,0
9.88352,700,0
9.88352,800,0
9.88352,900,0
10.3833,0,96
10.3833,100,463
10.3833,200,531
10.3833,300,427
10.3833,400,339
10.3833,500,234
10.3833,600,155
10.3833,700,93
10.3833,800,74
10.3833,900,42
10.9083,0,0
10.9083,100,0
10.9083,200,0
10.9083,300,0
10.9083,400,0
10.9083,500,0
10.9083,600,0
10.9083,700,0
10.9083,800,0
10.9083,900,0
11.4599,0,133
11.4599,100,502
11.4599,200,520
11.4599,300,447
11.4599,400,328
11.4599,500,215
11.4599,600,148
11.4599,700,83
11.4599,800,72
11.4599,900,43
12.0394,0,0
12.0394,100,0
12.0394,200,0
12.0394,300,0
12.0394,400,0
12.0394,500,0
12.0394,600,0
12.0394,700,0
12.0394,800,0
12.0394,900,0
12.6481,0,0
12.6481,100,0
12.6481,200,0
12.6481,300,0
12.6481,400,0
12.6481,500,0
12.6481,600,0
12.6481,700,0
12.6481,800,0
12.6481,900,0
13.2877,0,158
13.2877,100,542
13.2877,200,508
13.2877,300,487
13.2877,400,288
13.2877,500,226
13.2877,600,117
13.2877,700,85
13.2877,800,45
13.2877,900,39
13.9596,0,0
13.9596,100,0
13.9596,200,0
13.9596,300,0
13.9596,400,0
13.9596,500,0
13.9596,600,0
13.9596,700,0
13.9596,800,0
13.9596,900,0
14.6655,0,183
14.6655,100,554
14.6655,200,547
14.6655,300,480
14.6655,400,286
14.6655,500,189
14.6655,600,68
14.6655,700,76
14.6655,800,50
14.6655,900,33
15.407,0,0
15.407,100,0
15.407,200,0
15.407,300,0
15.407,400,0
15.407,500,0
15.407,600,0
15.407,700,0
15.407,800,0
15.407,900,0
16.1861,0,0
16.1861,100,0
16.1861,200,0
16.1861,300,0
16.1861,400,0
16.1861,500,0
16.1861,600,0
16.1861,700,0
16.1861,800,0
16.1861,900,0
17.0046,0,250
17.0046,100,607
17.0046,200,614
17.0046,300,441
17.0046,400,271
17.0046,500,153
17.0046,600,90
17.0046,700,65
17.0046,800,43
17.0046,900,32
17.8644,0,0
17.8644,100,0
17.8644,200,0
17.8644,300,0
17.8644,400,0
17.8644,500,0
17.8644,600,0
17.8644,700,0
17.8644,800,0
17.8644,900,0
18.7677,0,0
18.7677,100,0
18.7677,200,0
18.7677,300,0
18.7677,400,0
18.7677,500,0
18.7677,600,0
18.7677,700,0
18.7677,800,0
18.7677,900,0
19.7167,0,302
19.7167,100,691
19.7167,200,586
19.7167,300,393
19.7167,400,293
19.7167,500,135
19.7167,600,84
19.7167,700,54
19.7167,800,39
19.7167,900,31
20.7137,0,0
20.7137,100,0
20.7137,200,0
20.7137,300,0
20.7137,400,0
20.7137,500,0
20.7137,600,0
20.7137,700,0
20.7137,800,0
20.7137,900,0
21.7611,0,0
21.7611,100,0
21.7611,200,0
21.7611,300,0
21.7611,400,0
21.7611,500,0
21.7611,600,0
21.7611,700,0
21.7611,800,0
21.7611,900,0
22.8614,0,443
22.8614,100,778
22.8614,200,581
22.8614,300,366
22.8614,400,200
22.8614,500,110
22.8614,600,46
22.8614,700,39
22.8614,800,24
22.8614,900,17
24.0174,0,0
24.0174,100,0
24.0174,200,0
24.0174,300,0
24.0174,400,0
24.0174,500,0
24.0174,600,0
24.0174,700,0
24.0174,800,0
24.0174,900,0
25.2319,0,0
25.2319,100,0
25.2319,200,0
25.2319,300,0
25.2319,400,0
25.2319,500,0
25.2319,600,0
25.2319,700,0
25.2319,800,0
25.2319,900,0
26.5077,0,0
26.5077,100,0
26.5077,200,0
26.5077,300,0
26.5077,400,0
26.5077,500,0
26.5077,600,0
26.5077,700,0
26.5077,800,0
26.5077,900,0
27.8481,0,569
27.8481,100,854
27.8481,200,600
27.8481,300,295
27.8481,400,113
27.8481,500,53
27.8481,600,35
27.8481,700,23
27.8481,800,13
27.8481,900,8
29.2563,0,0
29.2563,100,0
29.2563,200,0
29.2563,300,0
29.2563,400,0
29.2563,500,0
29.2563,600,0
29.2563,700,0
29.2563,800,0
29.2563,900,0
30.7356,0,0
30.7356,100,0
30.7356,200,0
30.7356,300,0
30.7356,400,0
30.7356,500,0
30.7356,600,0
30.7356,700,0
30.7356,800,0
30.7356,900,0
32.2898,0,798
32.2898,100,990
32.2898,200,478
32.2898,300,157
32.2898,400,95
32.2898,500,39
32.2898,600,26
32.2898,700,8
32.2898,800,2
32.2898,900,5
33.9225,0,0
33.9225,100,0
33.9225,200,0
33.9225,300,0
33.9225,400,0
33.9225,500,0
33.9225,600,0
33.9225,700,0
33.9225,800,0
33.9225,900,0
35.6378,0,0
35.6378,100,0
35.6378,200,0
35.6378,300,0
35.6378,400,0
35.6378,500,0
35.6378,600,0
35.6378,700,0
35.6378,800,0
35.6378,900,0
37.4399,0,0
37.4399,100,0
37.4399,200,0
37.4399,300,0
37.4399,400,0
37.4399,500,0
37.4399,600,0
37.4399,700,0
37.4399,800,0
37.4399,900,0
39.333,0,1442
39.333,100,876
39.333,200,196
39.333,300,63
39.333,400,18
39.333,500,2
39.333,600,7
39.333,700,0
39.333,800,0
39.333,900,0
41.3219,0,0
41.3219,100,0
41.3219,200,0
41.3219,300,0
41.3219,400,0
41.3219,500,0
41.3219,600,0
41.3219,700,0
41.3219,800,0
41.3219,900,0
43.4114,0,0
43.4114,100,0
43.4114,200,0
43.4114,300,0
43.4114,400,0
43.4114,500,0
43.4114,600,0
43.4114,700,0
43.4114,800,0
43.4114,900,0
45.6065,0,0
45.6065,100,0
45.6065,200,0
45.6065,300,0
45.6065,400,0
45.6065,500,0
45.6065,600,0
45.6065,700,0
45.6065,800,0
45.6065,900,0
47.9126,0,0
47.9126,100,0
47.9126,200,0
47.9126,300,0
47.9126,400,0
47.9126,500,0
47.9126,600,0
47.9126,700,0
47.9126,800,0
47.9126,900,0
50.3353,0,0
50.3353,100,0
50.3353,200,0
50.3353,300,0
50.3353,400,0
50.3353,500,0
50.3353,600,0
50.3353,700,0
50.3353,800,0
50.3353,900,0
52.8805,0,0
52.8805,100,0
52.8805,200,0
52.8805,300,0
52.8805,400,0
52.8805,500,0
52.8805,600,0
52.8805,700,0
52.8805,800,0
52.8805,900,0
55.5544,0,0
55.5544,100,0
55.5544,200,0
55.5544,300,0
55.5544,400,0
55.5544,500,0
55.5544,600,0
55.5544,700,0
55.5544,800,0
55.5544,900,0
58.3636,0,0
58.3636,100,0
58.3636,200,0
58.3636,300,0
58.3636,400,0
58.3636,500,0
58.3636,600,0
58.3636,700,0
58.3636,800,0
58.3636,900,0
61.3147,0,0
61.3147,100,0
61.3147,200,0
61.3147,300,0
61.3147,400,0
61.3147,500,0
61.3147,600,0
61.3147,700,0
61.3147,800,0
61.3147,900,0
64.4151,0,0
64.4151,100,0
64.4151,200,0
64.4151,300,0
64.4151,400,0
64.4151,500,0
64.4151,600,0
64.4151,700,0
64.4151,800,0
64.4151,900,0
67.6723,0,0
67.6723,100,0
67.6723,200,0
67.6723,300,0
67.6723,400,0
67.6723,500,0
67.6723,600,0
67.6723,700,0
67.6723,800,0
67.6723,900,0
71.0942,0,0
71.0942,100,0
71.0942,200,0
71.0942,300,0
71.0942,400,0
71.0942,500,0
71.0942,600,0
71.0942,700,0
71.0942,800,0
71.0942,900,0
74.6891,0,0
74.6891,100,0
74.6891,200,0
74.6891,300,0
74.6891,400,0
74.6891,500,0
74.6891,600,0
74.6891,700,0
74.6891,800,0
74.6891,900,0
78.4657,0,0
78.4657,100,0
78.4657,200,0
78.4657,300,0
78.4657,400,0
78.4657,500,0
78.4657,600,0
78.4657,700,0
78.4657,800,0
78.4657,900,0
82.4334,0,0
82.4334,100,0
82.4334,200,0
82.4334,300,0
82.4334,400,0
82.4334,500,0
82.4334,600,0
82.4334,700,0
82.4334,800,0
82.4334,900,0
86.6017,0,0
86.6017,100,0
86.6017,200,0
86.6017,300,0
86.6017,400,0
86.6017,500,0
86.6017,600,0
86.6017,700,0
86.6017,800,0
86.6017,900,0
90.9807,0,0
90.9807,100,0
90.9807,200,0
90.9807,300,0
90.9807,400,0
90.9807,500,0
90.9807,600,0
90.9807,700,0
90.9807,800,0
90.9807,900,0
95.5812,0,0
95.5812,100,0
95.5812,200,0
95.5812,300,0
95.5812,400,0
95.5812,500,0
95.5812,600,0
95.5812,700,0
95.5812,800,0
95.5812,900,0
100.414,0,0
100.414,100,0
100.414,200,0
100.414,300,0
100.414,400,0
100.414,500,0
100.414,600,0
100.414,700,0
100.414,800,0
100.414,900,0
105.492,0,0
105.492,100,0
105.492,200,0
105.492,300,0
105.492,400,0
105.492,500,0
105.492,600,0
105.492,700,0
105.492,800,0
105.492,900,0
110.826,0,0
110.826,100,0
110.826,200,0
110.826,300,0
110.826,400,0
110.826,500,0
110.826,600,0
110.826,700,0
110.826,800,0
110.826,900,0
116.43,0,0
116.43,100,0
116.43,200,0
116.43,300,0
116.43,400,0
116.43,500,0
116.43,600,0
116.43,700,0
116.43,800,0
116.43,900,0
122.317,0,0
122.317,100,0
122.317,200,0
122.317,300,0
122.317,400,0
122.317,500,0
122.317,600,0
122.317,700,0
122.317,800,0
122.317,900,0
128.502,0,0
128.502,100,0
128.502,200,0
128.502,300,0
128.502,400,0
128.502,500,0
128.502,600,0
128.502,700,0
128.502,800,0
128.502,900,0
135,0,0
135,100,0
135,200,0
135,300,0
135,400,0
135,500,0
135,600,0
135,700,0
135,800,0
135,900,0
