m_B,deltaE,nFlux_pi0,nFlux_eta
2.1891,670,17,4
2.1891,680,14,1
2.1891,690,16,9
2.1891,700,12,8
2.1891,710,19,7
2.1891,720,7,4
2.1891,730,9,6
2.1891,740,10,6
2.1891,750,27,6
2.1891,760,15,3
2.1891,770,12,7
2.1891,780,12,2
2.1891,790,28,5
2.1891,800,9,3
2.1891,810,11,12
2.1891,820,12,4
2.1891,830,11,5
2.1891,840,21,10
2.1891,850,12,10
2.1891,860,9,4
2.1891,870,26,6
2.1891,880,19,4
2.1891,890,40,6
2.1891,900,11,9
2.1891,910,6,7
2.1891,920,11,9
2.1891,930,7,4
2.1891,940,10,11
2.1891,950,3,9
2.1891,960,5,6
2.1891,970,6,8
2.1891,980,3,6
2.1891,990,7,14
2.33256,0,0,0
2.33256,10,0,0
2.33256,20,0,0
2.33256,30,0,0
2.33256,40,0,0
2.33256,50,0,0
2.33256,60,0,0
2.33256,70,23,0
2.33256,80,37,0
2.33256,90,39,0
2.33256,100,35,0
2.33256,110,19,0
2.33256,120,22,0
2.33256,130,43,0
2.33256,140,25,0
2.33256,150,49,0
2.33256,160,42,0
2.33256,170,26,0
2.33256,180,34,0
2.33256,190,46,0
2.33256,200,36,0
2.33256,210,48,0
2.33256,220,29,0
2.33256,230,26,0
2.33256,240,30,0
2.33256,250,50,0
2.33256,260,36,0
2.33256,270,45,0
2.33256,280,51,0
2.33256,290,45,2
2.33256,300,35,6
2.33256,310,29,9
2.33256,320,48,3
2.33256,330,42,5
2.33256,340,36,1
2.33256,350,38,0
2.33256,360,32,5
2.33256,370,22,4
2.33256,380,32,2
2.33256,390,41,6
2.33256,400,19,2
2.33256,410,23,3
2.33256,420,25,1
2.33256,430,25,5
2.33256,440,24,5
2.33256,450,35,5
2.33256,460,35,5
2.33256,470,31,2
2.33256,480,48,2
2.33256,490,44,8
2.33256,500,22,1
2.33256,510,25,3
2.33256,520,23,10
2.33256,530,37,9
2.33256,540,21,0
2.33256,550,32,7
2.33256,560,25,0
2.33256,570,41,4
2.33256,580,41,11
2.33256,590,30,3
2.33256,600,19,4
2.33256,610,13,2
2.33256,620,15,4
2.33256,630,20,4
2.33256,640,17,7
2.33256,650,14,0
2.33256,660,21,8
2.33256,670,18,2
2.33256,680,15,3
2.33256,690,13,4
2.33256,700,13,8
2.33256,710,13,1
2.33256,720,10,3
2.33256,730,17,3
2.33256,740,14,4
2.33256,750,19,1
2.33256,760,20,1
2.33256,770,10,8
2.33256,780,13,5
2.33256,790,10,4
2.33256,800,9,5
2.33256,810,12,14
2.33256,820,12,5
2.33256,830,9,6
2.33256,840,12,5
2.33256,850,12,10
2.33256,860,26,7
2.33256,870,21,5
2.33256,880,26,2
2.33256,890,43,12
2.33256,900,14,9
2.33256,910,12,9
2.33256,920,6,5
2.33256,930,10,5
2.33256,940,12,5
2.33256,950,5,7
2.33256,960,10,5
2.33256,970,13,6
2.33256,980,7,10
2.33256,990,10,16
2.48543,0,0,0
2.48543,10,0,0
2.48543,20,0,0
2.48543,30,0,0
2.48543,40,0,0
2.48543,50,0,0
2.48543,60,0,0
2.48543,70,31,0
2.48543,80,55,0
2.48543,90,23,0
2.48543,100,30,0
2.48543,110,32,0
2.48543,120,28,0
2.48543,130,44,0
2.48543,140,36,0
2.48543,150,44,0
2.48543,160,43,0
2.48543,170,29,0
2.48543,180,48,0
2.48543,190,49,0
2.48543,200,26,0
2.48543,210,45,0
2.48543,220,42,0
2.48543,230,33,0
2.48543,240,31,0
2.48543,250,55,0
2.48543,260,33,0
2.48543,270,33,0
2.48543,280,44,1
2.48543,290,33,1
2.48543,300,22,7
2.48543,310,24,1
2.48543,320,44,7
2.48543,330,56,5
2.48543,340,39,3
2.48543,350,41,2
2.48543,360,34,7
2.48543,370,22,5
2.48543,380,29,2
2.48543,390,37,1
2.48543,400,30,3
2.48543,410,15,5
2.48543,420,31,0
2.48543,430,20,2
2.48543,440,32,2
2.48543,450,27,1
2.48543,460,29,4
2.48543,470,29,2
2.48543,480,52,4
2.48543,490,39,8
2.48543,500,28,1
2.48543,510,31,12
2.48543,520,29,8
2.48543,530,35,11
2.48543,540,25,3
2.48543,550,30,5
2.48543,560,26,4
2.48543,570,34,1
2.48543,580,31,12
2.48543,590,30,7
2.48543,600,18,0
2.48543,610,21,5
2.48543,620,12,4
2.48543,630,20,5
2.48543,640,18,7
2.48543,650,20,3
2.48543,660,29,9
2.48543,670,17,4
2.48543,680,18,4
2.48543,690,19,6
2.48543,700,6,10
2.48543,710,15,4
2.48543,720,8,8
2.48543,730,9,6
2.48543,740,8,5
2.48543,750,23,7
2.48543,760,27,1
2.48543,770,15,8
2.48543,780,12,5
2.48543,790,10,3
2.48543,800,9,6
2.48543,810,4,5
2.48543,820,10,4
2.48543,830,12,2
2.48543,840,17,9
2.48543,850,11,8
2.48543,860,10,5
2.48543,870,17,2
2.48543,880,31,1
2.48543,890,31,6
2.48543,900,21,18
2.48543,910,16,9
2.48543,920,11,3
2.48543,930,3,4
2.48543,940,12,5
2.48543,950,7,5
2.48543,960,5,4
2.48543,970,3,7
2.48543,980,5,14
2.48543,990,5,7
2.64831,0,0,0
2.64831,10,0,0
2.64831,20,0,0
2.64831,30,0,0
2.64831,40,0,0
2.64831,50,0,0
2.64831,60,0,0
2.64831,70,22,0
2.64831,80,47,0
2.64831,90,36,0
2.64831,100,37,0
2.64831,110,25,0
2.64831,120,30,0
2.64831,130,28,0
2.64831,140,26,0
2.64831,150,48,0
2.64831,160,31,0
2.64831,170,20,0
2.64831,180,33,0
2.64831,190,44,0
2.64831,200,28,0
2.64831,210,36,0
2.64831,220,41,0
2.64831,230,32,0
2.64831,240,34,0
2.64831,250,50,0
2.64831,260,37,0
2.64831,270,41,0
2.64831,280,44,2
2.64831,290,27,3
2.64831,300,35,3
2.64831,310,38,4
2.64831,320,45,1
2.64831,330,38,2
2.64831,340,34,4
2.64831,350,46,5
2.64831,360,31,7
2.64831,370,23,4
2.64831,380,25,9
2.64831,390,26,1
2.64831,400,28,4
2.64831,410,16,3
2.64831,420,35,0
2.64831,430,25,1
2.64831,440,28,5
2.64831,450,23,0
2.64831,460,37,3
2.64831,470,27,3
2.64831,480,44,2
2.64831,490,42,4
2.64831,500,26,2
2.64831,510,33,12
2.64831,520,21,3
2.64831,530,26,10
2.64831,540,38,2
2.64831,550,23,5
2.64831,560,29,4
2.64831,570,31,3
2.64831,580,42,6
2.64831,590,31,4
2.64831,600,29,2
2.64831,610,28,5
2.64831,620,14,3
2.64831,630,13,7
2.64831,640,17,5
2.64831,650,22,1
2.64831,660,25,3
2.64831,670,20,3
2.64831,680,14,4
2.64831,690,14,4
2.64831,700,14,8
2.64831,710,16,5
2.64831,720,6,5
2.64831,730,25,6
2.64831,740,9,7
2.64831,750,14,2
2.64831,760,15,3
2.64831,770,11,12
2.64831,780,17,4
2.64831,790,16,3
2.64831,800,5,4
2.64831,810,10,9
2.64831,820,11,1
2.64831,830,20,7
2.64831,840,22,6
2.64831,850,18,9
2.64831,860,12,4
2.64831,870,22,2
2.64831,880,25,2
2.64831,890,35,8
2.64831,900,8,6
2.64831,910,6,12
2.64831,920,10,8
2.64831,930,10,4
2.64831,940,7,7
2.64831,950,4,4
2.64831,960,3,5
2.64831,970,4,11
2.64831,980,5,3
2.64831,990,9,18
2.82187,0,0,0
2.82187,10,0,0
2.82187,20,0,0
2.82187,30,0,0
2.82187,40,0,0
2.82187,50,0,0
2.82187,60,0,0
2.82187,70,27,0
2.82187,80,50,0
2.82187,90,31,0
2.82187,100,41,0
2.82187,110,25,0
2.82187,120,16,0
2.82187,130,31,0
2.82187,140,25,0
2.82187,150,41,0
2.82187,160,41,0
2.82187,170,22,0
2.82187,180,45,0
2.82187,190,45,0
2.82187,200,35,0
2.82187,210,43,0
2.82187,220,25,0
2.82187,230,24,0
2.82187,240,30,0
2.82187,250,37,0
2.82187,260,26,0
2.82187,270,32,0
2.82187,280,50,3
2.82187,290,42,6
2.82187,300,28,7
2.82187,310,30,4
2.82187,320,49,2
2.82187,330,29,7
2.82187,340,30,2
2.82187,350,36,3
2.82187,360,20,2
2.82187,370,21,1
2.82187,380,38,6
2.82187,390,39,0
2.82187,400,30,2
2.82187,410,20,4
2.82187,420,30,0
2.82187,430,27,2
2.82187,440,30,9
2.82187,450,29,6
2.82187,460,30,6
2.82187,470,32,6
2.82187,480,42,1
2.82187,490,36,6
2.82187,500,28,0
2.82187,510,38,9
2.82187,520,24,6
2.82187,530,35,9
2.82187,540,23,0
2.82187,550,28,6
2.82187,560,24,4
2.82187,570,37,3
2.82187,580,49,10
2.82187,590,23,5
2.82187,600,20,2
2.82187,610,17,9
2.82187,620,16,7
2.82187,630,18,2
2.82187,640,17,3
2.82187,650,22,0
2.82187,660,24,2
2.82187,670,20,1
2.82187,680,15,1
2.82187,690,12,6
2.82187,700,20,8
2.82187,710,13,5
2.82187,720,9,7
2.82187,730,17,6
2.82187,740,12,6
2.82187,750,21,6
2.82187,760,15,4
2.82187,770,11,7
2.82187,780,16,2
2.82187,790,14,3
2.82187,800,14,4
2.82187,810,9,11
2.82187,820,10,2
2.82187,830,12,4
2.82187,840,16,6
2.82187,850,21,7
2.82187,860,19,6
2.82187,870,19,4
2.82187,880,36,4
2.82187,890,37,13
2.82187,900,12,7
2.82187,910,12,10
2.82187,920,5,5
2.82187,930,9,8
2.82187,940,8,7
2.82187,950,7,3
2.82187,960,5,5
2.82187,970,6,8
2.82187,980,2,4
2.82187,990,8,21
3.0068,0,0,0
3.0068,10,0,0
3.0068,20,0,0
3.0068,30,0,0
3.0068,40,0,0
3.0068,50,0,0
3.0068,60,0,0
3.0068,70,30,0
3.0068,80,42,0
3.0068,90,34,0
3.0068,100,30,0
3.0068,110,38,0
3.0068,120,24,0
3.0068,130,42,0
3.0068,140,28,0
3.0068,150,49,0
3.0068,160,48,0
3.0068,170,15,0
3.0068,180,35,0
3.0068,190,55,0
3.0068,200,33,0
3.0068,210,36,0
3.0068,220,36,0
3.0068,230,23,0
3.0068,240,35,0
3.0068,250,31,0
3.0068,260,37,0
3.0068,270,35,0
3.0068,280,43,4
3.0068,290,37,2
3.0068,300,26,4
3.0068,310,30,2
3.0068,320,44,8
3.0068,330,39,6
3.0068,340,28,3
3.0068,350,37,2
3.0068,360,27,2
3.0068,370,23,2
3.0068,380,30,3
3.0068,390,46,0
3.0068,400,31,4
3.0068,410,27,4
3.0068,420,26,2
3.0068,430,26,2
3.0068,440,26,1
3.0068,450,39,1
3.0068,460,23,6
3.0068,470,33,2
3.0068,480,41,1
3.0068,490,38,10
3.0068,500,23,3
3.0068,510,26,18
3.0068,520,28,6
3.0068,530,38,14
3.0068,540,35,4
3.0068,550,28,3
3.0068,560,16,3
3.0068,570,43,7
3.0068,580,38,12
3.0068,590,35,5
3.0068,600,17,0
3.0068,610,12,11
3.0068,620,19,1
3.0068,630,18,2
3.0068,640,19,8
3.0068,650,25,3
3.0068,660,11,7
3.0068,670,18,2
3.0068,680,13,3
3.0068,690,16,4
3.0068,700,15,8
3.0068,710,12,5
3.0068,720,10,7
3.0068,730,11,2
3.0068,740,17,11
3.0068,750,19,1
3.0068,760,13,4
3.0068,770,10,4
3.0068,780,27,7
3.0068,790,10,4
3.0068,800,13,5
3.0068,810,15,13
3.0068,820,10,6
3.0068,830,15,4
3.0068,840,14,11
3.0068,850,13,17
3.0068,860,12,7
3.0068,870,19,4
3.0068,880,33,2
3.0068,890,26,9
3.0068,900,18,10
3.0068,910,7,9
3.0068,920,4,10
3.0068,930,10,4
3.0068,940,8,7
3.0068,950,6,6
3.0068,960,7,7
3.0068,970,1,8
3.0068,980,6,4
3.0068,990,6,16
3.20385,0,0,0
3.20385,10,0,0
3.20385,20,0,0
3.20385,30,0,0
3.20385,40,0,0
3.20385,50,0,0
3.20385,60,0,0
3.20385,70,26,0
3.20385,80,41,0
3.20385,90,29,0
3.20385,100,37,0
3.20385,110,27,0
3.20385,120,29,0
3.20385,130,34,0
3.20385,140,31,0
3.20385,150,39,0
3.20385,160,35,0
3.20385,170,23,0
3.20385,180,44,0
3.20385,190,43,0
3.20385,200,37,0
3.20385,210,28,0
3.20385,220,43,0
3.20385,230,42,0
3.20385,240,28,0
3.20385,250,46,0
3.20385,260,41,0
3.20385,270,27,0
3.20385,280,54,2
3.20385,290,30,2
3.20385,300,31,4
3.20385,310,34,1
3.20385,320,34,1
3.20385,330,34,7
3.20385,340,29,0
3.20385,350,39,1
3.20385,360,27,3
3.20385,370,15,3
3.20385,380,33,2
3.20385,390,44,2
3.20385,400,42,1
3.20385,410,20,4
3.20385,420,29,0
3.20385,430,22,6
3.20385,440,33,7
3.20385,450,37,6
3.20385,460,40,6
3.20385,470,33,2
3.20385,480,40,2
3.20385,490,36,10
3.20385,500,25,2
3.20385,510,38,11
3.20385,520,20,4
3.20385,530,25,8
3.20385,540,45,3
3.20385,550,28,7
3.20385,560,38,2
3.20385,570,38,2
3.20385,580,31,12
3.20385,590,37,5
3.20385,600,29,3
3.20385,610,18,6
3.20385,620,10,6
3.20385,630,18,5
3.20385,640,16,4
3.20385,650,26,2
3.20385,660,27,5
3.20385,670,19,5
3.20385,680,20,5
3.20385,690,12,4
3.20385,700,15,12
3.20385,710,9,8
3.20385,720,10,6
3.20385,730,18,7
3.20385,740,21,5
3.20385,750,18,6
3.20385,760,16,1
3.20385,770,13,8
3.20385,780,21,5
3.20385,790,15,5
3.20385,800,11,6
3.20385,810,7,15
3.20385,820,10,4
3.20385,830,12,4
3.20385,840,7,8
3.20385,850,14,7
3.20385,860,15,7
3.20385,870,18,4
3.20385,880,32,3
3.20385,890,39,9
3.20385,900,7,8
3.20385,910,11,9
3.20385,920,10,4
3.20385,930,12,3
3.20385,940,9,11
3.20385,950,4,8
3.20385,960,9,2
3.20385,970,5,9
3.20385,980,7,2
3.20385,990,6,19
3.41382,0,0,0
3.41382,10,0,0
3.41382,20,0,0
3.41382,30,0,0
3.41382,40,0,0
3.41382,50,0,0
3.41382,60,0,0
3.41382,70,30,0
3.41382,80,51,0
3.41382,90,38,0
3.41382,100,34,0
3.41382,110,24,0
3.41382,120,33,0
3.41382,130,45,0
3.41382,140,22,0
3.41382,150,44,0
3.41382,160,50,0
3.41382,170,30,0
3.41382,180,52,0
3.41382,190,38,0
3.41382,200,25,0
3.41382,210,35,0
3.41382,220,36,0
3.41382,230,31,0
3.41382,240,34,0
3.41382,250,31,0
3.41382,260,33,0
3.41382,270,33,0
3.41382,280,44,1
3.41382,290,47,2
3.41382,300,30,7
3.41382,310,24,1
3.41382,320,38,1
3.41382,330,29,9
3.41382,340,32,2
3.41382,350,40,0
3.41382,360,39,3
3.41382,370,17,4
3.41382,380,21,2
3.41382,390,37,4
3.41382,400,25,3
3.41382,410,21,3
3.41382,420,28,1
3.41382,430,19,7
3.41382,440,34,5
3.41382,450,37,9
3.41382,460,32,10
3.41382,470,31,1
3.41382,480,33,0
3.41382,490,50,4
3.41382,500,14,0
3.41382,510,30,15
3.41382,520,21,4
3.41382,530,27,9
3.41382,540,36,1
3.41382,550,29,2
3.41382,560,31,3
3.41382,570,34,4
3.41382,580,33,9
3.41382,590,17,4
3.41382,600,20,2
3.41382,610,19,9
3.41382,620,6,1
3.41382,630,18,4
3.41382,640,19,6
3.41382,650,16,2
3.41382,660,16,8
3.41382,670,14,5
3.41382,680,15,3
3.41382,690,18,5
3.41382,700,19,15
3.41382,710,11,3
3.41382,720,16,4
3.41382,730,13,4
3.41382,740,16,5
3.41382,750,26,0
3.41382,760,14,4
3.41382,770,18,6
3.41382,780,14,4
3.41382,790,9,6
3.41382,800,10,6
3.41382,810,10,9
3.41382,820,10,6
3.41382,830,17,3
3.41382,840,14,12
3.41382,850,15,14
3.41382,860,17,7
3.41382,870,17,5
3.41382,880,22,6
3.41382,890,53,13
3.41382,900,9,9
3.41382,910,10,8
3.41382,920,9,5
3.41382,930,7,4
3.41382,940,7,9
3.41382,950,6,5
3.41382,960,9,6
3.41382,970,10,5
3.41382,980,5,3
3.41382,990,6,17
3.63755,0,0,0
3.63755,10,0,0
3.63755,20,0,0
3.63755,30,0,0
3.63755,40,0,0
3.63755,50,0,0
3.63755,60,0,0
3.63755,70,27,0
3.63755,80,46,0
3.63755,90,39,0
3.63755,100,30,0
3.63755,110,28,0
3.63755,120,19,0
3.63755,130,27,0
3.63755,140,29,0
3.63755,150,36,0
3.63755,160,34,0
3.63755,170,22,0
3.63755,180,34,0
3.63755,190,34,0
3.63755,200,35,0
3.63755,210,32,0
3.63755,220,51,0
3.63755,230,30,0
3.63755,240,32,0
3.63755,250,33,0
3.63755,260,29,0
3.63755,270,29,0
3.63755,280,49,1
3.63755,290,36,3
3.63755,300,28,6
3.63755,310,37,1
3.63755,320,47,4
3.63755,330,37,6
3.63755,340,34,3
3.63755,350,47,0
3.63755,360,30,4
3.63755,370,21,3
3.63755,380,26,7
3.63755,390,27,3
3.63755,400,34,2
3.63755,410,19,4
3.63755,420,28,1
3.63755,430,24,2
3.63755,440,40,0
3.63755,450,26,6
3.63755,460,25,6
3.63755,470,32,2
3.63755,480,40,0
3.63755,490,31,7
3.63755,500,25,6
3.63755,510,41,7
3.63755,520,25,6
3.63755,530,26,10
3.63755,540,33,2
3.63755,550,42,2
3.63755,560,22,7
3.63755,570,49,2
3.63755,580,42,6
3.63755,590,21,1
3.63755,600,26,6
3.63755,610,18,11
3.63755,620,13,5
3.63755,630,16,8
3.63755,640,15,5
3.63755,650,20,1
3.63755,660,18,3
3.63755,670,14,5
3.63755,680,15,6
3.63755,690,21,7
3.63755,700,8,6
3.63755,710,19,7
3.63755,720,6,5
3.63755,730,8,5
3.63755,740,18,5
3.63755,750,13,0
3.63755,760,22,1
3.63755,770,15,5
3.63755,780,18,5
3.63755,790,17,4
3.63755,800,6,2
3.63755,810,15,10
3.63755,820,7,1
3.63755,830,11,9
3.63755,840,21,14
3.63755,850,12,6
3.63755,860,17,8
3.63755,870,23,4
3.63755,880,46,2
3.63755,890,35,14
3.63755,900,13,8
3.63755,910,6,10
3.63755,920,9,8
3.63755,930,8,3
3.63755,940,12,11
3.63755,950,5,8
3.63755,960,4,6
3.63755,970,12,7
3.63755,980,3,4
3.63755,990,7,17
3.87593,0,0,0
3.87593,10,0,0
3.87593,20,0,0
3.87593,30,0,0
3.87593,40,0,0
3.87593,50,0,0
3.87593,60,0,0
3.87593,70,49,0
3.87593,80,42,0
3.87593,90,33,0
3.87593,100,27,0
3.87593,110,34,0
3.87593,120,20,0
3.87593,130,28,0
3.87593,140,22,0
3.87593,150,36,0
3.87593,160,33,0
3.87593,170,24,0
3.87593,180,49,0
3.87593,190,57,0
3.87593,200,41,0
3.87593,210,38,0
3.87593,220,45,0
3.87593,230,33,0
3.87593,240,39,0
3.87593,250,36,0
3.87593,260,33,0
3.87593,270,24,0
3.87593,280,39,0
3.87593,290,37,5
3.87593,300,23,3
3.87593,310,36,3
3.87593,320,44,4
3.87593,330,42,6
3.87593,340,26,5
3.87593,350,52,2
3.87593,360,32,5
3.87593,370,16,3
3.87593,380,25,3
3.87593,390,24,5
3.87593,400,31,3
3.87593,410,29,1
3.87593,420,20,0
3.87593,430,23,7
3.87593,440,30,3
3.87593,450,26,6
3.87593,460,32,8
3.87593,470,38,0
3.87593,480,34,2
3.87593,490,32,9
3.87593,500,19,2
3.87593,510,27,13
3.87593,520,28,3
3.87593,530,20,9
3.87593,540,29,1
3.87593,550,37,6
3.87593,560,18,3
3.87593,570,34,3
3.87593,580,40,12
3.87593,590,22,3
3.87593,600,30,2
3.87593,610,16,8
3.87593,620,15,2
3.87593,630,18,6
3.87593,640,17,3
3.87593,650,20,1
3.87593,660,20,5
3.87593,670,19,4
3.87593,680,14,4
3.87593,690,18,4
3.87593,700,13,7
3.87593,710,17,1
3.87593,720,12,8
3.87593,730,15,2
3.87593,740,15,4
3.87593,750,22,2
3.87593,760,12,2
3.87593,770,13,8
3.87593,780,16,3
3.87593,790,9,7
3.87593,800,9,4
3.87593,810,15,7
3.87593,820,15,2
3.87593,830,15,6
3.87593,840,10,10
3.87593,850,20,8
3.87593,860,22,8
3.87593,870,15,2
3.87593,880,27,2
3.87593,890,36,7
3.87593,900,14,10
3.87593,910,6,6
3.87593,920,1,7
3.87593,930,8,7
3.87593,940,7,9
3.87593,950,10,5
3.87593,960,0,11
3.87593,970,7,10
3.87593,980,12,5
3.87593,990,3,18
4.12995,0,0,0
4.12995,10,0,0
4.12995,20,0,0
4.12995,30,0,0
4.12995,40,0,0
4.12995,50,0,0
4.12995,60,0,0
4.12995,70,34,0
4.12995,80,45,0
4.12995,90,31,0
4.12995,100,34,0
4.12995,110,26,0
4.12995,120,26,0
4.12995,130,29,0
4.12995,140,21,0
4.12995,150,43,0
4.12995,160,45,0
4.12995,170,25,0
4.12995,180,41,0
4.12995,190,42,0
4.12995,200,49,0
4.12995,210,28,0
4.12995,220,38,0
4.12995,230,24,0
4.12995,240,28,0
4.12995,250,39,0
4.12995,260,36,0
4.12995,270,22,0
4.12995,280,37,1
4.12995,290,25,7
4.12995,300,31,7
4.12995,310,36,5
4.12995,320,35,5
4.12995,330,39,5
4.12995,340,25,2
4.12995,350,48,3
4.12995,360,33,2
4.12995,370,23,10
4.12995,380,29,2
4.12995,390,36,5
4.12995,400,36,1
4.12995,410,25,4
4.12995,420,28,0
4.12995,430,25,6
4.12995,440,30,4
4.12995,450,33,1
4.12995,460,49,5
4.12995,470,33,1
4.12995,480,36,1
4.12995,490,36,7
4.12995,500,21,4
4.12995,510,33,9
4.12995,520,27,6
4.12995,530,24,19
4.12995,540,32,2
4.12995,550,22,3
4.12995,560,25,1
4.12995,570,36,4
4.12995,580,45,20
4.12995,590,27,5
4.12995,600,18,3
4.12995,610,9,5
4.12995,620,14,7
4.12995,630,27,4
4.12995,640,23,3
4.12995,650,23,2
4.12995,660,14,6
4.12995,670,21,1
4.12995,680,13,4
4.12995,690,16,6
4.12995,700,23,6
4.12995,710,17,3
4.12995,720,13,9
4.12995,730,12,1
4.12995,740,16,6
4.12995,750,18,7
4.12995,760,15,5
4.12995,770,17,11
4.12995,780,18,6
4.12995,790,13,5
4.12995,800,10,4
4.12995,810,4,14
4.12995,820,14,5
4.12995,830,12,5
4.12995,840,11,9
4.12995,850,19,3
4.12995,860,12,9
4.12995,870,18,2
4.12995,880,28,6
4.12995,890,38,12
4.12995,900,6,14
4.12995,910,5,11
4.12995,920,9,10
4.12995,930,8,10
4.12995,940,14,3
4.12995,950,10,2
4.12995,960,3,4
4.12995,970,6,6
4.12995,980,6,8
4.12995,990,5,15
4.4006,0,0,0
4.4006,10,0,0
4.4006,20,0,0
4.4006,30,0,0
4.4006,40,0,0
4.4006,50,0,0
4.4006,60,0,0
4.4006,70,34,0
4.4006,80,40,0
4.4006,90,41,0
4.4006,100,26,0
4.4006,110,22,0
4.4006,120,28,0
4.4006,130,25,0
4.4006,140,25,0
4.4006,150,42,0
4.4006,160,31,0
4.4006,170,17,0
4.4006,180,47,0
4.4006,190,30,0
4.4006,200,40,0
4.4006,210,34,0
4.4006,220,36,0
4.4006,230,33,0
4.4006,240,26,0
4.4006,250,43,0
4.4006,260,38,0
4.4006,270,16,0
4.4006,280,48,2
4.4006,290,28,2
4.4006,300,26,8
4.4006,310,46,6
4.4006,320,44,3
4.4006,330,39,3
4.4006,340,26,4
4.4006,350,37,0
4.4006,360,26,6
4.4006,370,16,1
4.4006,380,33,5
4.4006,390,32,1
4.4006,400,31,5
4.4006,410,17,3
4.4006,420,39,0
4.4006,430,28,1
4.4006,440,31,2
4.4006,450,38,3
4.4006,460,28,6
4.4006,470,23,1
4.4006,480,32,2
4.4006,490,19,5
4.4006,500,24,5
4.4006,510,38,17
4.4006,520,31,4
4.4006,530,21,7
4.4006,540,38,4
4.4006,550,35,4
4.4006,560,25,2
4.4006,570,38,8
4.4006,580,39,18
4.4006,590,20,4
4.4006,600,15,1
4.4006,610,19,10
4.4006,620,15,6
4.4006,630,19,6
4.4006,640,28,1
4.4006,650,20,2
4.4006,660,17,5
4.4006,670,23,1
4.4006,680,18,6
4.4006,690,15,3
4.4006,700,18,6
4.4006,710,16,6
4.4006,720,8,11
4.4006,730,16,1
4.4006,740,16,5
4.4006,750,21,5
4.4006,760,16,2
4.4006,770,21,7
4.4006,780,17,2
4.4006,790,11,6
4.4006,800,9,3
4.4006,810,15,8
4.4006,820,14,2
4.4006,830,12,4
4.4006,840,7,12
4.4006,850,18,6
4.4006,860,16,8
4.4006,870,32,5
4.4006,880,26,1
4.4006,890,51,17
4.4006,900,4,5
4.4006,910,7,5
4.4006,920,5,2
4.4006,930,14,4
4.4006,940,9,6
4.4006,950,5,8
4.4006,960,7,8
4.4006,970,9,14
4.4006,980,7,5
4.4006,990,5,13
4.689,0,0,0
4.689,10,0,0
4.689,20,0,0
4.689,30,0,0
4.689,40,0,0
4.689,50,0,0
4.689,60,0,0
4.689,70,41,0
4.689,80,47,0
4.689,90,34,0
4.689,100,40,0
4.689,110,18,0
4.689,120,33,0
4.689,130,36,0
4.689,140,28,0
4.689,150,44,0
4.689,160,31,0
4.689,170,24,0
4.689,180,38,0
4.689,190,38,0
4.689,200,36,0
4.689,210,30,0
4.689,220,34,0
4.689,230,24,0
4.689,240,33,0
4.689,250,45,0
4.689,260,47,0
4.689,270,34,0
4.689,280,54,2
4.689,290,33,2
4.689,300,27,2
4.689,310,35,2
4.689,320,29,1
4.689,330,52,6
4.689,340,25,0
4.689,350,39,2
4.689,360,34,0
4.689,370,16,3
4.689,380,45,4
4.689,390,30,1
4.689,400,31,4
4.689,410,25,3
4.689,420,34,0
4.689,430,35,3
4.689,440,29,3
4.689,450,46,10
4.689,460,29,4
4.689,470,42,0
4.689,480,38,3
4.689,490,34,8
4.689,500,30,1
4.689,510,30,15
4.689,520,26,6
4.689,530,20,10
4.689,540,27,1
4.689,550,27,4
4.689,560,21,0
4.689,570,34,2
4.689,580,41,14
4.689,590,22,5
4.689,600,22,6
4.689,610,16,5
4.689,620,13,2
4.689,630,20,10
4.689,640,18,3
4.689,650,21,1
4.689,660,22,4
4.689,670,23,2
4.689,680,11,2
4.689,690,21,3
4.689,700,19,6
4.689,710,17,2
4.689,720,11,4
4.689,730,10,6
4.689,740,17,4
4.689,750,24,0
4.689,760,11,2
4.689,770,20,10
4.689,780,15,4
4.689,790,12,3
4.689,800,7,6
4.689,810,10,9
4.689,820,14,5
4.689,830,9,6
4.689,840,17,7
4.689,850,15,8
4.689,860,13,8
4.689,870,22,2
4.689,880,36,2
4.689,890,38,19
4.689,900,9,9
4.689,910,7,8
4.689,920,5,3
4.689,930,14,5
4.689,940,9,7
4.689,950,3,5
4.689,960,6,6
4.689,970,6,12
4.689,980,1,5
4.689,990,12,23
4.99629,0,0,0
4.99629,10,0,0
4.99629,20,0,0
4.99629,30,0,0
4.99629,40,0,0
4.99629,50,0,0
4.99629,60,0,0
4.99629,70,36,0
4.99629,80,40,0
4.99629,90,35,0
4.99629,100,33,0
4.99629,110,23,0
4.99629,120,34,0
4.99629,130,35,0
4.99629,140,32,0
4.99629,150,40,0
4.99629,160,32,0
4.99629,170,25,0
4.99629,180,48,0
4.99629,190,35,0
4.99629,200,27,0
4.99629,210,28,0
4.99629,220,34,0
4.99629,230,33,0
4.99629,240,32,0
4.99629,250,43,0
4.99629,260,21,0
4.99629,270,28,0
4.99629,280,54,0
4.99629,290,33,4
4.99629,300,19,4
4.99629,310,41,3
4.99629,320,29,1
4.99629,330,44,5
4.99629,340,30,6
4.99629,350,31,1
4.99629,360,29,5
4.99629,370,23,3
4.99629,380,38,2
4.99629,390,38,1
4.99629,400,21,3
4.99629,410,20,2
4.99629,420,29,0
4.99629,430,27,5
4.99629,440,33,7
4.99629,450,31,4
