m_B,deltaE,nFlux_pi0,nFlux_eta
1.08898,140,34,0
1.08898,150,29,0
1.08898,160,33,0
1.08898,170,33,0
1.08898,180,25,0
1.08898,190,27,0
1.08898,200,31,0
1.08898,210,21,0
1.08898,220,32,0
1.08898,230,33,0
1.08898,240,54,0
1.08898,250,26,0
1.08898,260,21,0
1.08898,270,25,0
1.08898,280,30,2
1.08898,290,34,1
1.08898,300,37,1
1.08898,310,49,1
1.08898,320,51,2
1.08898,330,35,1
1.08898,340,17,6
1.08898,350,38,4
1.08898,360,40,1
1.08898,370,44,4
1.08898,380,31,5
1.08898,390,43,10
1.08898,400,30,2
1.08898,410,19,3
1.08898,420,42,2
1.08898,430,43,2
1.08898,440,35,1
1.08898,450,36,7
1.08898,460,22,4
1.08898,470,35,8
1.08898,480,82,5
1.08898,490,55,3
1.08898,500,37,2
1.08898,510,27,1
1.08898,520,24,3
1.08898,530,25,7
1.08898,540,20,13
1.08898,550,28,9
1.08898,560,24,4
1.08898,570,32,6
1.08898,580,49,7
1.08898,590,57,7
1.08898,600,24,4
1.08898,610,21,2
1.08898,620,12,4
1.08898,630,17,6
1.08898,640,16,7
1.08898,650,23,0
1.08898,660,27,2
1.08898,670,26,8
1.08898,680,22,5
1.08898,690,18,0
1.08898,700,21,5
1.08898,710,18,3
1.08898,720,14,7
1.08898,730,13,6
1.08898,740,24,5
1.08898,750,11,6
1.08898,760,18,2
1.08898,770,24,0
1.08898,780,16,2
1.08898,790,14,3
1.08898,800,11,2
1.08898,810,19,3
1.08898,820,34,5
1.08898,830,14,7
1.08898,840,9,3
1.08898,850,12,6
1.08898,860,7,4
1.08898,870,9,2
1.08898,880,8,5
1.08898,890,9,4
1.08898,900,8,9
1.08898,910,19,10
1.08898,920,16,4
1.08898,930,12,3
1.08898,940,11,4
1.08898,950,9,1
1.08898,960,9,2
1.08898,970,5,7
1.08898,980,3,8
1.08898,990,3,4
1.16034,0,0,0
1.16034,10,0,0
1.16034,20,0,0
1.16034,30,0,0
1.16034,40,0,0
1.16034,50,0,0
1.16034,60,0,0
1.16034,70,35,0
1.16034,80,47,0
1.16034,90,38,0
1.16034,100,19,0
1.16034,110,23,0
1.16034,120,33,0
1.16034,130,31,0
1.16034,140,39,0
1.16034,150,39,0
1.16034,160,42,0
1.16034,170,29,0
1.16034,180,21,0
1.16034,190,26,0
1.16034,200,32,0
1.16034,210,27,0
1.16034,220,33,0
1.16034,230,31,0
1.16034,240,44,0
1.16034,250,22,0
1.16034,260,27,0
1.16034,270,28,0
1.16034,280,34,4
1.16034,290,28,0
1.16034,300,36,1
1.16034,310,59,1
1.16034,320,33,0
1.16034,330,31,1
1.16034,340,28,3
1.16034,350,29,2
1.16034,360,48,3
1.16034,370,60,5
1.16034,380,29,4
1.16034,390,35,7
1.16034,400,39,1
1.16034,410,32,5
1.16034,420,31,0
1.16034,430,38,3
1.16034,440,45,0
1.16034,450,37,5
1.16034,460,20,1
1.16034,470,32,7
1.16034,480,65,7
1.16034,490,55,2
1.16034,500,30,7
1.16034,510,23,0
1.16034,520,25,4
1.16034,530,23,5
1.16034,540,17,10
1.16034,550,25,7
1.16034,560,20,1
1.16034,570,32,7
1.16034,580,37,5
1.16034,590,62,12
1.16034,600,20,4
1.16034,610,19,4
1.16034,620,15,6
1.16034,630,21,4
1.16034,640,24,5
1.16034,650,24,5
1.16034,660,13,3
1.16034,670,16,7
1.16034,680,25,1
1.16034,690,18,2
1.16034,700,17,7
1.16034,710,19,7
1.16034,720,17,3
1.16034,730,25,7
1.16034,740,17,6
1.16034,750,11,1
1.16034,760,18,2
1.16034,770,15,2
1.16034,780,11,6
1.16034,790,22,0
1.16034,800,13,3
1.16034,810,12,8
1.16034,820,34,9
1.16034,830,5,5
1.16034,840,11,7
1.16034,850,8,7
1.16034,860,10,6
1.16034,870,6,2
1.16034,880,11,4
1.16034,890,12,1
1.16034,900,9,5
1.16034,910,16,5
1.16034,920,5,4
1.16034,930,11,2
1.16034,940,8,5
1.16034,950,5,2
1.16034,960,8,7
1.16034,970,7,10
1.16034,980,9,10
1.16034,990,9,5
1.23639,0,0,0
1.23639,10,0,0
1.23639,20,0,0
1.23639,30,0,0
1.23639,40,0,0
1.23639,50,0,0
1.23639,60,0,0
1.23639,70,23,0
1.23639,80,39,0
1.23639,90,47,0
1.23639,100,35,0
1.23639,110,31,0
1.23639,120,35,0
1.23639,130,22,0
1.23639,140,41,0
1.23639,150,34,0
1.23639,160,36,0
1.23639,170,24,0
1.23639,180,29,0
1.23639,190,27,0
1.23639,200,46,0
1.23639,210,23,0
1.23639,220,36,0
1.23639,230,33,0
1.23639,240,55,0
1.23639,250,25,0
1.23639,260,17,0
1.23639,270,38,0
1.23639,280,34,3
1.23639,290,21,2
1.23639,300,34,4
1.23639,310,66,5
1.23639,320,30,1
1.23639,330,39,3
1.23639,340,19,3
1.23639,350,33,5
1.23639,360,51,1
1.23639,370,52,6
1.23639,380,20,4
1.23639,390,44,7
1.23639,400,38,3
1.23639,410,35,3
1.23639,420,24,2
1.23639,430,45,5
1.23639,440,40,3
1.23639,450,31,5
1.23639,460,28,0
1.23639,470,29,9
1.23639,480,69,5
1.23639,490,44,3
1.23639,500,32,6
1.23639,510,19,3
1.23639,520,22,1
1.23639,530,24,8
1.23639,540,21,10
1.23639,550,28,12
1.23639,560,31,0
1.23639,570,23,2
1.23639,580,37,5
1.23639,590,61,8
1.23639,600,17,5
1.23639,610,28,3
1.23639,620,21,5
1.23639,630,15,8
1.23639,640,22,2
1.23639,650,21,4
1.23639,660,30,5
1.23639,670,17,2
1.23639,680,21,5
1.23639,690,28,2
1.23639,700,17,3
1.23639,710,14,3
1.23639,720,18,5
1.23639,730,18,6
1.23639,740,13,11
1.23639,750,6,4
1.23639,760,16,1
1.23639,770,16,0
1.23639,780,16,6
1.23639,790,20,2
1.23639,800,16,4
1.23639,810,29,5
1.23639,820,43,6
1.23639,830,11,2
1.23639,840,11,5
1.23639,850,9,5
1.23639,860,13,6
1.23639,870,8,4
1.23639,880,5,6
1.23639,890,11,5
1.23639,900,9,12
1.23639,910,15,8
1.23639,920,10,9
1.23639,930,8,2
1.23639,940,10,0
1.23639,950,7,1
1.23639,960,10,6
1.23639,970,9,6
1.23639,980,4,2
1.23639,990,7,4
1.31741,0,0,0
1.31741,10,0,0
1.31741,20,0,0
1.31741,30,0,0
1.31741,40,0,0
1.31741,50,0,0
1.31741,60,0,0
1.31741,70,37,0
1.31741,80,44,0
1.31741,90,48,0
1.31741,100,22,0
1.31741,110,28,0
1.31741,120,30,0
1.31741,130,26,0
1.31741,140,42,0
1.31741,150,36,0
1.31741,160,44,0
1.31741,170,35,0
1.31741,180,18,0
1.31741,190,33,0
1.31741,200,31,0
1.31741,210,28,0
1.31741,220,49,0
1.31741,230,33,0
1.31741,240,41,0
1.31741,250,26,0
1.31741,260,31,0
1.31741,270,32,0
1.31741,280,34,1
1.31741,290,26,1
1.31741,300,37,3
1.31741,310,50,4
1.31741,320,39,1
1.31741,330,32,5
1.31741,340,17,4
1.31741,350,36,1
1.31741,360,51,2
1.31741,370,53,3
1.31741,380,31,9
1.31741,390,45,4
1.31741,400,26,5
1.31741,410,30,5
1.31741,420,35,0
1.31741,430,42,5
1.31741,440,54,4
1.31741,450,43,6
1.31741,460,31,2
1.31741,470,26,5
1.31741,480,69,3
1.31741,490,47,5
1.31741,500,33,5
1.31741,510,19,0
1.31741,520,18,1
1.31741,530,25,7
1.31741,540,27,12
1.31741,550,24,3
1.31741,560,28,2
1.31741,570,28,6
1.31741,580,42,6
1.31741,590,57,9
1.31741,600,23,5
1.31741,610,29,0
1.31741,620,13,1
1.31741,630,22,3
1.31741,640,18,5
1.31741,650,17,2
1.31741,660,23,2
1.31741,670,14,3
1.31741,680,13,8
1.31741,690,19,1
1.31741,700,18,4
1.31741,710,11,3
1.31741,720,20,9
1.31741,730,17,5
1.31741,740,10,10
1.31741,750,12,6
1.31741,760,15,3
1.31741,770,26,4
1.31741,780,14,5
1.31741,790,13,4
1.31741,800,9,6
1.31741,810,17,1
1.31741,820,37,2
1.31741,830,10,5
1.31741,840,6,4
1.31741,850,9,7
1.31741,860,13,1
1.31741,870,13,4
1.31741,880,10,5
1.31741,890,18,5
1.31741,900,16,5
1.31741,910,14,4
1.31741,920,13,6
1.31741,930,11,4
1.31741,940,12,3
1.31741,950,8,1
1.31741,960,8,7
1.31741,970,6,9
1.31741,980,2,7
1.31741,990,5,5
1.40375,0,0,0
1.40375,10,0,0
1.40375,20,0,0
1.40375,30,0,0
1.40375,40,0,0
1.40375,50,0,0
1.40375,60,0,0
1.40375,70,30,0
1.40375,80,39,0
1.40375,90,25,0
1.40375,100,34,0
1.40375,110,38,0
1.40375,120,27,0
1.40375,130,24,0
1.40375,140,29,0
1.40375,150,30,0
1.40375,160,25,0
1.40375,170,30,0
1.40375,180,15,0
1.40375,190,23,0
1.40375,200,25,0
1.40375,210,24,0
1.40375,220,29,0
1.40375,230,36,0
1.40375,240,42,0
1.40375,250,15,0
1.40375,260,12,0
1.40375,270,21,0
1.40375,280,45,3
1.40375,290,28,2
1.40375,300,42,1
1.40375,310,48,1
1.40375,320,38,1
1.40375,330,33,1
1.40375,340,15,2
1.40375,350,30,4
1.40375,360,41,3
1.40375,370,51,2
1.40375,380,26,8
1.40375,390,40,10
1.40375,400,25,1
1.40375,410,34,1
1.40375,420,27,1
1.40375,430,37,3
1.40375,440,43,1
1.40375,450,47,7
1.40375,460,31,2
1.40375,470,26,7
1.40375,480,72,5
1.40375,490,43,6
1.40375,500,47,2
1.40375,510,27,1
1.40375,520,19,0
1.40375,530,30,5
1.40375,540,21,8
1.40375,550,25,7
1.40375,560,31,1
1.40375,570,34,11
1.40375,580,37,6
1.40375,590,55,6
1.40375,600,26,7
1.40375,610,16,4
1.40375,620,18,2
1.40375,630,17,8
1.40375,640,20,4
1.40375,650,17,1
1.40375,660,20,4
1.40375,670,23,1
1.40375,680,25,3
1.40375,690,31,2
1.40375,700,24,4
1.40375,710,29,3
1.40375,720,19,8
1.40375,730,29,4
1.40375,740,19,5
1.40375,750,8,3
1.40375,760,9,4
1.40375,770,19,2
1.40375,780,18,5
1.40375,790,15,3
1.40375,800,10,3
1.40375,810,18,6
1.40375,820,27,7
1.40375,830,15,3
1.40375,840,10,6
1.40375,850,6,8
1.40375,860,9,2
1.40375,870,7,5
1.40375,880,7,3
1.40375,890,5,2
1.40375,900,11,5
1.40375,910,19,3
1.40375,920,12,9
1.40375,930,13,4
1.40375,940,11,1
1.40375,950,2,1
1.40375,960,5,6
1.40375,970,5,6
1.40375,980,3,7
1.40375,990,6,3
1.49575,0,0,0
1.49575,10,0,0
1.49575,20,0,0
1.49575,30,0,0
1.49575,40,0,0
1.49575,50,0,0
1.49575,60,0,0
1.49575,70,32,0
1.49575,80,35,0
1.49575,90,40,0
1.49575,100,27,0
1.49575,110,24,0
1.49575,120,22,0
1.49575,130,24,0
1.49575,140,32,0
1.49575,150,46,0
1.49575,160,33,0
1.49575,170,35,0
1.49575,180,25,0
1.49575,190,33,0
1.49575,200,31,0
1.49575,210,33,0
1.49575,220,32,0
1.49575,230,26,0
1.49575,240,62,0
1.49575,250,15,0
1.49575,260,31,0
1.49575,270,32,0
1.49575,280,37,2
1.49575,290,42,1
1.49575,300,55,0
1.49575,310,59,0
1.49575,320,42,1
1.49575,330,28,3
1.49575,340,24,2
1.49575,350,43,3
1.49575,360,37,1
1.49575,370,46,3
1.49575,380,35,3
1.49575,390,35,6
1.49575,400,31,6
1.49575,410,32,2
1.49575,420,34,1
1.49575,430,42,3
1.49575,440,42,1
1.49575,450,38,3
1.49575,460,22,1
1.49575,470,34,6
1.49575,480,60,6
1.49575,490,45,4
1.49575,500,37,1
1.49575,510,31,0
1.49575,520,16,4
1.49575,530,38,9
1.49575,540,19,9
1.49575,550,29,6
1.49575,560,30,5
1.49575,570,27,1
1.49575,580,56,5
1.49575,590,62,9
1.49575,600,20,7
1.49575,610,19,4
1.49575,620,12,0
1.49575,630,14,5
1.49575,640,23,3
1.49575,650,27,3
1.49575,660,25,2
1.49575,670,18,10
1.49575,680,15,5
1.49575,690,22,2
1.49575,700,9,3
1.49575,710,19,1
1.49575,720,26,6
1.49575,730,24,8
1.49575,740,13,2
1.49575,750,11,3
1.49575,760,19,1
1.49575,770,10,1
1.49575,780,23,4
1.49575,790,22,7
1.49575,800,22,6
1.49575,810,17,4
1.49575,820,35,10
1.49575,830,10,3
1.49575,840,6,6
1.49575,850,7,10
1.49575,860,11,3
1.49575,870,10,3
1.49575,880,10,4
1.49575,890,13,3
1.49575,900,8,5
1.49575,910,12,3
1.49575,920,18,6
1.49575,930,13,1
1.49575,940,12,1
1.49575,950,10,3
1.49575,960,7,8
1.49575,970,7,11
1.49575,980,10,8
1.49575,990,3,10
1.59377,0,0,0
1.59377,10,0,0
1.59377,20,0,0
1.59377,30,0,0
1.59377,40,0,0
1.59377,50,0,0
1.59377,60,0,0
1.59377,70,23,0
1.59377,80,56,0
1.59377,90,47,0
1.59377,100,32,0
1.59377,110,18,0
1.59377,120,36,0
1.59377,130,20,0
1.59377,140,27,0
1.59377,150,35,0
1.59377,160,41,0
1.59377,170,36,0
1.59377,180,19,0
1.59377,190,31,0
1.59377,200,30,0
1.59377,210,25,1
1.59377,220,33,0
1.59377,230,29,0
1.59377,240,54,0
1.59377,250,16,0
1.59377,260,27,0
1.59377,270,38,0
1.59377,280,42,2
1.59377,290,24,1
1.59377,300,30,2
1.59377,310,61,1
1.59377,320,35,1
1.59377,330,43,2
1.59377,340,30,0
1.59377,350,23,2
1.59377,360,38,1
1.59377,370,45,3
1.59377,380,24,4
1.59377,390,32,5
1.59377,400,30,4
1.59377,410,34,7
1.59377,420,25,1
1.59377,430,44,0
1.59377,440,43,2
1.59377,450,43,4
1.59377,460,25,0
1.59377,470,38,5
1.59377,480,72,9
1.59377,490,43,6
1.59377,500,30,5
1.59377,510,22,0
1.59377,520,17,2
1.59377,530,31,11
1.59377,540,21,9
1.59377,550,34,9
1.59377,560,25,6
1.59377,570,30,5
1.59377,580,35,3
1.59377,590,67,6
1.59377,600,18,3
1.59377,610,11,3
1.59377,620,13,1
1.59377,630,13,8
1.59377,640,22,3
1.59377,650,17,2
1.59377,660,12,2
1.59377,670,20,3
1.59377,680,21,3
1.59377,690,26,4
1.59377,700,16,7
1.59377,710,22,2
1.59377,720,30,4
1.59377,730,17,4
1.59377,740,16,6
1.59377,750,11,6
1.59377,760,26,4
1.59377,770,9,2
1.59377,780,28,2
1.59377,790,20,4
1.59377,800,16,2
1.59377,810,25,2
1.59377,820,23,8
1.59377,830,12,6
1.59377,840,7,8
1.59377,850,11,7
1.59377,860,7,3
1.59377,870,8,4
1.59377,880,9,3
1.59377,890,12,7
1.59377,900,14,7
1.59377,910,13,5
1.59377,920,14,10
1.59377,930,20,2
1.59377,940,11,4
1.59377,950,9,3
1.59377,960,5,8
1.59377,970,5,4
1.59377,980,4,8
1.59377,990,8,5
1.69822,0,0,0
1.69822,10,0,0
1.69822,20,0,0
1.69822,30,0,0
1.69822,40,0,0
1.69822,50,0,0
1.69822,60,0,0
1.69822,70,23,0
1.69822,80,37,0
1.69822,90,36,0
1.69822,100,28,0
1.69822,110,31,0
1.69822,120,31,0
1.69822,130,15,0
1.69822,140,25,0
1.69822,150,36,0
1.69822,160,35,0
1.69822,170,38,0
1.69822,180,24,0
1.69822,190,36,0
1.69822,200,35,0
1.69822,210,20,0
1.69822,220,38,0
1.69822,230,28,0
1.69822,240,47,0
1.69822,250,23,0
1.69822,260,22,0
1.69822,270,31,0
1.69822,280,31,5
1.69822,290,35,3
1.69822,300,28,3
1.69822,310,54,1
1.69822,320,37,1
1.69822,330,18,4
1.69822,340,34,1
1.69822,350,33,0
1.69822,360,32,1
1.69822,370,42,6
1.69822,380,38,4
1.69822,390,30,4
1.69822,400,42,4
1.69822,410,34,4
1.69822,420,33,0
1.69822,430,48,2
1.69822,440,36,1
1.69822,450,41,4
1.69822,460,28,1
1.69822,470,32,4
1.69822,480,63,5
1.69822,490,66,11
1.69822,500,36,8
1.69822,510,29,1
1.69822,520,16,5
1.69822,530,19,9
1.69822,540,30,12
1.69822,550,22,6
1.69822,560,16,2
1.69822,570,27,8
1.69822,580,44,6
1.69822,590,55,17
1.69822,600,24,0
1.69822,610,17,0
1.69822,620,11,5
1.69822,630,17,5
1.69822,640,23,7
1.69822,650,28,1
1.69822,660,20,3
1.69822,670,12,8
1.69822,680,13,3
1.69822,690,22,0
1.69822,700,18,4
1.69822,710,16,6
1.69822,720,26,4
1.69822,730,22,3
1.69822,740,18,5
1.69822,750,11,4
1.69822,760,26,2
1.69822,770,23,8
1.69822,780,21,4
1.69822,790,22,2
1.69822,800,13,3
1.69822,810,18,7
1.69822,820,33,12
1.69822,830,11,1
1.69822,840,10,7
1.69822,850,11,7
1.69822,860,16,2
1.69822,870,5,1
1.69822,880,7,4
1.69822,890,20,2
1.69822,900,14,4
1.69822,910,15,5
1.69822,920,9,5
1.69822,930,19,3
1.69822,940,7,0
1.69822,950,11,4
1.69822,960,3,9
1.69822,970,5,6
1.69822,980,6,7
1.69822,990,6,7
1.80951,0,0,0
1.80951,10,0,0
1.80951,20,0,0
1.80951,30,0,0
1.80951,40,0,0
1.80951,50,0,0
1.80951,60,0,0
1.80951,70,26,0
1.80951,80,39,0
1.80951,90,45,0
1.80951,100,20,0
1.80951,110,28,0
1.80951,120,24,0
1.80951,130,29,0
1.80951,140,31,0
1.80951,150,34,0
1.80951,160,34,0
1.80951,170,27,0
1.80951,180,28,0
1.80951,190,39,0
1.80951,200,46,0
1.80951,210,26,0
1.80951,220,37,0
1.80951,230,35,0
1.80951,240,45,0
1.80951,250,27,0
1.80951,260,25,0
1.80951,270,25,0
1.80951,280,37,6
1.80951,290,27,1
1.80951,300,37,1
1.80951,310,47,1
1.80951,320,35,1
1.80951,330,26,0
1.80951,340,28,1
1.80951,350,35,1
1.80951,360,39,1
1.80951,370,58,2
1.80951,380,30,6
1.80951,390,33,3
1.80951,400,25,7
1.80951,410,30,7
1.80951,420,28,0
1.80951,430,49,7
1.80951,440,37,1
1.80951,450,44,5
1.80951,460,37,2
1.80951,470,31,6
1.80951,480,59,6
1.80951,490,46,5
1.80951,500,49,5
1.80951,510,21,0
1.80951,520,24,0
1.80951,530,28,8
1.80951,540,23,9
1.80951,550,26,4
1.80951,560,22,5
1.80951,570,45,5
1.80951,580,43,6
1.80951,590,59,11
1.80951,600,26,4
1.80951,610,15,4
1.80951,620,16,11
1.80951,630,18,8
1.80951,640,23,4
1.80951,650,22,3
1.80951,660,16,2
1.80951,670,19,5
1.80951,680,14,10
1.80951,690,29,1
1.80951,700,11,7
1.80951,710,18,8
1.80951,720,22,3
1.80951,730,18,8
1.80951,740,11,6
1.80951,750,14,4
1.80951,760,23,5
1.80951,770,18,2
1.80951,780,23,6
1.80951,790,10,1
1.80951,800,13,11
1.80951,810,16,6
1.80951,820,34,4
1.80951,830,15,6
1.80951,840,11,4
1.80951,850,8,6
1.80951,860,13,4
1.80951,870,6,9
1.80951,880,9,5
1.80951,890,18,3
1.80951,900,5,11
1.80951,910,11,4
1.80951,920,12,8
1.80951,930,12,3
1.80951,940,10,5
1.80951,950,10,3
1.80951,960,6,7
1.80951,970,4,10
1.80951,980,10,7
1.80951,990,7,4
1.9281,0,0,0
1.9281,10,0,0
1.9281,20,0,0
1.9281,30,0,0
1.9281,40,0,0
1.9281,50,0,0
1.9281,60,0,0
1.9281,70,26,0
1.9281,80,42,0
1.9281,90,38,0
1.9281,100,40,0
1.9281,110,35,0
1.9281,120,29,0
1.9281,130,28,0
1.9281,140,38,0
1.9281,150,29,0
1.9281,160,40,0
1.9281,170,28,0
1.9281,180,22,0
1.9281,190,35,0
1.9281,200,38,0
1.9281,210,24,0
1.9281,220,34,0
1.9281,230,36,0
1.9281,240,57,0
1.9281,250,20,0
1.9281,260,26,0
1.9281,270,21,0
1.9281,280,40,2
1.9281,290,37,0
1.9281,300,28,0
1.9281,310,49,0
1.9281,320,52,0
1.9281,330,29,3
1.9281,340,24,0
1.9281,350,44,3
1.9281,360,45,0
1.9281,370,43,6
1.9281,380,22,9
1.9281,390,40,9
1.9281,400,28,6
1.9281,410,35,4
1.9281,420,34,1
1.9281,430,34,4
1.9281,440,36,2
1.9281,450,35,7
1.9281,460,29,2
1.9281,470,38,6
1.9281,480,53,8
1.9281,490,37,3
1.9281,500,37,4
1.9281,510,26,1
1.9281,520,24,6
1.9281,530,28,11
1.9281,540,24,11
1.9281,550,26,5
1.9281,560,20,3
1.9281,570,28,6
1.9281,580,39,5
1.9281,590,62,12
1.9281,600,20,6
1.9281,610,18,0
1.9281,620,10,2
1.9281,630,17,1
1.9281,640,27,1
1.9281,650,23,4
1.9281,660,25,4
1.9281,670,12,8
1.9281,680,18,5
1.9281,690,22,0
1.9281,700,21,6
1.9281,710,16,3
1.9281,720,23,4
1.9281,730,11,7
1.9281,740,19,11
1.9281,750,18,6
1.9281,760,20,8
1.9281,770,16,3
1.9281,780,17,1
1.9281,790,22,5
1.9281,800,25,3
1.9281,810,17,2
1.9281,820,25,6
1.9281,830,16,7
1.9281,840,10,4
1.9281,850,4,7
1.9281,860,8,4
1.9281,870,7,9
1.9281,880,6,4
1.9281,890,13,3
1.9281,900,15,2
1.9281,910,13,4
1.9281,920,10,3
1.9281,930,6,4
1.9281,940,9,5
1.9281,950,5,2
1.9281,960,5,5
1.9281,970,7,6
1.9281,980,5,4
1.9281,990,7,6
2.05446,0,0,0
2.05446,10,0,0
2.05446,20,0,0
2.05446,30,0,0
2.05446,40,0,0
2.05446,50,0,0
2.05446,60,0,0
2.05446,70,32,0
2.05446,80,37,0
2.05446,90,37,0
2.05446,100,23,0
2.05446,110,28,0
2.05446,120,25,0
2.05446,130,20,0
2.05446,140,42,0
2.05446,150,51,0
2.05446,160,41,0
2.05446,170,28,0
2.05446,180,19,0
2.05446,190,39,0
2.05446,200,24,0
2.05446,210,21,0
2.05446,220,36,0
2.05446,230,23,0
2.05446,240,52,0
2.05446,250,21,0
2.05446,260,26,0
2.05446,270,23,0
2.05446,280,30,5
2.05446,290,42,1
2.05446,300,30,2
2.05446,310,56,3
2.05446,320,42,2
2.05446,330,29,5
2.05446,340,28,4
2.05446,350,36,2
2.05446,360,46,1
2.05446,370,39,5
2.05446,380,35,6
2.05446,390,30,4
2.05446,400,36,4
2.05446,410,24,3
2.05446,420,32,0
2.05446,430,47,2
2.05446,440,47,6
2.05446,450,45,4
2.05446,460,25,1
2.05446,470,31,4
2.05446,480,61,6
2.05446,490,45,6
2.05446,500,33,7
2.05446,510,14,1
2.05446,520,26,0
2.05446,530,28,6
2.05446,540,20,9
2.05446,550,30,10
2.05446,560,26,2
2.05446,570,28,8
2.05446,580,30,5
2.05446,590,55,9
2.05446,600,18,10
2.05446,610,20,3
2.05446,620,9,6
2.05446,630,15,3
2.05446,640,23,2
2.05446,650,24,6
2.05446,660,14,5
2.05446,670,27,5
2.05446,680,21,5
2.05446,690,17,3
2.05446,700,15,7
2.05446,710,19,1
2.05446,720,17,8
2.05446,730,15,4
2.05446,740,15,14
2.05446,750,15,3
2.05446,760,15,2
2.05446,770,19,5
2.05446,780,28,6
2.05446,790,8,3
2.05446,800,12,2
2.05446,810,16,7
2.05446,820,26,5
2.05446,830,13,8
2.05446,840,15,5
2.05446,850,4,8
2.05446,860,8,5
2.05446,870,14,5
2.05446,880,7,8
2.05446,890,14,6
2.05446,900,11,5
2.05446,910,9,7
2.05446,920,14,5
2.05446,930,9,1
2.05446,940,5,3
2.05446,950,10,2
2.05446,960,7,4
2.05446,970,8,11
2.05446,980,11,6
2.05446,990,6,9
2.1891,0,0,0
2.1891,10,0,0
2.1891,20,0,0
2.1891,30,0,0
2.1891,40,0,0
2.1891,50,0,0
2.1891,60,0,0
2.1891,70,22,0
2.1891,80,42,0
2.1891,90,54,0
2.1891,100,28,0
2.1891,110,26,0
2.1891,120,22,0
2.1891,130,25,0
2.1891,140,45,0
2.1891,150,39,0
2.1891,160,36,0
2.1891,170,34,0
2.1891,180,29,0
2.1891,190,34,0
2.1891,200,34,0
2.1891,210,27,0
2.1891,220,36,0
2.1891,230,41,0
2.1891,240,45,0
2.1891,250,21,0
2.1891,260,28,0
2.1891,270,30,0
2.1891,280,45,1
2.1891,290,34,1
2.1891,300,31,0
2.1891,310,44,2
2.1891,320,39,0
2.1891,330,27,3
2.1891,340,35,1
2.1891,350,35,4
2.1891,360,42,0
2.1891,370,54,3
2.1891,380,28,10
2.1891,390,45,7
2.1891,400,25,4
2.1891,410,35,3
2.1891,420,32,1
2.1891,430,37,1
2.1891,440,47,5
2.1891,450,34,3
2.1891,460,26,2
2.1891,470,40,2
2.1891,480,50,2
2.1891,490,31,8
2.1891,500,33,10
2.1891,510,25,2
2.1891,520,26,1
2.1891,530,29,6
2.1891,540,18,6
2.1891,550,24,6
2.1891,560,24,3
2.1891,570,19,4
2.1891,580,50,4
2.1891,590,68,8
2.1891,600,22,5
2.1891,610,19,3
2.1891,620,13,3
2.1891,630,18,3
2.1891,640,23,7
2.1891,650,22,1
2.1891,660,21,5
2.1891,670,19,6
2.1891,680,22,5
2.1891,690,24,2
2.1891,700,25,4
2.1891,710,16,5
2.1891,720,19,5
2.1891,730,21,3
2.1891,740,13,3
2.1891,750,8,5
2.1891,760,19,0
