m_B,deltaE,nFlux_pi0,nFlux_eta
1.08898,140,26,0
1.08898,150,26,0
1.08898,160,39,0
1.08898,170,49,0
1.08898,180,31,0
1.08898,190,24,0
1.08898,200,47,0
1.08898,210,40,0
1.08898,220,26,0
1.08898,230,30,0
1.08898,240,35,0
1.08898,250,41,0
1.08898,260,60,0
1.08898,270,34,0
1.08898,280,25,1
1.08898,290,52,1
1.08898,300,56,2
1.08898,310,39,2
1.08898,320,52,2
1.08898,330,49,0
1.08898,340,46,1
1.08898,350,39,3
1.08898,360,28,3
1.08898,370,31,6
1.08898,380,41,3
1.08898,390,28,1
1.08898,400,48,3
1.08898,410,41,6
1.08898,420,35,7
1.08898,430,33,3
1.08898,440,65,4
1.08898,450,46,1
1.08898,460,35,7
1.08898,470,29,7
1.08898,480,31,5
1.08898,490,22,4
1.08898,500,27,8
1.08898,510,38,1
1.08898,520,12,2
1.08898,530,21,2
1.08898,540,28,0
1.08898,550,36,2
1.08898,560,32,15
1.08898,570,25,1
1.08898,580,38,0
1.08898,590,30,5
1.08898,600,18,3
1.08898,610,21,7
1.08898,620,19,8
1.08898,630,17,2
1.08898,640,20,4
1.08898,650,23,2
1.08898,660,24,1
1.08898,670,20,2
1.08898,680,13,2
1.08898,690,16,5
1.08898,700,37,5
1.08898,710,12,5
1.08898,720,8,14
1.08898,730,21,4
1.08898,740,8,6
1.08898,750,18,9
1.08898,760,13,4
1.08898,770,17,4
1.08898,780,15,2
1.08898,790,14,6
1.08898,800,8,6
1.08898,810,15,7
1.08898,820,16,9
1.08898,830,12,9
1.08898,840,10,2
1.08898,850,7,7
1.08898,860,15,11
1.08898,870,9,8
1.08898,880,9,4
1.08898,890,17,6
1.08898,900,26,4
1.08898,910,10,1
1.08898,920,7,6
1.08898,930,9,6
1.08898,940,6,10
1.08898,950,3,5
1.08898,960,4,7
1.08898,970,9,9
1.08898,980,6,3
1.08898,990,6,9
1.16034,0,0,0
1.16034,10,0,0
1.16034,20,0,0
1.16034,30,0,0
1.16034,40,0,0
1.16034,50,0,0
1.16034,60,0,0
1.16034,70,32,0
1.16034,80,47,0
1.16034,90,37,0
1.16034,100,43,0
1.16034,110,25,0
1.16034,120,20,0
1.16034,130,24,0
1.16034,140,26,0
1.16034,150,24,0
1.16034,160,41,0
1.16034,170,32,0
1.16034,180,32,0
1.16034,190,17,0
1.16034,200,32,0
1.16034,210,42,0
1.16034,220,43,0
1.16034,230,34,0
1.16034,240,45,0
1.16034,250,37,0
1.16034,260,42,0
1.16034,270,41,0
1.16034,280,43,2
1.16034,290,54,1
1.16034,300,51,5
1.16034,310,38,0
1.16034,320,47,4
1.16034,330,44,1
1.16034,340,36,3
1.16034,350,45,3
1.16034,360,48,3
1.16034,370,32,2
1.16034,380,35,1
1.16034,390,36,2
1.16034,400,62,3
1.16034,410,35,7
1.16034,420,45,5
1.16034,430,33,4
1.16034,440,45,3
1.16034,450,45,2
1.16034,460,41,9
1.16034,470,37,6
1.16034,480,38,2
1.16034,490,30,3
1.16034,500,26,5
1.16034,510,27,3
1.16034,520,28,2
1.16034,530,29,1
1.16034,540,37,4
1.16034,550,23,3
1.16034,560,34,15
1.16034,570,26,7
1.16034,580,32,1
1.16034,590,36,8
1.16034,600,18,7
1.16034,610,21,4
1.16034,620,20,3
1.16034,630,24,1
1.16034,640,33,10
1.16034,650,15,4
1.16034,660,20,1
1.16034,670,15,8
1.16034,680,12,3
1.16034,690,29,6
1.16034,700,20,9
1.16034,710,15,5
1.16034,720,21,12
1.16034,730,18,8
1.16034,740,13,5
1.16034,750,13,7
1.16034,760,10,7
1.16034,770,16,6
1.16034,780,16,4
1.16034,790,23,0
1.16034,800,8,4
1.16034,810,10,5
1.16034,820,13,7
1.16034,830,16,7
1.16034,840,13,6
1.16034,850,10,12
1.16034,860,16,5
1.16034,870,16,12
1.16034,880,10,2
1.16034,890,11,7
1.16034,900,20,3
1.16034,910,9,1
1.16034,920,15,10
1.16034,930,7,11
1.16034,940,8,12
1.16034,950,9,2
1.16034,960,4,11
1.16034,970,8,7
1.16034,980,9,5
1.16034,990,6,14
1.23639,0,0,0
1.23639,10,0,0
1.23639,20,0,0
1.23639,30,0,0
1.23639,40,0,0
1.23639,50,0,0
1.23639,60,0,0
1.23639,70,27,0
1.23639,80,52,0
1.23639,90,41,0
1.23639,100,30,0
1.23639,110,28,0
1.23639,120,24,0
1.23639,130,22,0
1.23639,140,19,0
1.23639,150,30,0
1.23639,160,38,0
1.23639,170,43,0
1.23639,180,43,0
1.23639,190,27,0
1.23639,200,32,0
1.23639,210,38,0
1.23639,220,44,0
1.23639,230,27,0
1.23639,240,31,0
1.23639,250,49,0
1.23639,260,42,0
1.23639,270,22,0
1.23639,280,41,2
1.23639,290,40,1
1.23639,300,55,0
1.23639,310,38,0
1.23639,320,55,4
1.23639,330,48,1
1.23639,340,31,4
1.23639,350,50,2
1.23639,360,28,1
1.23639,370,40,5
1.23639,380,40,0
1.23639,390,33,3
1.23639,400,48,4
1.23639,410,25,4
1.23639,420,42,8
1.23639,430,32,3
1.23639,440,34,2
1.23639,450,53,1
1.23639,460,48,4
1.23639,470,39,9
1.23639,480,41,3
1.23639,490,37,0
1.23639,500,21,5
1.23639,510,28,5
1.23639,520,21,4
1.23639,530,40,2
1.23639,540,35,2
1.23639,550,29,6
1.23639,560,30,7
1.23639,570,29,3
1.23639,580,36,3
1.23639,590,32,6
1.23639,600,19,4
1.23639,610,22,9
1.23639,620,21,8
1.23639,630,21,1
1.23639,640,22,2
1.23639,650,19,6
1.23639,660,15,4
1.23639,670,13,2
1.23639,680,17,1
1.23639,690,23,6
1.23639,700,21,9
1.23639,710,17,1
1.23639,720,20,16
1.23639,730,12,3
1.23639,740,7,4
1.23639,750,24,7
1.23639,760,14,10
1.23639,770,14,7
1.23639,780,20,6
1.23639,790,7,8
1.23639,800,14,1
1.23639,810,10,7
1.23639,820,16,6
1.23639,830,12,4
1.23639,840,11,3
1.23639,850,10,12
1.23639,860,12,9
1.23639,870,20,8
1.23639,880,15,1
1.23639,890,12,4
1.23639,900,13,6
1.23639,910,4,6
1.23639,920,6,3
1.23639,930,4,10
1.23639,940,4,10
1.23639,950,5,6
1.23639,960,6,8
1.23639,970,5,12
1.23639,980,6,3
1.23639,990,4,10
1.31741,0,0,0
1.31741,10,0,0
1.31741,20,0,0
1.31741,30,0,0
1.31741,40,0,0
1.31741,50,0,0
1.31741,60,0,0
1.31741,70,23,0
1.31741,80,50,0
1.31741,90,38,0
1.31741,100,28,0
1.31741,110,27,0
1.31741,120,20,0
1.31741,130,25,0
1.31741,140,25,0
1.31741,150,38,0
1.31741,160,41,0
1.31741,170,27,0
1.31741,180,32,0
1.31741,190,23,0
1.31741,200,45,0
1.31741,210,52,0
1.31741,220,47,0
1.31741,230,36,0
1.31741,240,45,0
1.31741,250,35,0
1.31741,260,46,0
1.31741,270,29,0
1.31741,280,29,2
1.31741,290,31,7
1.31741,300,51,2
1.31741,310,43,3
1.31741,320,37,3
1.31741,330,45,2
1.31741,340,34,3
1.31741,350,38,1
1.31741,360,34,4
1.31741,370,26,3
1.31741,380,36,2
1.31741,390,33,2
1.31741,400,43,0
1.31741,410,39,7
1.31741,420,37,8
1.31741,430,29,5
1.31741,440,47,4
1.31741,450,45,3
1.31741,460,35,5
1.31741,470,28,11
1.31741,480,34,1
1.31741,490,31,0
1.31741,500,28,9
1.31741,510,25,3
1.31741,520,28,2
1.31741,530,34,4
1.31741,540,29,3
1.31741,550,32,8
1.31741,560,27,12
1.31741,570,25,1
1.31741,580,32,4
1.31741,590,31,9
1.31741,600,18,7
1.31741,610,23,8
1.31741,620,26,5
1.31741,630,26,1
1.31741,640,23,4
1.31741,650,20,4
1.31741,660,28,8
1.31741,670,22,5
1.31741,680,18,4
1.31741,690,14,4
1.31741,700,21,9
1.31741,710,11,4
1.31741,720,16,11
1.31741,730,12,8
1.31741,740,8,4
1.31741,750,17,11
1.31741,760,21,5
1.31741,770,16,5
1.31741,780,16,3
1.31741,790,17,6
1.31741,800,10,2
1.31741,810,17,12
1.31741,820,9,11
1.31741,830,12,4
1.31741,840,12,5
1.31741,850,13,10
1.31741,860,6,8
1.31741,870,11,12
1.31741,880,14,5
1.31741,890,17,5
1.31741,900,16,7
1.31741,910,7,0
1.31741,920,6,5
1.31741,930,9,7
1.31741,940,9,9
1.31741,950,6,6
1.31741,960,7,4
1.31741,970,8,7
1.31741,980,8,4
1.31741,990,8,4
1.40375,0,0,0
1.40375,10,0,0
1.40375,20,0,0
1.40375,30,0,0
1.40375,40,0,0
1.40375,50,0,0
1.40375,60,0,0
1.40375,70,31,0
1.40375,80,48,0
1.40375,90,44,0
1.40375,100,33,0
1.40375,110,33,0
1.40375,120,22,0
1.40375,130,25,0
1.40375,140,13,0
1.40375,150,28,0
1.40375,160,36,0
1.40375,170,32,0
1.40375,180,38,0
1.40375,190,16,0
1.40375,200,27,0
1.40375,210,31,0
1.40375,220,40,0
1.40375,230,23,0
1.40375,240,28,0
1.40375,250,38,0
1.40375,260,58,0
1.40375,270,26,0
1.40375,280,40,1
1.40375,290,39,1
1.40375,300,53,4
1.40375,310,33,1
1.40375,320,43,2
1.40375,330,39,1
1.40375,340,23,1
1.40375,350,53,1
1.40375,360,39,3
1.40375,370,37,7
1.40375,380,37,0
1.40375,390,31,2
1.40375,400,50,3
1.40375,410,21,9
1.40375,420,38,3
1.40375,430,40,5
1.40375,440,49,4
1.40375,450,50,2
1.40375,460,38,3
1.40375,470,34,8
1.40375,480,41,7
1.40375,490,34,4
1.40375,500,26,6
1.40375,510,29,3
1.40375,520,23,3
1.40375,530,18,2
1.40375,540,50,3
1.40375,550,27,5
1.40375,560,40,11
1.40375,570,44,1
1.40375,580,25,6
1.40375,590,29,7
1.40375,600,14,6
1.40375,610,19,6
1.40375,620,18,10
1.40375,630,15,2
1.40375,640,21,3
1.40375,650,27,4
1.40375,660,18,0
1.40375,670,15,3
1.40375,680,7,4
1.40375,690,19,6
1.40375,700,18,11
1.40375,710,16,7
1.40375,720,21,10
1.40375,730,11,4
1.40375,740,12,3
1.40375,750,19,3
1.40375,760,26,5
1.40375,770,9,7
1.40375,780,15,4
1.40375,790,16,5
1.40375,800,11,1
1.40375,810,19,9
1.40375,820,14,3
1.40375,830,17,7
1.40375,840,11,1
1.40375,850,9,13
1.40375,860,15,5
1.40375,870,11,14
1.40375,880,11,7
1.40375,890,12,7
1.40375,900,15,5
1.40375,910,9,7
1.40375,920,6,10
1.40375,930,4,6
1.40375,940,7,8
1.40375,950,6,7
1.40375,960,6,8
1.40375,970,5,6
1.40375,980,8,4
1.40375,990,7,3
1.49575,0,0,0
1.49575,10,0,0
1.49575,20,0,0
1.49575,30,0,0
1.49575,40,0,0
1.49575,50,0,0
1.49575,60,0,0
1.49575,70,29,0
1.49575,80,48,0
1.49575,90,29,0
1.49575,100,33,0
1.49575,110,27,0
1.49575,120,23,0
1.49575,130,27,0
1.49575,140,21,0
1.49575,150,20,0
1.49575,160,42,0
1.49575,170,27,0
1.49575,180,40,0
1.49575,190,27,0
1.49575,200,44,0
1.49575,210,28,0
1.49575,220,34,0
1.49575,230,22,0
1.49575,240,35,0
1.49575,250,34,0
1.49575,260,44,0
1.49575,270,31,0
1.49575,280,27,2
1.49575,290,36,3
1.49575,300,48,4
1.49575,310,29,3
1.49575,320,51,5
1.49575,330,50,4
1.49575,340,34,2
1.49575,350,42,3
1.49575,360,31,2
1.49575,370,33,4
1.49575,380,34,2
1.49575,390,31,0
1.49575,400,39,0
1.49575,410,39,6
1.49575,420,51,7
1.49575,430,29,7
1.49575,440,44,4
1.49575,450,48,4
1.49575,460,42,5
1.49575,470,30,4
1.49575,480,41,3
1.49575,490,29,1
1.49575,500,33,13
1.49575,510,27,2
1.49575,520,27,2
1.49575,530,27,2
1.49575,540,30,2
1.49575,550,25,4
1.49575,560,42,14
1.49575,570,23,2
1.49575,580,27,7
1.49575,590,29,2
1.49575,600,17,2
1.49575,610,19,8
1.49575,620,13,13
1.49575,630,24,2
1.49575,640,24,2
1.49575,650,21,3
1.49575,660,20,7
1.49575,670,15,3
1.49575,680,18,1
1.49575,690,23,9
1.49575,700,12,12
1.49575,710,10,8
1.49575,720,16,5
1.49575,730,12,7
1.49575,740,6,5
1.49575,750,11,6
1.49575,760,15,5
1.49575,770,13,3
1.49575,780,15,4
1.49575,790,12,3
1.49575,800,15,1
1.49575,810,8,5
1.49575,820,21,8
1.49575,830,7,3
1.49575,840,10,8
1.49575,850,12,15
1.49575,860,14,12
1.49575,870,12,11
1.49575,880,17,5
1.49575,890,19,6
1.49575,900,26,6
1.49575,910,10,5
1.49575,920,7,6
1.49575,930,7,8
1.49575,940,11,8
1.49575,950,10,7
1.49575,960,8,5
1.49575,970,7,7
1.49575,980,7,1
1.49575,990,7,5
1.59377,0,0,0
1.59377,10,0,0
1.59377,20,0,0
1.59377,30,0,0
1.59377,40,0,0
1.59377,50,0,0
1.59377,60,0,0
1.59377,70,27,0
1.59377,80,38,0
1.59377,90,40,0
1.59377,100,30,0
1.59377,110,31,0
1.59377,120,26,0
1.59377,130,26,0
1.59377,140,27,0
1.59377,150,31,0
1.59377,160,28,0
1.59377,170,30,0
1.59377,180,36,0
1.59377,190,17,0
1.59377,200,34,0
1.59377,210,42,0
1.59377,220,43,0
1.59377,230,29,0
1.59377,240,24,0
1.59377,250,39,0
1.59377,260,47,0
1.59377,270,32,0
1.59377,280,27,2
1.59377,290,41,1
1.59377,300,48,1
1.59377,310,35,1
1.59377,320,50,4
1.59377,330,45,1
1.59377,340,27,5
1.59377,350,38,3
1.59377,360,35,3
1.59377,370,30,4
1.59377,380,39,2
1.59377,390,33,0
1.59377,400,44,1
1.59377,410,33,13
1.59377,420,42,4
1.59377,430,47,4
1.59377,440,49,4
1.59377,450,36,4
1.59377,460,39,10
1.59377,470,22,11
1.59377,480,44,5
1.59377,490,29,0
1.59377,500,26,5
1.59377,510,30,3
1.59377,520,21,3
1.59377,530,22,3
1.59377,540,38,1
1.59377,550,33,9
1.59377,560,35,10
1.59377,570,23,2
1.59377,580,41,1
1.59377,590,22,7
1.59377,600,15,1
1.59377,610,14,12
1.59377,620,20,6
1.59377,630,20,3
1.59377,640,19,9
1.59377,650,22,6
1.59377,660,10,4
1.59377,670,19,5
1.59377,680,6,1
1.59377,690,14,2
1.59377,700,21,11
1.59377,710,11,6
1.59377,720,13,12
1.59377,730,23,6
1.59377,740,14,8
1.59377,750,10,11
1.59377,760,18,5
1.59377,770,16,4
1.59377,780,17,5
1.59377,790,19,2
1.59377,800,10,4
1.59377,810,20,8
1.59377,820,7,3
1.59377,830,15,5
1.59377,840,12,2
1.59377,850,9,15
1.59377,860,9,7
1.59377,870,16,11
1.59377,880,20,1
1.59377,890,11,7
1.59377,900,16,2
1.59377,910,8,3
1.59377,920,11,10
1.59377,930,8,3
1.59377,940,3,11
1.59377,950,5,4
1.59377,960,7,5
1.59377,970,8,6
1.59377,980,5,2
1.59377,990,8,7
1.69822,0,0,0
1.69822,10,0,0
1.69822,20,0,0
1.69822,30,0,0
1.69822,40,0,0
1.69822,50,0,0
1.69822,60,0,0
1.69822,70,34,0
1.69822,80,35,0
1.69822,90,37,0
1.69822,100,28,0
1.69822,110,36,0
1.69822,120,20,0
1.69822,130,25,0
1.69822,140,11,0
1.69822,150,34,0
1.69822,160,35,0
1.69822,170,32,0
1.69822,180,37,0
1.69822,190,28,0
1.69822,200,48,0
1.69822,210,45,0
1.69822,220,43,0
1.69822,230,27,0
1.69822,240,36,0
1.69822,250,33,0
1.69822,260,47,0
1.69822,270,36,0
1.69822,280,31,3
1.69822,290,44,1
1.69822,300,42,2
1.69822,310,40,2
1.69822,320,44,5
1.69822,330,39,6
1.69822,340,41,2
1.69822,350,31,0
1.69822,360,40,3
1.69822,370,32,11
1.69822,380,40,3
1.69822,390,30,4
1.69822,400,52,1
1.69822,410,32,7
1.69822,420,42,4
1.69822,430,34,6
1.69822,440,49,3
1.69822,450,39,2
1.69822,460,36,5
1.69822,470,39,5
1.69822,480,34,6
1.69822,490,26,4
1.69822,500,27,6
1.69822,510,25,2
1.69822,520,18,5
1.69822,530,34,1
1.69822,540,30,2
1.69822,550,23,4
1.69822,560,29,17
1.69822,570,32,3
1.69822,580,29,4
1.69822,590,26,3
1.69822,600,15,7
1.69822,610,11,10
1.69822,620,16,6
1.69822,630,23,2
1.69822,640,25,4
1.69822,650,23,1
1.69822,660,15,3
1.69822,670,12,4
1.69822,680,9,5
1.69822,690,19,9
1.69822,700,18,9
1.69822,710,19,3
1.69822,720,15,13
1.69822,730,15,7
1.69822,740,13,4
1.69822,750,12,5
1.69822,760,14,5
1.69822,770,24,4
1.69822,780,13,4
1.69822,790,17,6
1.69822,800,12,3
1.69822,810,19,2
1.69822,820,10,10
1.69822,830,12,7
1.69822,840,14,3
1.69822,850,8,13
1.69822,860,23,6
1.69822,870,6,15
1.69822,880,17,3
1.69822,890,15,6
1.69822,900,26,5
1.69822,910,2,5
1.69822,920,4,6
1.69822,930,4,5
1.69822,940,6,9
1.69822,950,6,9
1.69822,960,7,9
1.69822,970,12,10
1.69822,980,8,2
1.69822,990,4,11
1.80951,0,0,0
1.80951,10,0,0
1.80951,20,0,0
1.80951,30,0,0
1.80951,40,0,0
1.80951,50,0,0
1.80951,60,0,0
1.80951,70,21,0
1.80951,80,42,0
1.80951,90,49,0
1.80951,100,31,0
1.80951,110,30,0
1.80951,120,17,0
1.80951,130,26,0
1.80951,140,17,0
1.80951,150,34,0
1.80951,160,36,0
1.80951,170,29,0
1.80951,180,33,0
1.80951,190,27,0
1.80951,200,43,0
1.80951,210,35,0
1.80951,220,50,0
1.80951,230,24,0
1.80951,240,46,0
1.80951,250,41,0
1.80951,260,51,0
1.80951,270,25,0
1.80951,280,29,2
1.80951,290,35,1
1.80951,300,71,2
1.80951,310,41,0
1.80951,320,50,6
1.80951,330,51,4
1.80951,340,27,2
1.80951,350,46,7
1.80951,360,27,2
1.80951,370,30,7
1.80951,380,33,1
1.80951,390,36,3
1.80951,400,37,2
1.80951,410,27,3
1.80951,420,40,6
1.80951,430,41,8
1.80951,440,34,4
1.80951,450,41,2
1.80951,460,46,11
1.80951,470,48,8
1.80951,480,49,3
1.80951,490,36,2
1.80951,500,28,9
1.80951,510,23,5
1.80951,520,17,2
1.80951,530,31,1
1.80951,540,42,1
1.80951,550,34,3
1.80951,560,43,14
1.80951,570,28,4
1.80951,580,30,6
1.80951,590,26,9
1.80951,600,15,3
1.80951,610,22,6
1.80951,620,19,11
1.80951,630,16,1
1.80951,640,13,10
1.80951,650,22,1
1.80951,660,25,2
1.80951,670,25,1
1.80951,680,13,0
1.80951,690,15,4
1.80951,700,23,7
1.80951,710,22,5
1.80951,720,10,7
1.80951,730,14,9
1.80951,740,14,6
1.80951,750,13,4
1.80951,760,18,6
1.80951,770,21,4
1.80951,780,18,4
1.80951,790,15,3
1.80951,800,8,3
1.80951,810,11,9
1.80951,820,10,5
1.80951,830,11,12
1.80951,840,13,3
1.80951,850,18,12
1.80951,860,12,6
1.80951,870,9,13
1.80951,880,10,2
1.80951,890,21,3
1.80951,900,15,6
1.80951,910,14,7
1.80951,920,8,5
1.80951,930,6,10
1.80951,940,10,7
1.80951,950,4,7
1.80951,960,2,10
1.80951,970,2,7
1.80951,980,12,5
1.80951,990,8,9
1.9281,0,0,0
1.9281,10,0,0
1.9281,20,0,0
1.9281,30,0,0
1.9281,40,0,0
1.9281,50,0,0
1.9281,60,0,0
1.9281,70,29,0
1.9281,80,61,0
1.9281,90,35,0
1.9281,100,33,0
1.9281,110,25,0
1.9281,120,22,0
1.9281,130,24,0
1.9281,140,17,0
1.9281,150,27,0
1.9281,160,32,0
1.9281,170,30,0
1.9281,180,29,0
1.9281,190,10,0
1.9281,200,39,0
1.9281,210,33,0
1.9281,220,39,0
1.9281,230,31,0
1.9281,240,43,0
1.9281,250,38,0
1.9281,260,44,0
1.9281,270,31,0
1.9281,280,32,5
1.9281,290,28,0
1.9281,300,41,2
1.9281,310,31,2
1.9281,320,49,5
1.9281,330,39,5
1.9281,340,31,1
1.9281,350,46,0
1.9281,360,38,2
1.9281,370,45,5
1.9281,380,30,2
1.9281,390,34,1
1.9281,400,44,2
1.9281,410,36,5
1.9281,420,32,6
1.9281,430,35,3
1.9281,440,47,5
1.9281,450,33,2
1.9281,460,35,4
1.9281,470,26,6
1.9281,480,29,1
1.9281,490,27,2
1.9281,500,33,8
1.9281,510,17,4
1.9281,520,26,2
1.9281,530,20,0
1.9281,540,27,6
1.9281,550,39,3
1.9281,560,33,10
1.9281,570,39,3
1.9281,580,26,4
1.9281,590,23,5
1.9281,600,12,6
1.9281,610,22,7
1.9281,620,24,11
1.9281,630,18,2
1.9281,640,17,4
1.9281,650,17,5
1.9281,660,20,6
1.9281,670,14,2
1.9281,680,17,1
1.9281,690,19,4
1.9281,700,15,12
1.9281,710,23,3
1.9281,720,7,12
1.9281,730,15,2
1.9281,740,7,6
1.9281,750,8,8
1.9281,760,17,7
1.9281,770,12,4
1.9281,780,13,4
1.9281,790,11,1
1.9281,800,10,2
1.9281,810,13,14
1.9281,820,14,4
1.9281,830,13,4
1.9281,840,13,7
1.9281,850,14,24
1.9281,860,11,7
1.9281,870,20,9
1.9281,880,15,7
1.9281,890,12,7
1.9281,900,14,6
1.9281,910,10,4
1.9281,920,9,6
1.9281,930,6,2
1.9281,940,12,14
1.9281,950,1,8
1.9281,960,10,4
1.9281,970,9,7
1.9281,980,7,2
1.9281,990,5,6
2.05446,0,0,0
2.05446,10,0,0
2.05446,20,0,0
2.05446,30,0,0
2.05446,40,0,0
2.05446,50,0,0
2.05446,60,0,0
2.05446,70,41,0
2.05446,80,41,0
2.05446,90,38,0
2.05446,100,44,0
2.05446,110,31,0
2.05446,120,14,0
2.05446,130,20,0
2.05446,140,31,0
2.05446,150,38,0
2.05446,160,24,0
2.05446,170,38,0
2.05446,180,28,0
2.05446,190,15,0
2.05446,200,36,0
2.05446,210,39,0
2.05446,220,27,0
2.05446,230,24,0
2.05446,240,29,0
2.05446,250,32,0
2.05446,260,39,0
2.05446,270,32,0
2.05446,280,33,0
2.05446,290,50,6
2.05446,300,45,4
2.05446,310,58,3
2.05446,320,56,3
2.05446,330,39,2
2.05446,340,32,4
2.05446,350,46,0
2.05446,360,33,4
2.05446,370,32,7
2.05446,380,40,0
2.05446,390,27,2
2.05446,400,35,2
2.05446,410,36,9
2.05446,420,43,3
2.05446,430,37,5
2.05446,440,47,3
2.05446,450,39,0
2.05446,460,36,4
2.05446,470,30,6
2.05446,480,41,3
2.05446,490,25,3
2.05446,500,32,8
2.05446,510,27,2
2.05446,520,21,2
2.05446,530,36,1
2.05446,540,38,6
2.05446,550,30,2
2.05446,560,29,9
2.05446,570,32,6
2.05446,580,29,8
2.05446,590,27,6
2.05446,600,22,3
2.05446,610,16,2
2.05446,620,29,8
2.05446,630,16,0
2.05446,640,22,5
2.05446,650,16,2
2.05446,660,13,4
2.05446,670,16,2
2.05446,680,17,1
2.05446,690,12,2
2.05446,700,27,11
2.05446,710,17,3
2.05446,720,18,11
2.05446,730,13,6
2.05446,740,10,6
2.05446,750,15,4
2.05446,760,20,8
2.05446,770,15,3
2.05446,780,13,4
2.05446,790,14,3
2.05446,800,11,5
2.05446,810,11,7
2.05446,820,9,5
2.05446,830,11,12
2.05446,840,8,3
2.05446,850,18,9
2.05446,860,14,4
2.05446,870,15,10
2.05446,880,12,5
2.05446,890,14,12
2.05446,900,22,5
2.05446,910,9,4
2.05446,920,7,9
2.05446,930,7,9
2.05446,940,2,7
2.05446,950,8,6
2.05446,960,6,9
2.05446,970,4,3
2.05446,980,6,6
2.05446,990,6,8
2.1891,0,0,0
2.1891,10,0,0
2.1891,20,0,0
2.1891,30,0,0
2.1891,40,0,0
2.1891,50,0,0
2.1891,60,0,0
2.1891,70,24,0
2.1891,80,48,0
2.1891,90,33,0
2.1891,100,37,0
2.1891,110,33,0
2.1891,120,21,0
2.1891,130,27,0
2.1891,140,16,0
2.1891,150,35,0
2.1891,160,39,0
2.1891,170,35,0
2.1891,180,29,0
2.1891,190,22,0
2.1891,200,42,0
2.1891,210,51,0
2.1891,220,34,0
2.1891,230,25,0
2.1891,240,37,0
2.1891,250,46,0
2.1891,260,48,0
2.1891,270,22,0
2.1891,280,34,0
2.1891,290,38,0
2.1891,300,44,2
2.1891,310,41,4
2.1891,320,38,5
2.1891,330,41,4
2.1891,340,24,5
2.1891,350,52,4
2.1891,360,25,0
2.1891,370,45,14
2.1891,380,39,3
2.1891,390,34,5
2.1891,400,29,3
2.1891,410,36,7
2.1891,420,40,2
2.1891,430,30,4
2.1891,440,45,1
2.1891,450,45,3
2.1891,460,35,10
2.1891,470,39,7
2.1891,480,33,2
2.1891,490,24,1
2.1891,500,24,5
2.1891,510,17,2
2.1891,520,32,2
2.1891,530,39,3
2.1891,540,47,5
2.1891,550,42,7
2.1891,560,26,5
2.1891,570,27,3
2.1891,580,34,3
2.1891,590,24,5
2.1891,600,12,3
2.1891,610,14,6
2.1891,620,16,8
2.1891,630,22,2
2.1891,640,21,5
2.1891,650,22,2
2.1891,660,20,2
2.1891,670,15,1
2.1891,680,15,3
2.1891,690,32,1
2.1891,700,16,9
2.1891,710,15,5
2.1891,720,18,12
2.1891,730,14,7
2.1891,740,12,6
2.1891,750,13,8
2.1891,760,14,9
