m_B,deltaE,nFlux
10.6509,520,0
10.6509,530,0
10.6509,540,0
10.6509,550,0
10.6509,560,0
10.6509,570,0
10.6509,580,0
10.6509,590,0
10.6509,600,0
10.6509,610,0
10.6509,620,0
10.6509,630,0
10.6509,640,0
10.6509,650,0
10.6509,660,0
10.6509,670,0
10.6509,680,0
10.6509,690,0
10.6509,700,0
10.6509,710,0
10.6509,720,0
10.6509,730,0
10.6509,740,0
10.6509,750,0
10.6509,760,0
10.6509,770,0
10.6509,780,0
10.6509,790,0
10.6509,800,0
10.6509,810,0
10.6509,820,0
10.6509,830,0
10.6509,840,0
10.6509,850,0
10.6509,860,0
10.6509,870,0
10.6509,880,0
10.6509,890,0
10.6509,900,0
10.6509,910,0
10.6509,920,0
10.6509,930,0
10.6509,940,0
10.6509,950,0
10.6509,960,0
10.6509,970,0
10.6509,980,0
10.6509,990,0
11.3387,0,2
11.3387,10,6
11.3387,20,25
11.3387,30,33
11.3387,40,89
11.3387,50,137
11.3387,60,110
11.3387,70,180
11.3387,80,456
11.3387,90,421
11.3387,100,681
11.3387,110,1349
11.3387,120,1239
11.3387,130,1559
11.3387,140,2020
11.3387,150,1598
11.3387,160,2826
11.3387,170,3114
11.3387,180,3170
11.3387,190,4435
11.3387,200,5266
11.3387,210,10243
11.3387,220,6880
11.3387,230,8036
11.3387,240,11815
11.3387,250,18969
11.3387,260,21310
11.3387,270,28281
11.3387,280,38834
11.3387,290,53789
11.3387,300,61821
11.3387,310,65054
11.3387,320,54324
11.3387,330,43845
11.3387,340,66906
11.3387,350,111770
11.3387,360,23394
11.3387,370,1000
11.3387,380,0
11.3387,390,0
11.3387,400,0
11.3387,410,0
11.3387,420,0
11.3387,430,0
11.3387,440,0
11.3387,450,0
11.3387,460,0
11.3387,470,0
11.3387,480,0
11.3387,490,0
11.3387,500,0
11.3387,510,0
11.3387,520,0
11.3387,530,0
11.3387,540,0
11.3387,550,0
11.3387,560,0
11.3387,570,0
11.3387,580,0
11.3387,590,0
11.3387,600,0
11.3387,610,0
11.3387,620,0
11.3387,630,0
11.3387,640,0
11.3387,650,0
11.3387,660,0
11.3387,670,0
11.3387,680,0
11.3387,690,0
11.3387,700,0
11.3387,710,0
11.3387,720,0
11.3387,730,0
11.3387,740,0
11.3387,750,0
11.3387,760,0
11.3387,770,0
11.3387,780,0
11.3387,790,0
11.3387,800,0
11.3387,810,0
11.3387,820,0
11.3387,830,0
11.3387,840,0
11.3387,850,0
11.3387,860,0
11.3387,870,0
11.3387,880,0
11.3387,890,0
11.3387,900,0
11.3387,910,0
11.3387,920,0
11.3387,930,0
11.3387,940,0
11.3387,950,0
11.3387,960,0
11.3387,970,0
11.3387,980,0
11.3387,990,0
12.0265,0,1
12.0265,10,8
12.0265,20,22
12.0265,30,38
12.0265,40,92
12.0265,50,122
12.0265,60,113
12.0265,70,207
12.0265,80,453
12.0265,90,472
12.0265,100,774
12.0265,110,1441
12.0265,120,1221
12.0265,130,1681
12.0265,140,1948
12.0265,150,1721
12.0265,160,2984
12.0265,170,3177
12.0265,180,3307
12.0265,190,4702
12.0265,200,5864
12.0265,210,10539
12.0265,220,7665
12.0265,230,9544
12.0265,240,13794
12.0265,250,20014
12.0265,260,25550
12.0265,270,31453
12.0265,280,45017
12.0265,290,59548
12.0265,300,68466
12.0265,310,70927
12.0265,320,58268
12.0265,330,45155
12.0265,340,70353
12.0265,350,24545
12.0265,360,0
12.0265,370,0
12.0265,380,0
12.0265,390,0
12.0265,400,0
12.0265,410,0
12.0265,420,0
12.0265,430,0
12.0265,440,0
12.0265,450,0
12.0265,460,0
12.0265,470,0
12.0265,480,0
12.0265,490,0
12.0265,500,0
12.0265,510,0
12.0265,520,0
12.0265,530,0
12.0265,540,0
12.0265,550,0
12.0265,560,0
12.0265,570,0
12.0265,580,0
12.0265,590,0
12.0265,600,0
12.0265,610,0
12.0265,620,0
12.0265,630,0
12.0265,640,0
12.0265,650,0
12.0265,660,0
12.0265,670,0
12.0265,680,0
12.0265,690,0
12.0265,700,0
12.0265,710,0
12.0265,720,0
12.0265,730,0
12.0265,740,0
12.0265,750,0
12.0265,760,0
12.0265,770,0
12.0265,780,0
12.0265,790,0
12.0265,800,0
12.0265,810,0
12.0265,820,0
12.0265,830,0
12.0265,840,0
12.0265,850,0
12.0265,860,0
12.0265,870,0
12.0265,880,0
12.0265,890,0
12.0265,900,0
12.0265,910,0
12.0265,920,0
12.0265,930,0
12.0265,940,0
12.0265,950,0
12.0265,960,0
12.0265,970,0
12.0265,980,0
12.0265,990,0
12.7143,0,3
12.7143,10,5
12.7143,20,21
12.7143,30,48
12.7143,40,98
12.7143,50,142
12.7143,60,98
12.7143,70,228
12.7143,80,455
12.7143,90,520
12.7143,100,666
12.7143,110,1359
12.7143,120,1202
12.7143,130,1820
12.7143,140,1833
12.7143,150,1972
12.7143,160,3191
12.7143,170,3228
12.7143,180,3596
12.7143,190,5078
12.7143,200,6187
12.7143,210,11358
12.7143,220,8680
12.7143,230,11911
12.7143,240,13220
12.7143,250,21219
12.7143,260,29674
12.7143,270,34139
12.7143,280,53951
12.7143,290,68417
12.7143,300,72916
12.7143,310,81777
12.7143,320,71324
12.7143,330,5674
12.7143,340,0
12.7143,350,0
12.7143,360,0
12.7143,370,0
12.7143,380,0
12.7143,390,0
12.7143,400,0
12.7143,410,0
12.7143,420,0
12.7143,430,0
12.7143,440,0
12.7143,450,0
12.7143,460,0
12.7143,470,0
12.7143,480,0
12.7143,490,0
12.7143,500,0
12.7143,510,0
12.7143,520,0
12.7143,530,0
12.7143,540,0
12.7143,550,0
12.7143,560,0
12.7143,570,0
12.7143,580,0
12.7143,590,0
12.7143,600,0
12.7143,610,0
12.7143,620,0
12.7143,630,0
12.7143,640,0
12.7143,650,0
12.7143,660,0
12.7143,670,0
12.7143,680,0
12.7143,690,0
12.7143,700,0
12.7143,710,0
12.7143,720,0
12.7143,730,0
12.7143,740,0
12.7143,750,0
12.7143,760,0
12.7143,770,0
12.7143,780,0
12.7143,790,0
12.7143,800,0
12.7143,810,0
12.7143,820,0
12.7143,830,0
12.7143,840,0
12.7143,850,0
12.7143,860,0
12.7143,870,0
12.7143,880,0
12.7143,890,0
12.7143,900,0
12.7143,910,0
12.7143,920,0
12.7143,930,0
12.7143,940,0
12.7143,950,0
12.7143,960,0
12.7143,970,0
12.7143,980,0
12.7143,990,0
13.402,0,3
13.402,10,12
13.402,20,23
13.402,30,43
13.402,40,101
13.402,50,126
13.402,60,140
13.402,70,224
13.402,80,521
13.402,90,533
13.402,100,827
13.402,110,1511
13.402,120,1177
13.402,130,2035
13.402,140,1824
13.402,150,2223
13.402,160,3344
13.402,170,3421
13.402,180,3712
13.402,190,5541
13.402,200,6691
13.402,210,12130
13.402,220,10707
13.402,230,14993
13.402,240,12808
13.402,250,22874
13.402,260,34666
13.402,270,39866
13.402,280,67176
13.402,290,77175
13.402,300,75595
13.402,310,65899
13.402,320,0
13.402,330,0
13.402,340,0
13.402,350,0
13.402,360,0
13.402,370,0
13.402,380,0
13.402,390,0
13.402,400,0
13.402,410,0
13.402,420,0
13.402,430,0
13.402,440,0
13.402,450,0
13.402,460,0
13.402,470,0
13.402,480,0
13.402,490,0
13.402,500,0
13.402,510,0
13.402,520,0
13.402,530,0
13.402,540,0
13.402,550,0
13.402,560,0
13.402,570,0
13.402,580,0
13.402,590,0
13.402,600,0
13.402,610,0
13.402,620,0
13.402,630,0
13.402,640,0
13.402,650,0
13.402,660,0
13.402,670,0
13.402,680,0
13.402,690,0
13.402,700,0
13.402,710,0
13.402,720,0
13.402,730,0
13.402,740,0
13.402,750,0
13.402,760,0
13.402,770,0
13.402,780,0
13.402,790,0
13.402,800,0
13.402,810,0
13.402,820,0
13.402,830,0
13.402,840,0
13.402,850,0
13.402,860,0
13.402,870,0
13.402,880,0
13.402,890,0
13.402,900,0
13.402,910,0
13.402,920,0
13.402,930,0
13.402,940,0
13.402,950,0
13.402,960,0
13.402,970,0
13.402,980,0
13.402,990,0
14.0898,0,0
14.0898,10,11
14.0898,20,19
14.0898,30,37
14.0898,40,110
14.0898,50,144
14.0898,60,134
14.0898,70,225
14.0898,80,487
14.0898,90,562
14.0898,100,758
14.0898,110,1461
14.0898,120,1261
14.0898,130,2282
14.0898,140,1711
14.0898,150,2361
14.0898,160,3224
14.0898,170,3757
14.0898,180,4027
14.0898,190,5878
14.0898,200,7524
14.0898,210,12786
14.0898,220,12904
14.0898,230,18003
14.0898,240,13194
14.0898,250,24067
14.0898,260,39360
14.0898,270,50315
14.0898,280,79926
14.0898,290,73865
14.0898,300,0
14.0898,310,0
14.0898,320,0
14.0898,330,0
14.0898,340,0
14.0898,350,0
14.0898,360,0
14.0898,370,0
14.0898,380,0
14.0898,390,0
14.0898,400,0
14.0898,410,0
14.0898,420,0
14.0898,430,0
14.0898,440,0
14.0898,450,0
14.0898,460,0
14.0898,470,0
14.0898,480,0
14.0898,490,0
14.0898,500,0
14.0898,510,0
14.0898,520,0
14.0898,530,0
14.0898,540,0
14.0898,550,0
14.0898,560,0
14.0898,570,0
14.0898,580,0
14.0898,590,0
14.0898,600,0
14.0898,610,0
14.0898,620,0
14.0898,630,0
14.0898,640,0
14.0898,650,0
14.0898,660,0
14.0898,670,0
14.0898,680,0
14.0898,690,0
14.0898,700,0
14.0898,710,0
14.0898,720,0
14.0898,730,0
14.0898,740,0
14.0898,750,0
14.0898,760,0
14.0898,770,0
14.0898,780,0
14.0898,790,0
14.0898,800,0
14.0898,810,0
14.0898,820,0
14.0898,830,0
14.0898,840,0
14.0898,850,0
14.0898,860,0
14.0898,870,0
14.0898,880,0
14.0898,890,0
14.0898,900,0
14.0898,910,0
14.0898,920,0
14.0898,930,0
14.0898,940,0
14.0898,950,0
14.0898,960,0
14.0898,970,0
14.0898,980,0
14.0898,990,0
14.7776,0,2
14.7776,10,17
14.7776,20,24
14.7776,30,54
14.7776,40,85
14.7776,50,132
14.7776,60,151
14.7776,70,253
14.7776,80,551
14.7776,90,584
14.7776,100,892
14.7776,110,1389
14.7776,120,1356
14.7776,130,2354
14.7776,140,1797
14.7776,150,2568
14.7776,160,3487
14.7776,170,3889
14.7776,180,4449
14.7776,190,6709
14.7776,200,8422
14.7776,210,13965
14.7776,220,17183
14.7776,230,20368
14.7776,240,13990
14.7776,250,25681
14.7776,260,47661
14.7776,270,59627
14.7776,280,56516
14.7776,290,0
14.7776,300,0
14.7776,310,0
14.7776,320,0
14.7776,330,0
14.7776,340,0
14.7776,350,0
14.7776,360,0
14.7776,370,0
14.7776,380,0
14.7776,390,0
14.7776,400,0
14.7776,410,0
14.7776,420,0
14.7776,430,0
14.7776,440,0
14.7776,450,0
14.7776,460,0
14.7776,470,0
14.7776,480,0
14.7776,490,0
14.7776,500,0
14.7776,510,0
14.7776,520,0
14.7776,530,0
14.7776,540,0
14.7776,550,0
14.7776,560,0
14.7776,570,0
14.7776,580,0
14.7776,590,0
14.7776,600,0
14.7776,610,0
14.7776,620,0
14.7776,630,0
14.7776,640,0
14.7776,650,0
14.7776,660,0
14.7776,670,0
14.7776,680,0
14.7776,690,0
14.7776,700,0
14.7776,710,0
14.7776,720,0
14.7776,730,0
14.7776,740,0
14.7776,750,0
14.7776,760,0
14.7776,770,0
14.7776,780,0
14.7776,790,0
14.7776,800,0
14.7776,810,0
14.7776,820,0
14.7776,830,0
14.7776,840,0
14.7776,850,0
14.7776,860,0
14.7776,870,0
14.7776,880,0
14.7776,890,0
14.7776,900,0
14.7776,910,0
14.7776,920,0
14.7776,930,0
14.7776,940,0
14.7776,950,0
14.7776,960,0
14.7776,970,0
14.7776,980,0
14.7776,990,0
15.4654,0,1
15.4654,10,14
15.4654,20,20
15.4654,30,50
15.4654,40,101
15.4654,50,135
15.4654,60,184
15.4654,70,305
15.4654,80,523
15.4654,90,671
15.4654,100,978
15.4654,110,1435
15.4654,120,1438
15.4654,130,2473
15.4654,140,1736
15.4654,150,2839
15.4654,160,3468
15.4654,170,4151
15.4654,180,5352
15.4654,190,7201
15.4654,200,9602
15.4654,210,15438
15.4654,220,21298
15.4654,230,22851
15.4654,240,14201
15.4654,250,30085
15.4654,260,59927
15.4654,270,4779
15.4654,280,0
15.4654,290,0
15.4654,300,0
15.4654,310,0
15.4654,320,0
15.4654,330,0
15.4654,340,0
15.4654,350,0
15.4654,360,0
15.4654,370,0
15.4654,380,0
15.4654,390,0
15.4654,400,0
15.4654,410,0
15.4654,420,0
15.4654,430,0
15.4654,440,0
15.4654,450,0
15.4654,460,0
15.4654,470,0
15.4654,480,0
15.4654,490,0
15.4654,500,0
15.4654,510,0
15.4654,520,0
15.4654,530,0
15.4654,540,0
15.4654,550,0
15.4654,560,0
15.4654,570,0
15.4654,580,0
15.4654,590,0
15.4654,600,0
15.4654,610,0
15.4654,620,0
15.4654,630,0
15.4654,640,0
15.4654,650,0
15.4654,660,0
15.4654,670,0
15.4654,680,0
15.4654,690,0
15.4654,700,0
15.4654,710,0
15.4654,720,0
15.4654,730,0
15.4654,740,0
15.4654,750,0
15.4654,760,0
15.4654,770,0
15.4654,780,0
15.4654,790,0
15.4654,800,0
15.4654,810,0
15.4654,820,0
15.4654,830,0
15.4654,840,0
15.4654,850,0
15.4654,860,0
15.4654,870,0
15.4654,880,0
15.4654,890,0
15.4654,900,0
15.4654,910,0
15.4654,920,0
15.4654,930,0
15.4654,940,0
15.4654,950,0
15.4654,960,0
15.4654,970,0
15.4654,980,0
15.4654,990,0
16.1532,0,2
16.1532,10,13
16.1532,20,24
16.1532,30,61
16.1532,40,105
16.1532,50,149
16.1532,60,159
16.1532,70,361
16.1532,80,481
16.1532,90,682
16.1532,100,963
16.1532,110,1522
16.1532,120,1564
16.1532,130,2549
16.1532,140,1626
16.1532,150,3284
16.1532,160,3335
16.1532,170,4438
16.1532,180,5751
16.1532,190,8320
16.1532,200,11380
16.1532,210,16906
16.1532,220,28208
16.1532,230,30337
16.1532,240,10799
16.1532,250,37735
16.1532,260,0
16.1532,270,0
16.1532,280,0
16.1532,290,0
16.1532,300,0
16.1532,310,0
16.1532,320,0
16.1532,330,0
16.1532,340,0
16.1532,350,0
16.1532,360,0
16.1532,370,0
16.1532,380,0
16.1532,390,0
16.1532,400,0
16.1532,410,0
16.1532,420,0
16.1532,430,0
16.1532,440,0
16.1532,450,0
16.1532,460,0
16.1532,470,0
16.1532,480,0
16.1532,490,0
16.1532,500,0
16.1532,510,0
16.1532,520,0
16.1532,530,0
16.1532,540,0
16.1532,550,0
16.1532,560,0
16.1532,570,0
16.1532,580,0
16.1532,590,0
16.1532,600,0
16.1532,610,0
16.1532,620,0
16.1532,630,0
16.1532,640,0
16.1532,650,0
16.1532,660,0
16.1532,670,0
16.1532,680,0
16.1532,690,0
16.1532,700,0
16.1532,710,0
16.1532,720,0
16.1532,730,0
16.1532,740,0
16.1532,750,0
16.1532,760,0
16.1532,770,0
16.1532,780,0
16.1532,790,0
16.1532,800,0
16.1532,810,0
16.1532,820,0
16.1532,830,0
16.1532,840,0
16.1532,850,0
16.1532,860,0
16.1532,870,0
16.1532,880,0
16.1532,890,0
16.1532,900,0
16.1532,910,0
16.1532,920,0
16.1532,930,0
16.1532,940,0
16.1532,950,0
16.1532,960,0
16.1532,970,0
16.1532,980,0
16.1532,990,0
16.8409,0,5
16.8409,10,22
16.8409,20,25
16.8409,30,55
16.8409,40,101
16.8409,50,143
16.8409,60,198
16.8409,70,360
16.8409,80,553
16.8409,90,768
16.8409,100,1009
16.8409,110,1585
16.8409,120,1768
16.8409,130,2482
16.8409,140,1803
16.8409,150,3905
16.8409,160,3401
16.8409,170,4584
16.8409,180,6781
16.8409,190,9603
16.8409,200,13203
16.8409,210,19384
16.8409,220,40127
16.8409,230,38459
16.8409,240,6612
16.8409,250,0
16.8409,260,0
16.8409,270,0
16.8409,280,0
16.8409,290,0
16.8409,300,0
16.8409,310,0
16.8409,320,0
16.8409,330,0
16.8409,340,0
16.8409,350,0
16.8409,360,0
16.8409,370,0
16.8409,380,0
16.8409,390,0
16.8409,400,0
16.8409,410,0
16.8409,420,0
16.8409,430,0
16.8409,440,0
16.8409,450,0
16.8409,460,0
16.8409,470,0
16.8409,480,0
16.8409,490,0
16.8409,500,0
16.8409,510,0
16.8409,520,0
16.8409,530,0
16.8409,540,0
16.8409,550,0
16.8409,560,0
16.8409,570,0
16.8409,580,0
16.8409,590,0
16.8409,600,0
16.8409,610,0
16.8409,620,0
16.8409,630,0
16.8409,640,0
16.8409,650,0
16.8409,660,0
16.8409,670,0
16.8409,680,0
16.8409,690,0
16.8409,700,0
16.8409,710,0
16.8409,720,0
16.8409,730,0
16.8409,740,0
16.8409,750,0
16.8409,760,0
16.8409,770,0
16.8409,780,0
16.8409,790,0
16.8409,800,0
16.8409,810,0
16.8409,820,0
16.8409,830,0
16.8409,840,0
16.8409,850,0
16.8409,860,0
16.8409,870,0
16.8409,880,0
16.8409,890,0
16.8409,900,0
16.8409,910,0
16.8409,920,0
16.8409,930,0
16.8409,940,0
16.8409,950,0
16.8409,960,0
16.8409,970,0
16.8409,980,0
16.8409,990,0
17.5287,0,2
17.5287,10,24
17.5287,20,14
17.5287,30,75
17.5287,40,112
17.5287,50,177
17.5287,60,177
17.5287,70,372
17.5287,80,582
17.5287,90,866
17.5287,100,1033
17.5287,110,1733
17.5287,120,1754
17.5287,130,2492
17.5287,140,1893
17.5287,150,4198
17.5287,160,3644
17.5287,170,4823
17.5287,180,8199
17.5287,190,10908
17.5287,200,14656
17.5287,210,22281
17.5287,220,59325
17.5287,230,35126
17.5287,240,0
17.5287,250,0
17.5287,260,0
17.5287,270,0
17.5287,280,0
17.5287,290,0
17.5287,300,0
17.5287,310,0
17.5287,320,0
17.5287,330,0
17.5287,340,0
17.5287,350,0
17.5287,360,0
17.5287,370,0
17.5287,380,0
17.5287,390,0
17.5287,400,0
17.5287,410,0
17.5287,420,0
17.5287,430,0
17.5287,440,0
17.5287,450,0
17.5287,460,0
17.5287,470,0
17.5287,480,0
17.5287,490,0
17.5287,500,0
17.5287,510,0
17.5287,520,0
17.5287,530,0
17.5287,540,0
17.5287,550,0
17.5287,560,0
17.5287,570,0
17.5287,580,0
17.5287,590,0
17.5287,600,0
17.5287,610,0
17.5287,620,0
17.5287,630,0
17.5287,640,0
17.5287,650,0
17.5287,660,0
17.5287,670,0
17.5287,680,0
17.5287,690,0
17.5287,700,0
17.5287,710,0
17.5287,720,0
17.5287,730,0
17.5287,740,0
17.5287,750,0
17.5287,760,0
17.5287,770,0
17.5287,780,0
17.5287,790,0
17.5287,800,0
17.5287,810,0
17.5287,820,0
17.5287,830,0
17.5287,840,0
17.5287,850,0
17.5287,860,0
17.5287,870,0
17.5287,880,0
17.5287,890,0
17.5287,900,0
17.5287,910,0
17.5287,920,0
17.5287,930,0
17.5287,940,0
17.5287,950,0
17.5287,960,0
17.5287,970,0
17.5287,980,0
17.5287,990,0
18.2165,0,0
18.2165,10,9
18.2165,20,13
18.2165,30,79
18.2165,40,106
18.2165,50,173
18.2165,60,185
18.2165,70,386
18.2165,80,594
18.2165,90,911
18.2165,100,1069
18.2165,110,1689
18.2165,120,2047
18.2165,130,2414
18.2165,140,2152
18.2165,150,4639
18.2165,160,3621
18.2165,170,5146
18.2165,180,9425
18.2165,190,12619
18.2165,200,16176
18.2165,210,24894
18.2165,220,58370
18.2165,230,0
18.2165,240,0
18.2165,250,0
18.2165,260,0
18.2165,270,0
18.2165,280,0
18.2165,290,0
18.2165,300,0
18.2165,310,0
18.2165,320,0
18.2165,330,0
18.2165,340,0
18.2165,350,0
18.2165,360,0
18.2165,370,0
18.2165,380,0
18.2165,390,0
18.2165,400,0
18.2165,410,0
18.2165,420,0
18.2165,430,0
18.2165,440,0
18.2165,450,0
18.2165,460,0
18.2165,470,0
18.2165,480,0
18.2165,490,0
18.2165,500,0
18.2165,510,0
18.2165,520,0
18.2165,530,0
18.2165,540,0
18.2165,550,0
18.2165,560,0
18.2165,570,0
18.2165,580,0
18.2165,590,0
18.2165,600,0
18.2165,610,0
18.2165,620,0
18.2165,630,0
18.2165,640,0
18.2165,650,0
18.2165,660,0
18.2165,670,0
18.2165,680,0
18.2165,690,0
18.2165,700,0
18.2165,710,0
18.2165,720,0
18.2165,730,0
18.2165,740,0
18.2165,750,0
18.2165,760,0
18.2165,770,0
18.2165,780,0
18.2165,790,0
18.2165,800,0
18.2165,810,0
18.2165,820,0
18.2165,830,0
18.2165,840,0
18.2165,850,0
18.2165,860,0
18.2165,870,0
18.2165,880,0
18.2165,890,0
18.2165,900,0
18.2165,910,0
18.2165,920,0
18.2165,930,0
18.2165,940,0
18.2165,950,0
18.2165,960,0
18.2165,970,0
18.2165,980,0
18.2165,990,0
18.9043,0,1
18.9043,10,19
18.9043,20,24
18.9043,30,86
18.9043,40,115
18.9043,50,183
18.9043,60,213
18.9043,70,371
18.9043,80,571
18.9043,90,954
18.9043,100,1121
18.9043,110,1790
18.9043,120,2198
18.9043,130,2369
18.9043,140,2452
18.9043,150,4794
18.9043,160,3834
18.9043,170,5644
18.9043,180,10854
18.9043,190,14845
18.9043,200,18202
18.9043,210,19437
18.9043,220,0
18.9043,230,0
18.9043,240,0
18.9043,250,0
18.9043,260,0
18.9043,270,0
18.9043,280,0
18.9043,290,0
18.9043,300,0
18.9043,310,0
18.9043,320,0
18.9043,330,0
18.9043,340,0
18.9043,350,0
18.9043,360,0
18.9043,370,0
18.9043,380,0
18.9043,390,0
18.9043,400,0
18.9043,410,0
18.9043,420,0
18.9043,430,0
18.9043,440,0
18.9043,450,0
18.9043,460,0
18.9043,470,0
18.9043,480,0
18.9043,490,0
18.9043,500,0
18.9043,510,0
18.9043,520,0
18.9043,530,0
18.9043,540,0
18.9043,550,0
18.9043,560,0
18.9043,570,0
18.9043,580,0
18.9043,590,0
18.9043,600,0
18.9043,610,0
18.9043,620,0
18.9043,630,0
18.9043,640,0
18.9043,650,0
18.9043,660,0
18.9043,670,0
18.9043,680,0
18.9043,690,0
18.9043,700,0
18.9043,710,0
18.9043,720,0
18.9043,730,0
18.9043,740,0
18.9043,750,0
18.9043,760,0
18.9043,770,0
18.9043,780,0
18.9043,790,0
18.9043,800,0
18.9043,810,0
18.9043,820,0
18.9043,830,0
18.9043,840,0
18.9043,850,0
18.9043,860,0
18.9043,870,0
18.9043,880,0
18.9043,890,0
18.9043,900,0
18.9043,910,0
18.9043,920,0
18.9043,930,0
18.9043,940,0
18.9043,950,0
18.9043,960,0
18.9043,970,0
18.9043,980,0
18.9043,990,0
19.5921,0,4
19.5921,10,15
19.5921,20,19
19.5921,30,99
19.5921,40,96
19.5921,50,169
19.5921,60,234
19.5921,70,396
19.5921,80,661
19.5921,90,1036
19.5921,100,1215
19.5921,110,2032
19.5921,120,2475
19.5921,130,2231
19.5921,140,2829
19.5921,150,5112
19.5921,160,4258
19.5921,170,6458
19.5921,180,12608
19.5921,190,19008
19.5921,200,19372
19.5921,210,0
19.5921,220,0
19.5921,230,0
19.5921,240,0
19.5921,250,0
19.5921,260,0
19.5921,270,0
19.5921,280,0
19.5921,290,0
19.5921,300,0
19.5921,310,0
19.5921,320,0
19.5921,330,0
19.5921,340,0
19.5921,350,0
19.5921,360,0
19.5921,370,0
19.5921,380,0
19.5921,390,0
19.5921,400,0
19.5921,410,0
19.5921,420,0
19.5921,430,0
19.5921,440,0
19.5921,450,0
19.5921,460,0
19.5921,470,0
19.5921,480,0
19.5921,490,0
19.5921,500,0
19.5921,510,0
19.5921,520,0
19.5921,530,0
19.5921,540,0
19.5921,550,0
19.5921,560,0
19.5921,570,0
19.5921,580,0
19.5921,590,0
19.5921,600,0
19.5921,610,0
19.5921,620,0
19.5921,630,0
19.5921,640,0
19.5921,650,0
19.5921,660,0
19.5921,670,0
19.5921,680,0
19.5921,690,0
19.5921,700,0
19.5921,710,0
19.5921,720,0
19.5921,730,0
19.5921,740,0
19.5921,750,0
19.5921,760,0
19.5921,770,0
19.5921,780,0
19.5921,790,0
19.5921,800,0
19.5921,810,0
19.5921,820,0
19.5921,830,0
19.5921,840,0
19.5921,850,0
19.5921,860,0
19.5921,870,0
19.5921,880,0
19.5921,890,0
19.5921,900,0
19.5921,910,0
19.5921,920,0
19.5921,930,0
19.5921,940,0
19.5921,950,0
19.5921,960,0
19.5921,970,0
19.5921,980,0
19.5921,990,0
20.2798,0,3
20.2798,10,18
20.2798,20,28
20.2798,30,90
20.2798,40,102
20.2798,50,198
20.2798,60,246
20.2798,70,439
20.2798,80,618
20.2798,90,1118
20.2798,100,1140
20.2798,110,2047
20.2798,120,2558
20.2798,130,2299
20.2798,140,3283
20.2798,150,5405
20.2798,160,4643
20.2798,170,9165
20.2798,180,15293
20.2798,190,27288
20.2798,200,5988
20.2798,210,0
20.2798,220,0
20.2798,230,0
20.2798,240,0
20.2798,250,0
20.2798,260,0
20.2798,270,0
20.2798,280,0
20.2798,290,0
20.2798,300,0
20.2798,310,0
20.2798,320,0
20.2798,330,0
20.2798,340,0
20.2798,350,0
20.2798,360,0
20.2798,370,0
20.2798,380,0
20.2798,390,0
20.2798,400,0
20.2798,410,0
20.2798,420,0
20.2798,430,0
20.2798,440,0
20.2798,450,0
20.2798,460,0
20.2798,470,0
20.2798,480,0
20.2798,490,0
20.2798,500,0
20.2798,510,0
20.2798,520,0
20.2798,530,0
20.2798,540,0
20.2798,550,0
20.2798,560,0
20.2798,570,0
20.2798,580,0
20.2798,590,0
20.2798,600,0
20.2798,610,0
20.2798,620,0
20.2798,630,0
20.2798,640,0
20.2798,650,0
20.2798,660,0
20.2798,670,0
20.2798,680,0
20.2798,690,0
20.2798,700,0
20.2798,710,0
20.2798,720,0
20.2798,730,0
20.2798,740,0
20.2798,750,0
20.2798,760,0
20.2798,770,0
20.2798,780,0
20.2798,790,0
20.2798,800,0
20.2798,810,0
20.2798,820,0
20.2798,830,0
20.2798,840,0
20.2798,850,0
20.2798,860,0
20.2798,870,0
20.2798,880,0
20.2798,890,0
20.2798,900,0
20.2798,910,0
20.2798,920,0
20.2798,930,0
20.2798,940,0
20.2798,950,0
20.2798,960,0
20.2798,970,0
20.2798,980,0
20.2798,990,0
20.9676,0,8
20.9676,10,15
20.9676,20,34
20.9676,30,116
20.9676,40,101
20.9676,50,220
20.9676,60,265
20.9676,70,488
20.9676,80,641
20.9676,90,1123
20.9676,100,1226
20.9676,110,2231
20.9676,120,2640
20.9676,130,2420
20.9676,140,3691
20.9676,150,5697
20.9676,160,5310
20.9676,170,13207
20.9676,180,16569
20.9676,190,19779
20.9676,200,0
20.9676,210,0
20.9676,220,0
20.9676,230,0
20.9676,240,0
20.9676,250,0
20.9676,260,0
20.9676,270,0
20.9676,280,0
20.9676,290,0
20.9676,300,0
20.9676,310,0
20.9676,320,0
20.9676,330,0
20.9676,340,0
20.9676,350,0
20.9676,360,0
20.9676,370,0
20.9676,380,0
20.9676,390,0
20.9676,400,0
20.9676,410,0
20.9676,420,0
20.9676,430,0
20.9676,440,0
20.9676,450,0
20.9676,460,0
20.9676,470,0
20.9676,480,0
20.9676,490,0
20.9676,500,0
20.9676,510,0
20.9676,520,0
20.9676,530,0
20.9676,540,0
20.9676,550,0
20.9676,560,0
20.9676,570,0
20.9676,580,0
20.9676,590,0
20.9676,600,0
20.9676,610,0
20.9676,620,0
20.9676,630,0
20.9676,640,0
20.9676,650,0
20.9676,660,0
20.9676,670,0
20.9676,680,0
20.9676,690,0
20.9676,700,0
20.9676,710,0
20.9676,720,0
20.9676,730,0
20.9676,740,0
20.9676,750,0
20.9676,760,0
20.9676,770,0
20.9676,780,0
20.9676,790,0
20.9676,800,0
20.9676,810,0
20.9676,820,0
20.9676,830,0
20.9676,840,0
20.9676,850,0
20.9676,860,0
20.9676,870,0
