m_B,deltaE,nFlux_pi0,nFlux_eta
2.1891,770,17,7
2.1891,780,16,4
2.1891,790,10,1
2.1891,800,10,11
2.1891,810,6,3
2.1891,820,8,16
2.1891,830,6,4
2.1891,840,15,2
2.1891,850,7,0
2.1891,860,7,3
2.1891,870,15,1
2.1891,880,15,6
2.1891,890,10,7
2.1891,900,7,1
2.1891,910,11,11
2.1891,920,8,2
2.1891,930,7,4
2.1891,940,4,4
2.1891,950,7,5
2.1891,960,8,5
2.1891,970,5,2
2.1891,980,8,6
2.1891,990,9,4
2.33256,0,0,0
2.33256,10,0,0
2.33256,20,0,0
2.33256,30,0,0
2.33256,40,0,0
2.33256,50,0,0
2.33256,60,0,0
2.33256,70,29,0
2.33256,80,39,0
2.33256,90,40,0
2.33256,100,46,0
2.33256,110,25,0
2.33256,120,35,0
2.33256,130,26,0
2.33256,140,25,0
2.33256,150,30,0
2.33256,160,25,0
2.33256,170,41,0
2.33256,180,38,0
2.33256,190,23,0
2.33256,200,37,0
2.33256,210,28,0
2.33256,220,54,0
2.33256,230,40,0
2.33256,240,28,0
2.33256,250,31,0
2.33256,260,30,0
2.33256,270,24,0
2.33256,280,31,0
2.33256,290,32,2
2.33256,300,29,0
2.33256,310,64,6
2.33256,320,35,0
2.33256,330,23,2
2.33256,340,38,2
2.33256,350,29,3
2.33256,360,55,8
2.33256,370,34,3
2.33256,380,40,2
2.33256,390,43,2
2.33256,400,41,4
2.33256,410,34,0
2.33256,420,25,0
2.33256,430,32,7
2.33256,440,18,8
2.33256,450,19,4
2.33256,460,27,5
2.33256,470,28,1
2.33256,480,28,2
2.33256,490,26,3
2.33256,500,15,5
2.33256,510,20,7
2.33256,520,24,2
2.33256,530,14,0
2.33256,540,14,2
2.33256,550,19,2
2.33256,560,28,6
2.33256,570,32,3
2.33256,580,30,10
2.33256,590,21,5
2.33256,600,10,3
2.33256,610,23,2
2.33256,620,12,11
2.33256,630,21,4
2.33256,640,17,3
2.33256,650,17,0
2.33256,660,16,4
2.33256,670,29,6
2.33256,680,21,6
2.33256,690,13,6
2.33256,700,11,10
2.33256,710,16,16
2.33256,720,12,5
2.33256,730,14,6
2.33256,740,13,5
2.33256,750,27,3
2.33256,760,11,7
2.33256,770,10,5
2.33256,780,18,6
2.33256,790,11,0
2.33256,800,12,3
2.33256,810,8,6
2.33256,820,9,9
2.33256,830,9,2
2.33256,840,7,6
2.33256,850,12,1
2.33256,860,9,3
2.33256,870,8,1
2.33256,880,9,7
2.33256,890,17,2
2.33256,900,15,1
2.33256,910,5,8
2.33256,920,7,4
2.33256,930,8,2
2.33256,940,11,4
2.33256,950,3,3
2.33256,960,5,3
2.33256,970,5,2
2.33256,980,2,3
2.33256,990,6,3
2.48543,0,0,0
2.48543,10,0,0
2.48543,20,0,0
2.48543,30,0,0
2.48543,40,0,0
2.48543,50,0,0
2.48543,60,0,0
2.48543,70,36,0
2.48543,80,37,0
2.48543,90,30,0
2.48543,100,34,0
2.48543,110,20,0
2.48543,120,26,0
2.48543,130,19,0
2.48543,140,30,0
2.48543,150,24,0
2.48543,160,23,0
2.48543,170,45,0
2.48543,180,32,0
2.48543,190,28,0
2.48543,200,40,0
2.48543,210,29,0
2.48543,220,66,0
2.48543,230,25,0
2.48543,240,31,0
2.48543,250,24,0
2.48543,260,28,0
2.48543,270,24,0
2.48543,280,27,5
2.48543,290,33,2
2.48543,300,34,3
2.48543,310,50,4
2.48543,320,30,0
2.48543,330,27,3
2.48543,340,40,0
2.48543,350,23,2
2.48543,360,58,5
2.48543,370,35,1
2.48543,380,38,1
2.48543,390,36,6
2.48543,400,22,3
2.48543,410,38,1
2.48543,420,30,3
2.48543,430,33,5
2.48543,440,27,6
2.48543,450,39,4
2.48543,460,25,2
2.48543,470,35,3
2.48543,480,28,3
2.48543,490,35,3
2.48543,500,15,1
2.48543,510,24,4
2.48543,520,15,2
2.48543,530,22,1
2.48543,540,15,9
2.48543,550,15,5
2.48543,560,32,4
2.48543,570,27,3
2.48543,580,30,5
2.48543,590,16,2
2.48543,600,14,2
2.48543,610,24,4
2.48543,620,11,9
2.48543,630,24,8
2.48543,640,17,6
2.48543,650,14,4
2.48543,660,22,2
2.48543,670,21,10
2.48543,680,20,8
2.48543,690,10,7
2.48543,700,18,7
2.48543,710,11,14
2.48543,720,8,6
2.48543,730,15,4
2.48543,740,13,5
2.48543,750,25,6
2.48543,760,6,13
2.48543,770,11,7
2.48543,780,11,12
2.48543,790,17,3
2.48543,800,13,4
2.48543,810,9,1
2.48543,820,15,14
2.48543,830,4,0
2.48543,840,16,8
2.48543,850,14,0
2.48543,860,15,4
2.48543,870,10,4
2.48543,880,11,5
2.48543,890,19,3
2.48543,900,5,0
2.48543,910,9,9
2.48543,920,9,2
2.48543,930,14,2
2.48543,940,4,11
2.48543,950,3,12
2.48543,960,5,2
2.48543,970,6,2
2.48543,980,5,7
2.48543,990,4,4
2.64831,0,0,0
2.64831,10,0,0
2.64831,20,0,0
2.64831,30,0,0
2.64831,40,0,0
2.64831,50,0,0
2.64831,60,0,0
2.64831,70,26,0
2.64831,80,39,0
2.64831,90,44,0
2.64831,100,35,0
2.64831,110,27,0
2.64831,120,50,0
2.64831,130,29,0
2.64831,140,28,0
2.64831,150,41,0
2.64831,160,31,0
2.64831,170,34,0
2.64831,180,42,0
2.64831,190,32,0
2.64831,200,36,0
2.64831,210,37,0
2.64831,220,61,0
2.64831,230,32,0
2.64831,240,22,0
2.64831,250,32,0
2.64831,260,28,0
2.64831,270,25,0
2.64831,280,36,3
2.64831,290,36,1
2.64831,300,42,3
2.64831,310,53,1
2.64831,320,34,1
2.64831,330,27,5
2.64831,340,49,1
2.64831,350,19,2
2.64831,360,42,2
2.64831,370,31,5
2.64831,380,38,1
2.64831,390,43,4
2.64831,400,39,4
2.64831,410,36,2
2.64831,420,30,1
2.64831,430,30,4
2.64831,440,19,6
2.64831,450,28,5
2.64831,460,37,3
2.64831,470,28,6
2.64831,480,21,3
2.64831,490,35,5
2.64831,500,19,2
2.64831,510,30,5
2.64831,520,26,1
2.64831,530,19,3
2.64831,540,13,11
2.64831,550,17,6
2.64831,560,28,4
2.64831,570,23,0
2.64831,580,31,5
2.64831,590,10,1
2.64831,600,17,1
2.64831,610,26,4
2.64831,620,20,11
2.64831,630,19,2
2.64831,640,7,7
2.64831,650,21,5
2.64831,660,26,6
2.64831,670,23,11
2.64831,680,19,9
2.64831,690,9,3
2.64831,700,14,5
2.64831,710,23,12
2.64831,720,17,7
2.64831,730,11,3
2.64831,740,14,4
2.64831,750,16,1
2.64831,760,9,9
2.64831,770,9,5
2.64831,780,12,6
2.64831,790,12,1
2.64831,800,11,7
2.64831,810,15,7
2.64831,820,11,16
2.64831,830,10,2
2.64831,840,13,4
2.64831,850,15,1
2.64831,860,13,3
2.64831,870,11,1
2.64831,880,10,6
2.64831,890,16,4
2.64831,900,9,8
2.64831,910,9,8
2.64831,920,6,7
2.64831,930,7,4
2.64831,940,4,9
2.64831,950,10,6
2.64831,960,3,0
2.64831,970,1,1
2.64831,980,3,8
2.64831,990,7,2
2.82187,0,0,0
2.82187,10,0,0
2.82187,20,0,0
2.82187,30,0,0
2.82187,40,0,0
2.82187,50,0,0
2.82187,60,0,0
2.82187,70,26,0
2.82187,80,30,0
2.82187,90,48,0
2.82187,100,31,0
2.82187,110,29,0
2.82187,120,31,0
2.82187,130,27,0
2.82187,140,21,0
2.82187,150,40,0
2.82187,160,35,0
2.82187,170,28,0
2.82187,180,30,0
2.82187,190,19,0
2.82187,200,32,0
2.82187,210,39,0
2.82187,220,57,0
2.82187,230,40,0
2.82187,240,24,0
2.82187,250,24,0
2.82187,260,29,0
2.82187,270,19,0
2.82187,280,39,2
2.82187,290,37,2
2.82187,300,38,1
2.82187,310,44,3
2.82187,320,27,2
2.82187,330,29,2
2.82187,340,34,3
2.82187,350,20,4
2.82187,360,37,3
2.82187,370,39,3
2.82187,380,40,3
2.82187,390,46,1
2.82187,400,37,5
2.82187,410,36,2
2.82187,420,21,1
2.82187,430,34,3
2.82187,440,14,6
2.82187,450,30,2
2.82187,460,30,2
2.82187,470,22,2
2.82187,480,27,2
2.82187,490,29,0
2.82187,500,16,2
2.82187,510,20,4
2.82187,520,16,5
2.82187,530,14,5
2.82187,540,13,7
2.82187,550,25,11
2.82187,560,22,6
2.82187,570,24,0
2.82187,580,25,4
2.82187,590,17,6
2.82187,600,21,1
2.82187,610,19,3
2.82187,620,19,6
2.82187,630,17,4
2.82187,640,16,4
2.82187,650,17,6
2.82187,660,27,3
2.82187,670,18,13
2.82187,680,10,6
2.82187,690,14,2
2.82187,700,11,7
2.82187,710,12,12
2.82187,720,15,4
2.82187,730,7,7
2.82187,740,16,7
2.82187,750,24,6
2.82187,760,7,9
2.82187,770,13,3
2.82187,780,6,7
2.82187,790,16,2
2.82187,800,10,7
2.82187,810,8,5
2.82187,820,7,6
2.82187,830,8,2
2.82187,840,19,7
2.82187,850,13,1
2.82187,860,13,7
2.82187,870,14,0
2.82187,880,14,1
2.82187,890,10,3
2.82187,900,7,3
2.82187,910,9,4
2.82187,920,4,9
2.82187,930,5,5
2.82187,940,6,6
2.82187,950,7,4
2.82187,960,7,2
2.82187,970,5,3
2.82187,980,5,4
2.82187,990,4,4
3.0068,0,0,0
3.0068,10,0,0
3.0068,20,0,0
3.0068,30,0,0
3.0068,40,0,0
3.0068,50,0,0
3.0068,60,0,0
3.0068,70,27,0
3.0068,80,29,0
3.0068,90,29,0
3.0068,100,29,0
3.0068,110,27,0
3.0068,120,17,0
3.0068,130,33,0
3.0068,140,34,0
3.0068,150,35,0
3.0068,160,38,0
3.0068,170,24,0
3.0068,180,39,0
3.0068,190,23,0
3.0068,200,39,0
3.0068,210,33,0
3.0068,220,49,0
3.0068,230,37,0
3.0068,240,22,0
3.0068,250,29,0
3.0068,260,30,0
3.0068,270,30,0
3.0068,280,39,2
3.0068,290,31,1
3.0068,300,38,2
3.0068,310,49,3
3.0068,320,32,4
3.0068,330,28,3
3.0068,340,58,3
3.0068,350,22,4
3.0068,360,43,6
3.0068,370,44,4
3.0068,380,46,5
3.0068,390,45,0
3.0068,400,31,4
3.0068,410,43,1
3.0068,420,20,2
3.0068,430,32,3
3.0068,440,24,2
3.0068,450,22,4
3.0068,460,27,3
3.0068,470,25,4
3.0068,480,25,4
3.0068,490,26,2
3.0068,500,16,4
3.0068,510,31,4
3.0068,520,17,4
3.0068,530,19,1
3.0068,540,19,11
3.0068,550,14,5
3.0068,560,29,5
3.0068,570,24,1
3.0068,580,32,8
3.0068,590,25,4
3.0068,600,15,0
3.0068,610,16,1
3.0068,620,9,12
3.0068,630,11,2
3.0068,640,23,2
3.0068,650,17,2
3.0068,660,22,11
3.0068,670,15,9
3.0068,680,25,2
3.0068,690,15,2
3.0068,700,17,3
3.0068,710,20,9
3.0068,720,19,5
3.0068,730,18,7
3.0068,740,25,6
3.0068,750,20,4
3.0068,760,13,16
3.0068,770,14,3
3.0068,780,9,9
3.0068,790,13,0
3.0068,800,18,5
3.0068,810,12,5
3.0068,820,17,11
3.0068,830,9,1
3.0068,840,13,6
3.0068,850,13,0
3.0068,860,18,4
3.0068,870,13,1
3.0068,880,9,4
3.0068,890,15,3
3.0068,900,15,1
3.0068,910,6,10
3.0068,920,8,2
3.0068,930,11,1
3.0068,940,3,14
3.0068,950,2,2
3.0068,960,11,6
3.0068,970,3,0
3.0068,980,5,4
3.0068,990,4,5
3.20385,0,0,0
3.20385,10,0,0
3.20385,20,0,0
3.20385,30,0,0
3.20385,40,0,0
3.20385,50,0,0
3.20385,60,0,0
3.20385,70,38,0
3.20385,80,43,0
3.20385,90,36,0
3.20385,100,27,0
3.20385,110,24,0
3.20385,120,25,0
3.20385,130,22,0
3.20385,140,25,0
3.20385,150,36,0
3.20385,160,33,0
3.20385,170,41,0
3.20385,180,23,0
3.20385,190,31,0
3.20385,200,36,0
3.20385,210,37,0
3.20385,220,51,0
3.20385,230,38,0
3.20385,240,23,0
3.20385,250,25,0
3.20385,260,31,0
3.20385,270,23,0
3.20385,280,35,1
3.20385,290,42,1
3.20385,300,41,2
3.20385,310,54,1
3.20385,320,26,3
3.20385,330,26,0
3.20385,340,42,5
3.20385,350,13,5
3.20385,360,45,5
3.20385,370,24,2
3.20385,380,43,3
3.20385,390,42,2
3.20385,400,28,3
3.20385,410,36,3
3.20385,420,20,1
3.20385,430,16,7
3.20385,440,23,5
3.20385,450,29,1
3.20385,460,34,4
3.20385,470,26,0
3.20385,480,32,6
3.20385,490,24,4
3.20385,500,14,5
3.20385,510,22,4
3.20385,520,17,2
3.20385,530,13,3
3.20385,540,13,5
3.20385,550,21,9
3.20385,560,24,6
3.20385,570,20,5
3.20385,580,15,7
3.20385,590,12,3
3.20385,600,20,0
3.20385,610,16,1
3.20385,620,13,6
3.20385,630,22,5
3.20385,640,15,4
3.20385,650,23,1
3.20385,660,18,9
3.20385,670,26,9
3.20385,680,22,3
3.20385,690,13,5
3.20385,700,17,10
3.20385,710,23,13
3.20385,720,19,6
3.20385,730,13,6
3.20385,740,17,6
3.20385,750,23,3
3.20385,760,10,10
3.20385,770,9,8
3.20385,780,10,8
3.20385,790,10,4
3.20385,800,9,5
3.20385,810,12,7
3.20385,820,12,8
3.20385,830,2,4
3.20385,840,14,4
3.20385,850,16,0
3.20385,860,12,11
3.20385,870,10,0
3.20385,880,12,3
3.20385,890,14,4
3.20385,900,8,2
3.20385,910,5,9
3.20385,920,9,4
3.20385,930,8,2
3.20385,940,6,8
3.20385,950,4,4
3.20385,960,4,4
3.20385,970,5,4
3.20385,980,5,3
3.20385,990,4,5
3.41382,0,0,0
3.41382,10,0,0
3.41382,20,0,0
3.41382,30,0,0
3.41382,40,0,0
3.41382,50,0,0
3.41382,60,0,0
3.41382,70,36,0
3.41382,80,31,0
3.41382,90,46,0
3.41382,100,26,0
3.41382,110,19,0
3.41382,120,26,0
3.41382,130,23,0
3.41382,140,31,0
3.41382,150,36,0
3.41382,160,39,0
3.41382,170,30,0
3.41382,180,31,0
3.41382,190,24,0
3.41382,200,29,0
3.41382,210,47,0
3.41382,220,42,0
3.41382,230,35,0
3.41382,240,38,0
3.41382,250,18,0
3.41382,260,33,0
3.41382,270,30,0
3.41382,280,27,1
3.41382,290,43,2
3.41382,300,39,1
3.41382,310,39,2
3.41382,320,24,2
3.41382,330,28,5
3.41382,340,40,2
3.41382,350,24,8
3.41382,360,46,2
3.41382,370,31,2
3.41382,380,50,2
3.41382,390,41,4
3.41382,400,29,7
3.41382,410,37,2
3.41382,420,30,1
3.41382,430,36,5
3.41382,440,21,5
3.41382,450,33,2
3.41382,460,26,1
3.41382,470,33,0
3.41382,480,26,3
3.41382,490,27,5
3.41382,500,20,5
3.41382,510,22,5
3.41382,520,18,4
3.41382,530,17,4
3.41382,540,18,5
3.41382,550,19,6
3.41382,560,28,3
3.41382,570,22,1
3.41382,580,23,5
3.41382,590,9,3
3.41382,600,20,0
3.41382,610,15,1
3.41382,620,17,11
3.41382,630,14,4
3.41382,640,16,5
3.41382,650,20,9
3.41382,660,23,10
3.41382,670,25,12
3.41382,680,21,5
3.41382,690,12,6
3.41382,700,19,3
3.41382,710,17,12
3.41382,720,21,7
3.41382,730,24,10
3.41382,740,26,9
3.41382,750,18,3
3.41382,760,5,6
3.41382,770,20,4
3.41382,780,4,11
3.41382,790,8,0
3.41382,800,12,2
3.41382,810,6,8
3.41382,820,5,13
3.41382,830,15,2
3.41382,840,11,5
3.41382,850,11,0
3.41382,860,10,6
3.41382,870,8,2
3.41382,880,12,3
3.41382,890,14,5
3.41382,900,7,0
3.41382,910,5,9
3.41382,920,8,10
3.41382,930,7,2
3.41382,940,6,11
3.41382,950,10,7
3.41382,960,7,7
3.41382,970,4,3
3.41382,980,4,3
3.41382,990,3,4
3.63755,0,0,0
3.63755,10,0,0
3.63755,20,0,0
3.63755,30,0,0
3.63755,40,0,0
3.63755,50,0,0
3.63755,60,0,0
3.63755,70,32,0
3.63755,80,47,0
3.63755,90,25,0
3.63755,100,27,0
3.63755,110,24,0
3.63755,120,33,0
3.63755,130,27,0
3.63755,140,33,0
3.63755,150,44,0
3.63755,160,38,0
3.63755,170,27,0
3.63755,180,48,0
3.63755,190,29,0
3.63755,200,27,0
3.63755,210,34,0
3.63755,220,49,0
3.63755,230,31,0
3.63755,240,28,0
3.63755,250,20,0
3.63755,260,33,0
3.63755,270,26,0
3.63755,280,39,0
3.63755,290,24,1
3.63755,300,43,1
3.63755,310,33,1
3.63755,320,30,1
3.63755,330,28,5
3.63755,340,36,4
3.63755,350,32,2
3.63755,360,61,3
3.63755,370,23,4
3.63755,380,47,4
3.63755,390,48,3
3.63755,400,32,5
3.63755,410,34,2
3.63755,420,21,4
3.63755,430,20,2
3.63755,440,9,8
3.63755,450,33,2
3.63755,460,32,5
3.63755,470,20,3
3.63755,480,27,1
3.63755,490,30,4
3.63755,500,13,6
3.63755,510,19,4
3.63755,520,23,1
3.63755,530,18,1
3.63755,540,20,10
3.63755,550,27,5
3.63755,560,28,6
3.63755,570,19,3
3.63755,580,30,4
3.63755,590,20,5
3.63755,600,18,1
3.63755,610,17,6
3.63755,620,14,9
3.63755,630,22,0
3.63755,640,15,7
3.63755,650,20,3
3.63755,660,20,3
3.63755,670,21,6
3.63755,680,22,3
3.63755,690,15,5
3.63755,700,12,11
3.63755,710,18,9
3.63755,720,16,5
3.63755,730,12,5
3.63755,740,19,7
3.63755,750,19,3
3.63755,760,11,8
3.63755,770,8,1
3.63755,780,18,9
3.63755,790,14,4
3.63755,800,10,7
3.63755,810,9,5
3.63755,820,13,7
3.63755,830,11,6
3.63755,840,11,4
3.63755,850,10,2
3.63755,860,14,8
3.63755,870,17,3
3.63755,880,10,6
3.63755,890,16,2
3.63755,900,12,2
3.63755,910,7,7
3.63755,920,11,8
3.63755,930,5,2
3.63755,940,2,3
3.63755,950,2,4
3.63755,960,11,4
3.63755,970,5,4
3.63755,980,4,6
3.63755,990,5,5
3.87593,0,0,0
3.87593,10,0,0
3.87593,20,0,0
3.87593,30,0,0
3.87593,40,0,0
3.87593,50,0,0
3.87593,60,0,0
3.87593,70,36,0
3.87593,80,39,0
3.87593,90,34,0
3.87593,100,23,0
3.87593,110,20,0
3.87593,120,25,0
3.87593,130,28,0
3.87593,140,26,0
3.87593,150,36,0
3.87593,160,40,0
3.87593,170,25,0
3.87593,180,42,0
3.87593,190,27,0
3.87593,200,21,0
3.87593,210,34,0
3.87593,220,49,0
3.87593,230,34,0
3.87593,240,34,0
3.87593,250,20,0
3.87593,260,37,0
3.87593,270,23,0
3.87593,280,49,2
3.87593,290,22,2
3.87593,300,37,2
3.87593,310,46,1
3.87593,320,34,2
3.87593,330,30,2
3.87593,340,33,2
3.87593,350,25,7
3.87593,360,52,4
3.87593,370,37,5
3.87593,380,54,3
3.87593,390,43,2
3.87593,400,42,3
3.87593,410,34,0
3.87593,420,23,2
3.87593,430,28,2
3.87593,440,13,7
3.87593,450,38,0
3.87593,460,36,6
3.87593,470,28,4
3.87593,480,31,2
3.87593,490,21,3
3.87593,500,15,2
3.87593,510,19,1
3.87593,520,18,2
3.87593,530,21,0
3.87593,540,19,13
3.87593,550,21,7
3.87593,560,20,3
3.87593,570,26,4
3.87593,580,33,8
3.87593,590,16,7
3.87593,600,18,0
3.87593,610,16,2
3.87593,620,13,10
3.87593,630,25,2
3.87593,640,12,8
3.87593,650,19,4
3.87593,660,20,10
3.87593,670,19,12
3.87593,680,15,6
3.87593,690,16,3
3.87593,700,14,13
3.87593,710,13,8
3.87593,720,16,4
3.87593,730,9,5
3.87593,740,17,9
3.87593,750,19,2
3.87593,760,8,9
3.87593,770,12,2
3.87593,780,16,3
3.87593,790,16,2
3.87593,800,13,4
3.87593,810,13,6
3.87593,820,13,9
3.87593,830,8,3
3.87593,840,8,6
3.87593,850,16,0
3.87593,860,17,8
3.87593,870,8,3
3.87593,880,19,5
3.87593,890,12,3
3.87593,900,14,2
3.87593,910,9,12
3.87593,920,13,4
3.87593,930,6,2
3.87593,940,5,6
3.87593,950,2,4
3.87593,960,8,6
3.87593,970,5,3
3.87593,980,7,4
3.87593,990,6,5
4.12995,0,0,0
4.12995,10,0,0
4.12995,20,0,0
4.12995,30,0,0
4.12995,40,0,0
4.12995,50,0,0
4.12995,60,0,0
4.12995,70,31,0
4.12995,80,39,0
4.12995,90,42,0
4.12995,100,31,0
4.12995,110,26,0
4.12995,120,27,0
4.12995,130,26,0
4.12995,140,34,0
4.12995,150,28,0
4.12995,160,38,0
4.12995,170,34,0
4.12995,180,49,0
4.12995,190,27,0
4.12995,200,28,0
4.12995,210,28,0
4.12995,220,46,0
4.12995,230,33,0
4.12995,240,28,0
4.12995,250,24,0
4.12995,260,33,0
4.12995,270,24,0
4.12995,280,36,3
4.12995,290,33,1
4.12995,300,24,0
4.12995,310,45,3
4.12995,320,27,1
4.12995,330,27,2
4.12995,340,35,3
4.12995,350,21,4
4.12995,360,58,8
4.12995,370,38,3
4.12995,380,44,2
4.12995,390,44,2
4.12995,400,30,7
4.12995,410,23,3
4.12995,420,36,0
4.12995,430,26,6
4.12995,440,17,9
4.12995,450,43,0
4.12995,460,34,5
4.12995,470,38,2
4.12995,480,30,0
4.12995,490,23,4
4.12995,500,17,6
4.12995,510,25,3
4.12995,520,22,5
4.12995,530,14,5
4.12995,540,12,5
4.12995,550,23,3
4.12995,560,25,2
4.12995,570,33,3
4.12995,580,39,5
4.12995,590,13,10
4.12995,600,21,2
4.12995,610,25,1
4.12995,620,14,8
4.12995,630,11,2
4.12995,640,8,5
4.12995,650,22,3
4.12995,660,22,4
4.12995,670,26,16
4.12995,680,21,6
4.12995,690,13,10
4.12995,700,13,15
4.12995,710,10,11
4.12995,720,12,8
4.12995,730,15,4
4.12995,740,16,2
4.12995,750,22,3
4.12995,760,9,26
4.12995,770,16,3
4.12995,780,9,8
4.12995,790,25,1
4.12995,800,10,8
4.12995,810,8,11
4.12995,820,15,3
4.12995,830,14,3
4.12995,840,7,5
4.12995,850,14,0
4.12995,860,5,7
4.12995,870,6,3
4.12995,880,13,4
4.12995,890,17,1
4.12995,900,12,5
4.12995,910,5,10
4.12995,920,8,5
4.12995,930,8,4
4.12995,940,5,8
4.12995,950,8,5
4.12995,960,6,1
4.12995,970,4,3
4.12995,980,2,2
4.12995,990,2,8
4.4006,0,0,0
4.4006,10,0,0
4.4006,20,0,0
4.4006,30,0,0
4.4006,40,0,0
4.4006,50,0,0
4.4006,60,0,0
4.4006,70,41,0
4.4006,80,42,0
4.4006,90,48,0
4.4006,100,32,0
4.4006,110,33,0
4.4006,120,26,0
4.4006,130,33,0
4.4006,140,30,0
4.4006,150,23,0
4.4006,160,27,0
4.4006,170,29,0
4.4006,180,27,0
4.4006,190,32,0
4.4006,200,48,0
4.4006,210,43,0
4.4006,220,50,0
4.4006,230,30,0
4.4006,240,36,0
4.4006,250,28,0
4.4006,260,21,0
4.4006,270,26,0
4.4006,280,36,4
4.4006,290,18,3
4.4006,300,48,2
4.4006,310,50,2
4.4006,320,32,0
4.4006,330,36,4
4.4006,340,26,4
4.4006,350,28,2
4.4006,360,43,6
4.4006,370,27,2
4.4006,380,36,3
4.4006,390,48,2
4.4006,400,38,1
4.4006,410,39,3
4.4006,420,30,4
4.4006,430,24,7
4.4006,440,13,5
4.4006,450,30,2
4.4006,460,38,2
4.4006,470,32,3
4.4006,480,30,3
4.4006,490,25,8
4.4006,500,15,2
4.4006,510,15,2
4.4006,520,21,3
4.4006,530,22,2
4.4006,540,27,10
4.4006,550,18,5
4.4006,560,28,4
4.4006,570,25,2
4.4006,580,26,2
4.4006,590,15,3
4.4006,600,14,2
4.4006,610,27,4
4.4006,620,21,9
4.4006,630,16,6
4.4006,640,13,10
4.4006,650,19,7
4.4006,660,25,8
4.4006,670,21,12
4.4006,680,16,3
4.4006,690,14,4
4.4006,700,15,6
4.4006,710,13,10
4.4006,720,18,10
4.4006,730,15,0
4.4006,740,15,5
4.4006,750,15,6
4.4006,760,3,11
4.4006,770,13,6
4.4006,780,18,7
4.4006,790,16,4
4.4006,800,19,6
4.4006,810,13,5
4.4006,820,7,7
4.4006,830,13,3
4.4006,840,20,5
4.4006,850,11,0
4.4006,860,9,6
4.4006,870,9,3
4.4006,880,17,2
4.4006,890,16,6
4.4006,900,8,2
4.4006,910,4,8
4.4006,920,13,4
4.4006,930,7,1
4.4006,940,7,9
4.4006,950,3,2
4.4006,960,1,1
4.4006,970,4,2
4.4006,980,4,6
4.4006,990,4,3
4.689,0,0,0
4.689,10,0,0
4.689,20,0,0
4.689,30,0,0
4.689,40,0,0
4.689,50,0,0
4.689,60,0,0
4.689,70,31,0
4.689,80,32,0
4.689,90,42,0
4.689,100,19,0
4.689,110,33,0
4.689,120,23,0
4.689,130,24,0
4.689,140,26,0
4.689,150,33,0
4.689,160,36,0
4.689,170,34,0
4.689,180,37,0
4.689,190,25,0
4.689,200,47,0
4.689,210,29,0
4.689,220,55,0
4.689,230,30,0
4.689,240,27,0
4.689,250,24,0
4.689,260,27,0
4.689,270,38,0
4.689,280,45,2
4.689,290,25,4
4.689,300,44,1
4.689,310,40,4
4.689,320,21,2
4.689,330,31,1
4.689,340,35,2
4.689,350,25,0
4.689,360,47,4
4.689,370,47,4
4.689,380,37,5
4.689,390,34,1
4.689,400,29,3
4.689,410,28,0
4.689,420,32,3
4.689,430,28,8
4.689,440,20,5
4.689,450,32,2
4.689,460,39,1
4.689,470,38,0
4.689,480,20,5
4.689,490,21,4
4.689,500,19,4
4.689,510,20,6
4.689,520,31,3
4.689,530,19,3
4.689,540,13,7
4.689,550,17,7
4.689,560,23,3
4.689,570,32,3
4.689,580,31,10
4.689,590,10,1
4.689,600,15,1
4.689,610,16,9
4.689,620,10,9
4.689,630,16,2
4.689,640,15,5
4.689,650,25,1
4.689,660,24,8
4.689,670,19,6
4.689,680,23,4
4.689,690,13,10
4.689,700,14,11
4.689,710,13,5
4.689,720,13,2
4.689,730,8,2
4.689,740,28,4
4.689,750,10,3
4.689,760,9,13
4.689,770,16,4
4.689,780,12,3
4.689,790,11,3
4.689,800,11,5
4.689,810,10,8
4.689,820,8,5
4.689,830,11,3
4.689,840,11,4
4.689,850,13,3
4.689,860,12,4
4.689,870,9,0
4.689,880,17,8
4.689,890,12,6
4.689,900,10,4
4.689,910,7,7
4.689,920,10,6
4.689,930,5,4
4.689,940,6,12
4.689,950,1,7
4.689,960,4,4
4.689,970,7,2
4.689,980,4,4
4.689,990,9,4
4.99629,0,0,0
4.99629,10,0,0
4.99629,20,0,0
4.99629,30,0,0
4.99629,40,0,0
4.99629,50,0,0
4.99629,60,0,0
4.99629,70,47,0
4.99629,80,39,0
4.99629,90,27,0
4.99629,100,25,0
4.99629,110,32,0
4.99629,120,28,0
4.99629,130,22,0
4.99629,140,19,0
4.99629,150,34,0
4.99629,160,38,0
4.99629,170,28,0
4.99629,180,41,0
4.99629,190,18,0
4.99629,200,29,0
4.99629,210,50,0
4.99629,220,51,0
4.99629,230,36,0
4.99629,240,30,0
4.99629,250,23,0
4.99629,260,21,0
4.99629,270,30,0
4.99629,280,40,0
4.99629,290,26,1
4.99629,300,49,1
4.99629,310,59,3
4.99629,320,11,3
4.99629,330,20,4
4.99629,340,46,3
4.99629,350,20,2
4.99629,360,50,4
4.99629,370,36,0
4.99629,380,34,2
4.99629,390,38,1
4.99629,400,33,5
4.99629,410,23,2
4.99629,420,32,1
4.99629,430,31,6
4.99629,440,19,7
4.99629,450,42,2
4.99629,460,29,6
4.99629,470,26,1
4.99629,480,30,2
4.99629,490,17,4
4.99629,500,15,4
4.99629,510,10,5
4.99629,520,23,4
4.99629,530,22,2
4.99629,540,17,3
4.99629,550,18,4
