#      mass       lower       upper
1.2732700e+01 1.9630407e-14 2.3101297e-11
1.2795100e+01 1.9630407e-14 2.3101297e-11
1.2857800e+01 1.9630407e-14 2.3101297e-11
1.2920800e+01 1.9630407e-14 2.3101297e-11
1.2984200e+01 1.9630407e-14 2.3101297e-11
1.3047800e+01 1.9630407e-14 2.3101297e-11
1.3111700e+01 1.6297508e-14 2.3101297e-11
1.3176000e+01 1.6297508e-14 2.3101297e-11
1.3240500e+01 1.6297508e-14 2.3101297e-11
1.3305400e+01 1.6297508e-14 2.3101297e-11
1.3370600e+01 1.6297508e-14 2.3101297e-11
1.3436200e+01 1.6297508e-14 2.3101297e-11
1.3502000e+01 1.6297508e-14 1.9179103e-11
1.3568200e+01 1.6297508e-14 1.9179103e-11
1.3634700e+01 1.6297508e-14 1.9179103e-11
1.3701500e+01 1.6297508e-14 1.9179103e-11
1.3768600e+01 1.6297508e-14 1.9179103e-11
1.3836100e+01 1.6297508e-14 1.9179103e-11
1.3903900e+01 1.6297508e-14 1.9179103e-11
1.3972000e+01 1.6297508e-14 1.9179103e-11
1.4040500e+01 1.6297508e-14 1.9179103e-11
1.4109300e+01 1.6297508e-14 1.9179103e-11
1.4178400e+01 1.6297508e-14 1.9179103e-11
1.4247900e+01 1.6297508e-14 1.9179103e-11
1.4317700e+01 1.6297508e-14 1.9179103e-11
1.4387900e+01 1.6297508e-14 1.9179103e-11
1.4458400e+01 1.6297508e-14 1.9179103e-11
1.4529200e+01 1.6297508e-14 1.9179103e-11
1.4600400e+01 1.6297508e-14 1.9179103e-11
1.4672000e+01 1.6297508e-14 1.5922828e-11
1.4743900e+01 1.6297508e-14 1.5922828e-11
1.4816100e+01 1.6297508e-14 1.5922828e-11
1.4888700e+01 1.6297508e-14 1.5922828e-11
1.4961700e+01 1.6297508e-14 1.5922828e-11
1.5035000e+01 1.6297508e-14 1.5922828e-11
1.5108700e+01 1.6297508e-14 1.5922828e-11
1.5182700e+01 1.6297508e-14 1.5922828e-11
1.5257100e+01 1.6297508e-14 1.5922828e-11
1.5331900e+01 1.6297508e-14 1.5922828e-11
1.5407000e+01 1.6297508e-14 1.5922828e-11
1.5482500e+01 1.6297508e-14 1.5922828e-11
1.5558400e+01 1.6297508e-14 1.5922828e-11
1.5634700e+01 1.6297508e-14 1.5922828e-11
1.5711300e+01 1.6297508e-14 1.5922828e-11
1.5788300e+01 1.6297508e-14 1.5922828e-11
1.5865600e+01 1.6297508e-14 1.5922828e-11
1.5943400e+01 1.3530478e-14 1.3219411e-11
1.6021500e+01 1.3530478e-14 1.3219411e-11
1.6100000e+01 1.3530478e-14 1.3219411e-11
1.6178900e+01 1.3530478e-14 1.3219411e-11
1.6258200e+01 1.3530478e-14 1.3219411e-11
1.6337900e+01 1.3530478e-14 1.3219411e-11
1.6417900e+01 1.3530478e-14 1.3219411e-11
1.6498400e+01 1.3530478e-14 1.3219411e-11
1.6579200e+01 1.3530478e-14 1.3219411e-11
1.6660500e+01 1.3530478e-14 1.3219411e-11
1.6742100e+01 1.3530478e-14 1.3219411e-11
1.6824200e+01 1.3530478e-14 1.3219411e-11
1.6906600e+01 1.3530478e-14 1.3219411e-11
1.6989400e+01 1.3530478e-14 1.3219411e-11
1.7072700e+01 1.3530478e-14 1.3219411e-11
1.7156400e+01 1.3530478e-14 1.3219411e-11
1.7240400e+01 1.3530478e-14 1.3219411e-11
1.7324900e+01 1.3530478e-14 1.0974988e-11
1.7409800e+01 1.3530478e-14 1.0974988e-11
1.7495100e+01 1.3530478e-14 1.0974988e-11
1.7580900e+01 1.3530478e-14 1.0974988e-11
1.7667000e+01 1.3530478e-14 1.0974988e-11
1.7753600e+01 1.3530478e-14 1.0974988e-11
1.7840600e+01 1.3530478e-14 1.0974988e-11
1.7928000e+01 1.3530478e-14 1.0974988e-11
1.8015900e+01 1.3530478e-14 1.0974988e-11
1.8104200e+01 1.3530478e-14 1.0974988e-11
1.8192900e+01 1.3530478e-14 1.0974988e-11
1.8282000e+01 1.3530478e-14 1.0974988e-11
1.8371600e+01 1.3530478e-14 1.0974988e-11
1.8461600e+01 1.3530478e-14 1.0974988e-11
1.8552100e+01 1.3530478e-14 1.0974988e-11
1.8643000e+01 1.3530478e-14 1.0974988e-11
1.8734400e+01 1.3530478e-14 1.0974988e-11
1.8826200e+01 1.3530478e-14 9.1116276e-12
1.8918400e+01 1.3530478e-14 9.1116276e-12
1.9011200e+01 1.3530478e-14 9.1116276e-12
1.9104300e+01 1.3530478e-14 9.1116276e-12
1.9197900e+01 1.3530478e-14 9.1116276e-12
1.9292000e+01 1.1233240e-14 9.1116276e-12
1.9386500e+01 1.1233240e-14 9.1116276e-12
1.9481500e+01 1.1233240e-14 9.1116276e-12
1.9577000e+01 1.1233240e-14 9.1116276e-12
1.9672900e+01 1.1233240e-14 9.1116276e-12
1.9769400e+01 1.1233240e-14 9.1116276e-12
1.9866200e+01 1.1233240e-14 9.1116276e-12
1.9963600e+01 1.1233240e-14 9.1116276e-12
2.0061400e+01 1.1233240e-14 9.1116276e-12
2.0159700e+01 1.1233240e-14 9.1116276e-12
2.0258500e+01 1.1233240e-14 9.1116276e-12
2.0357800e+01 1.1233240e-14 9.1116276e-12
2.0457500e+01 1.1233240e-14 9.1116276e-12
2.0557800e+01 1.1233240e-14 7.5646333e-12
2.0658500e+01 1.1233240e-14 7.5646333e-12
2.0759800e+01 1.1233240e-14 7.5646333e-12
2.0861500e+01 1.1233240e-14 7.5646333e-12
2.0963700e+01 1.1233240e-14 7.5646333e-12
2.1066500e+01 1.1233240e-14 7.5646333e-12
2.1169700e+01 1.1233240e-14 7.5646333e-12
2.1273400e+01 1.1233240e-14 7.5646333e-12
2.1377700e+01 1.1233240e-14 7.5646333e-12
2.1482400e+01 1.1233240e-14 7.5646333e-12
2.1587700e+01 1.1233240e-14 7.5646333e-12
2.1693500e+01 1.1233240e-14 7.5646333e-12
2.1799800e+01 1.1233240e-14 7.5646333e-12
2.1906600e+01 1.1233240e-14 7.5646333e-12
2.2014000e+01 1.1233240e-14 7.5646333e-12
2.2121900e+01 1.1233240e-14 7.5646333e-12
2.2230300e+01 1.1233240e-14 6.2802914e-12
2.2339200e+01 1.1233240e-14 6.2802914e-12
2.2448700e+01 1.1233240e-14 6.2802914e-12
2.2558700e+01 1.1233240e-14 6.2802914e-12
2.2669200e+01 1.1233240e-14 6.2802914e-12
2.2780300e+01 1.1233240e-14 6.2802914e-12
2.2891900e+01 1.1233240e-14 6.2802914e-12
2.3004100e+01 1.1233240e-14 6.2802914e-12
2.3116800e+01 1.1233240e-14 6.2802914e-12
2.3230100e+01 1.1233240e-14 6.2802914e-12
2.3344000e+01 1.1233240e-14 6.2802914e-12
2.3458400e+01 1.1233240e-14 6.2802914e-12
2.3573300e+01 9.3260335e-15 6.2802914e-12
2.3688800e+01 9.3260335e-15 6.2802914e-12
2.3804900e+01 9.3260335e-15 6.2802914e-12
2.3921600e+01 9.3260335e-15 6.2802914e-12
2.4038800e+01 9.3260335e-15 6.2802914e-12
2.4156600e+01 9.3260335e-15 5.2140083e-12
2.4275000e+01 9.3260335e-15 5.2140083e-12
2.4393900e+01 9.3260335e-15 5.2140083e-12
2.4513500e+01 9.3260335e-15 5.2140083e-12
2.4633600e+01 9.3260335e-15 5.2140083e-12
2.4754300e+01 9.3260335e-15 5.2140083e-12
2.4875600e+01 9.3260335e-15 5.2140083e-12
2.4997500e+01 9.3260335e-15 5.2140083e-12
2.5120000e+01 9.3260335e-15 5.2140083e-12
2.5243100e+01 9.3260335e-15 5.2140083e-12
2.5366800e+01 9.3260335e-15 5.2140083e-12
2.5491100e+01 9.3260335e-15 5.2140083e-12
2.5616000e+01 9.3260335e-15 5.2140083e-12
2.5741600e+01 9.3260335e-15 5.2140083e-12
2.5867700e+01 9.3260335e-15 5.2140083e-12
2.5994500e+01 9.3260335e-15 5.2140083e-12
2.6121800e+01 9.3260335e-15 5.2140083e-12
2.6249800e+01 9.3260335e-15 4.3287613e-12
2.6378500e+01 9.3260335e-15 4.3287613e-12
2.6507700e+01 9.3260335e-15 4.3287613e-12
2.6637600e+01 9.3260335e-15 4.3287613e-12
2.6768200e+01 9.3260335e-15 4.3287613e-12
2.6899400e+01 9.3260335e-15 4.3287613e-12
2.7031200e+01 9.3260335e-15 4.3287613e-12
2.7163600e+01 9.3260335e-15 4.3287613e-12
2.7296700e+01 9.3260335e-15 4.3287613e-12
2.7430500e+01 9.3260335e-15 4.3287613e-12
2.7564900e+01 9.3260335e-15 4.3287613e-12
2.7700000e+01 9.3260335e-15 4.3287613e-12
2.7835700e+01 9.3260335e-15 4.3287613e-12
2.7972200e+01 9.3260335e-15 4.3287613e-12
2.8109200e+01 9.3260335e-15 4.3287613e-12
2.8247000e+01 9.3260335e-15 4.3287613e-12
2.8385400e+01 9.3260335e-15 4.3287613e-12
2.8524500e+01 9.3260335e-15 3.5938137e-12
2.8664300e+01 9.3260335e-15 3.5938137e-12
2.8804700e+01 9.3260335e-15 3.5938137e-12
2.8945900e+01 7.7426368e-15 3.5938137e-12
2.9087700e+01 7.7426368e-15 3.5938137e-12
2.9230300e+01 7.7426368e-15 3.5938137e-12
2.9373500e+01 7.7426368e-15 3.5938137e-12
2.9517500e+01 7.7426368e-15 3.5938137e-12
2.9662100e+01 7.7426368e-15 3.5938137e-12
2.9807500e+01 7.7426368e-15 3.5938137e-12
2.9953500e+01 7.7426368e-15 3.5938137e-12
3.0100300e+01 7.7426368e-15 3.5938137e-12
3.0247800e+01 7.7426368e-15 3.5938137e-12
3.0396000e+01 7.7426368e-15 3.5938137e-12
3.0545000e+01 7.7426368e-15 3.5938137e-12
3.0694700e+01 7.7426368e-15 3.5938137e-12
3.0845100e+01 7.7426368e-15 2.9836472e-12
3.0996200e+01 7.7426368e-15 2.9836472e-12
3.1148100e+01 7.7426368e-15 2.9836472e-12
3.1300800e+01 7.7426368e-15 2.9836472e-12
3.1454200e+01 7.7426368e-15 2.9836472e-12
3.1608300e+01 7.7426368e-15 2.9836472e-12
3.1763200e+01 7.7426368e-15 2.9836472e-12
3.1918800e+01 7.7426368e-15 2.9836472e-12
3.2075200e+01 7.7426368e-15 2.9836472e-12
3.2232400e+01 7.7426368e-15 2.9836472e-12
3.2390400e+01 7.7426368e-15 2.9836472e-12
3.2549100e+01 7.7426368e-15 2.9836472e-12
3.2708600e+01 7.7426368e-15 2.9836472e-12
3.2868900e+01 7.7426368e-15 2.9836472e-12
3.3030000e+01 7.7426368e-15 2.9836472e-12
3.3191800e+01 7.7426368e-15 2.9836472e-12
3.3354500e+01 7.7426368e-15 2.4770764e-12
3.3517900e+01 7.7426368e-15 2.4770764e-12
3.3682200e+01 7.7426368e-15 2.4770764e-12
3.3847200e+01 7.7426368e-15 2.4770764e-12
3.4013100e+01 7.7426368e-15 2.4770764e-12
3.4179800e+01 7.7426368e-15 2.4770764e-12
3.4347300e+01 7.7426368e-15 2.4770764e-12
3.4515600e+01 7.7426368e-15 2.4770764e-12
3.4684700e+01 7.7426368e-15 2.4770764e-12
3.4854700e+01 7.7426368e-15 2.4770764e-12
3.5025500e+01 7.7426368e-15 2.4770764e-12
3.5197100e+01 7.7426368e-15 2.4770764e-12
3.5369600e+01 7.7426368e-15 2.4770764e-12
3.5542900e+01 7.7426368e-15 2.4770764e-12
3.5717100e+01 7.7426368e-15 2.4770764e-12
3.5892100e+01 7.7426368e-15 2.4770764e-12
3.6068000e+01 7.7426368e-15 2.0565123e-12
3.6244800e+01 7.7426368e-15 2.0565123e-12
3.6422400e+01 6.4280731e-15 2.0565123e-12
3.6600900e+01 6.4280731e-15 2.0565123e-12
3.6780200e+01 6.4280731e-15 2.0565123e-12
3.6960400e+01 6.4280731e-15 2.0565123e-12
3.7141600e+01 6.4280731e-15 2.0565123e-12
3.7323600e+01 6.4280731e-15 2.0565123e-12
3.7506500e+01 6.4280731e-15 2.0565123e-12
3.7690300e+01 6.4280731e-15 2.0565123e-12
3.7875000e+01 6.4280731e-15 2.0565123e-12
3.8060600e+01 6.4280731e-15 2.0565123e-12
3.8247100e+01 6.4280731e-15 2.0565123e-12
3.8434500e+01 6.4280731e-15 2.0565123e-12
3.8622800e+01 6.4280731e-15 2.0565123e-12
3.8812100e+01 6.4280731e-15 2.0565123e-12
3.9002300e+01 6.4280731e-15 1.7073526e-12
3.9193400e+01 6.4280731e-15 1.7073526e-12
3.9385500e+01 6.4280731e-15 1.7073526e-12
3.9578500e+01 6.4280731e-15 1.7073526e-12
3.9772400e+01 6.4280731e-15 1.7073526e-12
3.9967300e+01 6.4280731e-15 1.7073526e-12
4.0163200e+01 6.4280731e-15 1.7073526e-12
4.0360000e+01 6.4280731e-15 1.7073526e-12
4.0557800e+01 6.4280731e-15 1.7073526e-12
4.0756500e+01 6.4280731e-15 1.7073526e-12
4.0956300e+01 6.4280731e-15 1.7073526e-12
4.1157000e+01 6.4280731e-15 1.7073526e-12
4.1358600e+01 6.4280731e-15 1.7073526e-12
4.1561300e+01 6.4280731e-15 1.7073526e-12
4.1765000e+01 6.4280731e-15 1.7073526e-12
4.1969700e+01 6.4280731e-15 1.4174742e-12
4.2175300e+01 6.4280731e-15 1.4174742e-12
4.2382000e+01 6.4280731e-15 1.4174742e-12
4.2589700e+01 6.4280731e-15 1.4174742e-12
4.2798400e+01 6.4280731e-15 1.4174742e-12
4.3008100e+01 6.4280731e-15 1.4174742e-12
4.3218900e+01 6.4280731e-15 1.4174742e-12
4.3430700e+01 6.4280731e-15 1.4174742e-12
4.3643500e+01 6.4280731e-15 1.4174742e-12
4.3857400e+01 6.4280731e-15 1.4174742e-12
4.4072300e+01 6.4280731e-15 1.4174742e-12
4.4288200e+01 6.4280731e-15 1.4174742e-12
4.4505300e+01 6.4280731e-15 1.4174742e-12
4.4723400e+01 6.4280731e-15 1.4174742e-12
4.4942500e+01 6.4280731e-15 1.4174742e-12
4.5162800e+01 6.4280731e-15 1.4174742e-12
4.5384100e+01 6.4280731e-15 1.4174742e-12
4.5606500e+01 6.4280731e-15 1.1768120e-12
4.5830000e+01 6.4280731e-15 1.1768120e-12
4.6054500e+01 6.4280731e-15 1.1768120e-12
4.6280200e+01 6.4280731e-15 1.1768120e-12
4.6507000e+01 6.4280731e-15 1.1768120e-12
4.6734900e+01 5.3366992e-15 1.1768120e-12
4.6963900e+01 5.3366992e-15 1.1768120e-12
4.7194100e+01 5.3366992e-15 1.1768120e-12
4.7425300e+01 5.3366992e-15 1.1768120e-12
4.7657700e+01 5.3366992e-15 1.1768120e-12
4.7891300e+01 5.3366992e-15 1.1768120e-12
4.8126000e+01 5.3366992e-15 1.1768120e-12
4.8361800e+01 5.3366992e-15 1.1768120e-12
4.8598800e+01 5.3366992e-15 1.1768120e-12
4.8837000e+01 5.3366992e-15 1.1768120e-12
4.9076300e+01 5.3366992e-15 9.7700996e-13
4.9316800e+01 5.3366992e-15 9.7700996e-13
4.9558400e+01 5.3366992e-15 9.7700996e-13
4.9801300e+01 5.3366992e-15 9.7700996e-13
5.0045300e+01 5.3366992e-15 9.7700996e-13
5.0290600e+01 5.3366992e-15 9.7700996e-13
5.0537000e+01 5.3366992e-15 9.7700996e-13
5.0784700e+01 5.3366992e-15 9.7700996e-13
5.1033500e+01 5.3366992e-15 9.7700996e-13
5.1283600e+01 5.3366992e-15 9.7700996e-13
5.1534900e+01 5.3366992e-15 9.7700996e-13
5.1787500e+01 5.3366992e-15 9.7700996e-13
5.2041200e+01 5.3366992e-15 9.7700996e-13
5.2296300e+01 5.3366992e-15 9.7700996e-13
5.2552500e+01 5.3366992e-15 9.7700996e-13
5.2810100e+01 5.3366992e-15 8.1113083e-13
5.3068800e+01 5.3366992e-15 8.1113083e-13
5.3328900e+01 5.3366992e-15 8.1113083e-13
5.3590200e+01 5.3366992e-15 8.1113083e-13
5.3852800e+01 5.3366992e-15 8.1113083e-13
5.4116700e+01 5.3366992e-15 8.1113083e-13
5.4381900e+01 5.3366992e-15 8.1113083e-13
5.4648400e+01 5.3366992e-15 8.1113083e-13
5.4916200e+01 5.3366992e-15 8.1113083e-13
5.5185300e+01 5.3366992e-15 8.1113083e-13
5.5455800e+01 5.3366992e-15 8.1113083e-13
5.5727500e+01 5.3366992e-15 8.1113083e-13
5.6000600e+01 5.3366992e-15 8.1113083e-13
5.6275000e+01 5.3366992e-15 8.1113083e-13
5.6550800e+01 5.3366992e-15 6.7341507e-13
5.6827900e+01 5.3366992e-15 6.7341507e-13
5.7106400e+01 5.3366992e-15 6.7341507e-13
5.7386200e+01 5.3366992e-15 6.7341507e-13
5.7667400e+01 5.3366992e-15 6.7341507e-13
5.7950000e+01 5.3366992e-15 6.7341507e-13
5.8234000e+01 5.3366992e-15 6.7341507e-13
5.8519400e+01 5.3366992e-15 6.7341507e-13
5.8806200e+01 5.3366992e-15 6.7341507e-13
5.9094300e+01 5.3366992e-15 6.7341507e-13
5.9383900e+01 5.3366992e-15 6.7341507e-13
5.9674900e+01 5.3366992e-15 6.7341507e-13
5.9967300e+01 5.3366992e-15 6.7341507e-13
6.0261200e+01 5.3366992e-15 6.7341507e-13
6.0556500e+01 5.3366992e-15 5.5908102e-13
6.0853300e+01 5.3366992e-15 5.5908102e-13
6.1151500e+01 5.3366992e-15 5.5908102e-13
6.1451100e+01 5.3366992e-15 5.5908102e-13
6.1752300e+01 5.3366992e-15 5.5908102e-13
6.2054900e+01 5.3366992e-15 5.5908102e-13
6.2359000e+01 5.3366992e-15 5.5908102e-13
6.2664500e+01 5.3366992e-15 5.5908102e-13
6.2971600e+01 5.3366992e-15 5.5908102e-13
6.3280200e+01 5.3366992e-15 5.5908102e-13
6.3590300e+01 5.3366992e-15 5.5908102e-13
6.3901900e+01 5.3366992e-15 5.5908102e-13
6.4215100e+01 5.3366992e-15 5.5908102e-13
6.4529700e+01 5.3366992e-15 4.6415888e-13
6.4846000e+01 5.3366992e-15 4.6415888e-13
6.5163700e+01 5.3366992e-15 4.6415888e-13
6.5483000e+01 5.3366992e-15 4.6415888e-13
6.5803900e+01 5.3366992e-15 4.6415888e-13
6.6126400e+01 5.3366992e-15 4.6415888e-13
6.6450400e+01 5.3366992e-15 4.6415888e-13
6.6776100e+01 5.3366992e-15 4.6415888e-13
6.7103300e+01 5.3366992e-15 4.6415888e-13
6.7432100e+01 5.3366992e-15 4.6415888e-13
6.7762600e+01 5.3366992e-15 4.6415888e-13
6.8094600e+01 5.3366992e-15 4.6415888e-13
6.8428300e+01 5.3366992e-15 3.8535286e-13
6.8763700e+01 5.3366992e-15 3.8535286e-13
6.9100600e+01 5.3366992e-15 3.8535286e-13
6.9439200e+01 5.3366992e-15 3.8535286e-13
6.9779500e+01 5.3366992e-15 3.8535286e-13
7.0121500e+01 5.3366992e-15 3.8535286e-13
7.0465100e+01 5.3366992e-15 3.8535286e-13
7.0810400e+01 5.3366992e-15 3.8535286e-13
7.1157400e+01 5.3366992e-15 3.8535286e-13
7.1506100e+01 5.3366992e-15 3.8535286e-13
7.1856500e+01 5.3366992e-15 3.8535286e-13
7.2208600e+01 5.3366992e-15 3.1992671e-13
7.2562500e+01 5.3366992e-15 3.1992671e-13
7.2918000e+01 5.3366992e-15 3.1992671e-13
7.3275400e+01 5.3366992e-15 3.1992671e-13
7.3634400e+01 5.3366992e-15 3.1992671e-13
7.3995300e+01 5.3366992e-15 3.1992671e-13
7.4357900e+01 5.3366992e-15 3.1992671e-13
7.4722300e+01 5.3366992e-15 3.1992671e-13
7.5088400e+01 5.3366992e-15 3.1992671e-13
7.5456400e+01 5.3366992e-15 3.1992671e-13
7.5826200e+01 5.3366992e-15 3.1992671e-13
7.6197700e+01 5.3366992e-15 3.1992671e-13
7.6571100e+01 5.3366992e-15 2.6560878e-13
7.6946400e+01 5.3366992e-15 2.6560878e-13
7.7323400e+01 5.3366992e-15 2.6560878e-13
7.7702300e+01 6.4280731e-15 2.6560878e-13
7.8083100e+01 5.3366992e-15 2.6560878e-13
7.8465700e+01 6.4280731e-15 2.6560878e-13
7.8850300e+01 6.4280731e-15 2.6560878e-13
7.9236700e+01 6.4280731e-15 2.6560878e-13
7.9624900e+01 6.4280731e-15 2.6560878e-13
8.0015100e+01 6.4280731e-15 2.2051307e-13
8.0407200e+01 6.4280731e-15 2.2051307e-13
8.0801300e+01 6.4280731e-15 2.2051307e-13
8.1197200e+01 6.4280731e-15 2.2051307e-13
8.1595100e+01 6.4280731e-15 2.2051307e-13
8.1995000e+01 6.4280731e-15 2.2051307e-13
8.2396800e+01 6.4280731e-15 2.2051307e-13
8.2800500e+01 6.4280731e-15 2.2051307e-13
8.3206300e+01 6.4280731e-15 1.8307383e-13
8.3614000e+01 6.4280731e-15 1.8307383e-13
8.4023800e+01 6.4280731e-15 1.8307383e-13
8.4435500e+01 6.4280731e-15 1.8307383e-13
8.4849300e+01 6.4280731e-15 1.8307383e-13
8.5265100e+01 6.4280731e-15 1.8307383e-13
8.5682900e+01 6.4280731e-15 1.8307383e-13
8.6102800e+01 6.4280731e-15 1.8307383e-13
8.6524700e+01 6.4280731e-15 1.5199111e-13
8.6948700e+01 6.4280731e-15 1.5199111e-13
8.7374800e+01 7.7426368e-15 1.5199111e-13
8.7803000e+01 7.7426368e-15 1.5199111e-13
8.8233200e+01 7.7426368e-15 1.5199111e-13
8.8665600e+01 7.7426368e-15 1.5199111e-13
8.9100100e+01 7.7426368e-15 1.2618569e-13
8.9536700e+01 7.7426368e-15 1.2618569e-13
8.9975500e+01 7.7426368e-15 1.2618569e-13
9.0416400e+01 7.7426368e-15 1.2618569e-13
9.0859500e+01 7.7426368e-15 1.2618569e-13
9.1304700e+01 7.7426368e-15 1.2618569e-13
9.1752200e+01 7.7426368e-15 1.0476158e-13
9.2201800e+01 7.7426368e-15 1.0476158e-13
9.2653600e+01 7.7426368e-15 1.0476158e-13
9.3107600e+01 9.3260335e-15 1.0476158e-13
9.3563900e+01 9.3260335e-15 1.0476158e-13
9.4022400e+01 9.3260335e-15 8.6974900e-14
9.4483100e+01 9.3260335e-15 8.6974900e-14
9.4946100e+01 9.3260335e-15 8.6974900e-14
9.5411400e+01 9.3260335e-15 8.6974900e-14
9.5879000e+01 9.3260335e-15 7.2208090e-14
9.6348800e+01 1.1233240e-14 7.2208090e-14
9.6821000e+01 1.1233240e-14 7.2208090e-14
9.7295400e+01 1.1233240e-14 7.2208090e-14
9.7772200e+01 1.1233240e-14 5.9948425e-14
9.8251300e+01 1.1233240e-14 5.9948425e-14
9.8732800e+01 1.3530478e-14 4.9770236e-14
9.9216600e+01 1.3530478e-14 4.9770236e-14
9.9702800e+01 1.3530478e-14 4.9770236e-14
1.0019100e+02 1.6297508e-14 4.1320124e-14
1.0068200e+02 1.6297508e-14 4.1320124e-14
1.0117600e+02 1.6297508e-14 3.4304693e-14
1.0167200e+02 1.9630407e-14 2.8480359e-14
1.0217000e+02 2.3644894e-14 1.0236882e+00
